0	0	128
0	0	132
0	0	136
0	0	137
0	0	140
0	0	141
0	0	141
0	0	146
0	0	150
0	0	150
0	0	152
0	0	159
0	0	159
0	0	159
0	0	164
0	0	164
0	0	168
0	0	172
0	0	173
0	0	176
0	0	178
0	0	178
0	0	182
0	0	185
0	0	187
0	0	189
0	0	191
0	0	193
0	0	196
0	0	200
0	0	200
0	0	201
0	0	208
0	0	209
0	0	209
0	0	214
0	0	214
0	0	218
0	0	220
0	0	223
0	0	225
0	0	228
0	0	228
0	0	231
0	0	233
0	0	237
0	0	238
0	0	241
0	0	241
0	0	246
0	0	250
0	0	250
0	0	250
0	0	255
0	0	255
0	0	255
0	0	255
0	0	255
0	0	255
0	0	255
0	0	255
0	1	255
0	5	255
0	5	255
0	7	255
0	13	255
0	13	255
0	13	255
0	16	255
0	16	255
0	21	255
0	23	255
0	24	255
0	27	255
0	30	255
0	33	255
0	33	255
0	35	255
0	37	255
0	39	255
0	41	255
0	45	255
0	45	255
0	49	255
0	49	255
0	50	255
0	56	255
0	57	255
0	57	255
0	61	255
0	61	255
0	65	255
0	67	255
0	69	255
0	71	255
0	73	255
0	77	255
0	77	255
0	78	255
0	81	255
0	82	255
0	85	255
0	89	255
0	89	255
0	93	255
0	93	255
0	93	255
0	99	255
0	101	255
0	101	255
0	104	255
0	105	255
0	108	255
0	110	255
0	113	255
0	113	255
0	117	255
0	121	255
0	121	255
0	125	255
0	125	255
0	125	255
0	129	255
0	131	255
0	132	255
0	136	255
0	137	255
0	137	255
0	142	255
0	145	255
0	145	255
0	147	255
0	148	255
0	150	255
0	153	255
0	157	255
0	157	255
0	161	255
0	163	255
0	164	255
0	167	255
0	169	255
0	169	255
0	173	255
0	175	255
0	177	255
0	178	255
0	180	255
0	182	255
0	185	255
0	189	255
0	189	255
0	190	255
0	193	255
0	194	255
0	197	255
0	201	255
0	201	255
0	205	255
0	207	255
0	209	255
0	211	255
0	213	255
0	213	255
0	216	255
0	218	255
0	221	254
0	222	253
0	225	251
0	225	251
0	229	248
2	233	244
2	233	244
2	233	244
6	237	241
6	237	241
9	241	238
12	244	235
12	245	235
14	248	232
16	250	230
19	253	228
19	253	227
22	255	225
22	255	225
24	255	223
28	255	219
28	255	219
28	255	219
31	255	215
31	255	215
35	255	212
37	255	210
38	255	209
40	255	207
41	255	206
41	255	206
44	255	202
46	255	200
48	255	199
49	255	197
51	255	196
54	255	193
54	255	193
57	255	190
57	255	190
58	255	189
63	255	184
64	255	183
64	255	183
67	255	180
67	255	180
70	255	177
71	255	175
73	255	173
75	255	172
77	255	170
77	255	170
79	255	167
81	255	166
83	255	164
84	255	163
86	255	160
90	255	157
90	255	157
93	255	154
93	255	154
93	255	154
97	255	150
99	255	148
99	255	148
101	255	145
102	255	144
105	255	142
107	255	140
109	255	138
109	255	137
112	255	135
112	255	135
114	255	133
119	255	128
119	255	128
119	255	128
122	255	125
122	255	125
125	255	122
127	255	120
128	255	119
128	255	119
132	255	114
135	255	112
135	255	112
137	255	110
138	255	109
139	255	107
141	255	106
144	255	102
144	255	102
148	255	99
148	255	99
149	255	98
153	255	94
154	255	93
154	255	93
157	255	90
157	255	90
160	255	86
162	255	84
164	255	83
165	255	82
167	255	80
170	255	77
170	255	77
171	255	76
173	255	73
174	255	72
177	255	70
180	255	67
180	255	67
183	255	64
183	255	64
183	255	64
188	255	59
190	255	57
190	255	57
192	255	54
193	255	54
195	255	52
197	255	50
199	255	48
199	255	47
202	255	44
206	255	41
206	255	41
206	255	41
209	255	38
209	255	38
212	255	35
215	255	31
215	255	31
218	255	29
219	255	28
219	255	28
223	255	24
225	255	22
225	255	22
227	255	20
228	255	19
229	255	17
231	255	15
235	255	12
235	255	12
238	255	9
240	253	7
241	252	6
243	249	3
244	248	2
244	248	2
248	245	0
250	243	0
251	241	0
253	239	0
254	237	0
254	236	0
255	234	0
255	230	0
255	230	0
255	229	0
255	226	0
255	225	0
255	222	0
255	219	0
255	219	0
255	215	0
255	213	0
255	211	0
255	210	0
255	208	0
255	208	0
255	204	0
255	203	0
255	200	0
255	199	0
255	196	0
255	195	0
255	193	0
255	189	0
255	189	0
255	189	0
255	185	0
255	185	0
255	182	0
255	178	0
255	178	0
255	175	0
255	173	0
255	171	0
255	170	0
255	167	0
255	167	0
255	165	0
255	159	0
255	159	0
255	159	0
255	156	0
255	156	0
255	152	0
255	149	0
255	148	0
255	148	0
255	145	0
255	145	0
255	141	0
255	138	0
255	137	0
255	135	0
255	134	0
255	130	0
255	130	0
255	126	0
255	126	0
255	125	0
255	120	0
255	119	0
255	119	0
255	115	0
255	115	0
255	111	0
255	109	0
255	108	0
255	106	0
255	104	0
255	104	0
255	100	0
255	99	0
255	96	0
255	95	0
255	93	0
255	89	0
255	89	0
255	85	0
255	85	0
255	85	0
255	80	0
255	78	0
255	78	0
255	74	0
255	74	0
255	72	0
255	70	0
255	67	0
255	66	0
255	63	0
255	63	0
255	61	0
255	59	0
255	56	0
255	56	0
255	52	0
255	48	0
255	48	0
255	45	0
255	45	0
255	45	0
255	40	0
255	37	0
255	37	0
255	35	0
255	34	0
255	32	0
255	30	0
255	26	0
255	26	0
255	22	0
255	22	0
255	21	0
251	16	0
250	15	0
