ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	46.4566	24.8867	46.4566	24.8867	1952715	1952733
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	46.4566	24.8867	47.6713	29.3929	1952733	1952745
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	47.6713	29.3929	47.6713	29.3929	1952745	1952767
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	47.6713	29.3929	44.83	31.5	1952767	1952776
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	44.83	31.5	44.83	31.5	1952776	1952774
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	44.83	31.5	44.5697	31.6178	1952774	1952776
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	44.5697	31.6178	44.5697	31.6178	1952776	1953014
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	44.5697	31.6178	43.7833	33.355	1953014	1953019
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	43.7833	33.355	43.7833	33.355	1953019	1953180
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	43.7833	33.355	34.8983	31.6053	1953180	1953202
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	34.8983	31.6053	34.8983	31.6053	1953202	1953257
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	34.8983	31.6053	36.2919	33.5131	1953257	1953263
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.2919	33.5131	36.2919	33.5131	1953263	1953257
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.2919	33.5131	36.24	35.6	1953257	1953263
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.24	35.6	36.24	35.6	1953263	1953970
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.24	35.6	35.5734	32.6401	1953970	1953978
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	35.5734	32.6401	35.5734	32.6401	1953978	1954077
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	35.5734	32.6401	36.7094	34.7308	1954077	1954084
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.7094	34.7308	36.7094	34.7308	1954084	1954079
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.7094	34.7308	37.16	36.2	1954079	1954084
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	37.16	36.2	37.16	36.2	1954084	1954445
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	37.16	36.2	36.7094	34.7308	1954445	1954450
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.7094	34.7308	36.7094	34.7308	1954450	1955910
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.7094	34.7308	36.7094	34.7308	1955910	1955911
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.7094	34.7308	36.7094	34.7308	1955911	1955885
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	36.7094	34.7308	39.61	24.47	1955885	1955911
ハーリド・イブン・アル＝ワリード	Khalid ibn al-Walid	39.61	24.47	39.61	24.47	1955911	1955941
