en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1953529	1971280
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1971280	1971281
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1971281	1973657
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1973657	1973658
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1973658	1974172
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1974172	1974173
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1974173	1977905
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1977905	1977906
K'inich Kan Bahlam II	-91.9825	17.5095	-91.9825	17.5095	1977906	1977936
