ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
氷上志計志麻呂	Hikami no Shikeshimaro	135.807222	34.501944	135.807222	34.501944	2000470	2002295
氷上志計志麻呂	Hikami no Shikeshimaro	135.807222	34.501944	135.807222	34.501944	2002295	2002296
氷上志計志麻呂	Hikami no Shikeshimaro	135.807222	34.501944	135.807222	34.501944	2002296	2002382
氷上志計志麻呂	Hikami no Shikeshimaro	135.807222	34.501944	133.648686	33.599883	2002382	2002388
氷上志計志麻呂	Hikami no Shikeshimaro	133.648686	33.599883	133.648686	33.599883	2002388	2002418
