ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
諸鞍男	Moro no Kurao	140.7469	40.8228	140.7469	40.8228	1982573	1984375
諸鞍男	Moro no Kurao	140.7469	40.8228	130.760556	42.691944	1984375	1984400
諸鞍男	Moro no Kurao	130.760556	42.691944	130.760556	42.691944	1984400	1984741
諸鞍男	Moro no Kurao	130.760556	42.691944	139.90472	38.84989	1984741	1984765
諸鞍男	Moro no Kurao	139.90472	38.84989	139.90472	38.84989	1984765	1984795
