ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
金仁問	Kim In-mun	129.2639	35.8354	129.2639	35.8354	1951163	1959150
金仁問	Kim In-mun	129.2639	35.8354	108.9333	34.2667	1959150	1959198
金仁問	Kim In-mun	108.9333	34.2667	108.9333	34.2667	1959198	1975024
金仁問	Kim In-mun	108.9333	34.2667	108.9333	34.2667	1975024	1975025
金仁問	Kim In-mun	108.9333	34.2667	108.9333	34.2667	1975025	1975055
