start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
135.862847	34.765614	135.862847	34.765614	2003392	2005216
135.862847	34.765614	135.807222	34.501944	2005216	2005218
135.807222	34.501944	135.807222	34.501944	2005218	2005948
135.807222	34.501944	135.807222	34.501944	2005948	2005949
135.807222	34.501944	135.807222	34.501944	2005949	2005979
