ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
三野浪魚	Mino no Namiuo	133.956428	34.6921	133.956428	34.6921	2003392	2005272
三野浪魚	Mino no Namiuo	133.956428	34.6921	133.863833	34.676753	2005272	2005273
三野浪魚	Mino no Namiuo	133.863833	34.676753	133.863833	34.676753	2005273	2005303
