en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Kahina	6.636944	35.318056	6.636944	35.318056	1955180	1972711
Kahina	6.636944	35.318056	6.636944	35.318056	1972711	1972712
Kahina	6.636944	35.318056	6.636944	35.318056	1972712	1975268
Kahina	6.636944	35.318056	6.636944	35.318056	1975268	1975269
Kahina	6.636944	35.318056	6.636944	35.318056	1975269	1975619
Kahina	6.636944	35.318056	9.5	30.133333	1975619	1975634
Kahina	9.5	30.133333	9.5	30.133333	1975634	1976378
Kahina	9.5	30.133333	10.3233	36.8528	1976378	1976395
Kahina	10.3233	36.8528	10.3233	36.8528	1976395	1976569
Kahina	10.3233	36.8528	7.666944	35.627778	1976569	1976577
Kahina	7.666944	35.627778	7.666944	35.627778	1976577	1976722
Kahina	7.666944	35.627778	10.7064	35.2964	1976722	1976730
Kahina	10.7064	35.2964	10.7064	35.2964	1976730	1978214
Kahina	10.7064	35.2964	8.758056	36.954444	1978214	1978221
Kahina	8.758056	36.954444	8.758056	36.954444	1978221	1978397
Kahina	8.758056	36.954444	6.636944	35.318056	1978397	1978404
Kahina	6.636944	35.318056	6.636944	35.318056	1978404	1978434
