ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
百済王慈敬	Kudara no Konikishi Jikyō	135.524919	34.652028	135.524919	34.652028	1988052	1990048
百済王慈敬	Kudara no Konikishi Jikyō	135.524919	34.652028	135.807222	34.501944	1990048	1990050
百済王慈敬	Kudara no Konikishi Jikyō	135.807222	34.501944	135.807222	34.501944	1990050	1991807
百済王慈敬	Kudara no Konikishi Jikyō	135.807222	34.501944	135.523278	34.680652	1991807	1991809
百済王慈敬	Kudara no Konikishi Jikyō	135.523278	34.680652	135.523278	34.680652	1991809	1992363
百済王慈敬	Kudara no Konikishi Jikyō	135.523278	34.680652	135.807222	34.501944	1992363	1992365
百済王慈敬	Kudara no Konikishi Jikyō	135.807222	34.501944	135.807222	34.501944	1992365	1993280
百済王慈敬	Kudara no Konikishi Jikyō	135.807222	34.501944	135.510056	34.705417	1993280	1993282
百済王慈敬	Kudara no Konikishi Jikyō	135.510056	34.705417	135.510056	34.705417	1993282	1993529
百済王慈敬	Kudara no Konikishi Jikyō	135.510056	34.705417	135.807222	34.501944	1993529	1993531
百済王慈敬	Kudara no Konikishi Jikyō	135.807222	34.501944	135.807222	34.501944	1993531	1993561
