ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
武則天	Wu Zetian	112.028889	37.438056	112.028889	37.438056	1949336	1949409
武則天	Wu Zetian	112.028889	37.438056	105.843889	32.436111	1949409	1949428
武則天	Wu Zetian	105.843889	32.436111	105.843889	32.436111	1949428	1949419
武則天	Wu Zetian	105.843889	32.436111	108.889191	34.274342	1949419	1949428
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1949428	1954083
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1954083	1954084
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1954084	1958466
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1958466	1958467
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1958467	1958832
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1958832	1958833
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1958833	1959562
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1959562	1959563
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1959563	1959927
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1959927	1959928
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1959928	1960293
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1960293	1960294
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1960294	1960658
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1960658	1960659
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1960659	1961023
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1961023	1961024
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1961024	1961388
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1961388	1961389
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1961389	1962119
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1962119	1962120
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1962120	1962472
武則天	Wu Zetian	108.889191	34.274342	112.54881	37.870685	1962472	1962485
武則天	Wu Zetian	112.54881	37.870685	112.54881	37.870685	1962485	1963568
武則天	Wu Zetian	112.54881	37.870685	108.889191	34.274342	1963568	1963581
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1963581	1963572
武則天	Wu Zetian	108.889191	34.274342	112.442223	34.669724	1963572	1963581
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1963581	1963937
武則天	Wu Zetian	112.442223	34.669724	108.889191	34.274342	1963937	1963946
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1963946	1966136
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1966136	1966137
武則天	Wu Zetian	108.889191	34.274342	108.889191	34.274342	1966137	1967224
武則天	Wu Zetian	108.889191	34.274342	112.46972	34.55556	1967224	1967233
武則天	Wu Zetian	112.46972	34.55556	112.46972	34.55556	1967233	1967963
武則天	Wu Zetian	112.46972	34.55556	112.442223	34.669724	1967963	1967964
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1967964	1969789
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1969789	1969790
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1969790	1971277
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1971277	1971278
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1971278	1971311
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1971311	1971312
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1971312	1971233
武則天	Wu Zetian	112.442223	34.669724	119.43583	32.39722	1971233	1971251
武則天	Wu Zetian	119.43583	32.39722	119.43583	32.39722	1971251	1972698
武則天	Wu Zetian	119.43583	32.39722	114.0204	33.0076	1972698	1972712
武則天	Wu Zetian	114.0204	33.0076	114.0204	33.0076	1972712	1972702
武則天	Wu Zetian	114.0204	33.0076	115.983333	36.45	1972702	1972712
武則天	Wu Zetian	115.983333	36.45	115.983333	36.45	1972712	1973753
武則天	Wu Zetian	115.983333	36.45	112.442223	34.669724	1973753	1973763
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1973763	1974102
武則天	Wu Zetian	112.442223	34.669724	82.966667	41.716667	1974102	1974173
武則天	Wu Zetian	82.966667	41.716667	82.966667	41.716667	1974173	1974160
武則天	Wu Zetian	82.966667	41.716667	81.7	36.866667	1974160	1974173
武則天	Wu Zetian	81.7	36.866667	81.7	36.866667	1974173	1974157
武則天	Wu Zetian	81.7	36.866667	75.989754	39.470402	1974157	1974173
武則天	Wu Zetian	75.989754	39.470402	75.989754	39.470402	1974173	1974164
武則天	Wu Zetian	75.989754	39.470402	75.199889	42.805167	1974164	1974173
武則天	Wu Zetian	75.199889	42.805167	75.199889	42.805167	1974173	1975528
武則天	Wu Zetian	75.199889	42.805167	120.45	41.583333	1975528	1975634
武則天	Wu Zetian	120.45	41.583333	120.45	41.583333	1975634	1977434
武則天	Wu Zetian	120.45	41.583333	112.442223	34.669724	1977434	1977460
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1977460	1979001
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1979001	1979002
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1979002	1979301
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1979301	1979302
武則天	Wu Zetian	112.442223	34.669724	112.442223	34.669724	1979302	1979275
武則天	Wu Zetian	112.442223	34.669724	108.21417	34.57444	1979275	1979286
武則天	Wu Zetian	108.21417	34.57444	108.21417	34.57444	1979286	1979316
