ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1977756	1982938
聖武天皇	Emperor Shōmu	135.805	34.684444	135.794722	34.691111	1982938	1982939
聖武天皇	Emperor Shōmu	135.794722	34.691111	135.794722	34.691111	1982939	1985954
聖武天皇	Emperor Shōmu	135.794722	34.691111	135.794722	34.691111	1985954	1985955
聖武天皇	Emperor Shōmu	135.794722	34.691111	135.794722	34.691111	1985955	1987939
聖武天皇	Emperor Shōmu	135.794722	34.691111	135.805	34.684444	1987939	1987940
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1987940	1992060
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1992060	1992061
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1992061	1992060
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1992060	1992061
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1992061	1992060
聖武天皇	Emperor Shōmu	135.805	34.684444	136.10836	34.62763	1992060	1992062
聖武天皇	Emperor Shōmu	136.10836	34.62763	136.10836	34.62763	1992062	1992075
聖武天皇	Emperor Shōmu	136.10836	34.62763	136.50866	34.73025	1992075	1992077
聖武天皇	Emperor Shōmu	136.50866	34.73025	136.50866	34.73025	1992077	1992081
聖武天皇	Emperor Shōmu	136.50866	34.73025	136.624	34.965	1992081	1992083
聖武天皇	Emperor Shōmu	136.624	34.965	136.624	34.965	1992083	1992087
聖武天皇	Emperor Shōmu	136.624	34.965	136.6407	35.1337	1992087	1992088
聖武天皇	Emperor Shōmu	136.6407	35.1337	136.6407	35.1337	1992088	1992088
聖武天皇	Emperor Shōmu	136.6407	35.1337	136.5614	35.3084	1992088	1992089
聖武天皇	Emperor Shōmu	136.5614	35.3084	136.5614	35.3084	1992089	1992092
聖武天皇	Emperor Shōmu	136.5614	35.3084	136.5314	35.3697	1992092	1992093
聖武天皇	Emperor Shōmu	136.5314	35.3697	136.5314	35.3697	1992093	1992097
聖武天皇	Emperor Shōmu	136.5314	35.3697	136.370192	35.3615849	1992097	1992098
聖武天皇	Emperor Shōmu	136.370192	35.3615849	136.370192	35.3615849	1992098	1992098
聖武天皇	Emperor Shōmu	136.370192	35.3615849	136.25	35.25	1992098	1992099
聖武天皇	Emperor Shōmu	136.25	35.25	136.25	35.25	1992099	1992099
聖武天皇	Emperor Shōmu	136.25	35.25	136.1167	35.0667	1992099	1992101
聖武天皇	Emperor Shōmu	136.1167	35.0667	136.1167	35.0667	1992101	1992100
聖武天皇	Emperor Shōmu	136.1167	35.0667	136.0285	35.051	1992100	1992101
聖武天皇	Emperor Shōmu	136.0285	35.051	136.0285	35.051	1992101	1992101
聖武天皇	Emperor Shōmu	136.0285	35.051	135.85	35.0167	1992101	1992102
聖武天皇	Emperor Shōmu	135.85	35.0167	135.85	35.0167	1992102	1992104
聖武天皇	Emperor Shōmu	135.85	35.0167	135.8136	34.9725	1992104	1992105
聖武天皇	Emperor Shōmu	135.8136	34.9725	135.8136	34.9725	1992105	1992105
聖武天皇	Emperor Shōmu	135.8136	34.9725	135.862778	34.765556	1992105	1992106
聖武天皇	Emperor Shōmu	135.862778	34.765556	135.862778	34.765556	1992106	1993163
聖武天皇	Emperor Shōmu	135.862778	34.765556	135.501911	34.663411	1993163	1993165
聖武天皇	Emperor Shōmu	135.501911	34.663411	135.501911	34.663411	1993165	1993163
聖武天皇	Emperor Shōmu	135.501911	34.663411	135.9075	35.120833	1993163	1993165
聖武天皇	Emperor Shōmu	135.9075	35.120833	135.9075	35.120833	1993165	1993529
聖武天皇	Emperor Shōmu	135.9075	35.120833	135.794722	34.691111	1993529	1993531
聖武天皇	Emperor Shōmu	135.794722	34.691111	135.794722	34.691111	1993531	1995253
聖武天皇	Emperor Shōmu	135.794722	34.691111	135.805	34.684444	1995253	1995254
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1995254	1997734
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1997734	1997735
聖武天皇	Emperor Shōmu	135.805	34.684444	135.805	34.684444	1997735	1997547
聖武天皇	Emperor Shōmu	135.805	34.684444	135.838579	34.69184	1997547	1997548
聖武天皇	Emperor Shōmu	135.838579	34.69184	135.838579	34.69184	1997548	1997547
聖武天皇	Emperor Shōmu	135.838579	34.69184	135.83055	34.69395	1997547	1997548
聖武天皇	Emperor Shōmu	135.83055	34.69395	135.83055	34.69395	1997548	1997578
