ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
阿倍継麻呂	Abe no Tsugumaro	135.7943	34.69421	135.7943	34.69421	1986226	1989877
阿倍継麻呂	Abe no Tsugumaro	135.7943	34.69421	135.7943	34.69421	1989877	1989878
阿倍継麻呂	Abe no Tsugumaro	135.7943	34.69421	135.7943	34.69421	1989878	1990226
阿倍継麻呂	Abe no Tsugumaro	135.7943	34.69421	129.2167	35.85	1990226	1990243
阿倍継麻呂	Abe no Tsugumaro	129.2167	35.85	129.2167	35.85	1990243	1990634
阿倍継麻呂	Abe no Tsugumaro	129.2167	35.85	129.2875	34.20271	1990634	1990639
阿倍継麻呂	Abe no Tsugumaro	129.2875	34.20271	129.2875	34.20271	1990639	1990669
