ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
下毛野古麻呂	Shimotsuke no Komaro	139.8761	36.40196	139.8761	36.40196	1958833	1973066
下毛野古麻呂	Shimotsuke no Komaro	139.8761	36.40196	135.821	34.47344	1973066	1973077
下毛野古麻呂	Shimotsuke no Komaro	135.821	34.47344	135.821	34.47344	1973077	1974902
下毛野古麻呂	Shimotsuke no Komaro	135.821	34.47344	135.8072	34.50194	1974902	1974903
下毛野古麻呂	Shimotsuke no Komaro	135.8072	34.50194	135.8072	34.50194	1974903	1980439
下毛野古麻呂	Shimotsuke no Komaro	135.8072	34.50194	135.8072	34.50194	1980439	1980440
下毛野古麻呂	Shimotsuke no Komaro	135.8072	34.50194	135.8072	34.50194	1980440	1980470
