ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	133.04853	35.46811	1987687	1989511
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	132.685444	35.402056	1989511	1989513
日置佐堤麻呂	Heki no Sademaro	132.685444	35.402056	132.685444	35.402056	1989513	1989602
日置佐堤麻呂	Heki no Sademaro	132.685444	35.402056	133.04853	35.46811	1989602	1989604
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	133.04853	35.46811	1989604	1989603
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	133.04853	35.46811	1989603	1989604
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	133.04853	35.46811	1989604	1989877
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	133.04853	35.46811	1989877	1989878
日置佐堤麻呂	Heki no Sademaro	133.04853	35.46811	133.04853	35.46811	1989878	1989908
