ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
佐伯今毛人	Saeki no Imaemishi	136.16631	34.96608	136.16631	34.96608	1992435	1992798
佐伯今毛人	Saeki no Imaemishi	136.16631	34.96608	135.807222	34.501944	1992798	1992800
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	1992800	1994260
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	1994260	1994261
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	1994261	1994991
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	1994991	1994992
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	1994992	1996086
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.839833	34.688972	1996086	1996087
佐伯今毛人	Saeki no Imaemishi	135.839833	34.688972	135.839833	34.688972	1996087	1998642
佐伯今毛人	Saeki no Imaemishi	135.839833	34.688972	135.524919	34.652028	1998642	1998644
佐伯今毛人	Saeki no Imaemishi	135.524919	34.652028	135.524919	34.652028	1998644	2000457
佐伯今毛人	Saeki no Imaemishi	135.524919	34.652028	130.268625	33.54825	2000457	2000470
佐伯今毛人	Saeki no Imaemishi	130.268625	33.54825	130.268625	33.54825	2000470	2001552
佐伯今毛人	Saeki no Imaemishi	130.268625	33.54825	135.7795	34.693611	2001552	2001566
佐伯今毛人	Saeki no Imaemishi	135.7795	34.693611	135.7795	34.693611	2001566	2004474
佐伯今毛人	Saeki no Imaemishi	135.7795	34.693611	130.287458	33.313881	2004474	2004488
佐伯今毛人	Saeki no Imaemishi	130.287458	33.313881	130.287458	33.313881	2004488	2004839
佐伯今毛人	Saeki no Imaemishi	130.287458	33.313881	135.524919	34.652028	2004839	2004853
佐伯今毛人	Saeki no Imaemishi	135.524919	34.652028	135.524919	34.652028	2004853	2005936
佐伯今毛人	Saeki no Imaemishi	135.524919	34.652028	130.515144	33.514542	2005936	2005949
佐伯今毛人	Saeki no Imaemishi	130.515144	33.514542	130.515144	33.514542	2005949	2007761
佐伯今毛人	Saeki no Imaemishi	130.515144	33.514542	135.703167	34.9435	2007761	2007775
佐伯今毛人	Saeki no Imaemishi	135.703167	34.9435	135.703167	34.9435	2007775	2008492
佐伯今毛人	Saeki no Imaemishi	135.703167	34.9435	130.515144	33.514542	2008492	2008506
佐伯今毛人	Saeki no Imaemishi	130.515144	33.514542	130.515144	33.514542	2008506	2009587
佐伯今毛人	Saeki no Imaemishi	130.515144	33.514542	135.807222	34.501944	2009587	2009601
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	2009601	2010313
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	2010313	2010314
佐伯今毛人	Saeki no Imaemishi	135.807222	34.501944	135.807222	34.501944	2010314	2010344
