en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Saint Oudoceus	-3	48	-3	48	1947875	1953344
Saint Oudoceus	-3	48	-3.992	51.885	1953344	1953354
Saint Oudoceus	-3.992	51.885	-3.992	51.885	1953354	1958820
Saint Oudoceus	-3.992	51.885	1.083222	51.28	1958820	1958833
Saint Oudoceus	1.083222	51.28	1.083222	51.28	1958833	1961376
Saint Oudoceus	1.083222	51.28	-3.992	51.885	1961376	1961389
Saint Oudoceus	-3.992	51.885	-3.992	51.885	1961389	1963943
Saint Oudoceus	-3.992	51.885	-3.217634	51.495679	1963943	1963946
Saint Oudoceus	-3.217634	51.495679	-3.217634	51.495679	1963946	1966093
Saint Oudoceus	-3.217634	51.495679	12.482778	41.893325	1966093	1966137
Saint Oudoceus	12.482778	41.893325	12.482778	41.893325	1966137	1966186
Saint Oudoceus	12.482778	41.893325	-2.68715	51.7318	1966186	1966229
Saint Oudoceus	-2.68715	51.7318	-2.68715	51.7318	1966229	1977309
Saint Oudoceus	-2.68715	51.7318	-2.68715	51.7318	1977309	1977310
Saint Oudoceus	-2.68715	51.7318	-2.68715	51.7318	1977310	1977309
Saint Oudoceus	-2.68715	51.7318	-3.217634	51.495679	1977309	1977311
Saint Oudoceus	-3.217634	51.495679	-3.217634	51.495679	1977311	1977341
