key	ja-JP	en-US	longitude	latitude	min_size	max_size	first_julian_day	last_julian_day
SamgukSagi1	沙伐國	Sabeol	128.1388481	36.40498025	0.1	16	1721424	1912995
SamgukSagi2	上州	Sang	128.1388481	36.40498025	0.1	24	1912996	1972166
SamgukSagi3	沙伐州	Sabeol	128.1388481	36.40498025	0.1	24	1972167	1997733
SamgukSagi4	尙州	Sang	128.1388481	36.40498025	0.1	24	1997734	9999999
SamgukSagi5	昔里火縣(靑里火縣)	Seokrihwa	128.0890925	36.29059593	0.1	2	1721424	1997930
SamgukSagi6	靑驍縣	Cheonghyo	128.0890925	36.29059593	0.1	2	1997931	2064499
SamgukSagi7	靑理縣	Cheongri	128.0890925	36.29059593	0.1	2	2064500	9999999
SamgukSagi8	達已縣(多已縣)	Dali	128.3378705	36.43999585	0.1	2	1721424	1997930
SamgukSagi9	多仁縣	Dain	128.3378705	36.43999585	0.1	2	1997931	9999999
SamgukSagi10	知乃彌知縣	Jinaemiji	127.9164113	36.47734583	0.1	2	1721424	1997930
SamgukSagi11	化昌縣	Hwachang	127.9164113	36.47734583	0.1	2	1997931	9999999
SamgukSagi12	水酒郡	Suju	128.4256744	36.65242386	0.1	4	1721424	1997930
SamgukSagi13	匡泉郡	Gwangcheon	128.4256744	36.65242386	0.1	4	1997931	2064499
SamgukSagi14	甫州	Bo	128.4256744	36.65242386	0.1	4	2064500	9999999
SamgukSagi15	下枝縣	Haji	128.5515268	36.57072078	0.1	2	1721424	1997930
SamgukSagi16	永安縣	Yeongan	128.5515268	36.57072078	0.1	2	1997931	2064499
SamgukSagi17	豐山縣	Pungsan	128.5515268	36.57072078	0.1	2	2064500	9999999
SamgukSagi18	蘭山縣	Nansan	128.2295789	36.66176136	0.1	2	1721424	1997930
SamgukSagi19	安仁縣	Anin	128.2295789	36.66176136	0.1	2	1997931	9999999
SamgukSagi20	近品縣(巾品縣)	Geunpum	128.2237253	36.60340201	0.1	2	1721424	1997930
SamgukSagi21	嘉猷縣	Gayu	128.2237253	36.60340201	0.1	2	1997931	2064499
SamgukSagi22	山陽縣	Sanyang	128.2237253	36.60340201	0.1	2	2064500	9999999
SamgukSagi23	赤牙縣	Jeoka	128.4198208	36.75046756	0.1	2	1721424	1997930
SamgukSagi24	殷正縣	Eunjeong	128.4198208	36.75046756	0.1	2	1997931	2064499
SamgukSagi25	殷豐縣	Eunpung	128.4198208	36.75046756	0.1	2	2064500	9999999
SamgukSagi26	古噸耶郡	Gotonya	128.6978668	36.55671454	0.1	4	1721424	1997930
SamgukSagi27	古昌郡	Gochang	128.6978668	36.55671454	0.1	4	1997931	2064499
SamgukSagi28	安東府	Andong	128.6978668	36.55671454	0.1	4	2064500	9999999
SamgukSagi29	一直縣	Iljik	128.6276236	36.46333959	0.1	2	1721424	1997930
SamgukSagi30	直寧縣	Jiknyeong	128.6276236	36.46333959	0.1	2	1997931	2064499
SamgukSagi31	一直縣	Iljik	128.6276236	36.46333959	0.1	2	2064500	9999999
SamgukSagi32	熱兮縣(泥兮縣)	Yeolhye	128.7710368	36.30927092	0.1	2	1721424	1997930
SamgukSagi33	日谿縣	Ilgye	128.7710368	36.30927092	0.1	2	1997931	9999999
SamgukSagi34	仇火縣(高近縣)	Guhwa	128.738842	36.42365524	0.1	2	1721424	1997930
SamgukSagi35	高丘縣	Gogu	128.738842	36.42365524	0.1	2	1997931	2064499
SamgukSagi36	義城府	Uiseong	128.738842	36.42365524	0.1	2	2064500	9999999
SamgukSagi37	召文國	Somun	128.665672	36.26258345	0.1	4	1721424	1997930
SamgukSagi38	聞韶郡	Munso	128.665672	36.26258345	0.1	4	1997931	2064499
SamgukSagi39	義城府	Uiseong	128.665672	36.26258345	0.1	4	2064500	9999999
SamgukSagi40	漆巴火縣	Chilpahwa	129.0168879	36.55438017	0.1	2	1721424	1997930
SamgukSagi41	眞寶縣	Jinbo	129.0168879	36.55438017	0.1	2	1997931	2064499
SamgukSagi42	甫城	Boseong	129.0168879	36.55438017	0.1	2	2064500	9999999
SamgukSagi43	阿火屋縣(并屋縣)	Ahwaok	128.4666496	36.32561154	0.1	2	1721424	1997930
SamgukSagi44	比屋縣	Biok	128.4666496	36.32561154	0.1	2	1997931	9999999
SamgukSagi45	阿尸兮縣(阿乙兮縣)	Asihye	128.446162	36.36062714	0.1	2	1721424	1997930
SamgukSagi46	安賢縣	Anhyeon	128.446162	36.36062714	0.1	2	1997931	2064499
SamgukSagi47	安定縣	Anjeong	128.446162	36.36062714	0.1	2	2064500	9999999
SamgukSagi48	武冬彌知(曷多彌知)	Mudongmiji	128.3612848	36.3559584	0.1	2	1721424	1997930
SamgukSagi49	單密縣	Danmil	128.3612848	36.3559584	0.1	2	1997931	9999999
SamgukSagi50	一善郡	Ilseon	128.2793345	36.23690534	0.1	4	1721424	1997930
SamgukSagi51	嵩善郡	Sungseon	128.2793345	36.23690534	0.1	4	1997931	2064499
SamgukSagi52	善州	Seon	128.2793345	36.23690534	0.1	4	2064500	9999999
SamgukSagi53	波澄縣	Pajing	128.3642116	36.20188973	0.1	2	1721424	9999999
SamgukSagi54	罐林縣	Gwanrim	128.665672	36.09917728	0.1	2	1721424	9999999
SamgukSagi55	(義興)縣	(Uiheung)	128.6978668	36.17854599	0.1	2	1721424	9999999
SamgukSagi56	覲兮縣	Geunhye	128.5807948	36.15053351	0.1	2	1721424	1997930
SamgukSagi57	孝靈縣	Hyoryeong	128.5807948	36.15053351	0.1	2	1997931	9999999
SamgukSagi58	奴同債縣(如豆債縣)	Nodongchae	128.5603072	36.23457096	0.1	2	1721424	1997930
SamgukSagi59	軍威縣	Gunwi	128.5603072	36.23457096	0.1	2	1997931	9999999
SamgukSagi60	甘文小國	Gammunso	128.1739697	36.15286788	0.1	4	1721424	1997930
SamgukSagi61	開寧郡	Gaenyeong	128.1739697	36.15286788	0.1	4	1997931	9999999
SamgukSagi62	今勿縣(陰達縣)	Geummul	128.0890925	36.21122722	0.1	2	1721424	1997930
SamgukSagi63	禦侮縣	Eomo	128.0890925	36.21122722	0.1	2	1997931	9999999
SamgukSagi64	金山縣	Geumsan	128.0656781	36.14353039	0.1	2	1721424	1997930
SamgukSagi65	金山縣	Geumsan	128.0656781	36.14353039	0.1	2	1997931	9999999
SamgukSagi66	知品川縣	Jipumcheon	128.0042153	35.9824586	0.1	2	1721424	1997930
SamgukSagi67	知禮縣	Jirye	128.0042153	35.9824586	0.1	2	1997931	9999999
SamgukSagi68	茂山縣	Musan	127.819827	35.95911486	0.1	2	1721424	1997930
SamgukSagi69	茂豐縣	Mupung	127.819827	35.95911486	0.1	2	1997931	9999999
SamgukSagi70	吉同郡	Gildong	127.746657	36.15053351	0.1	4	1721424	1997930
SamgukSagi71	永同郡	Yeongdong	127.746657	36.15053351	0.1	4	1997931	9999999
SamgukSagi72	助比川縣	Jobicheon	127.6383654	36.11785227	0.1	2	1721424	1997930
SamgukSagi73	陽山縣	Yangsan	127.6383654	36.11785227	0.1	2	1997931	9999999
SamgukSagi74	召羅縣	Sona	127.8959237	36.21589597	0.1	2	1721424	1997930
SamgukSagi75	黃澗縣	Hwanggan	127.8959237	36.21589597	0.1	2	1997931	9999999
SamgukSagi76	尸山郡	Sisan	127.5330006	36.28826156	0.1	4	1721424	1997930
SamgukSagi77	管城郡	Gwanseong	127.5330006	36.28826156	0.1	4	1997931	9999999
SamgukSagi78	所利山縣	Sorisan	127.585683	36.23690534	0.1	2	1721424	1997930
SamgukSagi79	利山縣	Risan	127.585683	36.23690534	0.1	2	1997931	9999999
SamgukSagi80	阿冬號縣(阿冬兮縣)	Adongho	127.6383654	36.37930213	0.1	2	1721424	1997930
SamgukSagi81	縣眞縣	Hyeonjin	127.6383654	36.37930213	0.1	2	1997931	2064499
SamgukSagi82	安邑縣	Aneup	127.6383654	36.37930213	0.1	2	2064500	9999999
SamgukSagi83	三年山郡	Samnyeonsan	127.6910478	36.47267708	0.1	4	1721424	1997930
SamgukSagi84	三年郡	Samnyeon	127.6910478	36.47267708	0.1	4	1997931	2064499
SamgukSagi85	保齡郡	Bonai	127.6910478	36.47267708	0.1	4	2064500	9999999
SamgukSagi86	薩買縣	Salmae	127.7203158	36.64542074	0.1	2	1721424	1997930
SamgukSagi87	淸川縣	Cheongcheon	127.7203158	36.64542074	0.1	2	1997931	9999999
SamgukSagi88	屈縣	Gul	127.7642178	36.33494903	0.1	2	1721424	1997930
SamgukSagi89	耆山縣	Gisan	127.7642178	36.33494903	0.1	2	1997931	2064499
SamgukSagi90	靑山縣	Cheongsan	127.7642178	36.33494903	0.1	2	2064500	9999999
SamgukSagi91	古寧加耶國/古冬攬郡(古陵縣)	Gonyeonggaya	128.1388481	36.54971142	0.1	4	1721424	1997930
SamgukSagi92	古寧郡	Gonyeong	128.1388481	36.54971142	0.1	4	1997931	2064499
SamgukSagi93	咸寧郡	Hamnyeong	128.1388481	36.54971142	0.1	4	2064500	9999999
SamgukSagi94	加害縣	Gahae	128.0510441	36.62908013	0.1	2	1721424	1997930
SamgukSagi95	嘉善縣	Gaseon	128.0510441	36.62908013	0.1	2	1997931	2064499
SamgukSagi96	加恩縣	Gaeun	128.0510441	36.62908013	0.1	2	2064500	9999999
SamgukSagi97	冠縣(冠文縣)	Gwan	128.0949461	36.72478945	0.1	2	1721424	1997930
SamgukSagi98	冠山縣	Gwansan	128.0949461	36.72478945	0.1	2	1997931	2064499
SamgukSagi99	聞慶縣	Mungyeong	128.0949461	36.72478945	0.1	2	2064500	9999999
SamgukSagi100	虎側縣	Hocheuk	128.1681161	36.62674575	0.1	2	1721424	1997930
SamgukSagi101	虎溪縣	Hogye	128.1681161	36.62674575	0.1	2	1997931	9999999
SamgukSagi102	荅達匕郡(杳達郡)	Dapdalbi	127.9398257	36.40264587	0.1	4	1721424	1997930
SamgukSagi103	化寧郡	Hwanyeong	127.9398257	36.40264587	0.1	4	1997931	9999999
SamgukSagi104	刀良縣	Doryang	127.9486061	36.3466209	0.1	2	1721424	1997930
SamgukSagi105	道安縣	Doan	127.9486061	36.3466209	0.1	2	1997931	2064499
SamgukSagi106	中牟縣	Jungmo	127.9486061	36.3466209	0.1	2	2064500	9999999
SamgukSagi107	絲州	Sa	129.0490827	35.3591808	0.1	16	1721424	1923953
SamgukSagi108	下州	Ha	129.0490827	35.3591808	0.1	24	1923954	1972166
SamgukSagi109	歃良州	Sapryang	129.0490827	35.3591808	0.1	24	1972167	1997733
SamgukSagi110	良州	Ryang	129.0490827	35.3591808	0.1	24	1997734	2064499
SamgukSagi111	梁州	Ryang	129.0490827	35.3591808	0.1	24	2064500	9999999
SamgukSagi112	居知火縣	Geojihwa	129.1251795	35.57394319	0.1	2	1721424	1997930
SamgukSagi113	劭陽縣	Soyang	129.1251795	35.57394319	0.1	2	1997931	9999999
SamgukSagi114	金官國(伽落國、伽耶國)	Geumgwan	128.8764015	35.235459	0.1	5	1721424	1997930
SamgukSagi115	金海小京	Geumhae	128.8764015	35.235459	0.1	5	1997931	2064499
SamgukSagi116	金州	Geum	128.8764015	35.235459	0.1	5	2064500	9999999
SamgukSagi117	屈自郡	Gulja	128.6393308	35.26113711	0.1	4	1721424	1997930
SamgukSagi118	義安郡	Uian	128.6393308	35.26113711	0.1	4	1997931	9999999
SamgukSagi119	漆吐縣	Chilto	128.533966	35.32883395	0.1	2	1721424	1997930
SamgukSagi120	漆箸縣	Chiljeo	128.533966	35.32883395	0.1	2	1997931	2064499
SamgukSagi121	漆園縣	Chilwon	128.533966	35.32883395	0.1	2	2064500	9999999
SamgukSagi122	骨浦縣	Golpo	128.5398196	35.19110589	0.1	2	1721424	1997930
SamgukSagi123	合浦縣	Happo	128.5398196	35.19110589	0.1	2	1997931	9999999
SamgukSagi124	熊只縣	Ungji	128.738842	35.12340906	0.1	2	1721424	1997930
SamgukSagi125	熊神縣	Ungsin	128.738842	35.12340906	0.1	2	1997931	9999999
SamgukSagi126	推火郡	Chuhwa	128.738842	35.48290261	0.1	4	1721424	1997930
SamgukSagi127	密城郡	Milseong	128.738842	35.48290261	0.1	4	1997931	9999999
SamgukSagi128	西火縣	Seohwa	128.5076248	35.44555263	0.1	2	1721424	1997930
SamgukSagi129	尙藥縣	Sangyak	128.5076248	35.44555263	0.1	2	1997931	2064499
SamgukSagi130	靈山縣	Yeongsan	128.5076248	35.44555263	0.1	2	2064500	9999999
SamgukSagi131	推浦縣(一云竹山)	Chupo	128.5076248	35.40353391	0.1	2	1721424	1997930
SamgukSagi132	密津縣	Miljin	128.5076248	35.40353391	0.1	2	1997931	9999999
SamgukSagi133	烏也山縣(仇道縣/烏禮山縣)	Oyasan	128.7446956	35.55760257	0.1	2	1721424	1997930
SamgukSagi134	烏丘山縣	Ogusan	128.7446956	35.55760257	0.1	2	1997931	2064499
SamgukSagi135	淸道郡	Cheongdo	128.7446956	35.55760257	0.1	2	2064500	9999999
SamgukSagi136	驚山縣	Gyeongsan	128.753476	35.63463691	0.1	2	1721424	1997930
SamgukSagi137	荊山縣	Hyeongsan	128.753476	35.63463691	0.1	2	1997931	2064499
SamgukSagi138	淸道郡	Cheongdo	128.753476	35.63463691	0.1	2	2064500	9999999
SamgukSagi139	率已山縣	Ryulisan	128.8646943	35.68132438	0.1	2	1721424	1997930
SamgukSagi140	蘇山縣	Sosan	128.8646943	35.68132438	0.1	2	1997931	2064499
SamgukSagi141	淸道郡	Cheongdo	128.8646943	35.68132438	0.1	2	2064500	9999999
SamgukSagi142	比自火郡(比斯伐郡)	Bijahwa	128.4959176	35.54359633	0.1	4	1721424	1997930
SamgukSagi143	火王郡	Hwawang	128.4959176	35.54359633	0.1	4	1997931	2064499
SamgukSagi144	昌寧郡	Changnyeong	128.4959176	35.54359633	0.1	4	2064500	9999999
SamgukSagi145	推良火縣(三良火縣)	Churyanghwa	128.4286012	35.69999937	0.1	2	1721424	1997930
SamgukSagi146	玄驍縣	Hyeonhyo	128.4286012	35.69999937	0.1	2	1997931	2064499
SamgukSagi147	玄豐縣	Hyeonpung	128.4286012	35.69999937	0.1	2	2064500	9999999
SamgukSagi148	喟火郡	Wihwa	128.6129896	35.82138681	0.1	4	1721424	1997930
SamgukSagi149	壽昌郡(嘉昌郡)	Suchang(Gachang)	128.6129896	35.82138681	0.1	4	1997931	2064499
SamgukSagi150	壽城郡	Suseong	128.6129896	35.82138681	0.1	4	2064500	9999999
SamgukSagi151	達句火縣	Dalguhwa	128.577868	35.8750774	0.1	2	1721424	1997930
SamgukSagi152	大丘縣	Daegu	128.577868	35.8750774	0.1	2	1997931	9999999
SamgukSagi153	八居里縣(北耻長里縣/仁里縣)	Palgeori	128.5456732	35.94277424	0.1	2	1721424	1997930
SamgukSagi154	八里縣	Palri	128.5456732	35.94277424	0.1	2	1997931	2064499
SamgukSagi155	八居縣	Palgeo	128.5456732	35.94277424	0.1	2	2064500	9999999
SamgukSagi156	多斯只縣(沓只縣)	Dasaji	128.416894	35.87974615	0.1	2	1721424	1997930
SamgukSagi157	河濱縣	Habin	128.416894	35.87974615	0.1	2	1997931	9999999
SamgukSagi158	舌火縣	Seolhwa	128.4959176	35.81204931	0.1	2	1721424	1997930
SamgukSagi159	花園縣	Hwawon	128.4959176	35.81204931	0.1	2	1997931	9999999
SamgukSagi160	押梁小國(押督小國)	Apryangso	128.7359152	35.85173367	0.1	4	1721424	1997930
SamgukSagi161	捶山郡	Chusan	128.7359152	35.85173367	0.1	4	1997931	2064499
SamgukSagi162	章山郡	Jangsan	128.7359152	35.85173367	0.1	4	2064500	9999999
SamgukSagi163	(河陽)縣	(Hayang)	128.7622564	35.95911486	0.1	2	1721424	9999999
SamgukSagi164	雉省火縣(美里)	Chisaenghwa	128.651038	35.9194305	0.1	2	1721424	1997930
SamgukSagi165	解顏縣	Haean	128.651038	35.9194305	0.1	2	1997931	9999999
SamgukSagi166	麻珍良縣(麻彌良縣)	Majinryang	128.7915244	35.89842114	0.1	2	1721424	1997930
SamgukSagi167	餘粮縣	Yeoryang	128.7915244	35.89842114	0.1	2	1997931	2064499
SamgukSagi168	仇史部曲	Gusa	128.7915244	35.89842114	0.1	2	2064500	9999999
SamgukSagi169	奴斯火縣	Nosahwa	128.7944512	35.8750774	0.1	2	1721424	1997930
SamgukSagi170	慈仁縣	Jain	128.7944512	35.8750774	0.1	2	1997931	9999999
SamgukSagi171	切也火郡	Jeolyahwa	128.9759127	36.0268117	0.1	4	1721424	1997930
SamgukSagi172	臨皐郡	Rimgo	128.9759127	36.0268117	0.1	4	1997931	2064499
SamgukSagi173	永州	Yeong	128.9759127	36.0268117	0.1	4	2064500	9999999
SamgukSagi174	長鎭縣	Jangjin	129.0842043	36.1692085	0.1	2	1721424	2064499
SamgukSagi175	竹長伊部曲	Jukjangi	129.0842043	36.1692085	0.1	2	2064500	9999999
SamgukSagi176	骨火小國	Golhwaso	128.9320107	35.97078673	0.1	2	1721424	1997930
SamgukSagi177	臨川縣	RimCheon	128.9320107	35.97078673	0.1	2	1997931	2064499
SamgukSagi178	永州	Yeong	128.9320107	35.97078673	0.1	2	2064500	9999999
SamgukSagi179	刀冬火縣	Dodonghwa	128.9173767	35.94043987	0.1	2	1721424	1997930
SamgukSagi180	道同縣	Dodong	128.9173767	35.94043987	0.1	2	1997931	2064499
SamgukSagi181	永州	Yeong	128.9173767	35.94043987	0.1	2	2064500	9999999
SamgukSagi182	史丁火縣	Sajeonghwa	128.8998159	36.06649605	0.1	2	1721424	1997930
SamgukSagi183	新寧縣	Sinnyeong	128.8998159	36.06649605	0.1	2	1997931	9999999
SamgukSagi184	買熱次縣	Maeyeolcha	128.9085963	36.12018665	0.1	2	1721424	1997930
SamgukSagi185	黽白縣	Minbaek	128.9085963	36.12018665	0.1	2	1997931	2064499
SamgukSagi186	新寧縣	Sinnyeong	128.9085963	36.12018665	0.1	2	2064500	9999999
SamgukSagi187	居漆山郡	Geochilsan	129.1281063	35.23312462	0.1	4	1721424	1997930
SamgukSagi188	東萊郡	Dongrae	129.1281063	35.23312462	0.1	4	1997931	9999999
SamgukSagi189	大甑縣	Daejeung	129.1661547	35.17476528	0.1	2	1721424	1997930
SamgukSagi190	東平縣	Dongpyeong	129.1661547	35.17476528	0.1	2	1997931	9999999
SamgukSagi191	甲火良谷縣	Gaphwaryanggok	129.2129835	35.26113711	0.1	2	1721424	1997930
SamgukSagi192	機張縣	Gijang	129.2129835	35.26113711	0.1	2	1997931	9999999
SamgukSagi193	生西良郡	Saengseoryang	129.3388358	35.43854951	0.1	4	1721424	1997930
SamgukSagi194	東安郡	Dongan	129.3388358	35.43854951	0.1	4	1997931	2064499
SamgukSagi195	慶州	Gyeong	129.3388358	35.43854951	0.1	4	2064500	9999999
SamgukSagi196	于火縣	Uhwa	129.2071299	35.46889637	0.1	2	1721424	1997930
SamgukSagi197	虞風縣	Upung	129.2071299	35.46889637	0.1	2	1997931	2064499
SamgukSagi198	蔚州	Ul	129.2071299	35.46889637	0.1	2	2064500	9999999
SamgukSagi199	毛火郡(蚊化郡)	Mohwa	129.3388358	35.69066188	0.1	4	1721424	1997930
SamgukSagi200	臨關郡	RimGwan	129.3388358	35.69066188	0.1	4	1997931	2064499
SamgukSagi201	慶州	Gyeong	129.3388358	35.69066188	0.1	4	2064500	9999999
SamgukSagi202	栗浦縣	Ryulpo	129.4002986	35.53192446	0.1	2	1721424	1997930
SamgukSagi203	東津縣	Dongjin	129.4002986	35.53192446	0.1	2	1997931	2064499
SamgukSagi204	蔚州	Ul	129.4002986	35.53192446	0.1	2	2064500	9999999
SamgukSagi205	屈阿火村	Gulahwachon	129.3417626	35.56227132	0.1	2	1721424	1997930
SamgukSagi206	河曲縣(河西縣)	Hagok(Haseo)	129.3417626	35.56227132	0.1	2	1997931	2064499
SamgukSagi207	蔚州	Ul	129.3417626	35.56227132	0.1	2	2064500	9999999
SamgukSagi208	退火郡	Toehwa	129.3388358	36.11785227	0.1	4	1721424	1997930
SamgukSagi209	義昌郡	Uichang	129.3388358	36.11785227	0.1	4	1997931	2064499
SamgukSagi210	興海郡	Heunghae	129.3388358	36.11785227	0.1	4	2064500	9999999
SamgukSagi211	比火縣	Bihwa	129.2363979	36.01513983	0.1	2	1721424	1997930
SamgukSagi212	安康縣	Angang	129.2363979	36.01513983	0.1	2	1997931	9999999
SamgukSagi213	只沓縣	Jidap	129.482249	35.90542426	0.1	2	1721424	1997930
SamgukSagi214	看立縣	Ganrip	129.482249	35.90542426	0.1	2	1997931	2064499
SamgukSagi215	長看縣	Janggan	129.482249	35.90542426	0.1	2	2064500	9999999
SamgukSagi216	東仍音縣	Dongingeum	129.2451783	36.13886164	0.1	2	1721424	1997930
SamgukSagi217	神光縣	Singwang	129.2451783	36.13886164	0.1	2	1997931	9999999
SamgukSagi218	斤烏支縣	Geunoji	129.3329823	35.99179609	0.1	2	1721424	1997930
SamgukSagi219	臨汀縣	Rimjeong	129.3329823	35.99179609	0.1	2	1997931	2064499
SamgukSagi220	迎日縣	Yeongil	129.3329823	35.99179609	0.1	2	2064500	9999999
SamgukSagi221	覲兮縣(化鷄縣)	Geunhye	129.1895691	36.07583355	0.1	2	1721424	1997930
SamgukSagi222	杞溪縣	Gigye	129.1895691	36.07583355	0.1	2	1997931	9999999
SamgukSagi223	音汁伐國	Eumjeupbeol	129.2188371	35.96611798	0.1	2	1721424	1997930
SamgukSagi224	音汁火縣	Eumjeuphwa	129.2188371	35.96611798	0.1	2	1997931	2064499
SamgukSagi225	安康縣	Angang	129.2188371	35.96611798	0.1	2	2064500	9999999
SamgukSagi226	仇刀城境內	Gudoseonggyeongnae	128.6012824	35.64630878	0.1	4	1721424	1997930
SamgukSagi227	大城郡	Daeseong	128.6012824	35.64630878	0.1	4	1997931	2064499
SamgukSagi228	率伊山城	Ryulisanseong	128.6012824	35.64630878	0.1	4	2064500	9999999
SamgukSagi229	惡支縣	Agji	129.4617614	35.79103995	0.1	2	1721424	1997930
SamgukSagi230	約章縣	Yakjang	129.4617614	35.79103995	0.1	2	1997931	2064499
SamgukSagi231	慶州	Gyeong	129.4617614	35.79103995	0.1	2	2064500	9999999
SamgukSagi232	西兄山郡	Seohyeongsan	129.1632279	35.82838993	0.1	4	1721424	1997930
SamgukSagi233	商城郡	Sangseong	129.1632279	35.82838993	0.1	4	1997931	2064499
SamgukSagi234	慶州	Gyeong	129.1632279	35.82838993	0.1	4	2064500	9999999
SamgukSagi235	居烈州	Georyeol	129.0490827	35.3591808	0.1	24	1971436	1971435
SamgukSagi236	菁州	Cheong	128.0949461	35.17943403	0.1	24	1971436	1997733
SamgukSagi237	康州	Gang	128.0949461	35.17943403	0.1	24	1997734	2064499
SamgukSagi238	晉州	Jin	128.0949461	35.17943403	0.1	24	2064500	9999999
SamgukSagi239	班城縣	Banseong	128.3086025	35.16542778	0.1	2	1721424	9999999
SamgukSagi240	加主火縣	Gajuhwa	128.1300677	35.42687764	0.1	2	1721424	1997930
SamgukSagi241	嘉壽縣	Gasu	128.1300677	35.42687764	0.1	2	1997931	9999999
SamgukSagi242	轉也山郡	Jeonyasan	127.8842165	34.83161234	0.1	4	1721424	1997930
SamgukSagi243	南海郡	Namhae	127.8842165	34.83161234	0.1	4	1997931	9999999
SamgukSagi244	內浦縣	Naepo	127.9456793	34.79426236	0.1	2	1721424	1997930
SamgukSagi245	蘭浦縣	Nanpo	127.9456793	34.79426236	0.1	2	1997931	9999999
SamgukSagi246	平西山縣(西平)	Pyeongseosan	127.8520218	34.78025611	0.1	2	1721424	1997930
SamgukSagi247	平山縣	Pyeongsan	127.8520218	34.78025611	0.1	2	1997931	9999999
SamgukSagi248	韓多沙郡	Handasa	127.7290962	35.07905595	0.1	4	1721424	1997930
SamgukSagi249	河東郡	Hadong	127.7290962	35.07905595	0.1	4	1997931	9999999
SamgukSagi250	陜浦縣	Happo	127.5886098	35.27514335	0.1	2	1721424	9999999
SamgukSagi251	省良縣	Saengryang	127.8432414	34.96000289	0.1	2	1721424	2064499
SamgukSagi252	金良部曲	Geumryang	127.8432414	34.96000289	0.1	2	2064500	9999999
SamgukSagi253	小多沙縣	Sodasa	127.6705602	35.17709965	0.1	2	1721424	1997930
SamgukSagi254	嶽陽縣	Akyang	127.6705602	35.17709965	0.1	2	1997931	9999999
SamgukSagi255	浦村縣	Pochon	127.9690937	35.05337784	0.1	2	1721424	1997930
SamgukSagi256	川邑縣	Cheoneup	127.9690937	35.05337784	0.1	2	1997931	9999999
SamgukSagi257	古自郡	Goja	128.2998221	34.98101226	0.1	4	1721424	1997930
SamgukSagi258	固城郡	Goseong	128.2998221	34.98101226	0.1	4	1997931	9999999
SamgukSagi259	文和縣	Munhwa	128.1798233	35.09773094	0.1	2	1721424	9999999
SamgukSagi260	蚊火良縣	Munhwaryang	128.1768965	34.99968725	0.1	2	1721424	9999999
SamgukSagi261	史勿縣	Samul	128.0686049	35.07905595	0.1	2	1721424	1997930
SamgukSagi262	泗水縣	Sasu	128.0686049	35.07905595	0.1	2	1997931	2064499
SamgukSagi263	泗州	Sa	128.0686049	35.07905595	0.1	2	2064500	9999999
SamgukSagi264	一善縣	Ilseon	128.2500665	35.09539657	0.1	2	1721424	1997930
SamgukSagi265	尙善縣	Sangseon	128.2500665	35.09539657	0.1	2	1997931	2064499
SamgukSagi266	永善縣	Yeongseon	128.2500665	35.09539657	0.1	2	2064500	9999999
SamgukSagi267	阿尸良國(阿那加耶)	Asiryang	128.40226	35.27280898	0.1	4	1721424	1997930
SamgukSagi268	咸安郡	Haman	128.40226	35.27280898	0.1	4	1997931	9999999
SamgukSagi269	宜寧縣	Uinyeong	128.2471397	35.32183082	0.1	2	1721424	9999999
SamgukSagi270	召彡縣	Soshan	128.3086025	35.27280898	0.1	2	1721424	1997930
SamgukSagi271	玄武縣	Hyeonmu	128.3086025	35.27280898	0.1	2	1997931	2064499
SamgukSagi272	召彡部曲	Soshan	128.3086025	35.27280898	0.1	2	2064500	9999999
SamgukSagi273	裳郡	Sang	128.577868	34.86896232	0.1	4	1721424	1997930
SamgukSagi274	巨濟郡	Geoje	128.577868	34.86896232	0.1	4	1997931	9999999
SamgukSagi275	巨老縣	Geono	128.6890864	34.89930918	0.1	2	1721424	1997930
SamgukSagi276	鵞州縣	Aju	128.6890864	34.89930918	0.1	2	1997931	9999999
SamgukSagi277	買珍伊縣	Maejini	128.6012824	34.83394671	0.1	2	1721424	1997930
SamgukSagi278	溟珍縣	Myeongjin	128.6012824	34.83394671	0.1	2	1997931	9999999
SamgukSagi279	松邊縣	Songbyeon	128.6159164	34.73590301	0.1	2	1721424	1997930
SamgukSagi280	南垂縣	Namsu	128.6159164	34.73590301	0.1	2	1997931	2064499
SamgukSagi281	松邊縣	Songbyeon	128.6159164	34.73590301	0.1	2	2064500	9999999
SamgukSagi282	闕支部	Gwoljibu	127.9544597	35.29381834	0.1	4	1721424	1997930
SamgukSagi283	闕城郡	Gwolseong	127.9544597	35.29381834	0.1	4	1997931	2064499
SamgukSagi284	江城縣	Gangseong	127.9544597	35.29381834	0.1	4	2064500	9999999
SamgukSagi285	薩川縣	Salcheon	127.8081198	35.29848709	0.1	2	1721424	9999999
SamgukSagi286	赤村縣	Jeokchon	127.9983617	35.37318705	0.1	2	1721424	1997930
SamgukSagi287	丹邑縣	Daneup	127.9983617	35.37318705	0.1	2	1997931	2064499
SamgukSagi288	丹溪縣	Dangyegog	127.9983617	35.37318705	0.1	2	2064500	9999999
SamgukSagi289	知品川縣	Jipumcheon	127.8608021	35.41987452	0.1	2	1721424	1997930
SamgukSagi290	山陰縣	Saneum	127.8608021	35.41987452	0.1	2	1997931	9999999
SamgukSagi291	速含郡	Sokham	127.7203158	35.52492134	0.1	4	1721424	1997930
SamgukSagi292	天嶺郡	Cheonryeong	127.7203158	35.52492134	0.1	4	1997931	2064499
