key	ja-JP	en-US	longitude	latitude	min_size	max_size	first_julian_day	last_julian_day
SamgukSagi997	冬老縣	Dongno	127.1993455	34.77091862	0.1	2	1721424	1997930
SamgukSagi998	兆陽縣	Joyang	127.1993455	34.77091862	0.1	2	1997931	9999999
SamgukSagi999	豆持縣	Duji	127.2403207	34.64252806	0.1	2	1721424	1997930
SamgukSagi1000	薑原縣	Gangwon	127.2403207	34.64252806	0.1	2	1997931	2064499
SamgukSagi1001	荳原縣	Duwon	127.2403207	34.64252806	0.1	2	2064500	9999999
SamgukSagi1002	比史縣	Bisa	127.3164175	34.83628108	0.1	2	1721424	1997930
SamgukSagi1003	栢舟縣	Baekju	127.3164175	34.83628108	0.1	2	1997931	2064499
SamgukSagi1004	泰江縣	Taegang	127.3164175	34.83628108	0.1	2	2064500	9999999
SamgukSagi1005	伏忽郡	Bokhol	127.0588591	34.77091862	0.1	4	1721424	1997930
SamgukSagi1006	寶城郡	Boseong	127.0588591	34.77091862	0.1	4	1997931	9999999
SamgukSagi1007	馬斯良縣	Masaryang	126.9037387	34.54915311	0.1	2	1721424	1997930
SamgukSagi1008	代勞縣	Daeno	126.9037387	34.54915311	0.1	2	1997931	2064499
SamgukSagi1009	會寧縣	Hoenyeong	126.9037387	34.54915311	0.1	2	2064500	9999999
SamgukSagi1010	季川縣	Gyecheon	126.9417871	34.77091862	0.1	2	1721424	1997930
SamgukSagi1011	季水縣	Gyesu	126.9417871	34.77091862	0.1	2	1997931	2064499
SamgukSagi1012	長澤縣	Jangtaek	126.9417871	34.77091862	0.1	2	2064500	9999999
SamgukSagi1013	烏次縣	Ocha	126.8452028	34.49079377	0.1	2	1721424	1997930
SamgukSagi1014	烏兒縣	Oa	126.8452028	34.49079377	0.1	2	1997931	2064499
SamgukSagi1015	定安縣	Jeongan	126.8452028	34.49079377	0.1	2	2064500	9999999
SamgukSagi1016	古馬旭知縣	Gomaukji	126.8656904	34.67987804	0.1	2	1721424	1997930
SamgukSagi1017	馬邑縣	Maeup	126.8656904	34.67987804	0.1	2	1997931	2064499
SamgukSagi1018	遂寧縣	Sunyeong	126.8656904	34.67987804	0.1	2	2064500	9999999
SamgukSagi1019	秋子兮郡	Chujahye	126.9505675	35.31949645	0.1	4	1721424	1997930
SamgukSagi1020	秋成郡	Chuseong	126.9505675	35.31949645	0.1	4	1997931	2064499
SamgukSagi1021	潭陽郡	Damyang	126.9505675	35.31949645	0.1	4	2064500	9999999
SamgukSagi1022	菓支縣(菓兮縣)	Gwaji	127.0822735	35.2704746	0.1	2	1721424	1997930
SamgukSagi1023	王菓縣	Wanggwa	127.0822735	35.2704746	0.1	2	1997931	9999999
SamgukSagi1024	栗支縣	Ryulji	127.0208107	35.35217768	0.1	2	1721424	1997930
SamgukSagi1025	栗原縣	Ryulwon	127.0208107	35.35217768	0.1	2	1997931	2064499
SamgukSagi1026	原栗縣	Wonryul	127.0208107	35.35217768	0.1	2	2064500	9999999
SamgukSagi1027	月奈郡	Wolna	126.6491072	34.7989311	0.1	4	1721424	1997930
SamgukSagi1028	靈巖郡	Ryeongam	126.6491072	34.7989311	0.1	4	1997931	9999999
SamgukSagi1029	半奈夫里縣	Bannaburi	126.6198392	34.96467164	0.1	4	1721424	1997930
SamgukSagi1030	潘南郡	Bannam	126.6198392	34.96467164	0.1	4	1997931	9999999
SamgukSagi1031	阿老谷縣	Anogok	126.6988628	34.85495607	0.1	2	1721424	1997930
SamgukSagi1032	野老縣	Yano	126.6988628	34.85495607	0.1	2	1997931	2064499
SamgukSagi1033	安老縣	Anno	126.6988628	34.85495607	0.1	2	2064500	9999999
SamgukSagi1034	古彌縣	Gomi	126.5320352	34.7639155	0.1	2	1721424	1997930
SamgukSagi1035	昆綱縣	Gongang	126.5320352	34.7639155	0.1	2	1997931	9999999
SamgukSagi1036	古尸伊縣	Gosii	126.7456916	35.31249333	0.1	4	1721424	1997930
SamgukSagi1037	岬城郡	Gapseong	126.7456916	35.31249333	0.1	4	1997931	2064499
SamgukSagi1038	長城郡	Jangseong	126.7456916	35.31249333	0.1	4	2064500	9999999
SamgukSagi1039	丘斯珍兮縣	Gusajinhye	126.8364224	35.24479649	0.1	2	1721424	1997930
SamgukSagi1040	珍原縣	Jinwon	126.8364224	35.24479649	0.1	2	1997931	9999999
SamgukSagi1041	所非兮縣	Sobihye	126.6315464	35.2704746	0.1	2	1721424	1997930
SamgukSagi1042	森溪縣	Samgye	126.6315464	35.2704746	0.1	2	1997931	9999999
SamgukSagi1043	武尸伊郡	Musii	126.4647188	35.28914959	0.1	4	1721424	1997930
SamgukSagi1044	武靈郡	Muryeong	126.4647188	35.28914959	0.1	4	1997931	2064499
SamgukSagi1045	靈光郡	Yeonggwang	126.4647188	35.28914959	0.1	4	2064500	9999999
SamgukSagi1046	上老縣	Sangno	126.5232548	35.41987452	0.1	2	1721424	1997930
SamgukSagi1047	長沙縣	Jangsa	126.5232548	35.41987452	0.1	2	1997931	9999999
SamgukSagi1048	毛良夫里縣	Moryangburi	126.6608144	35.43854951	0.1	2	1721424	1997930
SamgukSagi1049	高敞縣	Gochang	126.6608144	35.43854951	0.1	2	1997931	9999999
SamgukSagi1050	松彌知縣	Songmiji	126.6110588	35.38485892	0.1	2	1721424	1997930
SamgukSagi1051	茂松縣	Musong	126.6110588	35.38485892	0.1	2	1997931	9999999
SamgukSagi1052	綸平郡(武平郡)	Ryunpyeong	127.4627574	34.93899353	0.1	4	1721424	1997930
SamgukSagi1053	昇平郡	Seungpyeong	127.4627574	34.93899353	0.1	4	1997931	2064499
SamgukSagi1054	昇平郡(昇州)	Seungpyeong	127.4627574	34.93899353	0.1	4	2064500	9999999
SamgukSagi1055	猿村縣	Wonchon	127.7115354	34.77091862	0.1	2	1721424	1997930
SamgukSagi1056	海邑縣	Haeeup	127.7115354	34.77091862	0.1	2	1997931	2064499
SamgukSagi1057	麗水縣	Ryeosu	127.7115354	34.77091862	0.1	2	2064500	9999999
SamgukSagi1058	馬老縣	Mano	127.5622686	34.96233727	0.1	2	1721424	1997930
SamgukSagi1059	晞陽縣	Huiyang	127.5622686	34.96233727	0.1	2	1997931	2064499
SamgukSagi1060	光陽縣	Gwangyang	127.5622686	34.96233727	0.1	2	2064500	9999999
SamgukSagi1061	突山縣	Dolsan	127.6969014	34.62618745	0.1	2	1721424	1997930
SamgukSagi1062	廬山縣	Ryeosan	127.6969014	34.62618745	0.1	2	1997931	2064499
SamgukSagi1063	突山縣	Dolsan	127.6969014	34.62618745	0.1	2	2064500	9999999
SamgukSagi1064	欲乃郡	Yoknae	127.2754423	35.28214647	0.1	4	1721424	1997930
SamgukSagi1065	谷城郡	Gokseong	127.2754423	35.28214647	0.1	4	1997931	9999999
SamgukSagi1066	遁支縣	Dunji	127.2110527	35.0837247	0.1	2	1721424	1997930
SamgukSagi1067	富有縣	Buyu	127.2110527	35.0837247	0.1	2	1997931	9999999
SamgukSagi1068	仇次禮縣	Gucharye	127.4451966	35.20978088	0.1	2	1721424	1997930
SamgukSagi1069	求禮縣	Gurye	127.4451966	35.20978088	0.1	2	1997931	9999999
SamgukSagi1070	豆夫只縣	Dubuji	127.0969075	35.07438721	0.1	2	1721424	1997930
SamgukSagi1071	同福縣	Dongbok	127.0969075	35.07438721	0.1	2	1997931	9999999
SamgukSagi1072	洸陵夫里郡(竹樹夫里郡/仁夫里郡)	Gwangneungburi	126.9212995	35.00202162	0.1	4	1721424	1997930
SamgukSagi1073	陵城郡	Neungseong	126.9212995	35.00202162	0.1	4	1997931	9999999
SamgukSagi1074	波夫里郡	Paburi	127.0822735	34.8969748	0.1	2	1721424	1997930
SamgukSagi1075	富里縣	Buri	127.0822735	34.8969748	0.1	2	1997931	2064499
SamgukSagi1076	福城縣	Bokseong	127.0822735	34.8969748	0.1	2	2064500	9999999
SamgukSagi1077	仍利阿縣(海濱縣)	Ingria	126.9534943	35.06504971	0.1	2	1721424	1997930
SamgukSagi1078	汝綱縣	Yeogang	126.9534943	35.06504971	0.1	2	1997931	2064499
SamgukSagi1079	和順縣	Hwasun	126.9534943	35.06504971	0.1	2	2064500	9999999
SamgukSagi1080	發羅郡	Balna	126.6783752	35.04637472	0.1	4	1721424	1997930
SamgukSagi1081	錦山郡	Geumsan	126.6783752	35.04637472	0.1	4	1997931	2064499
SamgukSagi1082	羅州牧	Namok	126.6783752	35.04637472	0.1	4	2064500	9999999
SamgukSagi1083	豆持縣	Duji	126.5730104	35.02069661	0.1	2	1721424	1997930
SamgukSagi1084	會津縣	Hoejin	126.5730104	35.02069661	0.1	2	1997931	9999999
SamgukSagi1085	實於山縣	Sileosan	126.7427648	34.95533415	0.1	2	1721424	1997930
SamgukSagi1086	鐵冶縣	Cheolya	126.7427648	34.95533415	0.1	2	1997931	9999999
SamgukSagi1087	水川縣(水入伊縣)	Sucheon	126.6754484	35.17476528	0.1	2	1721424	1997930
SamgukSagi1088	伯醗縣	Baekbal	126.6754484	35.17476528	0.1	2	1997931	9999999
SamgukSagi1089	道武郡	Domu	126.7222772	34.64486244	0.1	4	1721424	1997930
SamgukSagi1090	陽武郡	Yangmu	126.7222772	34.64486244	0.1	4	1997931	2064499
SamgukSagi1091	道康郡	Dogang	126.7222772	34.64486244	0.1	4	2064500	9999999
SamgukSagi1092	古西伊縣	Goseoi	126.5232548	34.60984683	0.1	2	1721424	1997930
SamgukSagi1093	固安縣(同安縣)	Goan(Dongan)	126.5232548	34.60984683	0.1	2	1997931	2064499
SamgukSagi1094	竹山縣	Juksan	126.5232548	34.60984683	0.1	2	2064500	9999999
SamgukSagi1095	冬音縣	Dongeum	126.7632524	34.51647188	0.1	2	1721424	1997930
SamgukSagi1096	溽津縣	Yokjin	126.7632524	34.51647188	0.1	2	1997931	9999999
SamgukSagi1097	塞琴縣(捉濱縣)	Saegeum	126.49106	34.45110942	0.1	2	1721424	1997930
SamgukSagi1098	浸索縣	Chimsak	126.49106	34.45110942	0.1	2	1997931	2064499
SamgukSagi1099	海南縣	Haenam	126.49106	34.45110942	0.1	2	2064500	9999999
SamgukSagi1100	黃述縣	Hwangsul	126.3535005	34.58183435	0.1	2	1721424	1997930
SamgukSagi1101	黃原縣	Hwangwon	126.3535005	34.58183435	0.1	2	1997931	9999999
SamgukSagi1102	勿阿兮郡	Mulahye	126.4237436	34.99968725	0.1	4	1721424	1997930
SamgukSagi1103	務安郡	Muan	126.4237436	34.99968725	0.1	4	1997931	9999999
SamgukSagi1104	屈乃縣	Gulnae	126.4822796	35.0930622	0.1	2	1721424	1997930
SamgukSagi1105	咸豐縣	Hampung	126.4822796	35.0930622	0.1	2	1997931	9999999
SamgukSagi1106	多只縣	Daji	126.5525228	35.11874031	0.1	2	1721424	1997930
SamgukSagi1107	多岐縣	Dagi	126.5525228	35.11874031	0.1	2	1997931	2064499
SamgukSagi1108	牟平縣	Mopyeong	126.5525228	35.11874031	0.1	2	2064500	9999999
SamgukSagi1109	道際縣(陰海縣)	Doje	126.2393553	35.1374153	0.1	2	1721424	1997930
SamgukSagi1110	海際縣	Haeje	126.2393553	35.1374153	0.1	2	1997931	9999999
SamgukSagi1111	因珍島郡	Injindo	126.261944	34.483056	0.1	2	1721424	1997930
SamgukSagi1112	珍島	Jindo	126.261944	34.483056	0.1	2	1997931	9999999
SamgukSagi1113	徒山縣	Dosan	126.2188677	34.51880625	0.1	4	1721424	1997930
SamgukSagi1114	牢山郡	Noesan	126.2188677	34.51880625	0.1	4	1997931	2064499
SamgukSagi1115	嘉興縣	Gaheung	126.2188677	34.51880625	0.1	4	2064500	9999999
SamgukSagi1116	買仇里縣	Maeguri	126.1193565	34.39975319	0.1	2	1721424	1997930
SamgukSagi1117	膽溽縣	Damyok	126.1193565	34.39975319	0.1	2	1997931	2064499
SamgukSagi1118	臨准縣	Rimjun	126.1193565	34.39975319	0.1	2	2064500	9999999
SamgukSagi1119	阿次山縣	Achasan	126.2510625	34.87829981	0.1	4	1721424	1997930
SamgukSagi1120	壓海郡	Aphae	126.2510625	34.87829981	0.1	4	1997931	9999999
SamgukSagi1121	鹽海縣	Yeomhae	126.2715501	35.235459	0.1	2	1721424	9999999
SamgukSagi1122	阿老縣/葛草縣(何老縣/谷野縣)	Ano	126.4061828	35.25646836	0.1	2	1721424	1997930
SamgukSagi1123	碣島縣	Galdo	126.4061828	35.25646836	0.1	2	1997931	2064499
SamgukSagi1124	六昌縣	Ryukchang	126.4061828	35.25646836	0.1	2	2064500	9999999
SamgukSagi1125	碣島縣	Galdo	126.3388665	35.19810902	0.1	2	1721424	9999999
SamgukSagi1126	古祿只縣(開要縣)	Golokeuji	126.2100873	35.04637472	0.1	2	1721424	1997930
SamgukSagi1127	鹽海縣	Yeomhae	126.2100873	35.04637472	0.1	2	1997931	2064499
SamgukSagi1128	臨憩縣	Rimge	126.2100873	35.04637472	0.1	2	2064500	9999999
SamgukSagi1129	居知山縣(屈知山縣)	Geojisan	126.0988689	34.66820617	0.1	2	1721424	1997930
SamgukSagi1130	安波縣	Anpa	126.0988689	34.66820617	0.1	2	1997931	2064499
SamgukSagi1131	長山縣	Jangsan	126.0988689	34.66820617	0.1	2	2064500	9999999
SamgukSagi1132	王京(大城)	Wanggyeong(Daeseong)	129.2042031	35.83305868	0.1	5	1721424	9999999
