en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Cædwalla	-1.310142	51.059771	-1.310142	51.059771	1962120	1969787
Cædwalla	-1.310142	51.059771	-0.91667	51.66667	1969787	1969790
Cædwalla	-0.91667	51.66667	-0.91667	51.66667	1969790	1970516
Cædwalla	-0.91667	51.66667	0.043056	51.0725	1970516	1970520
Cædwalla	0.043056	51.0725	0.043056	51.0725	1970520	1971249
Cædwalla	0.043056	51.0725	0.37	50.94	1971249	1971251
Cædwalla	0.37	50.94	0.37	50.94	1971251	1971611
Cædwalla	0.37	50.94	-1.310142	51.059771	1971611	1971616
Cædwalla	-1.310142	51.059771	-1.310142	51.059771	1971616	1971976
Cædwalla	-1.310142	51.059771	0.37	50.94	1971976	1971981
Cædwalla	0.37	50.94	0.37	50.94	1971981	1972129
Cædwalla	0.37	50.94	-1.304734	50.693848	1972129	1972134
Cædwalla	-1.304734	50.693848	-1.304734	50.693848	1972134	1972248
Cædwalla	-1.304734	50.693848	1.08	51.279999	1972248	1972255
Cædwalla	1.08	51.279999	1.08	51.279999	1972255	1972346
Cædwalla	1.08	51.279999	1.08	51.279999	1972346	1972347
Cædwalla	1.08	51.279999	1.08	51.279999	1972347	1972707
Cædwalla	1.08	51.279999	-0.79897	51.21497	1972707	1972712
Cædwalla	-0.79897	51.21497	-0.79897	51.21497	1972712	1972886
Cædwalla	-0.79897	51.21497	12.496366	41.902782	1972886	1972925
Cædwalla	12.496366	41.902782	12.496366	41.902782	1972925	1973208
Cædwalla	12.496366	41.902782	12.496366	41.902782	1973208	1973209
Cædwalla	12.496366	41.902782	12.496366	41.902782	1973209	1973218
Cædwalla	12.496366	41.902782	12.4539	41.9022	1973218	1973219
Cædwalla	12.4539	41.9022	12.4539	41.9022	1973219	1973249
