en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Penda of Mercia	-1.695	52.633	-1.695	52.633	1942762	1950066
Penda of Mercia	-1.695	52.633	-1.695	52.633	1950066	1950067
Penda of Mercia	-1.695	52.633	-1.695	52.633	1950067	1950794
Penda of Mercia	-1.695	52.633	-1.966667	51.716667	1950794	1950797
Penda of Mercia	-1.966667	51.716667	-1.966667	51.716667	1950797	1952934
Penda of Mercia	-1.966667	51.716667	-0.893	53.528	1952934	1952940
Penda of Mercia	-0.893	53.528	-0.893	53.528	1952940	1955788
Penda of Mercia	-0.893	53.528	-3.09971	52.83322	1955788	1955794
Penda of Mercia	-3.09971	52.83322	-3.09971	52.83322	1955794	1961004
Penda of Mercia	-3.09971	52.83322	-1.45	53.834	1961004	1961009
Penda of Mercia	-1.45	53.834	-1.45	53.834	1961009	1961005
Penda of Mercia	-1.45	53.834	-2.2203	52.18858	1961005	1961010
Penda of Mercia	-2.2203	52.18858	-2.2203	52.18858	1961010	1961006
Penda of Mercia	-2.2203	52.18858	-1.45	53.834	1961006	1961011
Penda of Mercia	-1.45	53.834	-1.45	53.834	1961011	1961041
