en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Edwin of Northumbria	-0.5	54	-0.5	54	1935457	1939831
Edwin of Northumbria	-0.5	54	-3.916667	52.833333	1939831	1939840
Edwin of Northumbria	-3.916667	52.833333	-3.916667	52.833333	1939840	1944217
Edwin of Northumbria	-3.916667	52.833333	-1.695	52.633056	1944217	1944223
Edwin of Northumbria	-1.695	52.633056	-1.695	52.633056	1944223	1946408
Edwin of Northumbria	-1.695	52.633056	0.41	52.24	1946408	1946414
Edwin of Northumbria	0.41	52.24	0.41	52.24	1946414	1946562
Edwin of Northumbria	0.41	52.24	-0.816667	53.45	1946562	1946567
Edwin of Northumbria	-0.816667	53.45	-0.816667	53.45	1946567	1946685
Edwin of Northumbria	-0.816667	53.45	-1.394488	53.831152	1946685	1946688
Edwin of Northumbria	-1.394488	53.831152	-1.394488	53.831152	1946688	1947903
Edwin of Northumbria	-1.394488	53.831152	-0.538889	53.228333	1947903	1947906
Edwin of Northumbria	-0.538889	53.228333	-0.538889	53.228333	1947906	1948017
Edwin of Northumbria	-0.538889	53.228333	-4.5	54.25	1948017	1948028
Edwin of Northumbria	-4.5	54.25	-4.5	54.25	1948028	1948146
Edwin of Northumbria	-4.5	54.25	-4.333333	53.283333	1948146	1948149
Edwin of Northumbria	-4.333333	53.283333	-4.333333	53.283333	1948149	1949688
Edwin of Northumbria	-4.333333	53.283333	1.08	51.27	1949688	1949702
Edwin of Northumbria	1.08	51.27	1.08	51.27	1949702	1950557
Edwin of Northumbria	1.08	51.27	-1.08958	53.95887	1950557	1950566
Edwin of Northumbria	-1.08958	53.95887	-1.08958	53.95887	1950566	1951158
Edwin of Northumbria	-1.08958	53.95887	-2.102222	55.566111	1951158	1951163
Edwin of Northumbria	-2.102222	55.566111	-2.102222	55.566111	1951163	1951889
Edwin of Northumbria	-2.102222	55.566111	-1.649722	54.384167	1951889	1951893
Edwin of Northumbria	-1.649722	54.384167	-1.649722	54.384167	1951893	1952936
Edwin of Northumbria	-1.649722	54.384167	-0.893	53.528	1952936	1952940
Edwin of Northumbria	-0.893	53.528	-0.893	53.528	1952940	1952957
Edwin of Northumbria	-0.893	53.528	-1.081944	53.961944	1952957	1952959
Edwin of Northumbria	-1.081944	53.961944	-1.081944	53.961944	1952959	1952975
Edwin of Northumbria	-1.081944	53.961944	-0.608	54.489	1952975	1952978
Edwin of Northumbria	-0.608	54.489	-0.608	54.489	1952978	1952996
Edwin of Northumbria	-0.608	54.489	-0.893	53.528	1952996	1952999
Edwin of Northumbria	-0.893	53.528	-0.893	53.528	1952999	1953029
