en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Alhfrith	-1.08958	53.95887	-1.08958	53.95887	1951528	1958829
Alhfrith	-1.08958	53.95887	-1.695	52.633	1958829	1958833
Alhfrith	-1.695	52.633	-1.695	52.633	1958833	1960655
Alhfrith	-1.695	52.633	-1.2571	53.6497	1960655	1960659
Alhfrith	-1.2571	53.6497	-1.2571	53.6497	1960659	1960870
Alhfrith	-1.2571	53.6497	-1.08958	53.95887	1960870	1960872
Alhfrith	-1.08958	53.95887	-1.08958	53.95887	1960872	1961754
Alhfrith	-1.08958	53.95887	-1.08958	53.95887	1961754	1961755
Alhfrith	-1.08958	53.95887	-1.08958	53.95887	1961755	1963943
Alhfrith	-1.08958	53.95887	-0.608056	54.488889	1963943	1963946
Alhfrith	-0.608056	54.488889	-0.608056	54.488889	1963946	1964053
Alhfrith	-0.608056	54.488889	2.8231	49.414902	1964053	1964068
Alhfrith	2.8231	49.414902	2.8231	49.414902	1964068	1962669
Alhfrith	2.8231	49.414902	12.496366	41.902782	1962669	1962698
Alhfrith	12.496366	41.902782	12.496366	41.902782	1962698	1964207
Alhfrith	12.496366	41.902782	-1.08958	53.95887	1964207	1964250
Alhfrith	-1.08958	53.95887	-1.08958	53.95887	1964250	1964280
