en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Wulfhere of Mercia	-1.695	52.633	-1.695	52.633	1955180	1961754
Wulfhere of Mercia	-1.695	52.633	-1.695	52.633	1961754	1961755
Wulfhere of Mercia	-1.695	52.633	-1.695	52.633	1961755	1962478
Wulfhere of Mercia	-1.695	52.633	0.53233	51.26001	1962478	1962485
Wulfhere of Mercia	0.53233	51.26001	0.53233	51.26001	1962485	1962628
Wulfhere of Mercia	0.53233	51.26001	-2.73071	52.70441	1962628	1962637
Wulfhere of Mercia	-2.73071	52.70441	-2.73071	52.70441	1962637	1962757
Wulfhere of Mercia	-2.73071	52.70441	-2.75	52.083333	1962757	1962759
Wulfhere of Mercia	-2.75	52.083333	-2.75	52.083333	1962759	1964302
Wulfhere of Mercia	-2.75	52.083333	0.583333	51.75	1964302	1964311
Wulfhere of Mercia	0.583333	51.75	0.583333	51.75	1964311	1964674
Wulfhere of Mercia	0.583333	51.75	-0.07952	51.50338	1964674	1964677
Wulfhere of Mercia	-0.07952	51.50338	-0.07952	51.50338	1964677	1966135
Wulfhere of Mercia	-0.07952	51.50338	-0.57144	51.23483	1966135	1966137
Wulfhere of Mercia	-0.57144	51.23483	-0.57144	51.23483	1966137	1966345
Wulfhere of Mercia	-0.57144	51.23483	-2.147913	52.906002	1966345	1966351
Wulfhere of Mercia	-2.147913	52.906002	-2.147913	52.906002	1966351	1967225
Wulfhere of Mercia	-2.147913	52.906002	0.53233	51.26001	1967225	1967233
Wulfhere of Mercia	0.53233	51.26001	0.53233	51.26001	1967233	1967591
Wulfhere of Mercia	0.53233	51.26001	-0.71818	53.43493	1967591	1967598
Wulfhere of Mercia	-0.71818	53.43493	-0.71818	53.43493	1967598	1967958
Wulfhere of Mercia	-0.71818	53.43493	-1.602	51.379	1967958	1967964
Wulfhere of Mercia	-1.602	51.379	-1.602	51.379	1967964	1968175
Wulfhere of Mercia	-1.602	51.379	-1.94921	50.979829	1968175	1968177
Wulfhere of Mercia	-1.94921	50.979829	-1.94921	50.979829	1968177	1968324
Wulfhere of Mercia	-1.94921	50.979829	-1.695	52.633	1968324	1968329
Wulfhere of Mercia	-1.695	52.633	-1.695	52.633	1968329	1968359
