en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1922308	1936552
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1936552	1936553
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1936553	1939473
Æthelberht of Kent	1.08	51.279999	1.432038	51.360165	1939473	1939475
Æthelberht of Kent	1.432038	51.360165	1.432038	51.360165	1939475	1939564
Æthelberht of Kent	1.432038	51.360165	1.08	51.279999	1939564	1939566
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1939566	1946498
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1946498	1946499
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1946499	1946498
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1946498	1946499
Æthelberht of Kent	1.08	51.279999	1.08	51.279999	1946499	1946529
