ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
道璿	Dao-xuan	111.515	27.225	111.515	27.225	1977825	1984382
道璿	Dao-xuan	111.515	27.225	112.442223	34.669724	1984382	1984400
道璿	Dao-xuan	112.442223	34.669724	112.442223	34.669724	1984400	1988032
道璿	Dao-xuan	112.442223	34.669724	104.195397	35.86166	1988032	1988052
道璿	Dao-xuan	104.195397	35.86166	104.195397	35.86166	1988052	1989128
道璿	Dao-xuan	104.195397	35.86166	112.442223	34.669724	1989128	1989148
道璿	Dao-xuan	112.442223	34.669724	112.442223	34.669724	1989148	1990188
道璿	Dao-xuan	112.442223	34.669724	135.80483	34.68509	1990188	1990243
道璿	Dao-xuan	135.80483	34.68509	135.80483	34.68509	1990243	1991703
道璿	Dao-xuan	135.80483	34.68509	135.80483	34.68509	1991703	1991704
道璿	Dao-xuan	135.80483	34.68509	135.80483	34.68509	1991704	1995721
道璿	Dao-xuan	135.80483	34.68509	135.80483	34.68509	1995721	1995722
道璿	Dao-xuan	135.80483	34.68509	135.80483	34.68509	1995722	1996086
道璿	Dao-xuan	135.80483	34.68509	135.839722	34.689167	1996086	1996087
道璿	Dao-xuan	135.839722	34.689167	135.839722	34.689167	1996087	1996817
道璿	Dao-xuan	135.839722	34.689167	135.80483	34.68509	1996817	1996818
道璿	Dao-xuan	135.80483	34.68509	135.80483	34.68509	1996818	1999007
道璿	Dao-xuan	135.80483	34.68509	135.789722	34.390556	1999007	1999009
道璿	Dao-xuan	135.789722	34.390556	135.789722	34.390556	1999009	1999039
