key	value
en-US	English
ja-JP	日本語
zh-TW	繁體中文
zh-CN	简体中文
ko-KR	한국어
hiragana	ひらがな
es-ES	Español
pt-BR	Português
de-DE	Deutsch
fr-FR	Français
it-IT	Italiano
tr-TR	Türkçe
pl-PL	Język polski
el-GR	Ελληνικά
nl-NL	Nederlands
cs-CZ	Čeština
uk-UA	Українська
ru-RU	Русский язык
id-ID	Bahasa Indonesia
fa-IR	فارسی
ar-SA	اللغة العربية
ain	Aynu itak
