key	ja-JP	latitude	longitude	overall_length	first_julian_day	last_julian_day	texture	texture
Sekkan509	池尻16号墳	34.79379867	134.8483493	118.5	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan510	二子塚古墳	34.51105766	135.6516597	118.5	1951893	1966138	IeSekkanYellowGreen	IeSekkan
Sekkan511	院塚古墳	32.940282	130.513831	118	1859852	1874462	FunaSekkanRed	FunaSekkan
Sekkan512	谷口古墳	33.45291	130.054581	118	1852547	1859852	NagaSekkan	NagaSekkan
Sekkan513	世利門古墳	33.17679292	131.5599932	118	1859852	1881767	IeSekkanRed	IeSekkan
Sekkan514	姫路城ろノ門内	34.83954146	134.693902	118	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan515	（真福寺）	34.82735671	134.7464678	118	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan516	竜山１号墳	34.77850192	134.7935782	118	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan517	金山古墳	34.46949248	135.6303702	118	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan518	都塚古墳	34.46387133	135.8276304	118	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan519	快天山古墳	34.238923	133.890514	117.5	1837938	1852547	WariSekkan	WariSekkan
Sekkan520	後広場１号墳	35.11638141	140.1067104	117.5	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan521	八幡大塚2号墳	34.58804716	133.9629346	117.5	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan522	藤ノ木古墳	34.61196181	135.7295091	117.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan523	御坊山1号墳	34.54203272	135.7219999	117.5	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan524	神下山古墳	33.13274581	131.7926346	117	1852547	1874462	FunaSekkanRed	FunaSekkan
Sekkan525	奥の前１号墳	35.018824	133.899808	117	1837938	1852547	NagaSekkan	NagaSekkan
Sekkan526	刈山5号墳	35.33540372	132.7619796	117	1925596	1947510	IeSekkan	IeSekkan
Sekkan527	宝塚古墳	35.33829534	132.7342967	117	1925596	1947510	IeSekkan	IeSekkan
Sekkan528	慈恩寺経塚古墳	32.95631869	130.7184367	116.5	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan529	（投松公会堂）	34.8141303	134.8382106	116.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan530	長須隈古墳	33.48406931	130.0492836	116	1859852	1874462	FunaSekkan	FunaSekkan
Sekkan531	上島古墳	35.42763242	132.7992921	116	1910986	1925596	IeSekkan	IeSekkan
Sekkan532	太田古墳群小山2号墳	34.49498884	135.7020867	116	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan533	赤妻古墳	34.17070194	131.4478074	115.5	1874462	1881767	FunaSekkan	FunaSekkan
Sekkan534	（正願寺裏山）	33.43047601	130.0079394	115	99999999	99999999	FunaSekkan	FunaSekkan
Sekkan535	造山古墳	34.67369	133.803706	115	1859852	1874462	FunaSekkanRed	FunaSekkan
Sekkan536	磨臼山古墳	34.2169	133.790783	115	1852547	1859852	WariSekkan	WariSekkan
Sekkan537	石舟山古墳	36.087268	136.308458	115	1881767	1896376	FunaSekkanLightBlue	FunaSekkan
Sekkan538	龍ヶ岡古墳	36.05526268	136.207553	115	1859852	1874462	FunaSekkanLightBlue	FunaSekkan
Sekkan539	狢塚古墳	36.25597782	138.9293919	115	1896376	1910986	FunaSekkan	FunaSekkan
Sekkan540	姥山古墳	36.29575787	138.9963496	115	1896376	1910986	FunaSekkan	FunaSekkan
Sekkan541	竹ノ下古墳	37.04321428	140.9076419	115	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan542	山之越古墳	34.82405104	134.7340583	115	1874462	1881767	NagaSekkanBrown	NagaSekkan
Sekkan543	丑殿古墳	33.21556184	131.5637543	115	1925596	1951893	IeSekkan	IeSekkan
Sekkan544	（福円寺）	34.77367508	134.7333564	115	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan545	長持山古墳	34.57289723	135.6150237	114	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan546	泰遠寺山古墳	36.09091252	136.2915067	114	1874462	1881767	FunaSekkanLightBlue	FunaSekkan
Sekkan547	時光寺古墳	34.790833	134.776666	114	1874462	1881767	NagaSekkanBrown	NagaSekkan
Sekkan548	谷口古墳	33.45291	130.054581	114	1852547	1859852	NagaSekkan	NagaSekkan
Sekkan549	築出し古墳	35.12547842	134.3227366	114	99999999	99999999	IeSekkan	IeSekkan
Sekkan550	（美土呂公園）	34.79209512	134.7105799	114	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan551	（法華山一乗寺）	34.86312007	134.8256833	114	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan552	（高岡小学校）	34.65380873	136.4304337	114	99999999	99999999	IeSekkan	IeSekkan
Sekkan553	愛宕山古墳	36.41026176	139.036215	114	1951893	1966138	IeSekkan	IeSekkan
Sekkan554	梶原D１号墳	34.8649	135.6491	113.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan555	平尾山　平尾山63-19号墳	34.58367878	135.6549909	113.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan556	（狭山池）	34.50310962	135.5500816	113.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan557	赤山古墳	34.278555	134.258456	113	1837938	1852547	FunaSekkan	FunaSekkan
Sekkan558	（随願寺常行堂）	34.86446316	134.708192	113	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan559	金山古墳	34.46949248	135.6303702	113	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan560	（狭山池）	34.50310962	135.5500816	113	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan561	星塚2号墳	34.60224586	135.8019957	113	1925596	1947510	IeSekkan	IeSekkan
Sekkan562	毘売塚古墳	35.427513	133.261667	112.5	1859852	1881767	FunaSekkanRedPurple	FunaSekkan
Sekkan563	小畑7号墳	35.56658995	134.2999389	112.5	1937649	1951893	IeSekkan	IeSekkan
Sekkan564	唐人塚古墳	34.69702774	133.9598297	112.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan565	新屋26号墳	34.85380585	135.5456522	112.5	1925596	1947510	IeSekkan	IeSekkan
Sekkan566	新宮原古墳	34.52052628	135.6912337	112.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan567	(西ノ山)	34.47203766	135.7041508	112.5	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan568	石舟塚古墳	32.150517	131.517542	112	1874462	1881767	FunaSekkanRed	FunaSekkan
Sekkan569	軍原古墳	35.39559856	132.8745086	112	1852547	1881767	IeSekkanYellow	IeSekkan
Sekkan570	藤山1号墳	34.54353392	135.6967976	112	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan571	島ノ山1号墳	34.47797424	135.7147558	112	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan572	（物集女公民館）	34.96213304	135.6939018	112	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan573	岩鼻二子古墳	36.302137	139.079642	111.5	1881767	1896376	FunaSekkan	FunaSekkan
Sekkan574	（狭山池）	34.50310962	135.5500816	111.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan575	地蔵山古墳	35.34819977	132.7696659	111	1925596	1951893	IeSekkan	IeSekkan
Sekkan576	（狭山池）	34.50310962	135.5500816	111	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan577	牧野古墳	34.55446653	135.7240287	111	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan578	石舟古墳	32.96119334	131.2614408	110	1852547	1859852	FunaSekkan	FunaSekkan
Sekkan579	（島田）	36.24986473	138.9336605	110	1896376	1910986	FunaSekkan	FunaSekkan
Sekkan580	浦富2号墳	35.58312325	134.3314001	110	1937649	1951893	IeSekkan	IeSekkan
Sekkan581	（松原八幡御旅所）	34.79522067	134.6988032	110	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan582	（真禅寺）	34.80419998	134.7631181	110	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan583	一須賀O6号墳	34.50189646	135.643718	110	1925596	1951893	IeSekkan	IeSekkan
Sekkan584	一須賀WA15号墳	34.50189646	135.643718	110	1925596	1947510	IeSekkan	IeSekkan
Sekkan585	二本松古墳	34.61641039	135.5045546	110	1925596	1947510	IeSekkan	IeSekkan
Sekkan586	西宮古墳	34.62284871	135.7021811	110	1937649	1980382	IeSekkanBrown	IeSekkan
Sekkan587	北今市1号墳	34.54931715	135.7000958	110	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan588	走田古墳群	34.92315882	135.6746289	110	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan589	太鼓塚8号	35.04540752	135.8568281	110	1937649	1951893	IeSekkan	IeSekkan
Sekkan590	耳原古墳	34.84199624	135.5638346	109.5	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan591	雲部車塚古墳	35.086977	135.304569	109	1881767	1896376	NagaSekkanBrown	NagaSekkan
Sekkan592	黒岡神社古墳	34.83303573	134.603171	109	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan593	谷口古墳	33.45291	130.054581	108.5	1874462	1881767	FunaSekkan	FunaSekkan
Sekkan594	（桜峠）	34.84859518	134.636629	108	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan595	（西剣坂農村広場）	34.89471276	134.801222	107.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan596	一須賀O4号墳	34.50189646	135.643718	107.5	1925596	1947510	IeSekkan	IeSekkan
Sekkan597	一須賀O6号墳	34.50189646	135.643718	107.5	1925596	1951893	IeSekkan	IeSekkan
Sekkan598	太田古墳群弥宮池1号墳	34.49688196	135.6996972	107.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan599	大通寺Ｃ－2号墳	35.04586143	135.8552315	107.5	1910986	1925596	IeSekkanBrown	IeSekkan
Sekkan600	古城山古墳	33.08228426	130.4743726	107	1859852	1874462	IeSekkanRed	IeSekkan
Sekkan601	袈裟尾高塚古墳	32.98718157	130.7987492	107	1910986	1925596	IeSekkanRed	IeSekkan
Sekkan602	上塩冶32支群1号横穴墓（遠藤山横穴）	35.34819977	132.7696659	107	1925596	1951893	IeSekkan	IeSekkan
Sekkan603	明善寺旧石棺橋	34.89189761	134.9262004	107	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan604	（狭山池）	34.50310962	135.5500816	107	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan605	(法林寺)	34.48944324	135.7227152	107	99999999	99999999	IeSekkan	IeSekkan
Sekkan606	神ノ山1号墳	32.66984764	130.672866	106.5	1881767	1896376	IeSekkanRed	IeSekkan
Sekkan607	黒崎山古墳	33.07468846	130.4301426	106	1859852	1874462	FunaSekkanRed	FunaSekkan
Sekkan608	水若酢神社1号墳	36.279997	133.2569514	106	1925596	1947510	FunaSekkan	FunaSekkan
Sekkan609	宝来山古墳	34.680179	135.781236	106	1852547	1859852	NagaSekkan	NagaSekkan
Sekkan610	山崎古墳	32.96662677	130.7466781	106	99999999	99999999	IeSekkanRed	IeSekkan
Sekkan611	姫路城天守の庭	34.83954146	134.693902	106	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan612	徳楽山古墳	34.53995363	135.5947569	106	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan613	大蔵山古墳	35.45382986	136.8292398	106	99999999	99999999	IeSekkan	IeSekkan
Sekkan614	唐櫃山古墳	34.572448	135.615553	105.5	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan615	『綜覧』赤堀村16号墳	36.35490583	139.2060192	105	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan616	五社神古墳	34.706287	135.785453	105	1852547	1859852	NagaSekkan	NagaSekkan
Sekkan617	（十蓮寺）	32.96662677	130.7466781	105	1881767	1896376	IeSekkanRed	IeSekkan
Sekkan618	宮ノ上10号地下式横穴墓	31.32807806	130.8968638	105	1881767	1925596	IeSekkan	IeSekkan
Sekkan619	上塩冶33支群7号横穴墓	35.34819977	132.7696659	105	1925596	1947510	IeSekkan	IeSekkan
Sekkan620	金子石塔塚古墳	34.68275914	133.7060513	105	1925596	1947510	IeSekkan	IeSekkan
Sekkan621	（宝性院）	34.94378877	134.7664471	105	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan622	（鳥坂寺）	34.57496908	135.6396588	105	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan623	一須賀O5号墳	34.50189646	135.643718	105	1925596	1951893	IeSekkan	IeSekkan
Sekkan624	北今市1号墳	34.54931715	135.7000958	105	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan625	櫟山古墳	34.51980088	135.6969693	105	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan626	芝塚2号墳	34.50147318	135.6953798	105	1910986	1925596	IeSekkanYellowGreen	IeSekkan
Sekkan627	福西28号墳	34.96221436	135.6818049	105	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan628	(重吉城)	35.28198195	136.8367189	105	99999999	99999999	IeSekkan	IeSekkan
Sekkan629	高塚古墳	33.0690843	130.4384443	104.5	1874462	1881767	FunaSekkanRed	FunaSekkan
Sekkan630	唐櫃山古墳	36.37830939	139.0805706	104.5	99999999	99999999	FunaSekkan	FunaSekkan
Sekkan631	（春岡寺）	34.94084607	134.8845323	104.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan632	鳥谷口古墳	34.52167874	135.6880979	104.5	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan633	（里）	34.92574526	135.9527488	104.5	99999999	99999999	IeSekkan	IeSekkan
Sekkan634	（羽栗）	34.93554593	135.9708603	104.5	99999999	99999999	IeSekkan	IeSekkan
Sekkan635	井の奥古墳	34.83400201	133.998645	104	99999999	99999999	IeSekkan	IeSekkan
Sekkan636	（法華山一乗寺奥の院）	34.86312007	134.8256833	104	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan637	宝塔山古墳	36.4074935	139.0386018	104	1951893	1966138	IeSekkan	IeSekkan
Sekkan638	（専徳寺）	34.93679155	134.8182744	103.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan639	耳原古墳	34.84199624	135.5638346	103.5	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan640	北上原古墳	32.99079957	130.7649009	103	1874462	1896376	FunaSekkanRed	FunaSekkan
Sekkan641	楢崎古墳	32.678346	130.692128	103	1874462	1896376	FunaSekkanRed	FunaSekkan
Sekkan642	山頂古墳	36.05630017	136.2089464	103	1837938	1852547	FunaSekkanLightBlue	FunaSekkan
Sekkan643	（山伏峠）	34.92048166	134.8618917	103	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan644	御園古墳	34.754756	135.427228	103	1910986	1925596	IeSekkan	IeSekkan
Sekkan645	石櫃山古墳	33.06875445	130.4397255	102.5	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan646	丸山古墳	34.14881637	133.6491005	102.5	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan647	赤星やんぼし塚古墳	32.96332276	130.8109903	102.5	99999999	99999999	IeSekkanRed	IeSekkan
Sekkan648	上塩冶築山古墳	35.35015561	132.760776	102.5	1925596	1947510	IeSekkan	IeSekkan
Sekkan649	中村1号墳	35.42768655	132.8008075	102.5	1925596	1947510	IeSekkan	IeSekkan
Sekkan650	山下古墳	32.943041	130.600475	102	1859852	1874462	FunaSekkanRed	FunaSekkan
Sekkan651	山崎古墳	32.96788737	130.7561322	102	1859852	1881767	FunaSekkanRed	FunaSekkan
Sekkan652	前塚古墳	34.85260274	135.5926525	102	1859852	1874462	NagaSekkanBrown	NagaSekkan
Sekkan653	粟井大塚古墳群	34.75382765	133.7792451	102	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan654	（法華山一乗寺）	34.86312007	134.8256833	102	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan655	（光台寺）	34.6616791	136.4285405	102	99999999	99999999	IeSekkan	IeSekkan
Sekkan656	高野坂9号墳	35.53993798	134.324791	101.5	1925596	1951893	IeSekkan	IeSekkan
Sekkan657	石舟古墳	34.67587088	133.8681022	101.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan658	山畑25号墳	34.66108112	135.6528862	101.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan659	百穴9号墳	35.04149233	135.8600002	101.5	1925596	1947510	IeSekkan	IeSekkan
Sekkan660	八幡宮4号横穴墓	35.31298588	132.6806577	101	1937649	1951893	IeSekkan	IeSekkan
Sekkan661	（称徳寺）	34.82861099	134.8002386	101	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan662	太田古墳群小山2号墳	34.49498884	135.7020867	101	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan663	兄川底古墳	34.47191915	135.7001029	101	1925596	1947510	IeSekkan	IeSekkan
Sekkan664	（黒岡神社境内）	34.83303573	134.603171	100.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan665	勝手野3号墳	34.81786281	134.931307	100.5	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan666	（妙願寺）	34.7874193	134.8419332	100.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan667	臼塚古墳	33.143649	131.786381	100	1874462	1881767	FunaSekkanRed	FunaSekkan
Sekkan668	築山古墳	34.679664	134.137422	100	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan669	長持山古墳	34.57289723	135.6150237	100	1881767	1896376	FunaSekkanRed	FunaSekkan
Sekkan670	桜井古墳群高見町支群SX8	37.63788905	140.9858182	100	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan671	桜井古墳群高見町支群SX16	37.63788905	140.9858182	100	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan672	桜井古墳群高見町支群SX17	37.63788905	140.9858182	100	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan673	（大志田天神山）	37.02731013	140.962619	100	1910986	1925596	FunaSekkan	FunaSekkan
Sekkan674	朱千駄古墳	34.733744	133.999172	100	1881767	1896376	NagaSekkanBrown	NagaSekkan
Sekkan675	狐塚2号墳	32.99638087	130.4641338	100	99999999	99999999	IeSekkanRed	IeSekkan
Sekkan676	岡崎地下式横穴墓	31.41370241	130.9273712	100	99999999	99999999	IeSekkan	IeSekkan
Sekkan677	天神原1号地下式横穴墓	31.32807806	130.8968638	100	99999999	99999999	IeSekkan	IeSekkan
Sekkan678	湯後2号横穴墓	35.35142032	132.8868205	100	1937649	1951893	IeSekkanYellow	IeSekkan
Sekkan679	（兼田地蔵堂）	34.80347783	134.6979486	100	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan680	（松原墓地）	34.78631533	134.7059667	100	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan681	山畑33号墳	34.66108112	135.6528862	100	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan682	高安　服部川90号墳	34.62307536	135.6484129	100	1925596	1947510	IeSekkan	IeSekkan
Sekkan683	（狭山池）	34.50310962	135.5500816	100	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan684	（狭山池）	34.50310962	135.5500816	100	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan685	北今市2号墳	34.54931715	135.7000958	100	99999999	99999999	IeSekkanYellowGreen	IeSekkan
Sekkan686	大覚寺1号墳	35.0254734	135.6801604	100	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan687	石神古墳群所在	35.14978892	135.9159764	100	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan688	井田川茶臼山古墳	34.86668832	136.4928103	100	1910986	1925596	IeSekkan	IeSekkan
Sekkan689	川合狐塚古墳	35.43904161	137.0591341	100	1925596	1947510	IeSekkan	IeSekkan
Sekkan690	穴田10号墳	35.24788944	137.0987289	100	1966138	1980382	IeSekkan	IeSekkan
Sekkan691	石神山古墳	33.09426	130.479711	99.5	1874462	1896376	FunaSekkanRed	FunaSekkan
Sekkan692	（斑鳩寺）	34.83527166	134.5774627	99.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan693	（黒岡神社境内）	34.83303573	134.603171	99.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan694	高野坂10号墳	35.53993798	134.324791	99	1925596	1947510	IeSekkan	IeSekkan
Sekkan695	聖徳太子墓	34.51904594	135.6401402	99	1937649	1951893	IeSekkan	IeSekkan
Sekkan696	（清明井戸）	34.92687536	134.8033655	98.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan697	丸山古墳	33.14746839	131.784179	98	1874462	1896376	FunaSekkanRed	FunaSekkan
Sekkan698	高安古墳群	34.62307536	135.6484129	98	99999999	99999999	IeSekkan	IeSekkan
Sekkan699	新庄天神山古墳	34.71162789	134.1116474	97.5	1823328	1837938	FunaSekkan	FunaSekkan
Sekkan700	西隈古墳	33.32760139	130.2936435	97	1881767	1896376	IeSekkanRed	IeSekkan
Sekkan701	満願寺谷古墳群	35.54915482	134.3246583	97	1925596	1962120	IeSekkan	IeSekkan
Sekkan702	（法華山一乗寺）	34.86312007	134.8256833	97	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan703	（広尾西墓地）	34.82343492	134.8482262	97	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan704	大覚寺1号墳	35.0254734	135.6801604	97	1925596	1947510	IeSekkanBrown	IeSekkan
Sekkan705	宮ノ上11号地下式横穴墓	31.32807806	130.8968638	96.5	99999999	99999999	IeSekkan	IeSekkan
Sekkan706	二本松山古墳	36.084088	136.306528	96	1896376	1910986	FunaSekkanLightBlue	FunaSekkan
Sekkan707	臼コクリＦ-1号横穴墓	35.418861	133.258419	96	1925596	1947510	IeSekkanRedPurple	IeSekkan
Sekkan708	高安　大窪・山畑5号墳	34.62523108	135.6506288	96	1937649	1951893	IeSekkanYellowGreen	IeSekkan
Sekkan709	岡院の石棺	34.75425196	135.4309717	95.5	99999999	99999999	IeSekkan	IeSekkan
Sekkan710	石櫃山古墳	33.06875445	130.4397255	95	1874462	1881767	FunaSekkanRed	FunaSekkan
Sekkan711	伝佐山古墳	32.92916535	130.557848	95	1896376	1910986	FunaSekkanRed	FunaSekkan
Sekkan712	鉢ノ窪	33.0080259	131.5872584	95	1881767	1910986	FunaSekkanRed	FunaSekkan
Sekkan713	上並榎稲荷山古墳	36.345978	138.986311	95	1896376	1910986	FunaSekkan	FunaSekkan
Sekkan714	鶴見塚古墳	33.61434013	130.4639054	95	99999999	99999999	IeSekkan	IeSekkan
Sekkan715	神門6支群5号（東谷横5号）横穴墓	35.33977822	132.710376	95	1925596	1951893	IeSekkan	IeSekkan
Sekkan716	上塩冶32支群1号横穴墓（遠藤山横穴）	35.34819977	132.7696659	95	1925596	1951893	IeSekkan	IeSekkan
Sekkan717	（西蓮寺）	34.85083398	134.6729777	95	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan718	葉多町石棺橋	34.85206515	134.9198881	95	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan719	（福満寺）	34.42926535	134.7967384	95	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan720	（円明寺）	34.76485421	134.7735498	94	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan721	山畑8号墳	34.66108112	135.6528862	94	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan722	（尾上八幡）	34.66572099	133.8652615	93	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan723	宮山西塚古墳	34.67884591	134.0645032	93	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan724	（南池墓地）	34.78812565	134.7882629	93	99999999	99999999	IeSekkan	IeSekkan
Sekkan725	水足２号墳	34.76568749	134.8638913	93	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan726	高安　大窪・山畑40号墳	34.62523108	135.6506288	93	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan727	（狭山池）	34.50310962	135.5500816	93	99999999	99999999	IeSekkan	IeSekkan
Sekkan728	釣鐘山古墳	34.86566633	136.4792931	93	1910986	1925596	IeSekkan	IeSekkan
Sekkan729	神門10支群Ｈ-1号（小浜山3号）横穴墓	35.33351574	132.69199	92.5	1925596	1951893	IeSekkan	IeSekkan
Sekkan730	（破磐神社）	34.86461175	134.5987751	92	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan731	（明楽寺）	34.97452243	134.90705	92	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan732	（上梶迫）	32.96662677	130.7466781	91.5	99999999	99999999	IeSekkanRed	IeSekkan
Sekkan733	（清慶寺）	34.88042474	134.8764137	91.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan734	西牧	33.00436135	130.6505983	91	1874462	1896376	FunaSekkanRed	FunaSekkan
Sekkan735	若宮八幡北古墳	36.292384	139.091811	91	1896376	1910986	FunaSekkan	FunaSekkan
Sekkan736	上塩冶32支群6号横穴墓（工業高校敷地横穴）	35.34819977	132.7696659	91	1925596	1951893	IeSekkan	IeSekkan
Sekkan737	（元乎疑原神社）	34.90928654	134.8672021	91	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan738	御旅所北古墳	34.46771479	135.62589	91	1925596	1947510	IeSekkanYellowGreen	IeSekkan
Sekkan739	（岸墓地）	34.79066335	134.8097017	90.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan740	御蔵山古墳周辺古墳	36.56624276	139.8860724	90	99999999	99999999	FunaSekkan	FunaSekkan
Sekkan741	西牧	33.00436135	130.6505983	90	99999999	99999999	IeSekkan	IeSekkan
Sekkan742	神門1支群1号（福智寺山1号）横穴墓	35.32577253	132.7160413	90	1925596	1951893	IeSekkan	IeSekkan
Sekkan743	臼コクリS-3号横穴墓	35.418861	133.258419	90	1925596	1947510	IeSekkanRedPurple	IeSekkan
Sekkan744	臼コクリS-3号横穴墓	35.418861	133.258419	90	1925596	1947510	IeSekkanRedPurple	IeSekkan
Sekkan745	（須佐男神社）	34.75269676	134.0634092	90	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan746	（常楽寺）	34.79331538	134.8281485	90	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan747	（青谷）	34.57682406	135.656493	90	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan748	一須賀WA6号墳	34.50189646	135.643718	90	1925596	1947510	IeSekkan	IeSekkan
Sekkan749	首子8号墳	34.51980088	135.6969693	90	1925596	1947510	IeSekkan	IeSekkan
Sekkan750	御鍋山古墳	35.24590125	137.0024191	90	99999999	99999999	IeSekkan	IeSekkan
Sekkan751	（玉野町）	34.92048166	134.8618917	89.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan752	（加古川東高校）	34.76027206	134.8334738	89.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan753	臼コクリN-7号横穴墓	35.418861	133.258419	89	1925596	1947510	IeSekkanRedPurple	IeSekkan
Sekkan754	（円光寺）	34.77742388	134.7400774	89	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan755	（浄土寺）	34.86087211	134.9589172	89	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan756	（長楽寺）	34.80914755	134.8558531	89	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan757	（千駄塚古墳）	36.28017996	139.7759869	89	99999999	99999999	IeSekkan	IeSekkan
Sekkan758	上原古墳	34.81357827	134.8736664	88.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan759	（辻姫）	34.79679025	134.8067672	88.5	99999999	99999999	IeSekkanBrown	IeSekkan
Sekkan760	弁財天古墳	32.90887297	130.5190082	88	99999999	99999999	IeSekkanRed	IeSekkan
