key	ja-JP	longitude	latitude	texture	first_year	last_year	overall_length
YayoiDogu323	土偶形容器	135.017247	34.638086	RedCircle	0	0	5
YayoiDogu324	土偶	133.774105	34.697319	BlueCircle	-50	50	5
YayoiDogu325	土偶形容器	139.019158	34.762055	RedCircle	-900	-500	5
YayoiDogu326	土偶形容器	136.954078	35.216699	RedCircle	200	250	5
YayoiDogu327	人面付土器C	138.873021	36.569599	BlueCircle	-100	0	5
YayoiDogu328	結髪土偶	140.908722	38.758132	BlueCircle	0	0	5
YayoiDogu329	台式土偶	135.59024	34.598444	BlueCircle	-1000	-900	4.9
YayoiDogu330	台式土偶	135.623196	34.663478	BlueCircle	-1000	-900	4.9
YayoiDogu331	土偶	134.037014	34.314836	BlueCircle	-100	100	4.85
YayoiDogu332	後頭部結髪土偶	137.989919	36.154589	BlueCircle	-550	-400	4.85
YayoiDogu333	分銅形土製品	132.743342	33.846267	BlueCircle	0	0	4.8
YayoiDogu334	分銅形土製品	133.809827	34.631901	BlueCircle	-300	-100	4.8
YayoiDogu335	土偶	133.794498	34.653374	BlueCircle	-100	100	4.8
YayoiDogu336	台式土偶	135.408332	34.746797	BlueCircle	-1000	-900	4.8
YayoiDogu337	分銅形土製品	135.466018	34.766541	BlueCircle	-300	-100	4.8
YayoiDogu338	台式土偶	137.412122	34.842617	BlueCircle	-1300	-1000	4.8
YayoiDogu339	土偶形容器	136.782724	35.28101	RedCircle	-300	-100	4.8
YayoiDogu340	土偶形容器	139.19023	35.284652	RedCircle	100	200	4.8
YayoiDogu341	土偶形容器	137.037979	35.439762	RedCircle	-300	-100	4.8
YayoiDogu342	後頭部結髪土偶	138.058011	36.072558	BlueCircle	0	0	4.8
YayoiDogu343	黥面土偶	137.98158	36.122029	BlueCircle	-550	-400	4.8
YayoiDogu344	人面付土器B	137.989919	36.154589	BlueCircle	0	0	4.8
YayoiDogu345	人面付土器C	139.006392	36.34392	BlueCircle	-100	0	4.8
YayoiDogu346	黥面土偶	137.918287	36.359998	BlueCircle	-200	-100	4.8
YayoiDogu347	後頭部結髪土偶	138.295262	36.391316	BlueCircle	-1000	-400	4.8
YayoiDogu348	人面付土器C	139.019058	36.427673	BlueCircle	-100	100	4.8
YayoiDogu349	黥面土偶	138.144599	36.502111	BlueCircle	-500	-300	4.8
YayoiDogu350	人面付土器B	138.197486	36.551811	BlueCircle	-400	-300	4.8
YayoiDogu351	結髪土偶	140.908722	38.758132	BlueCircle	0	0	4.8
YayoiDogu352	刺突文土偶	141.162069	39.072345	BlueCircle	-300	-100	4.8
YayoiDogu353	台式土偶	141.141702	39.207818	BlueCircle	-1000	-400	4.8
YayoiDogu354	刺突文土偶	139.925391	39.883695	BlueCircle	0	0	4.8
YayoiDogu355	結髪土偶	140.817156	41.135577	BlueCircle	300	350	4.73
YayoiDogu356	台式土偶	135.59024	34.598444	BlueCircle	-1000	-900	4.7
YayoiDogu357	後頭部結髪土偶	135.096622	34.651108	BlueCircle	-1000	-400	4.7
YayoiDogu358	黥面土偶	137.989919	36.154589	BlueCircle	-550	-400	4.68
YayoiDogu359	土偶形容器	137.989919	36.154589	RedCircle	-550	-400	4.66
YayoiDogu360	分銅形土製品	133.990973	34.755516	BlueCircle	-300	-100	4.6
YayoiDogu361	土偶	141.141702	39.207818	BlueCircle	-1000	-400	4.6
YayoiDogu362	結髪土偶	140.564942	40.615364	BlueCircle	-200	-100	4.6
YayoiDogu363	土偶	140.403633	40.690715	BlueCircle	-1000	-400	4.6
YayoiDogu364	分銅形土製品	132.743342	33.846267	BlueCircle	0	0	4.5
YayoiDogu365	分銅形土製品	133.990973	34.755516	BlueCircle	-300	-100	4.5
YayoiDogu366	土偶	134.204038	35.124247	BlueCircle	-300	-100	4.5
YayoiDogu367	分銅形土製品	133.727873	35.468317	BlueCircle	-100	100	4.5
YayoiDogu368	黥面土偶	137.897461	35.504481	BlueCircle	-500	-300	4.5
YayoiDogu369	黥面土偶	137.779737	35.523388	BlueCircle	-500	-300	4.5
YayoiDogu370	土偶	139.06382	36.362348	BlueCircle	-100	100	4.5
YayoiDogu371	黥面土偶	138.144599	36.502111	BlueCircle	-1000	-400	4.5
YayoiDogu372	土偶	138.144599	36.502111	BlueCircle	-1000	-400	4.5
YayoiDogu373	黥面土偶	137.989919	36.154589	BlueCircle	-550	-400	4.48
YayoiDogu374	黥面土偶	137.989919	36.154589	BlueCircle	-550	-400	4.45
YayoiDogu375	土偶	130.586849	32.984612	BlueCircle	-100	100	4.4
YayoiDogu376	分銅形土製品	132.743342	33.846267	BlueCircle	0	0	4.4
YayoiDogu377	分銅形土製品	134.027265	34.748448	BlueCircle	-300	-100	4.4
YayoiDogu378	結髪土偶	141.01091	38.729471	BlueCircle	0	0	4.4
YayoiDogu379	結髪土偶	141.01091	38.729471	BlueCircle	0	0	4.4
YayoiDogu380	刺突文土偶	139.925391	39.883695	BlueCircle	0	0	4.4
YayoiDogu381	結髪土偶	140.564942	40.615364	BlueCircle	-200	-100	4.4
YayoiDogu382	石偶	144.123193	44.108014	GreenCircle	-400	200	4.4
YayoiDogu383	黥面土偶	139.083123	36.274385	BlueCircle	-500	-300	4.3
YayoiDogu384	土偶	134.101594	34.658522	BlueCircle	-500	-300	4.25
YayoiDogu385	土偶	131.427765	31.86697	BlueCircle	-100	100	4.2
YayoiDogu386	土偶	130.10747	33.572146	BlueCircle	-100	100	4.2
YayoiDogu387	土偶	133.794498	34.653374	BlueCircle	-100	100	4.2
YayoiDogu388	台式土偶	135.408332	34.746797	BlueCircle	-1000	-900	4.2
YayoiDogu389	台式土偶	137.412122	34.842617	BlueCircle	-1300	-1000	4.2
YayoiDogu390	土偶形容器	136.782724	35.28101	RedCircle	-500	-300	4.2
YayoiDogu391	土偶形容器	136.782724	35.28101	RedCircle	-300	-100	4.2
YayoiDogu392	黥面土偶	138.144599	36.502111	BlueCircle	-1000	-400	4.2
YayoiDogu393	土偶	138.144599	36.502111	BlueCircle	-1000	-400	4.2
YayoiDogu394	結髪土偶	141.155167	38.900242	BlueCircle	-1000	-400	4.2
YayoiDogu395	結髪土偶	141.715502	39.051606	BlueCircle	-1000	-400	4.2
YayoiDogu396	土偶	137.989919	36.154589	BlueCircle	-550	-400	4.07
YayoiDogu397	土偶	134.037014	34.314836	BlueCircle	-100	100	4.05
YayoiDogu398	分銅形土製品	130.441318	33.5481	BlueCircle	-100	100	4
YayoiDogu399	分銅形土製品	132.743342	33.846267	BlueCircle	-100	100	4
YayoiDogu400	分銅形土製品	133.770146	35.087332	BlueCircle	0	0	4
YayoiDogu401	土偶形容器	138.642932	35.589536	RedCircle	-300	-100	4
YayoiDogu402	黥面土偶	137.925209	36.078326	BlueCircle	-400	-250	4
YayoiDogu403	人面付土器C	139.019058	36.427673	BlueCircle	-100	0	4
YayoiDogu404	人面付土器C	138.873021	36.569599	BlueCircle	-100	0	4
YayoiDogu405	土偶	141.053097	38.90738	BlueCircle	-500	-300	4
YayoiDogu406	板状土偶	141.170628	38.943134	BlueCircle	-1000	-400	4
YayoiDogu407	刺突文土偶	141.141702	39.207818	BlueCircle	-1000	-400	4
YayoiDogu408	結髪土偶	141.141702	39.207818	BlueCircle	-1000	-400	4
YayoiDogu409	刺突文土偶	139.925391	39.883695	BlueCircle	0	0	4
YayoiDogu410	刺突文土偶	141.214744	40.197086	BlueCircle	-500	-300	4
YayoiDogu411	結髪土偶	140.564942	40.615364	BlueCircle	-1000	-400	4
YayoiDogu412	刺突文土偶	140.564942	40.615364	BlueCircle	-1000	-400	4
YayoiDogu413	結髪土偶	140.403633	40.690715	BlueCircle	-1000	-400	4
YayoiDogu414	土偶	140.403633	40.690715	BlueCircle	-1000	-400	4
YayoiDogu415	黥面土偶	137.412122	34.842617	BlueCircle	-1000	-400	3.9
YayoiDogu416	後頭部結髪土偶	137.412122	34.842617	BlueCircle	-550	-400	3.9
YayoiDogu417	黥面土偶	138.144599	36.502111	BlueCircle	-1000	-400	3.9
YayoiDogu418	刺突文土偶	141.157248	39.235338	BlueCircle	0	0	3.9
YayoiDogu419	分銅形土製品	132.791489	33.843885	BlueCircle	-300	-100	3.8
YayoiDogu420	土偶	141.141702	39.207818	BlueCircle	-1000	-400	3.8
YayoiDogu421	黥面土偶	138.295262	36.391316	BlueCircle	-1000	-400	3.75
YayoiDogu422	石偶	141.149178	41.415208	GreenCircle	300	350	3.71
YayoiDogu423	黥面土偶	140.340552	35.829998	BlueCircle	-550	-400	3.7
YayoiDogu424	結髪土偶	141.157248	39.235338	BlueCircle	0	0	3.7
YayoiDogu425	土偶	134.101594	34.658522	BlueCircle	-300	-100	3.66
YayoiDogu426	土偶	137.989919	36.154589	BlueCircle	-550	-400	3.65
YayoiDogu427	黥面土偶	137.989919	36.154589	BlueCircle	-550	-400	3.62
YayoiDogu428	土偶	133.809965	34.677843	BlueCircle	-100	100	3.6
YayoiDogu429	分銅形土製品	133.990973	34.755516	BlueCircle	-300	-100	3.6
YayoiDogu430	人面付土器J	137.340673	34.785774	BlueCircle	-1000	-400	3.6
YayoiDogu431	土偶	138.144599	36.502111	BlueCircle	-1000	-400	3.6
YayoiDogu432	黥面土偶	138.761115	37.403394	BlueCircle	-200	-150	3.6
YayoiDogu433	結髪土偶	140.908722	38.758132	BlueCircle	0	0	3.6
YayoiDogu434	結髪土偶	140.564942	40.615364	BlueCircle	-1000	-400	3.6
YayoiDogu435	刺突文土偶	140.564942	40.615364	BlueCircle	-1000	-400	3.6
YayoiDogu436	後頭部結髪土偶	137.989919	36.154589	BlueCircle	-550	-400	3.51
YayoiDogu437	分銅形土製品	132.743342	33.846267	BlueCircle	0	0	3.5
YayoiDogu438	台式土偶	135.754863	35.003092	BlueCircle	-1000	-900	3.5
YayoiDogu439	刺突文土偶	141.157248	39.235338	BlueCircle	0	0	3.5
YayoiDogu440	土偶	140.403633	40.690715	BlueCircle	-1000	-400	3.5
YayoiDogu441	石偶	140.624747	41.809529	GreenCircle	-400	200	3.5
YayoiDogu442	土偶	137.989919	36.154589	BlueCircle	-550	-400	3.43
YayoiDogu443	分銅形土製品	133.389675	34.569824	BlueCircle	-300	-100	3.4
YayoiDogu444	台式土偶	135.59024	34.598444	BlueCircle	-1000	-900	3.4
YayoiDogu445	黥面土偶	135.962077	35.047791	BlueCircle	-1000	-400	3.4
YayoiDogu446	石偶	141.541866	43.101965	GreenCircle	-400	200	3.4
YayoiDogu447	土偶	132.797849	33.858636	BlueCircle	0	0	3.3
YayoiDogu448	土偶	133.794498	34.653374	BlueCircle	-100	100	3.3
YayoiDogu449	後頭部結髪土偶	137.412122	34.842617	BlueCircle	-550	-400	3.3
YayoiDogu450	黥面土偶	138.364111	36.304073	BlueCircle	-550	-400	3.3
YayoiDogu451	黥面土偶	138.364111	36.304073	BlueCircle	-550	-400	3.3
YayoiDogu452	土偶	138.144599	36.502111	BlueCircle	-1000	-400	3.3
YayoiDogu453	土偶	138.144599	36.502111	BlueCircle	-1000	-400	3.3
YayoiDogu454	土偶	138.093011	36.524453	BlueCircle	-300	-100	3.3
YayoiDogu455	土偶	137.989919	36.154589	BlueCircle	-550	-400	3.28
YayoiDogu456	石偶	141.461105	40.354569	GreenCircle	-500	-300	3.25
YayoiDogu457	土偶	134.037014	34.314836	BlueCircle	-100	100	3.2
YayoiDogu458	土偶	135.408332	34.746797	BlueCircle	-500	-400	3.2
YayoiDogu459	台式土偶	141.162069	39.072345	BlueCircle	-300	-100	3.2
YayoiDogu460	結髪土偶	139.925391	39.883695	BlueCircle	0	0	3.2
YayoiDogu461	刺突文土偶	139.925391	39.883695	BlueCircle	0	0	3.2
YayoiDogu462	後頭部結髪土偶	137.989919	36.154589	BlueCircle	-550	-400	3.18
YayoiDogu463	後頭部結髪土偶	137.989919	36.154589	BlueCircle	-550	-400	3.15
YayoiDogu464	結髪土偶	140.833463	38.17164	BlueCircle	0	0	3.15
YayoiDogu465	分銅形土製品	133.614835	35.285968	BlueCircle	0	0	3.1
YayoiDogu466	台式土偶	141.157248	39.235338	BlueCircle	0	0	3.1
YayoiDogu467	土偶	140.403633	40.690715	BlueCircle	-1000	-400	3.1
YayoiDogu468	土偶	137.989919	36.154589	BlueCircle	-550	-400	3.08
YayoiDogu469	黥面土偶	137.107921	34.643018	BlueCircle	-1000	-400	3
YayoiDogu470	土偶	133.794498	34.653374	BlueCircle	-100	100	3
YayoiDogu471	土偶	133.794498	34.653374	BlueCircle	-100	100	3
YayoiDogu472	人面付土器A	138.087396	36.014157	BlueCircle	-300	-100	3
YayoiDogu473	後頭部結髪土偶	138.364111	36.304073	BlueCircle	-550	-400	3
YayoiDogu474	人面付土器C	139.006392	36.34392	BlueCircle	-100	0	3
YayoiDogu475	黥面土偶	138.144599	36.502111	BlueCircle	-550	-400	3
YayoiDogu476	土偶	138.144599	36.502111	BlueCircle	-1000	-400	3
YayoiDogu477	土偶	138.144599	36.502111	BlueCircle	-1000	-400	3
YayoiDogu478	土偶	138.197486	36.551811	BlueCircle	-400	-300	3
YayoiDogu479	刺突文土偶	140.403633	40.690715	BlueCircle	-1000	-400	3
YayoiDogu480	刺突文土偶	140.403633	40.690715	BlueCircle	-1000	-400	3
YayoiDogu481	台式奴凧形土偶	140.364169	40.731066	BlueCircle	-400	200	3
YayoiDogu482	黥面土偶	138.093011	36.524453	BlueCircle	-1000	-400	2.95
YayoiDogu483	人面付土器B	135.62031	34.622567	BlueCircle	-500	-300	2.9
YayoiDogu484	後頭部結髪土偶	137.989919	36.154589	BlueCircle	-550	-400	2.89
YayoiDogu485	結髪土偶	139.925391	39.883695	BlueCircle	0	0	2.8
YayoiDogu486	土偶	140.564942	40.615364	BlueCircle	-1000	-400	2.8
YayoiDogu487	台式奴凧形土偶	140.364169	40.731066	BlueCircle	-400	200	2.8
YayoiDogu488	土偶	133.946888	34.664668	BlueCircle	-100	100	2.75
YayoiDogu489	土偶	133.794498	34.653374	BlueCircle	-100	100	2.7
YayoiDogu490	土偶	133.794498	34.653374	BlueCircle	-100	100	2.7
YayoiDogu491	結髪土偶	141.157248	39.235338	BlueCircle	0	0	2.7
YayoiDogu492	黥面土偶	137.989919	36.154589	BlueCircle	-550	-400	2.49
YayoiDogu493	土偶	137.989919	36.154589	BlueCircle	-550	-400	2.44
YayoiDogu494	分銅形土製品	132.743342	33.846267	BlueCircle	0	0	2.4
YayoiDogu495	土偶	138.144599	36.502111	BlueCircle	-1000	-400	2.4
YayoiDogu496	刺突文土偶	139.925391	39.883695	BlueCircle	0	0	2.4
YayoiDogu497	土偶	133.905827	34.660673	BlueCircle	-300	-100	2.3
YayoiDogu498	結髪土偶	141.141702	39.207818	BlueCircle	-1000	-400	2.2
YayoiDogu499	結髪土偶	140.403633	40.690715	BlueCircle	-1000	-400	2.2
YayoiDogu500	土偶	140.403633	40.690715	BlueCircle	-1000	-400	2.2
YayoiDogu501	石偶	141.446171	43.117661	GreenCircle	-400	200	2.2
YayoiDogu502	石偶	144.006327	44.119818	GreenCircle	-1000	-400	2.2
YayoiDogu503	土偶	137.989919	36.154589	BlueCircle	-550	-400	2.11
YayoiDogu504	土偶	135.59024	34.598444	BlueCircle	50	200	2.1
YayoiDogu505	後頭部結髪土偶	137.989919	36.154589	BlueCircle	-550	-400	2.02
YayoiDogu506	結髪土偶	141.162069	39.072345	BlueCircle	-300	-100	2
YayoiDogu507	土偶	138.144599	36.502111	BlueCircle	-1000	-400	1.8
YayoiDogu508	土偶形容器	138.197486	36.551811	RedCircle	-400	-300	1.2
