key	ja-JP	latitude	longitude	overall_length	texture	first_julian_day	last_julian_day	x_size
Doken147	中細形か中広形	33.53815023	130.4504871	148	Dohoko	1666274	1719234	2
Doken148	中細形A'	33.88162923	130.5314209	148	DokenChuC	1666274	1684536	2
Doken149	細形Ⅱb	33.88589343	130.8765907	123	DokenChuC	1637054	1651664	2
Doken150	中広形	33.27589871	130.4742557	197	Dohoko	1693667	1719234	2
Doken151	細形Ⅰx	33.70957835	130.4928677	123	DokenChuC	1637054	1651664	2
Doken152	細形Ⅱa	33.40701776	130.0112176	123	Doka	1637054	1651664	2
Doken153	広形	33.29143936	130.2939197	253	Dohoko	1713755	1750279	2
Doken154	細形Ⅰx	33.33544943	130.4000755	123	DokenChuC	1637054	1651664	2
Doken155	細形Ⅰx	33.28502758	130.387271	123	DokenChuC	1637054	1651664	2
Doken156	広形Ⅰ	34.63850425	129.3606169	253	Dohoko	1713755	1724712	2
Doken157	広形	34.62211651	129.3546268	253	Dohoko	1713755	1750279	2
Doken158	中広形	34.46946406	129.3136083	197	Dohoko	1693667	1719234	2
Doken159	広形Ⅱ	34.46386461	129.2795844	253	Dohoko	1735670	1750279	2
Doken160	広形Ⅱ	34.48500931	129.3944304	253	Dohoko	1735670	1750279	2
Doken161	広形Ⅱ	34.39145038	129.2966728	253	Dohoko	1735670	1750279	2
Doken162	広形Ⅰ	34.39629134	129.3203054	253	Dohoko	1713755	1724712	2
Doken163	細形Ⅰy	33.76617971	129.7466122	123	DokenChuC	1637054	1651664	2
Doken164	中細形c？	32.95341593	130.6653449	148	Dohoko	1684536	1693667	2
Doken165	中広形	32.8845412	130.8710365	197	Doka	1713755	1724712	2
Doken166	中細形B	32.92128828	130.9289611	148	Doka	1684536	1702798	2
Doken167	中細形a	32.87776628	130.6564932	148	Dohoko	1666274	1675405	2
Doken168	中細形b	32.87776628	130.6564932	148	Dohoko	1675405	1684536	2
Doken169	中広形	32.8089109	130.718386	197	Doka	1713755	1724712	2
Doken170	中広形	32.85315976	130.9119975	197	Dohoko	1693667	1719234	2
Doken171	中広形	33.30979123	131.1636473	197	Dohoko	1693667	1719234	2
Doken172	中広形	33.28845135	131.1593363	197	Dohoko	1693667	1719234	2
Doken173	中広形	33.52716047	131.3333202	197	Dohoko	1693667	1719234	2
Doken174	広形Ⅱ	33.52470378	131.3513075	253	Dohoko	1735670	1750279	2
Doken175	中広形	33.40929104	131.3447573	197	Dohoko	1693667	1719234	2
Doken176	広形	33.52056488	131.505213	253	Dohoko	1713755	1750279	2
Doken177	広形	33.55811467	131.4633309	253	Doka	1735670	1750279	2
Doken178	中広形	33.36842142	131.5147828	197	Doka	1713755	1724712	2
Doken179	中広形	33.21146726	131.6627115	197	Dohoko	1693667	1719234	2
Doken180	中広形	36.23587531	138.9376699	197	Doka	1713755	1724712	1
Doken181	細形Ⅱb	36.28377009	138.8044313	123	Doka	1637054	1651664	1
Doken182	中細形BC	36.5864	136.622	148	DokenChuC	1684536	1713755	1
Doken183	細形	36.48989058	138.1326601	123	DokenChuC	1637054	1651664	1
Doken184	細形Ⅳ？	35.24517332	137.0186241	123	DokenChuC	1637054	1651664	1
Doken185	広形Ⅱ	35.05687049	135.9511841	253	Dohoko	1735670	1750279	1
Doken186	平形I（再加工）	35.06497373	135.9833407	157	Doken	1702798	1713755	1
Doken187	細形	34.92052595	135.6984955	123	DokenChuC	1637054	1651664	1
Doken188	広形Ⅱ	34.45744356	135.5857245	253	Dohoko	1735670	1750279	1
Doken189	中細形By	35.01383307	134.4126139	148	DokenChuC	1684536	1702798	1
Doken190	広形Ⅱ	34.79663394	134.5907244	253	Dohoko	1735670	1750279	1
Doken191	中細形Dy	34.80273063	134.935595	148	DokenChuC	1713755	1724712	1
Doken192	細形	34.68956176	134.9810429	123	DokenChuC	1637054	1651664	1
Doken193	細形	34.56938907	135.7987858	123	Dohoko	1637054	1651664	1
Doken194	細形ないし古式中細形	34.51716774	135.8257004	123	DokenChuC	1637054	1684536	1
Doken195	中細形BC	35.4709674	134.2356303	148	DokenChuC	1684536	1713755	1
Doken196	中細形？	35.38419831	133.4268693	148	DokenChuC	1666274	1713755	1
Doken197	変形細形	35.49189714	133.6629376	123	Dohoko	1637054	1651664	1
Doken198	中細形B	35.40111884	132.6886602	148	Doka	1684536	1702798	1
Doken199	中細形cy	35.18610213	133.1031963	179	DokenChuC	1702798	1713755	1
Doken200	細形Ⅱb	35.43851855	133.1157899	123	DokenChuC	1637054	1651664	1
Doken201	中細形BC	36.09728947	133.096734	148	DokenChuC	1684536	1713755	1
Doken202	細形Ⅱb	35.40203096	132.6854639	123	DokenChuC	1637054	1651664	1
Doken203	細形Ⅰ	34.50955907	132.0013226	123	Doka	1637054	1651664	1
Doken204	中細形b	35.37664511	132.8525139	148	Dohoko	1675405	1684536	1
Doken205	中細形a	35.37664511	132.8525139	148	Dohoko	1666274	1675405	1
Doken206	中細形c	35.37664511	132.8525139	179	Dohoko	1684536	1693667	1
Doken207	細形Ⅰx	34.58719633	133.9770256	123	DokenChuC	1637054	1651664	1
Doken208	細形	34.67473501	133.9244077	123	DokenChuC	1637054	1651664	1
Doken209	細形Ⅰ	34.90464234	133.920641	123	DokenChuC	1637054	1651664	1
Doken210	中広形	34.66166918	133.9345622	197	Dohoko	1693667	1719234	1
Doken211	細形Ⅱ	34.51899889	133.7841997	123	Doka	1637054	1651664	1
Doken212	細形	34.69808274	133.7938271	123	DokenChuC	1637054	1651664	1
Doken213	中細形C	35.1349176	133.8958394	179	DokenChuC	1702798	1713755	1
Doken214	平剣Ⅱ 数本	34.53142483	132.495192	157	Doken	1713755	1724712	1
Doken215	中細形BC	34.46415318	132.5469277	148	DokenChuC	1684536	1713755	1
Doken216	中細形B	34.46415318	132.5469277	148	Doka	1684536	1702798	1
Doken217	中細形BC	34.32061696	132.5355004	148	DokenChuC	1684536	1713755	1
Doken218	中細形b	34.4232119	133.1600563	148	Dohoko	1675405	1684536	1
Doken219	平形Ⅱ	34.42020314	133.3254062	157	Doken	1713755	1724712	1
Doken220	細形	34.4480596	133.4083636	123	DokenChuC	1637054	1651664	1
Doken221	平形Ⅱ	34.43987577	133.3398462	157	Doken	1713755	1724712	1
Doken222	平形	34.43987577	133.3398462	157	Doken	1702798	1724712	1
Doken223	中細形	34.50874983	133.3400851	148	Dohoko	1666274	1693667	1
Doken224	中細形B	34.41705576	132.7299966	148	Doka	1684536	1702798	1
Doken225	細形	34.15554708	130.9175419	123	DokenChuC	1637054	1651664	1
Doken226	細形	34.15554708	130.9175419	123	Doka	1637054	1651664	1
Doken227	細形Ⅰx	34.41267868	130.9707149	123	DokenChuC	1637054	1651664	1
Doken228	中細形？	34.18274127	131.4723091	148	Dohoko	1666274	1693667	1
Doken229	細形	34.24036421	131.2037853	123	DokenChuC	1637054	1651664	1
Doken230	平形？	33.89695112	133.8058643	157	Doken	1702798	1724712	1
Doken231	東部瀬戸内系 平形	33.99414729	134.3186375	157	Doken	1702798	1724712	1
Doken232	平形Ⅱ	33.99414729	134.3186375	157	Doken	1713755	1724712	1
Doken233	東部瀬戸内系 平形	33.96425331	134.3133546	157	Doken	1702798	1724712	1
Doken234	平形Ⅰb	33.96425331	134.3133546	157	Doken	1702798	1713755	1
Doken235	中広形	34.05396958	134.4701347	197	DokenChuC	1713755	1724712	1
Doken236	平形Ⅱ	34.10668229	134.4858592	157	Doken	1713755	1724712	1
Doken237	平形Ⅱ	34.05691083	134.1406435	157	Doken	1713755	1724712	1
Doken238	細形	34.04975377	133.9780512	123	DokenChuC	1637054	1651664	1
Doken239	平形か？	34.22999604	133.724222	157	Doken	1702798	1724712	1
Doken240	平形Ⅱ	34.2198065	133.7170795	157	Doken	1713755	1724712	1
Doken241	平形Ⅱ	34.14217457	133.7408838	157	Doken	1713755	1724712	1
Doken242	中広形	34.10980449	133.7180439	197	Dohoko	1693667	1719234	1
Doken243	中細形c	34.20921337	133.7737456	179	Dohoko	1684536	1693667	1
Doken244	中細形b	34.37975892	134.1346564	148	Dohoko	1675405	1684536	1
Doken245	細形	34.3307799	134.1365501	123	DokenChuC	1637054	1651664	1
Doken246	東部瀬戸内系 平形	34.48478766	134.3231433	157	Doken	1702798	1724712	1
Doken247	平形Ⅱ	34.48478766	134.3231433	157	Doken	1713755	1724712	1
Doken248	平形Ⅱ	34.13376484	133.6941501	157	Doken	1713755	1724712	1
Doken249	広形	34.11989811	133.7457317	253	Dohoko	1713755	1750279	1
Doken250	中細形D	34.29543369	134.0734779	148	DokenChuC	1713755	1724712	1
Doken251	細形	34.26599004	133.7837515	123	DokenChuC	1637054	1651664	1
Doken252	広形	33.7724776	132.746482	253	Dohoko	1713755	1750279	1
Doken253	広形	33.36381053	132.4985652	253	Dohoko	1713755	1750279	1
Doken254	中広形	33.39999215	132.4953036	197	Dohoko	1693667	1719234	1
Doken255	広形	33.33855047	132.4500683	253	Dohoko	1713755	1750279	1
Doken256	中広形	33.38490715	132.607195	197	Dohoko	1693667	1719234	1
Doken257	中細形c	33.81127727	132.9066444	179	Dohoko	1684536	1693667	1
Doken258	細形Ⅳ	34.02289034	132.9898632	123	DokenChuC	1637054	1651664	1
Doken259	平形Ⅰa	34.00165907	133.012664	157	Doken	1702798	1713755	1
Doken260	中広形以前	33.95508034	133.020746	197	Dohoko	1693667	1702798	1
Doken261	平形？	33.95508034	133.020746	157	Doka	1702798	1724712	1
Doken262	中細形A'	33.91141313	133.0653919	148	DokenChuC	1666274	1684536	1
Doken263	平形Ⅱ	33.93043215	133.2976648	157	Doken	1713755	1724712	1
Doken264	中広形	33.9688997	133.4549588	197	Dohoko	1693667	1719234	1
Doken265	広形	33.95509465	133.6647971	253	Dohoko	1713755	1750279	1
Doken266	中広形	34.00212388	133.5830935	197	Dohoko	1693667	1719234	1
Doken267	中広形	33.99047513	133.5720654	197	Dohoko	1693667	1719234	1
Doken268	平形Ⅱ	33.86181175	132.7755579	157	Doken	1713755	1724712	1
Doken269	中細形b	33.49507226	132.3666546	148	Dohoko	1675405	1684536	1
Doken270	細形～中細形A	33.811944	132.799722	123	Doka	1637054	1684536	1
Doken271	中広形	32.98403492	132.9103613	197	Dohoko	1693667	1719234	1
Doken272	中広形	32.96722844	132.9523694	197	Dohoko	1693667	1719234	1
Doken273	中細形cy	33.4391051	133.2145968	179	DokenChuC	1702798	1713755	1
Doken274	中細形C	33.33215416	133.2247105	179	Doka	1702798	1713755	1
Doken275	中細形A	33.26414445	133.115654	148	Doka	1666274	1684536	1
Doken276	中細形a	33.27775692	133.1045785	148	Doka	1666274	1684536	1
Doken277	中細形か？	33.27775692	133.1045785	148	Doka	1666274	1713755	1
Doken278	中細形b	33.27543565	133.1171422	148	Doka	1684536	1702798	1
Doken279	中広形	33.27237674	133.1096427	197	Dohoko	1693667	1719234	1
Doken280	広形	33.22524649	133.1339528	253	Dohoko	1713755	1750279	1
Doken281	広形	33.25610679	133.1275017	253	Dohoko	1713755	1750279	1
Doken282	細形Ⅱb	33.41316823	133.2788879	123	DokenChuC	1637054	1651664	1
Doken283	中鋒形cy	33.47989908	133.4115815	148	DokenChuC	1702798	1713755	1
Doken284	細形Ⅰx	33.5210994	133.4405867	123	DokenChuC	1637054	1651664	1
Doken285	中細形A	33.5434881	133.4280536	148	DokenChuC	1666274	1684536	1
Doken286	中広形	33.5434881	133.4280536	197	Doka	1713755	1724712	1
Doken287	中広形	33.48362802	133.4627326	197	Dohoko	1693667	1719234	1
Doken288	中広形	33.47198652	133.3651304	197	Dohoko	1693667	1719234	1
Doken289	広形	33.47198652	133.3651304	253	Dohoko	1713755	1750279	1
Doken290	中広形	33.76729683	133.5893193	197	Dohoko	1693667	1719234	1
Doken291	広形	33.57141022	133.5253793	253	Dohoko	1713755	1750279	1
Doken292	中広形	33.53255419	133.6210825	197	Dohoko	1693667	1719234	1
Doken293	広形	33.52432246	133.9166206	253	Dohoko	1713755	1750279	1
Doken294	中細形Ax	33.57359493	133.7198855	148	DokenChuC	1666274	1684536	1
Doken295	広形	33.7821486	133.5000321	253	Dohoko	1713755	1750279	1
Doken296	中広形	33.5432169	133.3930269	197	Dohoko	1693667	1719234	1
Doken297	中広形	33.27586629	133.1131364	197	Dohoko	1693667	1719234	1
Doken298	広形Ⅱ	33.55895556	133.6634607	253	Dohoko	1735670	1750279	1
Doken299	中広形	33.55895556	133.6634607	197	Dohoko	1693667	1719234	1
Doken300	中広形(有柄式）	33.5368508	130.2415021	197	DokenChuC	1713755	1724712	1
Doken301	中細形C？	33.5368508	130.2415021	179	Doka	1702798	1713755	1
Doken302	細形Ⅰy	33.5336415	130.2472974	123	DokenChuC	1637054	1651664	1
Doken303	細形2x	33.49236751	130.0751541	123	Dohoko	1637054	1651664	1
Doken304	中広形	33.519661	130.3330449	197	Doka	1713755	1724712	1
Doken305	細形Ⅰ	33.55921912	130.3473261	123	DokenChuC	1637054	1651664	1
Doken306	細形	33.55927271	130.3542551	123	DokenChuC	1637054	1651664	1
Doken307	細形Ⅱa2	33.5607439	130.3326976	123	Doka	1637054	1651664	1
Doken308	細形	33.55228503	130.4218913	123	Dohoko	1637054	1651664	1
Doken309	細形	33.58254454	130.269294	123	DokenChuC	1637054	1651664	1
Doken310	広形Ⅰ	33.58254454	130.269294	253	Dohoko	1713755	1724712	1
Doken311	細形？	33.55932916	130.447671	123	DokenChuC	1637054	1651664	1
Doken312	細形2x	33.56144306	130.4163286	123	Dohoko	1637054	1651664	1
Doken313	細形？	33.54967668	130.4281852	123	Dohoko	1637054	1651664	1
Doken314	中細形A'	33.53815023	130.4506051	148	DokenChuC	1666274	1684536	1
Doken315	中細形B	33.53815023	130.4506051	148	Doka	1684536	1702798	1
Doken316	細形Ⅱb2	33.53815023	130.4506051	123	Doka	1637054	1651664	1
Doken317	細形Ⅰx	33.5390563	130.4506647	123	DokenChuC	1637054	1651664	1
Doken318	中細形a	33.5390563	130.4506647	148	Doka	1666274	1684536	1
Doken319	細形Ⅰb'	33.54035264	130.4494415	123	Doka	1637054	1651664	1
Doken320	細形Ⅰx	33.53702085	130.4471148	123	DokenChuC	1637054	1651664	1
Doken321	中細形の可能性あり	33.53815023	130.4505192	148	Dohoko	1666274	1693667	1
Doken322	細形Ⅱb	33.53815023	130.4505192	123	DokenChuC	1637054	1651664	1
Doken323	中細形Ay	33.5295655	130.4687094	148	DokenChuC	1666274	1684536	1
Doken324	中広形	33.53728632	130.4510269	197	Dohoko	1693667	1719234	1
Doken325	中細形C	33.51967155	130.4569323	179	Doka	1702798	1713755	1
Doken326	広形	33.51887379	130.438218	253	Dohoko	1713755	1750279	1
Doken327	広形	33.50314119	130.4504067	253	Dohoko	1713755	1750279	1
Doken328	中細形A'？	33.49835679	130.5182969	148	DokenChuC	1666274	1684536	1
Doken329	中広形?	33.53482909	130.5344765	197	Doka	1713755	1724712	1
Doken330	中広形	33.52892304	130.5525206	197	Doka	1713755	1724712	1
Doken331	細形Ⅱb2	33.5265787	130.4967974	123	Doka	1637054	1651664	1
Doken332	細形2x	33.48730772	130.420023	123	Dohoko	1637054	1651664	1
Doken333	中細形	33.45051396	130.6347814	148	Dohoko	1666274	1693667	1
Doken334	細形Ⅰy	33.4069584	130.6391147	123	DokenChuC	1637054	1651664	1
Doken335	中広形	33.37416943	130.7339382	197	Doka	1713755	1724712	1
Doken336	細形？	33.42075187	130.5538622	123	DokenChuC	1637054	1651664	1
Doken337	中広形？	33.43213865	130.5788641	197	Dohoko	1693667	1719234	1
Doken338	細形	33.38236524	130.6138145	123	DokenChuC	1637054	1651664	1
Doken339	中細形B	33.39795053	130.5768131	148	Doka	1684536	1702798	1
Doken340	広形	33.27060827	130.5010636	253	Dohoko	1713755	1750279	1
Doken341	中広形	33.28016855	130.4582565	197	Doka	1713755	1724712	1
Doken342	細形Ⅱb	33.2619203	130.4585255	123	DokenChuC	1637054	1651664	1
Doken343	細形Ⅰx	33.26509204	130.4569921	123	DokenChuC	1637054	1651664	1
Doken344	細形	33.15252018	130.4857942	123	DokenChuC	1637054	1651664	1
Doken345	中広形	33.31990958	130.8212891	197	Dohoko	1693667	1719234	1
Doken346	細形Ⅱa3	33.34809511	130.7390005	123	Doka	1637054	1651664	1
Doken347	中細形？	33.24559466	130.5746296	148	Dohoko	1666274	1693667	1
Doken348	中細形A？	33.24559466	130.5746296	148	Doka	1666274	1684536	1
Doken349	中広形	33.3019463	130.565741	197	Dohoko	1693667	1719234	1
Doken350	細形Ⅱc	33.72000329	130.4669696	123	DokenChuC	1637054	1651664	1
Doken351	細形Ⅰa	33.72000329	130.4669696	123	Doka	1637054	1651664	1
Doken352	中細形？	33.87163361	130.532766	148	DokenChuC	1666274	1713755	1
Doken353	細形	33.81358366	130.7159266	123	DokenChuC	1637054	1651664	1
Doken354	広形	33.81219595	130.5636814	253	Doka	1735670	1750279	1
Doken355	細形Ⅰb	33.79864868	130.54057	123	Doka	1637054	1651664	1
Doken356	平形Ⅱ	33.82359669	130.4843235	157	Doken	1713755	1724712	1
Doken357	細形	34.25475984	130.0986419	123	Dohoko	1637054	1651664	1
Doken358	中広形	33.85176815	130.6157888	197	DokenChuC	1713755	1724712	1
Doken359	中細形a	33.85176815	130.6157888	148	Dohoko	1666274	1675405	1
Doken360	中細形B	33.85176815	130.6157888	148	Doka	1684536	1702798	1
Doken361	中細形B	33.85502232	130.6305435	148	Doka	1684536	1702798	1
Doken362	細形Ⅱa2	33.84384695	130.6253972	123	Doka	1637054	1651664	1
Doken363	細形2y	33.84384695	130.6253972	123	Dohoko	1637054	1651664	1
Doken364	中広形	33.73507939	130.6319581	197	Doka	1713755	1724712	1
Doken365	中細形a	33.65142323	130.69344	148	Dohoko	1666274	1675405	1
Doken366	細形2x	33.59575925	130.7267267	123	Dohoko	1637054	1651664	1
Doken367	細形Ⅰ	33.50129572	130.7230363	123	DokenChuC	1637054	1651664	1
Doken368	細形	33.79713817	130.7414449	123	Dohoko	1637054	1651664	1
Doken369	中広形	33.82309179	130.9127048	197	Doka	1713755	1724712	1
Doken370	広形Ⅰ	33.82309179	130.9127048	253	Dohoko	1713755	1724712	1
Doken371	広形Ⅱ	33.82309179	130.9127048	253	Dohoko	1735670	1750279	1
Doken372	細形	33.61068103	130.8530161	123	DokenChuC	1637054	1651664	1
Doken373	広形	33.874123	130.6780812	253	Dohoko	1713755	1750279	1
Doken374	広形?	33.68983789	130.9601145	253	Dohoko	1713755	1750279	1
Doken375	中細形C	33.67973042	130.9459759	148	Doka	1702798	1713755	1
Doken376	中広形	33.69919	130.92022	197	Doka	1713755	1724712	1
Doken377	広形	33.64976739	131.0624909	253	Dohoko	1713755	1750279	1
Doken378	中広形	33.5502445	131.1497381	197	Dohoko	1693667	1719234	1
Doken379	中広形	33.58325977	131.1463534	197	Doka	1713755	1724712	1
Doken380	中広形	33.60646111	130.4179755	197	Doka	1713755	1724712	1
Doken381	細形Ⅰx	33.60646111	130.4179755	123	DokenChuC	1637054	1651664	1
Doken382	広形	33.60646111	130.4179755	253	Dohoko	1713755	1750279	1
Doken383	細形？	33.5339786	130.2467706	123	DokenChuC	1637054	1651664	1
Doken384	細形？	33.52226463	130.2312483	123	DokenChuC	1637054	1651664	1
Doken385	細形？	33.53811634	130.2628061	123	DokenChuC	1637054	1651664	1
Doken386	細形？	33.52549321	130.2561603	123	DokenChuC	1637054	1651664	1
Doken387	細形	33.4896929	130.3376649	123	DokenChuC	1637054	1651664	1
Doken388	細形	33.54816456	130.3361446	123	DokenChuC	1637054	1651664	1
Doken389	細形Ⅰx	33.57811031	130.426516	123	DokenChuC	1637054	1651664	1
Doken390	細形Ⅰx	33.53813234	130.4505514	123	DokenChuC	1637054	1651664	1
Doken391	細形Ⅰx	33.45154103	130.5752772	123	DokenChuC	1637054	1651664	1
Doken392	広形	33.3958785	130.6501048	253	Dohoko	1713755	1750279	1
Doken393	細形	33.32263186	130.52228	123	Dohoko	1637054	1651664	1
Doken394	広形	33.33374167	130.8180572	253	Dohoko	1713755	1750279	1
