key	ja-JP	longitude	latitude	first_year	last_year	texture	overall_length
Kofun1347	秋葉山1号墳	139.404686	35.470037	999999	999999	ZKoenFun	58
Kofun1348	神奈備山古墳	136.273878	36.179913	520	560	ZKoenFunF2	58
Kofun1349	高塚古墳	136.556356	35.373543	999999	999999	ZKohoFun	58
Kofun1350	灰塚山1号墳	135.993339	35.014264	999999	999999	ZKohoFun	58
Kofun1351	森2号墳	135.693131	34.776078	280	320	ZKoenFunF	58
Kofun1352	宮神社裏山古墳群1号墳	135.600747	34.518795	999999	999999	ZKoenFun	58
Kofun1353	長光寺山古墳	131.147811	34.046023	280	320	ZKoenFunF2	58
Kofun1354	川南4号墳	131.493581	32.169989	999999	999999	ZKoenFun	58
Kofun1355	浄土寺山古墳	131.649056	32.571721	999999	999999	ZKoenFunF	58
Kofun1356	アブミ古墳	131.375339	31.977661	999999	999999	ZKoenFunF	58
Kofun1357	大平1号墳	140.5397	36.382859	560	600	ZKoenFunSgt	57.6
Kofun1358	福田15号墳	140.374047	35.940169	999999	999999	ZKoenFunSgt	57.6
Kofun1359	久部愛宕塚古墳	139.928339	36.531906	999999	999999	ZKoenFunSgt	57.6
Kofun1360	大稲荷2号墳	139.183756	36.395112	999999	999999	HotateFunSgt	57.6
Kofun1361	宗永寺西裏古墳	139.041519	36.261707	999999	999999	ZKoenFunSgt	57.6
Kofun1362	竜角寺57号墳	140.269272	35.823439	999999	999999	ZKoenFunSgt	57.6
Kofun1363	蕨塚古墳	139.862206	35.323493	590	620	ZKoenFunSgt	57.6
Kofun1364	二子塚古墳	138.256017	36.414951	520	560	ZKoenFunFSgt	57.6
Kofun1365	王塚古墳	136.179269	34.706453	440	480	ZKoenFunSgt	57.6
Kofun1366	ダダヲシ古墳	135.736978	34.557346	999999	999999	ZKoenFunSgt	57.6
Kofun1367	木塚古墳	130.595656	33.327443	520	560	ZKoenFunSgt	57.6
Kofun1368	塚山古墳	130.408506	33.320191	480	520	ZKoenFunSgt	57.6
Kofun1369	生目7号墳	131.385431	31.949248	480	520	ZKoenFunFSgt	57.6
Kofun1370	塚山南古墳	139.860389	36.505217	480	520	ZKoenFun	57.5
Kofun1371	中高根1号墳	140.100494	35.444379	999999	999999	ZKoenFun	57.5
Kofun1372	方聖山古墳	138.976683	36.42324	999999	999999	ZKoenFunFSgt	57.36
Kofun1373	廻田1号墳	133.101244	35.439271	999999	999999	ZKoenFunF	57.3
Kofun1374	八ツ木浅間山古墳	140.057128	36.595364	999999	999999	ZKohoFun	57
Kofun1375	下谷A号墳	139.248714	36.330437	560	600	ZKoenFun	57
Kofun1376	神門3号墳	140.110053	35.495781	200	240	MakimukuSgt	57
Kofun1377	狐山古墳	139.939411	35.304269	560	600	ZKoenFun	57
Kofun1378	天皇山1号墳	136.769208	36.833972	480	520	ZKoenFun	57
Kofun1379	秋常山2号墳	136.518536	36.450073	999999	999999	ZKohoFun	57
Kofun1380	青塚古墳	138.0892	36.076456	520	560	ZKoenFun	57
Kofun1381	馬場平古墳	137.681297	34.83033	360	380	ZKoenFunFSgt	57
Kofun1382	清水山古墳	135.712097	35.008364	520	560	ZKoenFunF	57
Kofun1383	宮山1号墳	133.216853	35.424482	420	440	ZKohoFunF2	57
Kofun1384	けぼ山古墳	134.272675	34.288206	380	420	ZKoenFun2	57
Kofun1385	石船塚古墳	134.030172	34.331377	320	360	ZKoenFunFF	57
Kofun1386	生目23号墳	131.386722	31.946754	360	380	ZKoenFunF	57
Kofun1387	唐仁100号墳	130.98525	31.367497	420	440	ZKoenFunF	57
Kofun1388	日上天王山古墳	134.031194	35.050272	240	280	ZKoenFunF	56.9
Kofun1389	不動塚古墳	136.622375	35.483559	440	480	ZKoenFun	56.6
Kofun1390	吉田温泉神社古墳	140.134258	36.749422	999999	999999	ZKohoFunSgt	56.4
Kofun1391	本郷山古墳	139.914547	36.517873	999999	999999	ZKoenFunSgt	56.4
Kofun1392	古海松塚1号墳	139.414431	36.228793	480	520	HotateFunSgt	56.4
Kofun1393	前山古墳	139.073153	36.318904	999999	999999	ZKoenFunFSgt2	56.4
Kofun1394	堂山稲荷古墳	138.861247	36.25046	560	600	ZKoenFunFSgt2	56.4
Kofun1395	雷電塚古墳	139.435697	35.972184	540	560	ZKoenFunSgt	56.4
Kofun1396	牛塚古墳	139.444033	35.92053	999999	999999	ZKoenFunSgt2	56.4
Kofun1397	江子田金環塚古墳	140.155869	35.392851	520	540	ZKoenFunSgt	56.4
Kofun1398	舟久保古墳	138.114039	34.693766	380	420	ZKoenFunFSgt	56.4
Kofun1399	小銚子塚古墳	137.838714	34.781853	280	320	ZKohoFunSgt	56.4
Kofun1400	大園古墳	135.440469	34.515547	480	520	HotateFunFSgt	56.4
Kofun1401	鑵子塚古墳	135.843472	34.5974	999999	999999	ZKoenFunFSgt	56.4
Kofun1402	若宮古墳	130.924469	34.012837	420	440	ZKoenFunFSgt	56.4
Kofun1403	釘崎2号墳	130.579111	33.232844	999999	999999	ZKoenFunSgt2	56.4
Kofun1404	貝徳寺古墳	130.430864	33.517468	480	520	ZKoenFunSgt	56.4
Kofun1405	長塚古墳	130.774006	32.72946	440	480	ZKoenFunSgt	56.4
Kofun1406	赤門上古墳	137.752783	34.788214	320	360	ZKoenFun	56.3
Kofun1407	秦大𡉕古墳	133.713667	34.681136	280	320	ZKoenFunF	56.2
Kofun1408	仁王塚古墳	130.658142	32.659763	999999	999999	ZKoenFunSgt	56.16
Kofun1409	後円山古墳群南墳	139.806433	36.221079	999999	999999	ZKoenFun	56
Kofun1410	上出島2号墳	139.86735	36.067394	360	380	ZKoenFun	56
Kofun1411	今泉口八幡山古墳	139.378106	36.329584	999999	999999	ZKoenFun	56
Kofun1412	雷電山古墳	139.221989	36.317664	560	600	ZKoenFunF	56
Kofun1413	竹際15号墳	139.951667	35.300288	999999	999999	ZKoenFun	56
Kofun1414	道祖神裏古墳	139.929278	35.320227	320	360	ZKohoFun	56
Kofun1415	和田山5号墳	136.510158	36.445212	440	480	ZKoenFunF	56
Kofun1416	昼神車塚古墳	135.618747	34.855664	520	560	ZKoenFunF	56
Kofun1417	信太狐塚古墳	135.450006	34.48744	520	560	ZKoenFun	56
Kofun1418	ホーキ古墳	134.808264	35.506268	380	420	ZKoenFunF	56
Kofun1419	大和2号墳	135.811058	34.698315	999999	999999	ZKoenFun	56
Kofun1420	岡高塚古墳	134.134494	35.047674	280	320	ZKohoFunF	56
Kofun1421	矢崎古墳	133.049117	34.865564	500	520	ZKoenFun	56
Kofun1422	竹島古墳	131.759442	34.051378	280	320	ZKoenFunF	56
Kofun1423	大西妙見山古墳	132.930847	34.058978	280	320	ZKoenFun2	56
Kofun1424	西方古墳	131.176939	33.564921	280	320	ZKoenFunF	56
Kofun1425	鬼の枕古墳	130.66605	33.424215	560	600	ZKoenFunF3	56
Kofun1426	博多1号墳	130.415083	33.594404	380	420	ZKoenFunF	56
Kofun1427	十蓮寺古墳	130.488414	33.252701	999999	999999	ZKoenFun	56
Kofun1428	岳崎古墳	129.598825	33.372799	360	380	ZKoenFun	56
Kofun1429	迫ノ上古墳	130.643397	32.668735	320	360	ZKoenFun	56
Kofun1430	西都原239号墳	131.397328	32.091587	999999	999999	ZKoenFunF	56
Kofun1431	本庄38号墳	131.320086	31.989826	999999	999999	ZKoenFun	56
Kofun1432	塚崎11号墳	130.971422	31.342575	440	480	ZKoenFunF	56
Kofun1433	二ッ室塚古墳	140.122747	36.83728	590	620	ZKoenFunFSgt	55.8
Kofun1434	北岡大塚古墳	137.679192	34.839516	280	320	ZKohoFunFSgt	55.8
Kofun1435	八代大塚古墳	130.644364	32.508158	480	520	ZKoenFun3	55.7
Kofun1436	若宮八幡北古墳	139.091811	36.292384	999999	999999	HotateFunFSgt	55.56
Kofun1437	大室18号墳	138.229786	36.600403	360	380	ZKoenFunF	55.5
Kofun1438	八幡山1号墳	135.071031	35.623346	999999	999999	ZKoenFunF	55.5
Kofun1439	正仙塚古墳	134.041728	35.07953	320	360	ZKoenFunF	55.5
Kofun1440	花見塚古墳	130.735083	32.689276	480	520	ZKoenFunSgt	55.44
Kofun1441	角塚古墳	141.093747	39.141611	440	480	ZKoenFunFSgt	55.2
Kofun1442	大黒塚古墳	139.178639	36.390065	520	560	ZKoenFunFSgt	55.2
Kofun1443	目沼10号墳	139.785297	36.051296	999999	999999	ZKoenFunSgt	55.2
Kofun1444	白岩銚子塚古墳	139.094486	36.198143	520	560	ZKoenFunSgt	55.2
Kofun1445	上北原古墳	139.890083	35.223144	560	600	ZKoenFunSgt	55.2
Kofun1446	二子塚古墳	139.266814	35.359399	999999	999999	ZKoenFunSgt	55.2
Kofun1447	井ノ内稲荷塚古墳	135.684919	34.941791	520	560	ZKoenFunFSgt	55.2
Kofun1448	小白髪山古墳	135.601881	34.549596	520	560	ZKoenFunSgt	55.2
Kofun1449	南清水古墳	135.426058	34.762922	480	520	HotateFunFSgt	55.2
Kofun1450	箭渓29号墳	134.291719	35.53652	999999	999999	ZKoenFunSgt	55.2
Kofun1451	矢形大𡉕古墳	133.719564	34.625631	440	480	HotateFunSgt	55.2
Kofun1452	王墓山古墳	133.773092	34.214369	520	560	ZKoenFunFSgt	55.2
Kofun1453	角房古墳	131.361428	33.543896	380	420	ZKoenFunFSgt	55.2
Kofun1454	大塚6号墳	140.279217	36.140602	999999	999999	ZKoenFun	55
Kofun1455	西方古墳	140.361939	36.07592	999999	999999	ZKoenFun	55
Kofun1456	丸山1号墳	140.198944	36.252418	360	380	ZKohoFun	55
Kofun1457	柴崎2号墳	139.929797	36.162063	999999	999999	ZKoenFun	55
Kofun1458	福田16号墳	140.374575	35.941133	999999	999999	ZKoenFun	55
Kofun1459	助戸車塚古墳	139.468086	36.33379	999999	999999	ZKoenFun	55
Kofun1460	朝倉瀧古墳	139.092172	36.373484	999999	999999	ZKohoFun	55
Kofun1461	多古台No.8地点第6号墳	140.460653	35.73142	360	380	ZKoenFun	55
Kofun1462	妙経寺古墳	140.043411	35.477198	999999	999999	ZKoenFun	55
Kofun1463	末寺山6号墳	136.509381	36.448509	240	280	ZKohoFunF	55
Kofun1464	鳥越山古墳	136.308056	36.086068	520	560	ZKoenFunF	55
Kofun1465	三角山古墳	136.282736	36.075105	360	380	ZKoenFunF	55
Kofun1466	権現堂1号墳	137.831281	35.475585	480	520	ZKoenFunF	55
Kofun1467	陣座ヶ谷古墳	137.667881	34.799758	440	480	ZKoenFunF	55
Kofun1468	市杵嶋神社古墳	137.356731	34.747214	280	320	ZKohoFunF	55
Kofun1469	中社古墳	137.05245	35.255307	360	380	ZKoenFunF	55
Kofun1470	岸岡山22号墳	136.602467	34.848009	999999	999999	ZKoenFun	55
Kofun1471	垣籠古墳	136.328833	35.403449	440	480	ZKoenFunF	55
Kofun1472	弓ノ木1号墳	135.098967	35.687848	999999	999999	ZKoenFun	55
Kofun1473	西ノ山古墳	135.645356	34.642956	320	360	ZKoenFun	55
Kofun1474	向山古墳	135.646119	34.637973	280	320	ZKoenFun	55
Kofun1475	経塚古墳	135.452481	34.537583	480	520	HotateFunF	55
Kofun1476	会下山二本松古墳	135.155089	34.678964	360	380	ZKoenFunF2	55
Kofun1477	権現山50号墳	134.556547	34.801028	240	280	ZKohoFun	55
Kofun1478	猫塚古墳	135.792714	34.699012	320	360	ZKoenFun	55
Kofun1479	櫟本墓山古墳	135.831969	34.621895	999999	999999	ZKoenFun	55
Kofun1480	新沢千塚452号墳	135.77805	34.476404	999999	999999	ZKoenFun	55
Kofun1481	今池1号墳	135.729058	34.527485	999999	999999	ZKoenFun	55
Kofun1482	皿池古墳	135.712189	34.49115	999999	999999	ZKoenFun	55
Kofun1483	古市車塚古墳	135.844053	34.66145	999999	999999	ZKoenFun	55
Kofun1484	後﨏山古墳	133.371028	35.377421	440	480	ZKoenFunF	55
Kofun1485	牛文茶臼山古墳	134.127417	34.694064	480	520	HotateFunF	55
Kofun1486	二塚山古墳	134.134297	34.602064	560	600	ZKoenFunF	55
Kofun1487	一日市古墳	134.081508	34.712919	280	320	ZKoenFunF	55
Kofun1488	天望台古墳	133.748944	34.661694	280	320	ZKoenFunF	55
Kofun1489	天王森西古墳	131.8669	34.019698	999999	999999	ZKoenFun	55
Kofun1490	弥次郎丸古墳	130.800008	33.331977	520	560	ZKoenFunF	55
Kofun1491	関行丸古墳	130.328272	33.331601	480	520	ZKoenFunF	55
Kofun1492	西原古墳	130.319131	33.329905	440	480	ZKoenFunF	55
Kofun1493	樫山古墳	131.674467	32.605357	380	420	ZKoenFunF	55
Kofun1494	檍1号墳	131.446425	31.925476	999999	999999	ZKoenFun	55
Kofun1495	清水西原2号墳	131.389839	32.094609	999999	999999	ZKoenFunF	55
Kofun1496	高敞七岩里古墳	126.723775	35.126089	450	500	ZKoenFun	55
Kofun1497	木原台4号墳	140.297169	36.020219	560	600	ZKoenFun	54.9
Kofun1498	山の根古墳	139.441436	36.038624	280	320	ZKohoFun	54.8
Kofun1499	杵ガ森古墳	139.809756	37.566419	280	320	ZKoenFunSgt	54.72
Kofun1500	下鳥渡八幡塚古墳	140.427181	37.735827	999999	999999	HotateFunSgt	54.6
Kofun1501	鎧塚古墳	139.409458	36.173768	480	520	HotateFunFSgt	54.6
Kofun1502	女塚1号墳	139.406806	36.173818	480	520	HotateFunFSgt	54.6
Kofun1503	高舘山古墳	140.843597	38.188218	999999	999999	ZKohoFun	54.5
Kofun1504	沢野村105号墳	139.373442	36.26139	560	600	ZKoenFun	54.5
Kofun1505	明治村7号墳	139.005481	36.441839	999999	999999	ZKoenFun	54.5
Kofun1506	法皇塚古墳	139.903203	35.746451	560	600	ZKoenFun	54.5
Kofun1507	勅使塚古墳	134.8604	34.77675	320	360	ZKoenFunF	54.5
Kofun1508	倉賀野町146号墳	139.067742	36.292173	999999	999999	ZKoenFunSgt	54.48
Kofun1509	六孫王原古墳	140.054606	35.46449	590	620	ZKohoFunSgt	54.48
Kofun1510	戸塚山139号墳	140.145761	37.94532	440	480	ZKoenFunF2	54
Kofun1511	牛伏2号墳	140.362833	36.391827	999999	999999	ZKoenFunSgt2	54
Kofun1512	鹿島様古墳	140.155222	36.086793	999999	999999	ZKoenFunSgt	54
Kofun1513	馬門愛宕塚古墳	139.598617	36.28294	999999	999999	ZKoenFun	54
Kofun1514	勢至堂裏古墳	139.429775	36.30543	999999	999999	ZKoenFunSgt	54
Kofun1515	旧二子山古墳	139.522489	36.268921	999999	999999	ZKoenFunSgt	54
Kofun1516	二ツ山2号墳	139.328653	36.336276	560	600	ZKoenFunFSgt	54
Kofun1517	五目牛清水田古墳	139.211061	36.35654	999999	999999	HotateFunSgt	54
Kofun1518	大塚越3号墳	139.15245	36.292868	999999	999999	ZKoenFunFSgt	54
Kofun1519	明治村20号墳	139.009439	36.444623	999999	999999	ZKoenFun	54
Kofun1520	南下天王山古墳	139.005897	36.443942	999999	999999	ZKoenFun	54
Kofun1521	南下大塚古墳	139.000372	36.434437	999999	999999	ZKoenFun	54
Kofun1522	土手二子古墳	139.064828	36.290804	999999	999999	ZKoenFunSgt	54
Kofun1523	堀ノ内CK-1号墳	139.082836	36.236429	999999	999999	ZKoenFunFSgt	54
Kofun1524	大日山1号墳	140.384281	35.883711	360	380	ZKoenFun	54
Kofun1525	勝福寺2号墳	140.261761	35.788253	999999	999999	ZKoenFun	54
Kofun1526	油井古塚原19号墳	140.332769	35.577115	999999	999999	ZKoenFunSgt	54
Kofun1527	道作15号墳	140.178667	35.829122	560	600	ZKoenFunSgt	54
Kofun1528	古井戸前2号墳	140.2441	35.754058	560	600	ZKoenFunSgt	54
Kofun1529	山倉1号墳	140.125256	35.487593	560	590	ZKoenFunSgt2	54
Kofun1530	佐是25号墳	140.126986	35.401751	999999	999999	ZKoenFun	54
Kofun1531	日立精機1号墳	140.003239	35.875304	590	620	ZKohoFunFSgt	54
Kofun1532	戸崎7号墳	140.049014	35.317313	999999	999999	ZKoenFunSgt	54
Kofun1533	庵谷古墳	139.658397	35.597695	480	520	ZKoenFun	54
Kofun1534	東野台2号墳	139.538097	35.424882	360	380	ZKohoFun	54
Kofun1535	塚越古墳	139.284719	35.367091	999999	999999	ZKoenFunSgt	54
Kofun1536	菖蒲塚古墳	138.865797	37.766641	320	360	ZKoenFunF	54
Kofun1537	河田山60号墳	136.517644	36.417112	320	360	ZKoenFunSgt	54
Kofun1538	椀貸山1号墳	136.273419	36.177632	520	560	ZKoenFunFSgt2	54
Kofun1539	朝日山古墳	136.123042	35.969449	360	380	ZKoenFunF	54
Kofun1540	茶臼山1号墳	137.44675	34.822367	280	320	ZKohoFun	54
Kofun1541	鴨稲荷山古墳	136.014103	35.317254	520	560	ZKoenFunFSgt	54
Kofun1542	国分大塚古墳	135.892358	34.971772	520	560	ZKoenFunFSgt	54
Kofun1543	高槻茶臼山古墳	135.304522	35.35886	440	480	ZKoenFunF2	54
Kofun1544	万籟山古墳	135.393442	34.831966	320	360	ZKoenFunF	54
Kofun1545	大井戸古墳	135.392558	34.747997	520	560	ZKoenFunSgt	54
Kofun1546	鞍塚古墳	135.275897	35.063963	999999	999999	ZKoenFunSgt	54
Kofun1547	権現山14号墳	134.5558	34.805017	440	480	ZKoenFunF	54
Kofun1548	黒石5号墳	135.731017	34.529496	999999	999999	ZKohoFun	54
Kofun1549	毘沙門塚古墳	135.845278	34.536197	999999	999999	ZKoenFunSgt	54
Kofun1550	梨本南2号墳	135.705038	34.632576	999999	999999	ZKoenFunFSgt	54
Kofun1551	三吉石塚古墳	135.735406	34.550596	999999	999999	HotateFunFSgt2	54
Kofun1552	茶臼山35号墳	133.826583	35.486826	999999	999999	ZKoenFunFSgt	54
Kofun1553	小枝山12号墳	133.444667	35.450162	440	480	ZKoenFunF	54
Kofun1554	岡5号墳	133.888719	35.065638	999999	999999	ZKoenFun	54
Kofun1555	夫婦塚古墳	133.796706	34.678	440	480	HotateFunSgt	54
Kofun1556	江崎古墳	133.777117	34.668447	590	620	ZKoenFunSgt2	54
Kofun1557	東塚古墳	133.532031	34.585832	420	440	ZKoenFunSgt	54
Kofun1558	大代古墳	134.569744	34.172698	999999	999999	ZKoenFunF2	54
Kofun1559	茶毘志山古墳	130.935942	33.818598	440	480	ZKoenFun	54
Kofun1560	久原遺跡Ⅱ区3号墳	130.548758	33.795412	999999	999999	ZKoenFunFSgt	54
Kofun1561	欠塚古墳	130.514525	33.228224	999999	999999	ZKoenFunFSgt	54
Kofun1562	新原・奴山30号墳	130.488072	33.817273	560	600	ZKoenFunF	54
Kofun1563	卯内尺古墳	130.419961	33.531899	999999	999999	ZKoenFunF3	54
Kofun1564	東二塚古墳	130.184678	33.526382	999999	999999	ZKoenFunFSgt2	54
Kofun1565	兜塚古墳	130.248436	33.565365	999999	999999	ZKoenFun	54
Kofun1566	重政古墳	131.588775	32.978793	999999	999999	ZKoenFunF	54
Kofun1567	本庄34号墳	131.323417	31.989454	999999	999999	ZKoenFun	54
Kofun1568	三納35号墳	131.361964	32.111284	999999	999999	ZKoenFunF	54
Kofun1569	三納28号墳	131.361117	32.110423	999999	999999	ZKoenFunFSgt	54
Kofun1570	唐仁16号墳	130.986578	31.366291	999999	999999	ZKoenFunFSgt	54
Kofun1571	端陵古墳	130.288878	31.829511	999999	999999	ZKoenFunF	54
Kofun1572	竹ノ下3号墳	129.958414	33.379702	999999	999999	ZKoenFunF	53.7
Kofun1573	川田ソウ山1号墳	136.914683	37.012194	320	360	ZKohoFun	53.6
Kofun1574	春日山E-12号墳	135.906622	35.121527	999999	999999	ZKoenFun	53.6
Kofun1575	井尻古墳	136.479075	34.8537	520	560	ZKoenFun	53.5
Kofun1576	弁天山古墳	130.646756	32.64303	320	360	ZKoenFunF	53.5
Kofun1577	椎名崎1号墳	140.173958	35.55124	590	620	ZKoenFunSgt	53.4
Kofun1578	上野塚古墳	139.858258	35.331429	480	520	ZKoenFunSgt	53.4
Kofun1579	虚空蔵塚古墳	130.598389	32.970759	999999	999999	HotateFunFSgt	53.4
Kofun1580	明音寺古墳	136.6858	35.482176	480	520	ZKoenFunF	53.1
Kofun1581	水木1号墳	140.62865	36.517595	560	600	ZKoenFun	53
Kofun1582	中郷古墳	138.105069	36.557484	440	480	ZKoenFunF	53
Kofun1583	鎌切1号墳	136.473378	34.711598	480	520	ZKoenFun	53
Kofun1584	寺ヶ浦古墳	136.196217	35.466202	320	360	ZKoenFunF	53
Kofun1585	唐櫃山古墳	135.615553	34.572448	440	480	ZKoenFun	53
Kofun1586	文殊塚古墳	135.481717	34.546921	420	440	ZKoenFunF	53
Kofun1587	たちばな古墳	134.863561	35.516965	999999	999999	ZKoenFun	53
Kofun1588	大亀塚古墳	133.365058	35.380971	440	480	ZKoenFunF	53
Kofun1589	小山古墳	134.009386	34.734483	480	520	ZKoenFun	53
Kofun1590	広政2号墳	133.051928	34.863358	480	500	ZKoenFunF2	53
Kofun1591	相の谷2号墳	132.988431	34.09015	360	380	ZKoenFunF	53
Kofun1592	下三津西古墳	130.383883	33.342957	560	600	ZKoenFun	53
Kofun1593	茶筅塚古墳	130.196422	33.290554	320	360	ZKoenFunF	53
Kofun1594	七ッ森C古墳	131.310411	32.952015	999999	999999	ZKoenFun	53
Kofun1595	西都原92号墳	131.392192	32.123428	999999	999999	ZKoenFunF	53
Kofun1596	前野1号墳	140.602411	36.015421	520	560	ZKoenFunSgt	52.8
Kofun1597	西赤堀遺跡1号墳	139.916742	36.486717	999999	999999	ZKoenFunSgt	52.8
Kofun1598	古海天神山古墳	139.405914	36.232934	380	420	HotateFunSgt	52.8
Kofun1599	大稲荷古墳	139.184878	36.396956	999999	999999	HotateFunFSgt	52.8
Kofun1600	阿久山古墳	139.178808	36.386467	520	560	ZKoenFunFSgt	52.8
Kofun1601	倉賀野町105号墳	139.063378	36.292118	999999	999999	ZKoenFunSgt	52.8
Kofun1602	元島名3号前方後方墳	139.057575	36.331815	999999	999999	ZKohoFunFSgt	52.8
Kofun1603	藤岡浅間神社古墳	139.074106	36.250417	999999	999999	ZKoenFunSgt	52.8
Kofun1604	南羽鳥高野1号墳	140.285436	35.838422	520	560	ZKoenFunSgt	52.8
Kofun1605	土気舟塚古墳	140.274144	35.523207	999999	999999	ZKoenFunSgt	52.8
Kofun1606	戸崎4号墳	140.045889	35.316774	999999	999999	ZKoenFunSgt	52.8
Kofun1607	栗原2号墳	136.539389	35.340701	999999	999999	ZKoenFunFSgt	52.8
Kofun1608	案察使1号墳	135.587772	35.0291	999999	999999	ZKoenFunSgt	52.8
Kofun1609	園田大塚山古墳	135.425708	34.764426	520	560	ZKoenFunFSgt	52.8
Kofun1610	丸山古墳	133.7812	34.217398	320	360	ZKoenFunF	52.8
Kofun1611	ひさご塚古墳	133.687497	34.108441	520	560	ZKoenFunFSgt2	52.8
Kofun1612	畠山古墳	130.932958	33.822756	520	560	ZKoenFunSgt	52.8
Kofun1613	小隈1号墳	130.608944	33.429618	420	440	HotateFunFSgt	52.8
Kofun1614	チブサン古墳	130.669606	33.030053	480	520	ZKoenFunFSgt	52.8
Kofun1615	叶塚古墳	139.324467	36.397659	999999	999999	ZKoenFun	52.7
Kofun1616	木幡神社古墳	139.932683	36.791292	999999	999999	ZKoenFunF	52.6
Kofun1617	御三社古墳	138.874589	36.256037	520	560	ZKoenFunSgt	52.56
Kofun1618	獅子塚古墳	137.096636	34.918469	280	320	ZKoenFun	52.5
Kofun1619	越前塚古墳	136.032139	35.064275	500	520	ZKoenFunF	52.5
Kofun1620	美野中塚古墳	134.143	35.068591	280	320	ZKohoFun	52.5
Kofun1621	行人塚古墳	137.951253	34.789194	440	480	ZKoenFunSgt	52.44
Kofun1622	高林愛宕山古墳	139.368472	36.25961	999999	999999	HotateFunSgt	52.32
Kofun1623	金堀古墳	139.078939	36.300512	999999	999999	ZKoenFunSgt	52.32
Kofun1624	城ノ越古墳	130.650778	32.672105	320	360	ZKoenFunSgt	52.2
Kofun1625	良川北A12号墳	136.887542	36.984063	999999	999999	ZKoenFunF	52.1
Kofun1626	姫宮古墳	140.146892	35.540304	520	560	ZKoenFun	52
Kofun1627	長泉寺山古墳	136.182236	35.957547	280	320	ZKoenFunF	52
Kofun1628	船山1号墳	136.142903	35.915308	360	380	ZKoenFunF	52
Kofun1629	乗鞍古墳	136.316842	35.436134	999999	999999	ZKoenFun	52
Kofun1630	黒田古墳	135.446131	35.110352	240	280	ZKoenFunF	52
Kofun1631	岫山2号墳	135.226947	35.359515	999999	999999	ZKoenFun	52
Kofun1632	大師山古墳	135.575814	34.440095	320	360	ZKoenFunF	52
Kofun1633	花山8号墳	135.219233	34.233186	360	380	ZKoenFun	52
Kofun1634	井辺前山6号墳	135.216814	34.21958	520	560	ZKoenFunF	52
Kofun1635	谷大塚山古墳	133.760158	35.465174	999999	999999	ZKoenFunF	52
Kofun1636	松本3号墳	132.876611	35.299577	240	280	ZKohoFun	52
Kofun1637	徳正寺山古墳	130.150928	33.510021	280	320	ZKoenFunF	52
Kofun1638	石ヶ原古墳	130.227161	33.598418	520	560	ZKoenFun	52
Kofun1639	川南30号墳	131.489078	32.169217	520	560	ZKoenFun	52
Kofun1640	西都原1号墳	131.394233	32.111125	999999	999999	ZKoenFunF	52
Kofun1641	本庄48号墳	131.2936	32.006387	999999	999999	ZKoenFunF	52
Kofun1642	塚坊主古墳	130.598508	32.968987	440	480	ZKoenFunFSgt	51.96
Kofun1643	笠谷6号墳	140.566572	36.370573	999999	999999	ZKoenFunSgt	51.6
Kofun1644	大井5号墳	140.134872	36.007927	999999	999999	ZKoenFunSgt	51.6
Kofun1645	小宅12号墳	140.108367	36.510473	999999	999999	ZKoenFunSgt	51.6
Kofun1646	益子天王塚古墳	140.108619	36.473289	560	600	ZKoenFunFSgt	51.6
Kofun1647	川井稲荷山古墳	139.145925	36.288279	280	320	ZKoenFunFSgt	51.6
Kofun1648	菊水山2号墳	140.344125	35.870075	999999	999999	ZKoenFunSgt2	51.6
Kofun1649	稲荷前1号墳	140.233	35.775165	999999	999999	ZKoenFunSgt	51.6
Kofun1650	戸崎1号墳	140.045778	35.315788	999999	999999	ZKoenFunSgt	51.6
Kofun1651	岡ノ山古墳	135.000897	35.001233	280	320	ZKoenFunF	51.6
Kofun1652	仙人塚古墳	133.531183	34.585765	460	480	HotateFunSgt	51.6
Kofun1653	青塚古墳	133.705594	34.117242	440	480	ZKoenFunFSgt	51.6
Kofun1654	須多田上ノ口古墳	130.484039	33.803167	999999	999999	ZKoenFunFSgt2	51.6
Kofun1655	手光大人4号墳	130.499444	33.769218	520	560	ZKoenFunSgt	51.6
Kofun1656	フタツカサン古墳	130.777381	32.952516	999999	999999	ZKoenFunSgt	51.6
Kofun1657	アカサカ古墳	135.9465	34.469945	999999	999999	ZKoenFun	51.5
Kofun1658	矢場鶴巻山古墳	139.426072	36.303718	320	360	ZKohoFunFSgt	51.36
Kofun1659	大和田富士山古墳	139.986336	36.411781	440	480	ZKoenFunF	51
Kofun1660	下川淵浅間神社古墳	139.080847	36.333462	999999	999999	HotateFunSgt	51
Kofun1661	新屋敷60号墳	139.517433	36.064885	999999	999999	HotateFunSgt	51
Kofun1662	城山5号墳	140.5897	35.862733	560	600	ZKoenFun	51
Kofun1663	小谷1号墳	140.175389	35.514609	999999	999999	ZKoenFunSgt	51
Kofun1664	清水9号墳	136.161178	36.060155	280	320	ZKoenFunF	51
Kofun1665	妙見古墳	137.331822	34.694111	540	560	ZKoenFun	51
Kofun1666	人塚山古墳	136.3043	35.342674	560	600	ZKoenFun	51
Kofun1667	鳥居前古墳	135.677769	34.912086	360	380	HotateFunF	51
Kofun1668	甲山岩ヶ鼻古墳	134.926681	35.608657	380	420	ZKoenFunF2	51
Kofun1669	瓦谷1号墳	135.817844	34.720317	999999	999999	ZKoenFun	51
