key	ja-JP	longitude	latitude	first_year	last_year	texture	overall_length
Kofun2196	菅2号墳	133.910447	34.803047	240	280	ZKohoFunF	44
Kofun2197	尾籠山古墳	133.822411	34.767669	999999	999999	ZKoenFun	44
Kofun2198	真加部観音堂1号墳	134.192833	35.084324	999999	999999	ZKoenFunF	44
Kofun2199	西ノ宮神社裏古墳	134.142383	35.068685	999999	999999	ZKohoFunF	44
Kofun2200	国分古墳	133.023261	34.035056	280	320	ZKoenFunF	44
Kofun2201	川南50号墳	131.4957	32.174445	999999	999999	ZKoenFun	44
Kofun2202	新田原195号墳	131.421453	32.10707	999999	999999	ZKoenFun	44
Kofun2203	本屋敷1号墳	141.004053	37.499814	280	320	ZKohoFunSgt	43.8
Kofun2204	西山1号墳	136.485864	34.63369	280	320	ZKohoFunF	43.6
Kofun2205	塚原21号墳	139.937375	35.368412	999999	999999	ZKoenFunSgt	43.56
Kofun2206	油井古塚原30号墳	140.334617	35.57742	999999	999999	ZKoenFun	43.5
Kofun2207	実法寺天神山古墳	134.644639	34.869506	240	280	ZKoenFunF	43.5
Kofun2208	以久田野16号墳	135.226786	35.320779	999999	999999	ZKoenFun	43.2
Kofun2209	熊野堂古墳	140.873211	38.587167	999999	999999	ZKohoFunFSgt	43.2
Kofun2210	鳥居塚古墳	140.876014	38.214064	999999	999999	ZKoenFunSgt	43.2
Kofun2211	小宅9号墳	140.107903	36.507984	999999	999999	ZKoenFunSgt	43.2
Kofun2212	高尾神社古墳	139.943042	36.517184	999999	999999	ZKoenFunFSgt	43.2
Kofun2213	旧国府村34号墳	139.804014	36.39962	999999	999999	HotateFunSgt	43.2
Kofun2214	道明山古墳	139.591561	36.220873	560	600	ZKoenFunSgt	43.2
Kofun2215	轟山A号墳	139.215769	36.390854	520	560	ZKoenFunFSgt	43.2
Kofun2216	社口塚古墳	139.109083	36.41612	999999	999999	HotateFunSgt	43.2
Kofun2217	カロウト山古墳	139.084089	36.380165	999999	999999	HotateFunFSgt	43.2
Kofun2218	幸宮神社古墳	138.996089	36.351562	999999	999999	ZKoenFunFSgt	43.2
Kofun2219	本郷稲荷塚古墳	138.936342	36.359797	999999	999999	HotateFunFSgt	43.2
Kofun2220	南大塚4号墳	139.456456	35.899141	520	560	ZKoenFunFSgt	43.2
Kofun2221	埴谷3号墳	140.384847	35.664142	999999	999999	ZKoenFunSgt	43.2
Kofun2222	上ノ岱古墳	139.944056	34.987633	999999	999999	ZKoenFunSgt	43.2
Kofun2223	馬場作1号墳	139.999722	35.384913	999999	999999	ZKoenFunSgt	43.2
Kofun2224	殿ヶ谷3号墳	139.594131	35.435846	380	420	ZKoenFunSgt	43.2
Kofun2225	三浦1号墳	134.172475	35.514481	560	600	ZKoenFunFSgt	43.2
Kofun2226	良田15号墳	134.1485	35.494845	999999	999999	ZKoenFunFSgt	43.2
Kofun2227	向山105号墳	133.837869	35.450154	999999	999999	ZKoenFunFSgt	43.2
Kofun2228	高野山根2号墳	133.959208	35.025286	560	600	ZKoenFunSgt	43.2
Kofun2229	新田原30号墳	131.434525	32.078556	999999	999999	HotateFunSgt	43.2
Kofun2230	錦木塚古墳	140.549806	37.861751	560	600	ZKoenFun	43
Kofun2231	宮中野106号墳	140.609322	35.976247	999999	999999	ZKoenFun	43
Kofun2232	長堀8号墳	140.188056	36.256585	999999	999999	ZKoenFun	43
Kofun2233	宮下古墳	139.895528	36.610914	560	600	ZKoenFun	43
Kofun2234	大山瓢箪塚古墳	139.87905	36.439728	999999	999999	ZKoenFun	43
Kofun2235	神明古墳	139.367525	36.29267	999999	999999	ZKoenFun	43
Kofun2236	目沼2号墳	139.782564	36.054838	999999	999999	ZKoenFun	43
Kofun2237	大仏二子塚古墳	139.168472	36.16591	520	560	ZKoenFunF	43
Kofun2238	竜角寺70号墳	140.268789	35.824958	999999	999999	ZKoenFun	43
Kofun2239	油井古塚原40号墳	140.333261	35.577584	999999	999999	ZKoenFun	43
Kofun2240	弘法寺古墳	139.907372	35.73954	560	600	ZKoenFun	43
Kofun2241	五歩一古墳	137.073028	36.698478	240	280	ZKohoFun	43
Kofun2242	朝日長山古墳	136.982997	36.851656	520	560	ZKoenFun	43
Kofun2243	御茸山44号墳	136.294189	36.014474	420	440	ZKohoFunF	43
Kofun2244	腰村1号墳	138.130361	36.612917	480	520	ZKoenFunF	43
Kofun2245	押ヶ谷古墳	136.613017	35.492093	520	560	ZKoenFunF	43
Kofun2246	中八幡古墳	136.576125	35.430079	420	440	ZKoenFunF	43
Kofun2247	船来山26号墳	136.691508	35.466001	999999	999999	ZKoenFun	43
Kofun2248	向山1号墳	137.455264	34.836723	280	320	ZKoenFun	43
Kofun2249	麻積塚1号墳	136.540725	35.126738	280	320	ZKohoFunF	43
Kofun2250	宮山1号墳	136.174061	34.826261	560	600	ZKoenFun	43
Kofun2251	高峯1号墳	135.882669	35.084602	999999	999999	ZKoenFunF	43
Kofun2252	八幡山3号墳	135.069956	35.623476	380	420	ZKoenFunF	43
Kofun2253	和田4号墳	135.203664	34.205061	999999	999999	ZKoenFun	43
Kofun2254	郷観音山古墳	133.917994	35.066855	240	280	ZKoenFunF	43
Kofun2255	荒木山東塚古墳	133.647531	34.960025	240	280	ZKohoFun	43
Kofun2256	長尾古墳	132.486658	34.431016	999999	999999	ZKoenFun	43
Kofun2257	丸山1号墳	133.791183	34.204025	320	360	ZKoenFunF	43
Kofun2258	ホーケントウ古墳	130.654125	33.584226	999999	999999	ZKoenFun	43
Kofun2259	地蔵山古墳	130.220647	33.304754	520	560	ZKoenFun	43
Kofun2260	小島古墳	129.813883	33.322607	520	560	ZKoenFunF	43
Kofun2261	西都原173号墳	131.38025	32.118578	999999	999999	ZKoenFunF	43
Kofun2262	神領6号墳	131.018614	31.42708	440	480	ZKoenFunF	43
Kofun2263	茂原大日塚古墳	139.881769	36.473914	280	320	ZKohoFunSgt	42.96
Kofun2264	池二子塚古墳	138.999472	36.258751	999999	999999	ZKoenFunFSgt	42.84
Kofun2265	狐塚古墳	131.727156	34.402197	560	600	ZKoenFunFSgt	42.84
Kofun2266	長崎鼻古墳	134.093483	34.382525	280	320	ZKoenFunF	42.8
Kofun2267	重立山16号墳	136.290975	36.078249	360	380	ZKoenFunF	42.7
Kofun2268	毘沙門山古墳	139.454964	36.270028	999999	999999	ZKoenFun	42.6
Kofun2269	高野山1号墳	140.027461	35.866516	560	600	ZKoenFunFSgt	42.6
Kofun2270	東間部多2号墳	140.1125	35.48922	999999	999999	ZKohoFunSgt	42.6
Kofun2271	御霊塚古墳	130.69025	33.034142	999999	999999	ZKoenFunFSgt	42.6
Kofun2272	観音塚古墳	139.662303	35.59459	560	600	ZKoenFun	42.5
Kofun2273	上山古墳	134.748481	35.394865	380	420	ZKoenFunF	42.5
Kofun2274	前山B53号墳	135.227722	34.223669	520	560	ZKoenFunF	42.5
Kofun2275	西都原190号	131.384031	32.112172	999999	999999	ZKoenFunF	42.5
Kofun2276	向山380号墳	133.836528	35.455318	999999	999999	ZKoenFunFSgt	42.48
Kofun2277	双子三昧塚古墳	135.305244	34.21212	520	560	ZKoenFun	42.4
Kofun2278	塩1号墳	139.316567	36.100371	280	320	ZKohoFunSgt	42.36
Kofun2279	大坊古墳	130.570303	32.948963	480	520	ZKoenFunF	42.3
Kofun2280	内堀M-1号墳	139.194925	36.391229	999999	999999	HotateFunFSgt	42.24
Kofun2281	傾城壇古墳	140.409506	37.541377	320	360	ZKoenFunF	42
Kofun2282	大仏15号墳	140.401236	37.270923	560	600	ZKoenFunSgt	42
Kofun2283	志々山1号墳	140.588797	36.043063	999999	999999	ZKoenFunSgt	42
Kofun2284	松延2号墳	140.251569	36.182218	999999	999999	ZKoenFunSgt	42
Kofun2285	うら山古墳	140.242928	36.392092	999999	999999	ZKoenFunSgt	42
Kofun2286	茶焙山古墳	139.922428	36.241981	999999	999999	ZKoenFunSgt	42
Kofun2287	大上1号墳	140.457239	36.176115	999999	999999	ZKohoFunSgt	42
Kofun2288	三ツ峰1号墳	140.122858	36.58362	999999	999999	ZKoenFunSgt	42
Kofun2289	南原古墳	139.915892	36.50487	999999	999999	ZKoenFunSgt	42
Kofun2290	坂上長塚古墳	139.917511	36.410981	999999	999999	ZKoenFun	42
Kofun2291	別処山古墳	139.883086	36.357562	560	600	ZKoenFunSgt	42
Kofun2292	稲荷2号墳	139.831481	36.542528	999999	999999	ZKoenFunFSgt	42
Kofun2293	八幡山古墳	139.527278	36.320184	999999	999999	ZKoenFun	42
Kofun2294	星ノ宮神社	139.477442	36.321242	999999	999999	ZKoenFun	42
Kofun2295	当郷山王山古墳	139.555556	36.246381	999999	999999	ZKoenFun	42
Kofun2296	新福寺西之原古墳	139.416658	36.235323	440	480	HotateFunSgt	42
Kofun2297	赤城寺裏山古墳	139.241847	36.444842	999999	999999	ZKohoFunFSgt	42
Kofun2298	東善大塚古墳	139.127308	36.348201	999999	999999	ZKoenFunFSgt	42
Kofun2299	オブ塚古墳	139.097403	36.426541	560	600	ZKoenFunFSgt	42
Kofun2300	夫婦塚古墳	139.565789	36.048766	999999	999999	ZKoenFun	42
Kofun2301	広木大町40号墳	139.155569	36.183182	999999	999999	HotateFunSgt	42
Kofun2302	城山6号墳	140.588297	35.857055	590	620	ZKoenFun	42
Kofun2303	小川台6号墳	140.491694	35.686823	999999	999999	ZKoenFun	42
Kofun2304	山田宝馬65号墳	140.402533	35.715492	999999	999999	ZKoenFunSgt	42
Kofun2305	竜角寺21号墳	140.266214	35.827647	999999	999999	ZKoenFun	42
Kofun2306	宗吾・飯仲12号墳	140.285572	35.752928	560	600	ZKoenFunSgt	42
Kofun2307	大谷木古墳	140.317175	35.369966	999999	999999	ZKoenFun	42
Kofun2308	宿後古墳	140.174961	35.51679	999999	999999	ZKoenFunSgt	42
Kofun2309	山王後1号墳	140.172661	35.515301	999999	999999	ZKoenFun	42
Kofun2310	妙香1号墳	140.130922	35.418068	999999	999999	ZKoenFun	42
Kofun2311	山王辺田2号墳	140.022222	35.418543	999999	999999	ZKohoFunSgt	42
Kofun2312	上野2号墳	139.901	35.315649	999999	999999	ZKoenFun	42
Kofun2313	分校カン山6号墳	136.399803	36.318434	240	280	ZKoenFunSgt	42
Kofun2314	太田山13号墳	136.236511	36.004716	440	480	ZKoenFunF	42
Kofun2315	中切古墳	137.158319	35.427218	520	560	ZKoenFunF	42
Kofun2316	舟山2号墳	137.42485	34.862755	520	560	ZKoenFun	42
Kofun2317	車神社古墳	137.366569	34.715075	520	540	ZKoenFun	42
Kofun2318	鷺棚2号墳	136.166486	34.807534	520	560	ZKoenFun	42
Kofun2319	鹿高神社1号墳	136.059636	34.595108	560	600	ZKoenFun	42
Kofun2320	横山神社古墳	136.220083	35.484307	480	520	ZKoenFunSgt	42
Kofun2321	野洲亀塚古墳	136.032778	35.080033	440	480	HotateFunFSgt	42
Kofun2322	島茶臼山古墳	134.934781	35.584307	320	360	ZKoenFunF2	42
Kofun2323	門ノ前古墳	135.812058	34.897825	999999	999999	ZKoenFunSgt	42
Kofun2324	久宝寺遺跡所在古墳	135.576922	34.622439	999999	999999	ZKohoFunSgt	42
Kofun2325	津門大塚古墳	135.35625	34.737828	520	560	ZKoenFun	42
Kofun2326	水塚古墳	134.998475	35.002655	999999	999999	ZKoenFunSgt	42
Kofun2327	諏訪神社古墳	134.772644	34.915672	480	520	ZKoenFunF2	42
Kofun2328	来迎墓ノ間4号墳	135.768231	34.601245	999999	999999	ZKoenFunSgt	42
Kofun2329	三宅瓢箪山古墳	135.766353	34.575768	999999	999999	ZKoenFunSgt	42
Kofun2330	新沢千塚451号墳	135.778833	34.477413	999999	999999	ZKoenFun	42
Kofun2331	安部山1号墳	135.732289	34.536023	560	600	ZKoenFun	42
Kofun2332	土山古墳	135.721972	34.536687	999999	999999	ZKoenFun	42
Kofun2333	城山1号墳	135.726525	34.53474	999999	999999	HotateFun	42
Kofun2334	竹内22号墳	135.699822	34.511365	999999	999999	ZKoenFun	42
Kofun2335	笛吹10号墳	135.706031	34.471996	999999	999999	ZKoenFun	42
Kofun2336	石見遺跡	135.792396	34.567494	999999	999999	ZKoenFunSgt	42
Kofun2337	泓田古墳	134.314914	35.574752	999999	999999	ZKoenFunFSgt	42
Kofun2338	晩田山3号墳	133.447917	35.461379	999999	999999	ZKoenFunSgt	42
Kofun2339	用木3号墳	134.006897	34.748903	320	360	ZKoenFunF	42
Kofun2340	砂子山4号墳	133.657956	34.674334	320	360	ZKoenFunF	42
Kofun2341	二万大塚古墳	133.708386	34.621347	560	600	ZKoenFun2	42
Kofun2342	大判山古墳	131.179942	33.943056	360	380	ZKoenFunF	42
Kofun2343	宝幢寺1号墳	134.527475	34.157919	320	360	ZKoenFunF	42
Kofun2344	天河別神社4号墳	134.525172	34.155919	420	440	ZKoenFunF	42
Kofun2345	天河別神社3号墳	134.524814	34.155455	420	440	ZKoenFunF	42
Kofun2346	北羽立峠古墳	134.237208	34.307639	320	360	ZKoenFunF	42
Kofun2347	隼人塚古墳	131.0087	33.700159	560	600	ZKoenFun	42
Kofun2348	津古1号墳	130.560833	33.443188	999999	999999	ZKoenFunF	42
Kofun2349	釘崎3号墳	130.578614	33.234891	999999	999999	ZKoenFunFSgt2	42
Kofun2350	九折大塚古墳	130.511764	33.139538	999999	999999	HotateFunF	42
Kofun2351	大石1号墳	130.489372	33.805723	999999	999999	ZKoenFunF	42
Kofun2352	柏原A-2号墳	130.394108	33.527052	560	600	ZKoenFunFSgt	42
Kofun2353	ワレ塚古墳	130.230786	33.537074	999999	999999	ZKoenFunF	42
Kofun2354	稲葉1号墳	130.184194	33.575315	200	240	MakimukuF	42
Kofun2355	寺浦古墳	130.176872	33.298451	560	600	ZKoenFunFSgt	42
Kofun2356	川南49号墳	131.494839	32.173889	999999	999999	ZKoenFun	42
Kofun2357	上溝1号墳	137.843786	35.502637	560	600	ZKoenFun	41.8
Kofun2358	毘売塚古墳	133.261667	35.427513	380	420	HotateFunF	41.8
Kofun2359	小立古墳	135.835128	34.491879	999999	999999	HotateFunFSgt3	41.64
Kofun2360	双水柴山2号墳	129.986975	33.39273	200	240	MakimukuFSgt	41.64
Kofun2361	草刈33号墳	140.175303	35.524743	999999	999999	ZKoenFun	41.5
Kofun2362	高倉山古墳	137.090789	35.440121	240	280	ZKohoFunF	41.5
Kofun2363	山ノ神古墳	138.751353	35.135705	520	560	ZKoenFunF	41.5
Kofun2364	寺輪古墳	133.194619	35.383288	999999	999999	ZKoenFunF	41.5
Kofun2365	田井高塚古墳	134.143783	35.06233	280	320	ZKohoFun	41.5
Kofun2366	佐野村60号墳	139.042108	36.294568	999999	999999	ZKoenFunSgt	41.4
Kofun2367	茶臼山27号墳	133.825822	35.485401	999999	999999	ZKoenFunFSgt	41.4
Kofun2368	牛沢十字路古墳	139.355714	36.26082	999999	999999	ZKoenFun	41.2
Kofun2369	富田3号墳	140.591214	35.871747	520	560	ZKoenFun	41.2
Kofun2370	須久保塚古墳	139.881311	36.270776	999999	999999	ZKoenFun	41
Kofun2371	北山雷電山古墳	139.897011	36.609722	999999	999999	ZKoenFun	41
Kofun2372	上神主狐塚古墳	139.882375	36.461592	999999	999999	ZKoenFun	41
Kofun2373	長山古墳	139.712244	36.290437	999999	999999	ZKoenFun	41
Kofun2374	伊勢山古墳	139.386481	36.102327	560	590	ZKoenFun	41
Kofun2375	岩部長谷古墳	140.510014	35.808633	999999	999999	ZKoenFun	41
Kofun2376	瀬戸ヶ谷古墳	139.594611	35.442388	520	560	ZKoenFun	41
Kofun2377	秋葉山4号墳	139.403194	35.471412	200	240	MakimukuHo	41
Kofun2378	中川中古墳	136.272778	36.197615	480	520	ZKoenFunF	41
Kofun2379	瓜生南4号墳	136.279081	36.18081	440	480	ZKoenFunF	41
Kofun2380	和田東山1号墳	138.246553	36.591767	240	280	ZKoenFunF	41
Kofun2381	和田東山4号墳	138.244194	36.589447	240	280	ZKoenFunF	41
Kofun2382	八幡山古墳	136.564525	35.394368	380	420	ZKoenFunF	41
Kofun2383	高岡山9号墳	136.592969	34.906225	999999	999999	ZKoenFun	41
Kofun2384	山ヶ鼻古墳	136.328558	35.406671	320	360	ZKoenFun	41
Kofun2385	以久田野15号墳	135.226006	35.321413	999999	999999	ZKoenFun	41
Kofun2386	弁天山B3号墳	135.591406	34.857847	999999	999999	ZKoenFunF	41
Kofun2387	推古神社古墳	135.773451	34.60145	999999	999999	ZKoenFunF	41
Kofun2388	出屋敷ミコノ谷1号墳	135.874382	34.49709	999999	999999	ZKoenFun	41
Kofun2389	馬ノ山8号墳	133.881958	35.504745	380	420	ZKoenFunF	41
Kofun2390	大平山157号墳	133.862586	35.475743	999999	999999	ZKoenFunF	41
Kofun2391	姫塚古墳	134.028361	34.327899	320	360	ZKoenFunFF	41
Kofun2392	桜京古墳	130.494864	33.843109	520	560	ZKoenFun	41
Kofun2393	大石2号墳	130.489022	33.80519	999999	999999	ZKoenFunF	41
Kofun2394	湯崎1号墳	130.096428	33.172386	560	600	ZKoenFunF	41
Kofun2395	古沢塚山古墳	137.149489	36.686009	380	420	ZKoenFun	40.95
Kofun2396	松原古墳	140.090039	36.144615	999999	999999	ZKoenFunSgt	40.8
Kofun2397	美九里村130号墳	139.079969	36.232524	999999	999999	ZKoenFunSgt	40.8
Kofun2398	別所堂山古墳	139.073378	36.225245	999999	999999	ZKoenFunSgt	40.8
Kofun2399	大境南1号墳	139.419672	36.07433	999999	999999	HotateFunSgt	40.8
Kofun2400	広木大町9号墳	139.155611	36.18016	999999	999999	ZKoenFunFSgt	40.8
Kofun2401	山田宝馬127号墳	140.404494	35.712103	999999	999999	ZKoenFunSgt	40.8
Kofun2402	小台2号墳	140.244989	35.846839	560	600	ZKoenFunSgt	40.8
Kofun2403	二間塚古墳	135.125314	35.172949	999999	999999	ZKoenFunSgt	40.8
Kofun2404	見野長塚古墳	134.731908	34.80173	520	560	ZKoenFunSgt	40.8
Kofun2405	長尾鼻1号墳	134.006231	35.534209	999999	999999	ZKoenFunFSgt	40.8
Kofun2406	明光山5号墳	132.81205	34.753112	999999	999999	ZKoenFunFSgt	40.8
Kofun2407	飯塚27号墳	139.800428	36.374492	999999	999999	ZKoenFunSgt	40.56
Kofun2408	森戸9号墳	140.510131	36.318223	999999	999999	ZKoenFun	40.5
Kofun2409	宮山1号墳	136.890725	36.949349	440	480	ZKoenFun	40.5
Kofun2410	中川奥2号墳	136.275328	36.195382	520	560	ZKoenFunF	40.5
Kofun2411	千畑古墳	131.402306	32.141047	520	560	ZKoenFunF	40.5
Kofun2412	三財40号墳	131.360067	32.065012	999999	999999	ZKoenFunF	40.5
Kofun2413	片野23号墳	140.458592	35.864736	560	600	ZKoenFunSgt2	40.44
Kofun2414	高部30号墳	139.932889	35.367466	200	240	MakimukuHoSgt	40.44
Kofun2415	塚原古墳	138.999931	36.259885	999999	999999	ZKoenFunFSgt	40.32
Kofun2416	野田古墳	136.653153	34.502003	480	520	ZKoenFunFSgt2	40.2
Kofun2417	松原5号墳	134.143236	35.496459	999999	999999	ZKoenFunFSgt	40.2
Kofun2418	百塚94号墳	133.419047	35.430626	999999	999999	ZKoenFunSgt	40.2
Kofun2419	長良山2号墳	133.787075	34.6911	999999	999999	HotateFunSgt	40.2
Kofun2420	象鼻山1号墳	136.536158	35.330143	240	280	ZKohoFunF	40.1
Kofun2421	山崎1号墳	140.058658	36.435998	320	360	ZKohoFunSgt	40.08
Kofun2422	妙見塚古墳	134.982617	34.887217	480	520	ZKoenFunFSgt2	40.08
Kofun2423	山居北古墳	140.877656	38.162261	360	380	ZKohoFun	40
Kofun2424	裏町古墳	140.860756	38.222779	440	480	ZKoenFunF	40
Kofun2425	賽ノ窪17号墳	140.847672	38.163439	480	520	ZKoenFun	40
Kofun2426	長井戸古墳	140.859483	38.014781	320	360	ZKohoFun	40
Kofun2427	氷室B古墳	140.881561	38.601146	999999	999999	ZKohoFun	40
Kofun2428	与太郎内1号墳	140.959364	37.612344	999999	999999	ZKoenFunF	40
Kofun2429	上条1号墳	140.495969	37.770391	560	600	ZKoenFun	40
Kofun2430	天神免1号墳	139.825639	37.614911	999999	999999	ZKohoFun	40
Kofun2431	天王塚1号墳	140.738622	36.770666	999999	999999	ZKoenFun	40
Kofun2432	日川権現塚古墳	140.694611	35.858221	999999	999999	ZKoenFun	40
Kofun2433	寺前古墳	140.572794	36.353881	999999	999999	ZKoenFunF	40
Kofun2434	権現山2号墳	140.53745	36.035888	999999	999999	ZKoenFun	40
Kofun2435	宮中野105号墳	140.608911	35.975824	999999	999999	ZKoenFun	40
Kofun2436	寺後古墳	140.521672	35.958537	999999	999999	ZKoenFun	40
Kofun2437	大生東部2号墳	140.554792	35.989135	999999	999999	ZKoenFun	40
Kofun2438	白河内古墳	140.476572	36.485906	999999	999999	ZKoenFun	40
Kofun2439	矢引の台1号墳	140.49565	36.076685	999999	999999	ZKoenFun	40
Kofun2440	公事塚古墳	140.466133	36.026038	999999	999999	ZKoenFun	40
Kofun2441	内原狐塚古墳	140.346739	36.38617	999999	999999	ZKoenFun	40
Kofun2442	杉崎1号墳	140.340639	36.381012	999999	999999	ZKoenFun	40
Kofun2443	大日塚古墳	140.376083	36.146476	999999	999999	ZKoenFun	40
Kofun2444	石川1号古墳	140.314761	36.142707	999999	999999	ZKoenFun	40
Kofun2445	大塚3号古墳	140.305553	36.076602	999999	999999	HotateFun	40
Kofun2446	人形墳古墳	140.353281	35.966386	999999	999999	ZKoenFun	40
Kofun2447	愛宕山1号墳	140.194081	36.140835	999999	999999	ZKoenFun	40
Kofun2448	沢辺南方古墳	140.153944	36.142738	999999	999999	ZKoenFun	40
Kofun2449	藤沢東町古墳	140.161833	36.125732	999999	999999	ZKoenFun	40
Kofun2450	宍塚2号墳	140.158456	36.086574	999999	999999	ZKoenFun	40
Kofun2451	蛇喰古墳	140.155033	35.966018	999999	999999	ZKoenFun	40
Kofun2452	明神塚古墳	140.135672	35.956327	999999	999999	ZKoenFun	40
Kofun2453	関の台古墳	140.061317	36.072285	999999	999999	ZKoenFun	40
Kofun2454	観音山古墳	139.963161	36.174295	999999	999999	ZKoenFun	40
Kofun2455	桜塚南1号墳	139.921147	36.243534	999999	999999	ZKoenFun	40
Kofun2456	大塚山2号墳	139.824139	36.098491	999999	999999	ZKoenFun	40
Kofun2457	宿古墳	139.841878	36.054093	999999	999999	ZKoenFun	40
Kofun2458	東方古墳	140.368106	36.076032	999999	999999	ZKoenFun	40
Kofun2459	東大沼第8号古墳	140.358631	35.940877	999999	999999	ZKoenFun	40
Kofun2460	うら山東古墳	140.244822	36.39127	999999	999999	ZKoenFun	40
Kofun2461	侍塚1号墳	140.123453	36.815197	999999	999999	ZKoenFun	40
Kofun2462	石沢3号墳	140.122042	36.526059	999999	999999	ZKoenFun	40
Kofun2463	蛭田富士山古墳	140.077983	36.803769	999999	999999	ZKoenFunF	40
Kofun2464	穴不動古墳	140.009097	36.492045	999999	999999	ZKoenFun	40
Kofun2465	権現山古墳	139.896269	36.610225	520	560	ZKoenFun	40
Kofun2466	祥雲寺境内古墳	139.882181	36.571198	999999	999999	ZKoenFun	40
Kofun2467	新出古墳	139.877375	36.444464	999999	999999	ZKoenFun	40
Kofun2468	三王山車塚古墳	139.906508	36.392815	999999	999999	HotateFun	40
Kofun2469	富岡車塚古墳	139.609333	36.311176	999999	999999	ZKoenFun	40
Kofun2470	瓢塚古墳	139.399081	36.414267	999999	999999	HotateFun	40
Kofun2471	大町車塚古墳	139.458606	36.335753	999999	999999	ZKoenFun	40
Kofun2472	華蔵寺裏山古墳	139.199225	36.342226	320	360	ZKohoFun	40
Kofun2473	大胡町111号墳	139.155383	36.409928	999999	999999	ZKoenFun	40
Kofun2474	並榎神明塚古墳	138.991344	36.344201	999999	999999	ZKoenFun	40
Kofun2475	浅間塚古墳	139.448614	35.952809	999999	999999	ZKoenFun	40
Kofun2476	塚原2号墳	139.350083	35.964674	520	560	ZKoenFunF2	40
Kofun2477	月輪台2号墳	140.376753	35.881327	999999	999999	ZKoenFun	40
Kofun2478	坂並白貝22号墳	140.494458	35.762156	999999	999999	ZKoenFun	40
Kofun2479	三明寺7号墳	140.453903	35.753189	999999	999999	ZKoenFun	40
Kofun2480	小川台15号墳	140.495361	35.687398	999999	999999	ZKoenFun	40
Kofun2481	山田にわとり塚古墳	140.404644	35.709184	560	590	ZKoenFun	40
Kofun2482	木戸前1号墳	140.393572	35.702807	560	590	ZKoenFun	40
Kofun2483	大和田坂ノ上1号墳	140.361356	35.879839	560	600	ZKoenFun	40
Kofun2484	中道1号墳	140.369197	35.877969	999999	999999	ZKoenFun	40
Kofun2485	笹目沢2号墳	140.250078	35.559659	999999	999999	ZKoenFun	40
Kofun2486	上野山17号墳	140.102833	35.436068	999999	999999	ZKoenFun	40
Kofun2487	下泉大塚台7号墳	140.032842	35.418679	999999	999999	ZKoenFun	40
Kofun2488	東明石谷1号墳	140.000236	35.381279	999999	999999	ZKoenFun	40
Kofun2489	谷畑1号墳	140.026461	35.377582	999999	999999	ZKoenFun	40
Kofun2490	西ノ根谷10号墳	140.027994	35.336626	999999	999999	ZKoenFun	40
Kofun2491	明戸古墳	139.898181	35.748404	560	600	ZKoenFun	40
Kofun2492	熊ノ腰4号墳	139.961889	35.364924	999999	999999	ZKoenFun	40
Kofun2493	水道山東古墳	139.907522	35.333982	999999	999999	ZKoenFun	40
Kofun2494	水道山古墳	139.906953	35.333421	999999	999999	ZKoenFun	40
Kofun2495	花輪堂古墳	139.917797	35.325415	999999	999999	ZKoenFun	40
Kofun2496	丸山2号墳	140.567056	35.746893	999999	999999	ZKoenFun	40
Kofun2497	殿ヶ谷1号墳	139.594408	35.437407	360	380	ZKoenFun	40
Kofun2498	杉谷1番塚古墳	137.144722	36.679694	999999	999999	ZKohoFun	40
Kofun2499	蓑輪塚古墳	136.42415	36.352134	480	520	ZKoenFunF	40
Kofun2500	松尾谷古墳	135.912108	35.535329	240	280	ZKohoFun	40
Kofun2501	勘介山古墳	138.344208	36.824267	240	280	ZKohoFunF	40
Kofun2502	蟹沢古墳	138.353633	36.709839	240	280	ZKohoFunF	40
Kofun2503	白石5号墳	136.588514	35.480265	240	280	ZKohoFunF	40
Kofun2504	庚申塚古墳	138.749786	35.135969	999999	999999	SohoChuhoFunF	40
Kofun2505	午王堂山1号墳	138.473253	35.042719	440	480	ZKoenFun	40
Kofun2506	東田古墳	137.408494	34.76965	420	440	ZKoenFun	40
Kofun2507	丸山古墳	137.296103	34.81255	380	420	ZKoenFun	40
Kofun2508	亀山1号墳	137.204689	34.942244	440	480	ZKoenFun	40
Kofun2509	宇頭大塚古墳	137.122767	34.972492	380	420	ZKoenFun	40
Kofun2510	比蘇山古墳	137.096806	34.926672	999999	999999	ZKohoFun	40
Kofun2511	浅井20号墳	136.831675	35.35169	999999	999999	ZKoenFun	40
Kofun2512	愛宕神社古墳	136.848203	35.224616	999999	999999	ZKohoFun	40
Kofun2513	城山古墳	136.488581	34.867833	480	500	ZKoenFunF	40
Kofun2514	大谷古墳	136.202506	35.456046	320	360	ZKoenFun	40
Kofun2515	岩屋古墳	136.103019	35.060141	520	560	ZKoenFun	40
Kofun2516	木ノ岡3号墳	135.885111	35.078261	380	420	ZKoenFunF	40
Kofun2517	城跡古墳	135.2729	35.318546	999999	999999	ZKoenFun	40
Kofun2518	広峯15号墳	135.116372	35.292288	380	420	ZKoenFunF	40
Kofun2519	郡津丸山古墳	135.671533	34.797377	999999	999999	ZKoenFun	40
Kofun2520	禁野上野古墳	135.656131	34.8181	480	520	ZKoenFun	40
Kofun2521	峯垣内古墳	135.645983	34.715575	380	420	ZKoenFun	40
Kofun2522	城ノ越古墳	135.647606	34.710175	520	560	ZKoenFun	40
