key	value
Unknown	Data/Portraits/Unknown.png
OnoNoImoko	Data/Portraits/Japan/AsukaPeriod/OnoNoImoko.png
SuikoTenno	Data/Portraits/Japan/AsukaPeriod/SuikoTenno.png
SyotokuTaishi	Data/Portraits/Japan/AsukaPeriod/SyotokuTaishi.png
Hyecho	Data/Portraits/Japan/NaraPeriod/Hyecho.png
Jianzhen	Data/Portraits/Japan/NaraPeriod/Jianzhen.png
Kukai	Data/Portraits/Japan/NaraPeriod/Kukai.png
Wonhyo	Data/Portraits/Japan/NaraPeriod/Wonhyo.png
Xuanzang	Data/Portraits/Japan/NaraPeriod/Xuanzang.png
Saicho	Data/Portraits/Japan/NaraPeriod/Saicho.png
Gyoki	Data/Portraits/Japan/NaraPeriod/Gyoki.png
Abe_no_Nakamaro	Data/Portraits/Japan/NaraPeriod/Abe_no_Nakamaro.png
Uisang	Data/Portraits/Japan/NaraPeriod/Uisang.png
Jang_Bogo	Data/Portraits/Japan/NaraPeriod/Jang_Bogo.png
Kim_Yu-sin	Data/Portraits/Japan/NaraPeriod/Kim_Yu-sin.png
Brahmagupta	Data/Portraits/Japan/NaraPeriod/Brahmagupta.png
Yijing	Data/Portraits/Japan/NaraPeriod/Yijing.png
Amoghavajra	Data/Portraits/Japan/NaraPeriod/Amoghavajra.png
Vajrabodhi	Data/Portraits/Japan/NaraPeriod/Vajrabodhi.png
Subhakarasimha	Data/Portraits/Japan/NaraPeriod/Subhakarasimha.png
Tonyukuk	Data/Portraits/Japan/NaraPeriod/Tonyukuk.png
Ashina_Jiesheshuai	Data/Portraits/Japan/NaraPeriod/Ashina_Jiesheshuai.png
Qibi_Heli	Data/Portraits/Japan/NaraPeriod/Qibi_Heli.png
Bori_Shad	Data/Portraits/Japan/NaraPeriod/Bori_Shad.png
Sri_Jayanasa	Data/Portraits/Japan/NaraPeriod/Sri_Jayanasa.png
Wukong	Data/Portraits/Japan/NaraPeriod/Wukong.png
Jayadevi	Data/Portraits/Japan/NaraPeriod/Jayadevi.png
Leif Erikson	Data/Portraits/Leif Erikson.png
Pakal	Data/Portraits/Pakal.png
Kahina	Data/Portraits/Kahina.png
Isidore	Data/Portraits/Isidore.png
Samo	Data/Portraits/Samo.png
Constans II	Data/Portraits/Constans II.png
Justinian II	Data/Portraits/Justinian II.png
Khalid ibn al-Walid	Data/Portraits/Khalid ibn al-Walid.png
Shima of Kalingga	Data/Portraits/Shima of Kalingga.png
