key	value
PlaceNames1	Zhouhu
PlaceNames2	Tamna
PlaceNames3	Jeju
PlaceNames4	Yizhou
PlaceNames5	Luoyang
PlaceNames6	Lelang
PlaceNames7	Pyongyang
PlaceNames8	Daifang
PlaceNames9	Mahan
PlaceNames10	Baekje
PlaceNames11	Jinhan
PlaceNames12	Silla
PlaceNames13	Byeonhan
PlaceNames14	Gaya
PlaceNames15	Dae Gaya
PlaceNames16	So Gaya
PlaceNames17	Ara Gaya
PlaceNames18	Geumgwan
PlaceNames19	Geumgwan Gaya
PlaceNames20	Han
PlaceNames21	Usan
PlaceNames22	Wa
PlaceNames23	Wa
PlaceNames24	Wa
PlaceNames25	Nippon
PlaceNames26	Roma
PlaceNames27	Teōtīhuacān
PlaceNames28	Akonawa
PlaceNames29	Tane
PlaceNames30	Yaku
PlaceNames31	Amami
PlaceNames32	Amami
PlaceNames33	Moy-or-kotan
PlaceNames34	Gungnae
PlaceNames35	Kalabhra dynasty
PlaceNames36	Satavahana dynasty
PlaceNames37	Chutu dynasty
PlaceNames38	Pallava dynasty
PlaceNames39	Kadamba dynasty
PlaceNames40	Vakataka dynasty
PlaceNames41	Chalukya dynasty
PlaceNames42	Funan
PlaceNames43	Chenla
PlaceNames44	Khmer Empire
PlaceNames45	Lavo Kingdom
PlaceNames46	Champa
PlaceNames47	Unified Silla
PlaceNames48	Goryeo
PlaceNames49	Taebong
PlaceNames50	Later Baekje
PlaceNames51	Goguryeo
PlaceNames52	Buyeo
PlaceNames53	Hephthalites
PlaceNames54	Göktürks
PlaceNames55	Eastern Turkic Khaganate
PlaceNames56	Western Turkic Khaganate
PlaceNames57	Uyghur Khaganate
PlaceNames58	Qocho
PlaceNames59	Ganzhou Uyghur Kingdom
PlaceNames60	Kara-Khanid Khanate
PlaceNames61	Francia
PlaceNames62	Frisian Kingdom
PlaceNames63	Kingdom of the Burgundians
PlaceNames64	Visigothic Kingdom
PlaceNames65	Kingdom of the Suebi
PlaceNames66	Western Roman Empire
PlaceNames67	Vandal Kingdom
PlaceNames68	Kingdom of Soissons
PlaceNames69	Mauro-Roman Kingdom
PlaceNames70	Kingdom of Asturias
PlaceNames71	Kingdom of León
PlaceNames72	Umayyad Caliphate
PlaceNames73	Rashidun Caliphate
PlaceNames74	Kingdom of the Aurès
PlaceNames75	Kingdom of Altava
PlaceNames76	Sasanian Empire
PlaceNames77	Parthian Empire
PlaceNames78	Seleucid Empire
PlaceNames79	Greco-Bactrian Kingdom
PlaceNames80	Indo-Greek Kingdom
PlaceNames81	Indo-Parthian Kingdom
PlaceNames82	Kushan Empire
PlaceNames83	Northern Satraps
PlaceNames84	Western Satraps
PlaceNames85	Mahameghavahana dynasty
PlaceNames86	Kushano-Sasanian Kingdom
PlaceNames87	Kushano-Sasanian Kingdom
PlaceNames88	Gupta Empire
