ja-JP	latitude	longitude	overall_length	first_julian_day	last_julian_day	texture	texture
走田古墳群	34.92315882	135.6746289	110	99999999	99999999	IeSekkanBrown	IeSekkan
太鼓塚8号	35.04540752	135.8568281	110	1937649	1951893	IeSekkan	IeSekkan
耳原古墳	34.84199624	135.5638346	109.5	1925596	1947510	IeSekkanBrown	IeSekkan
雲部車塚古墳	35.086977	135.304569	109	1881767	1896376	NagaSekkanBrown	NagaSekkan
黒岡神社古墳	34.83303573	134.603171	109	99999999	99999999	IeSekkanBrown	IeSekkan
谷口古墳	33.45291	130.054581	108.5	1874462	1881767	FunaSekkan	FunaSekkan
（桜峠）	34.84859518	134.636629	108	99999999	99999999	IeSekkanBrown	IeSekkan
（西剣坂農村広場）	34.89471276	134.801222	107.5	99999999	99999999	IeSekkanBrown	IeSekkan
一須賀O4号墳	34.50189646	135.643718	107.5	1925596	1947510	IeSekkan	IeSekkan
一須賀O6号墳	34.50189646	135.643718	107.5	1925596	1951893	IeSekkan	IeSekkan
太田古墳群弥宮池1号墳	34.49688196	135.6996972	107.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
大通寺Ｃ－2号墳	35.04586143	135.8552315	107.5	1910986	1925596	IeSekkanBrown	IeSekkan
古城山古墳	33.08228426	130.4743726	107	1859852	1874462	IeSekkanRed	IeSekkan
袈裟尾高塚古墳	32.98718157	130.7987492	107	1910986	1925596	IeSekkanRed	IeSekkan
上塩冶32支群1号横穴墓（遠藤山横穴）	35.34819977	132.7696659	107	1925596	1951893	IeSekkan	IeSekkan
明善寺旧石棺橋	34.89189761	134.9262004	107	99999999	99999999	IeSekkanBrown	IeSekkan
（狭山池）	34.50310962	135.5500816	107	99999999	99999999	IeSekkanBrown	IeSekkan
(法林寺)	34.48944324	135.7227152	107	99999999	99999999	IeSekkan	IeSekkan
神ノ山1号墳	32.66984764	130.672866	106.5	1881767	1896376	IeSekkanRed	IeSekkan
黒崎山古墳	33.07468846	130.4301426	106	1859852	1874462	FunaSekkanRed	FunaSekkan
水若酢神社1号墳	36.279997	133.2569514	106	1925596	1947510	FunaSekkan	FunaSekkan
宝来山古墳	34.680179	135.781236	106	1852547	1859852	NagaSekkan	NagaSekkan
山崎古墳	32.96662677	130.7466781	106	99999999	99999999	IeSekkanRed	IeSekkan
姫路城天守の庭	34.83954146	134.693902	106	99999999	99999999	IeSekkanBrown	IeSekkan
徳楽山古墳	34.53995363	135.5947569	106	99999999	99999999	IeSekkanYellowGreen	IeSekkan
大蔵山古墳	35.45382986	136.8292398	106	99999999	99999999	IeSekkan	IeSekkan
唐櫃山古墳	34.572448	135.615553	105.5	1881767	1896376	FunaSekkanRed	FunaSekkan
『綜覧』赤堀村16号墳	36.35490583	139.2060192	105	1910986	1925596	FunaSekkan	FunaSekkan
五社神古墳	34.706287	135.785453	105	1852547	1859852	NagaSekkan	NagaSekkan
（十蓮寺）	32.96662677	130.7466781	105	1881767	1896376	IeSekkanRed	IeSekkan
宮ノ上10号地下式横穴墓	31.32807806	130.8968638	105	1881767	1925596	IeSekkan	IeSekkan
上塩冶33支群7号横穴墓	35.34819977	132.7696659	105	1925596	1947510	IeSekkan	IeSekkan
金子石塔塚古墳	34.68275914	133.7060513	105	1925596	1947510	IeSekkan	IeSekkan
（宝性院）	34.94378877	134.7664471	105	99999999	99999999	IeSekkanBrown	IeSekkan
（鳥坂寺）	34.57496908	135.6396588	105	99999999	99999999	IeSekkanBrown	IeSekkan
一須賀O5号墳	34.50189646	135.643718	105	1925596	1951893	IeSekkan	IeSekkan
北今市1号墳	34.54931715	135.7000958	105	1925596	1947510	IeSekkanYellowGreen	IeSekkan
櫟山古墳	34.51980088	135.6969693	105	1925596	1947510	IeSekkanYellowGreen	IeSekkan
芝塚2号墳	34.50147318	135.6953798	105	1910986	1925596	IeSekkanYellowGreen	IeSekkan
福西28号墳	34.96221436	135.6818049	105	99999999	99999999	IeSekkanBrown	IeSekkan
(重吉城)	35.28198195	136.8367189	105	99999999	99999999	IeSekkan	IeSekkan
高塚古墳	33.0690843	130.4384443	104.5	1874462	1881767	FunaSekkanRed	FunaSekkan
唐櫃山古墳	36.37830939	139.0805706	104.5	99999999	99999999	FunaSekkan	FunaSekkan
（春岡寺）	34.94084607	134.8845323	104.5	99999999	99999999	IeSekkanBrown	IeSekkan
鳥谷口古墳	34.52167874	135.6880979	104.5	99999999	99999999	IeSekkanYellowGreen	IeSekkan
（里）	34.92574526	135.9527488	104.5	99999999	99999999	IeSekkan	IeSekkan
（羽栗）	34.93554593	135.9708603	104.5	99999999	99999999	IeSekkan	IeSekkan
井の奥古墳	34.83400201	133.998645	104	99999999	99999999	IeSekkan	IeSekkan
（法華山一乗寺奥の院）	34.86312007	134.8256833	104	99999999	99999999	IeSekkanBrown	IeSekkan
宝塔山古墳	36.4074935	139.0386018	104	1951893	1966138	IeSekkan	IeSekkan
（専徳寺）	34.93679155	134.8182744	103.5	99999999	99999999	IeSekkanBrown	IeSekkan
耳原古墳	34.84199624	135.5638346	103.5	1925596	1947510	IeSekkanBrown	IeSekkan
北上原古墳	32.99079957	130.7649009	103	1874462	1896376	FunaSekkanRed	FunaSekkan
楢崎古墳	32.678346	130.692128	103	1874462	1896376	FunaSekkanRed	FunaSekkan
山頂古墳	36.05630017	136.2089464	103	1837938	1852547	FunaSekkanLightBlue	FunaSekkan
（山伏峠）	34.92048166	134.8618917	103	99999999	99999999	IeSekkanBrown	IeSekkan
御園古墳	34.754756	135.427228	103	1910986	1925596	IeSekkan	IeSekkan
石櫃山古墳	33.06875445	130.4397255	102.5	1881767	1896376	FunaSekkanRed	FunaSekkan
丸山古墳	34.14881637	133.6491005	102.5	1881767	1896376	FunaSekkanRed	FunaSekkan
赤星やんぼし塚古墳	32.96332276	130.8109903	102.5	99999999	99999999	IeSekkanRed	IeSekkan
上塩冶築山古墳	35.35015561	132.760776	102.5	1925596	1947510	IeSekkan	IeSekkan
中村1号墳	35.42768655	132.8008075	102.5	1925596	1947510	IeSekkan	IeSekkan
山下古墳	32.943041	130.600475	102	1859852	1874462	FunaSekkanRed	FunaSekkan
山崎古墳	32.96788737	130.7561322	102	1859852	1881767	FunaSekkanRed	FunaSekkan
前塚古墳	34.85260274	135.5926525	102	1859852	1874462	NagaSekkanBrown	NagaSekkan
粟井大塚古墳群	34.75382765	133.7792451	102	99999999	99999999	IeSekkanBrown	IeSekkan
（法華山一乗寺）	34.86312007	134.8256833	102	99999999	99999999	IeSekkanBrown	IeSekkan
（光台寺）	34.6616791	136.4285405	102	99999999	99999999	IeSekkan	IeSekkan
高野坂9号墳	35.53993798	134.324791	101.5	1925596	1951893	IeSekkan	IeSekkan
石舟古墳	34.67587088	133.8681022	101.5	99999999	99999999	IeSekkanBrown	IeSekkan
山畑25号墳	34.66108112	135.6528862	101.5	1925596	1947510	IeSekkanYellowGreen	IeSekkan
百穴9号墳	35.04149233	135.8600002	101.5	1925596	1947510	IeSekkan	IeSekkan
八幡宮4号横穴墓	35.31298588	132.6806577	101	1937649	1951893	IeSekkan	IeSekkan
（称徳寺）	34.82861099	134.8002386	101	99999999	99999999	IeSekkanBrown	IeSekkan
太田古墳群小山2号墳	34.49498884	135.7020867	101	99999999	99999999	IeSekkanYellowGreen	IeSekkan
兄川底古墳	34.47191915	135.7001029	101	1925596	1947510	IeSekkan	IeSekkan
（黒岡神社境内）	34.83303573	134.603171	100.5	99999999	99999999	IeSekkanBrown	IeSekkan
勝手野3号墳	34.81786281	134.931307	100.5	1925596	1947510	IeSekkanBrown	IeSekkan
（妙願寺）	34.7874193	134.8419332	100.5	99999999	99999999	IeSekkanBrown	IeSekkan
臼塚古墳	33.143649	131.786381	100	1874462	1881767	FunaSekkanRed	FunaSekkan
築山古墳	34.679664	134.137422	100	1881767	1896376	FunaSekkanRed	FunaSekkan
長持山古墳	34.57289723	135.6150237	100	1881767	1896376	FunaSekkanRed	FunaSekkan
桜井古墳群高見町支群SX8	37.63788905	140.9858182	100	1910986	1925596	FunaSekkan	FunaSekkan
桜井古墳群高見町支群SX16	37.63788905	140.9858182	100	1910986	1925596	FunaSekkan	FunaSekkan
桜井古墳群高見町支群SX17	37.63788905	140.9858182	100	1910986	1925596	FunaSekkan	FunaSekkan
（大志田天神山）	37.02731013	140.962619	100	1910986	1925596	FunaSekkan	FunaSekkan
朱千駄古墳	34.733744	133.999172	100	1881767	1896376	NagaSekkanBrown	NagaSekkan
狐塚2号墳	32.99638087	130.4641338	100	99999999	99999999	IeSekkanRed	IeSekkan
岡崎地下式横穴墓	31.41370241	130.9273712	100	99999999	99999999	IeSekkan	IeSekkan
天神原1号地下式横穴墓	31.32807806	130.8968638	100	99999999	99999999	IeSekkan	IeSekkan
湯後2号横穴墓	35.35142032	132.8868205	100	1937649	1951893	IeSekkanYellow	IeSekkan
（兼田地蔵堂）	34.80347783	134.6979486	100	99999999	99999999	IeSekkanBrown	IeSekkan
（松原墓地）	34.78631533	134.7059667	100	99999999	99999999	IeSekkanBrown	IeSekkan
山畑33号墳	34.66108112	135.6528862	100	1925596	1947510	IeSekkanYellowGreen	IeSekkan
高安　服部川90号墳	34.62307536	135.6484129	100	1925596	1947510	IeSekkan	IeSekkan
（狭山池）	34.50310962	135.5500816	100	99999999	99999999	IeSekkanBrown	IeSekkan
（狭山池）	34.50310962	135.5500816	100	99999999	99999999	IeSekkanBrown	IeSekkan
北今市2号墳	34.54931715	135.7000958	100	99999999	99999999	IeSekkanYellowGreen	IeSekkan
大覚寺1号墳	35.0254734	135.6801604	100	1925596	1947510	IeSekkanBrown	IeSekkan
石神古墳群所在	35.14978892	135.9159764	100	1925596	1947510	IeSekkanBrown	IeSekkan
井田川茶臼山古墳	34.86668832	136.4928103	100	1910986	1925596	IeSekkan	IeSekkan
川合狐塚古墳	35.43904161	137.0591341	100	1925596	1947510	IeSekkan	IeSekkan
穴田10号墳	35.24788944	137.0987289	100	1966138	1980382	IeSekkan	IeSekkan
石神山古墳	33.09426	130.479711	99.5	1874462	1896376	FunaSekkanRed	FunaSekkan
（斑鳩寺）	34.83527166	134.5774627	99.5	99999999	99999999	IeSekkanBrown	IeSekkan
（黒岡神社境内）	34.83303573	134.603171	99.5	99999999	99999999	IeSekkanBrown	IeSekkan
高野坂10号墳	35.53993798	134.324791	99	1925596	1947510	IeSekkan	IeSekkan
聖徳太子墓	34.51904594	135.6401402	99	1937649	1951893	IeSekkan	IeSekkan
（清明井戸）	34.92687536	134.8033655	98.5	99999999	99999999	IeSekkanBrown	IeSekkan
丸山古墳	33.14746839	131.784179	98	1874462	1896376	FunaSekkanRed	FunaSekkan
高安古墳群	34.62307536	135.6484129	98	99999999	99999999	IeSekkan	IeSekkan
新庄天神山古墳	34.71162789	134.1116474	97.5	1823328	1837938	FunaSekkan	FunaSekkan
西隈古墳	33.32760139	130.2936435	97	1881767	1896376	IeSekkanRed	IeSekkan
満願寺谷古墳群	35.54915482	134.3246583	97	1925596	1962120	IeSekkan	IeSekkan
（法華山一乗寺）	34.86312007	134.8256833	97	99999999	99999999	IeSekkanBrown	IeSekkan
（広尾西墓地）	34.82343492	134.8482262	97	99999999	99999999	IeSekkanBrown	IeSekkan
大覚寺1号墳	35.0254734	135.6801604	97	1925596	1947510	IeSekkanBrown	IeSekkan
宮ノ上11号地下式横穴墓	31.32807806	130.8968638	96.5	99999999	99999999	IeSekkan	IeSekkan
二本松山古墳	36.084088	136.306528	96	1896376	1910986	FunaSekkanLightBlue	FunaSekkan
臼コクリＦ-1号横穴墓	35.418861	133.258419	96	1925596	1947510	IeSekkanRedPurple	IeSekkan
高安　大窪・山畑5号墳	34.62523108	135.6506288	96	1937649	1951893	IeSekkanYellowGreen	IeSekkan
岡院の石棺	34.75425196	135.4309717	95.5	99999999	99999999	IeSekkan	IeSekkan
石櫃山古墳	33.06875445	130.4397255	95	1874462	1881767	FunaSekkanRed	FunaSekkan
伝佐山古墳	32.92916535	130.557848	95	1896376	1910986	FunaSekkanRed	FunaSekkan
鉢ノ窪	33.0080259	131.5872584	95	1881767	1910986	FunaSekkanRed	FunaSekkan
上並榎稲荷山古墳	36.345978	138.986311	95	1896376	1910986	FunaSekkan	FunaSekkan
鶴見塚古墳	33.61434013	130.4639054	95	99999999	99999999	IeSekkan	IeSekkan
神門6支群5号（東谷横5号）横穴墓	35.33977822	132.710376	95	1925596	1951893	IeSekkan	IeSekkan
上塩冶32支群1号横穴墓（遠藤山横穴）	35.34819977	132.7696659	95	1925596	1951893	IeSekkan	IeSekkan
（西蓮寺）	34.85083398	134.6729777	95	99999999	99999999	IeSekkanBrown	IeSekkan
葉多町石棺橋	34.85206515	134.9198881	95	99999999	99999999	IeSekkanBrown	IeSekkan
（福満寺）	34.42926535	134.7967384	95	99999999	99999999	IeSekkanBrown	IeSekkan
（円明寺）	34.76485421	134.7735498	94	99999999	99999999	IeSekkanBrown	IeSekkan
山畑8号墳	34.66108112	135.6528862	94	1925596	1947510	IeSekkanYellowGreen	IeSekkan
（尾上八幡）	34.66572099	133.8652615	93	99999999	99999999	IeSekkanBrown	IeSekkan
宮山西塚古墳	34.67884591	134.0645032	93	99999999	99999999	IeSekkanBrown	IeSekkan
（南池墓地）	34.78812565	134.7882629	93	99999999	99999999	IeSekkan	IeSekkan
水足２号墳	34.76568749	134.8638913	93	99999999	99999999	IeSekkanBrown	IeSekkan
高安　大窪・山畑40号墳	34.62523108	135.6506288	93	1925596	1947510	IeSekkanYellowGreen	IeSekkan
（狭山池）	34.50310962	135.5500816	93	99999999	99999999	IeSekkan	IeSekkan
釣鐘山古墳	34.86566633	136.4792931	93	1910986	1925596	IeSekkan	IeSekkan
神門10支群Ｈ-1号（小浜山3号）横穴墓	35.33351574	132.69199	92.5	1925596	1951893	IeSekkan	IeSekkan
（破磐神社）	34.86461175	134.5987751	92	99999999	99999999	IeSekkanBrown	IeSekkan
（明楽寺）	34.97452243	134.90705	92	99999999	99999999	IeSekkanBrown	IeSekkan
（上梶迫）	32.96662677	130.7466781	91.5	99999999	99999999	IeSekkanRed	IeSekkan
（清慶寺）	34.88042474	134.8764137	91.5	99999999	99999999	IeSekkanBrown	IeSekkan
西牧	33.00436135	130.6505983	91	1874462	1896376	FunaSekkanRed	FunaSekkan
若宮八幡北古墳	36.292384	139.091811	91	1896376	1910986	FunaSekkan	FunaSekkan
上塩冶32支群6号横穴墓（工業高校敷地横穴）	35.34819977	132.7696659	91	1925596	1951893	IeSekkan	IeSekkan
（元乎疑原神社）	34.90928654	134.8672021	91	99999999	99999999	IeSekkanBrown	IeSekkan
御旅所北古墳	34.46771479	135.62589	91	1925596	1947510	IeSekkanYellowGreen	IeSekkan
（岸墓地）	34.79066335	134.8097017	90.5	99999999	99999999	IeSekkanBrown	IeSekkan
御蔵山古墳周辺古墳	36.56624276	139.8860724	90	99999999	99999999	FunaSekkan	FunaSekkan
西牧	33.00436135	130.6505983	90	99999999	99999999	IeSekkan	IeSekkan
神門1支群1号（福智寺山1号）横穴墓	35.32577253	132.7160413	90	1925596	1951893	IeSekkan	IeSekkan
臼コクリS-3号横穴墓	35.418861	133.258419	90	1925596	1947510	IeSekkanRedPurple	IeSekkan
臼コクリS-3号横穴墓	35.418861	133.258419	90	1925596	1947510	IeSekkanRedPurple	IeSekkan
（須佐男神社）	34.75269676	134.0634092	90	99999999	99999999	IeSekkanBrown	IeSekkan
（常楽寺）	34.79331538	134.8281485	90	99999999	99999999	IeSekkanBrown	IeSekkan
（青谷）	34.57682406	135.656493	90	99999999	99999999	IeSekkanBrown	IeSekkan
一須賀WA6号墳	34.50189646	135.643718	90	1925596	1947510	IeSekkan	IeSekkan
首子8号墳	34.51980088	135.6969693	90	1925596	1947510	IeSekkan	IeSekkan
御鍋山古墳	35.24590125	137.0024191	90	99999999	99999999	IeSekkan	IeSekkan
（玉野町）	34.92048166	134.8618917	89.5	99999999	99999999	IeSekkanBrown	IeSekkan
（加古川東高校）	34.76027206	134.8334738	89.5	99999999	99999999	IeSekkanBrown	IeSekkan
臼コクリN-7号横穴墓	35.418861	133.258419	89	1925596	1947510	IeSekkanRedPurple	IeSekkan
（円光寺）	34.77742388	134.7400774	89	99999999	99999999	IeSekkanBrown	IeSekkan
（浄土寺）	34.86087211	134.9589172	89	99999999	99999999	IeSekkanBrown	IeSekkan
（長楽寺）	34.80914755	134.8558531	89	99999999	99999999	IeSekkanBrown	IeSekkan
（千駄塚古墳）	36.28017996	139.7759869	89	99999999	99999999	IeSekkan	IeSekkan
上原古墳	34.81357827	134.8736664	88.5	99999999	99999999	IeSekkanBrown	IeSekkan
（辻姫）	34.79679025	134.8067672	88.5	99999999	99999999	IeSekkanBrown	IeSekkan
弁財天古墳	32.90887297	130.5190082	88	99999999	99999999	IeSekkanRed	IeSekkan
愛染古墳	34.95910212	134.8645854	88	1916099	1927787	IeSekkanBrown	IeSekkan
（妙正寺）	34.80574693	134.8098364	88	99999999	99999999	IeSekkanBrown	IeSekkan
（神木構居址）	34.80649103	134.8678373	88	99999999	99999999	IeSekkanBrown	IeSekkan
臼コクリＦ-2号横穴墓	35.418861	133.258419	87.5	1925596	1947510	IeSekkanRedPurple	IeSekkan
（西剣坂農村広場）	34.89471276	134.801222	87.5	99999999	99999999	IeSekkanBrown	IeSekkan
（宮前地蔵堂）	34.80437675	134.8285359	87.5	99999999	99999999	IeSekkanBrown	IeSekkan
（正願寺）	34.79066335	134.8097017	87.5	99999999	99999999	IeSekkanBrown	IeSekkan
（吸谷町墓地）	34.93593875	134.8065141	87	99999999	99999999	IeSekkanBrown	IeSekkan
後藤山古墳	34.85949365	134.8422314	87	1922309	1940206	IeSekkanBrown	IeSekkan
鴨籠古墳	32.64713083	130.6388553	86.5	1881767	1896376	FunaSekkanRed	FunaSekkan
（大師堂）	34.8068895	134.8967851	86	99999999	99999999	IeSekkanBrown	IeSekkan
（小野崎）	32.96662677	130.7466781	85.5	99999999	99999999	IeSekkanRed	IeSekkan
（よばりこき地蔵）	34.94144524	134.8289151	85.5	99999999	99999999	IeSekkanBrown	IeSekkan
（城山山麓）	34.78748833	134.8809624	85	99999999	99999999	IeSekkanBrown	IeSekkan
高安　服部川62号墳	34.62307536	135.6484129	85	1925596	1947510	IeSekkanYellowGreen	IeSekkan
鳥谷口古墳	34.52167874	135.6880979	85	99999999	99999999	IeSekkanYellowGreen	IeSekkan
（大門公民館）	34.9538196	134.7756626	84.5	99999999	99999999	IeSekkanBrown	IeSekkan
（貞治子安地蔵）	34.84805553	134.7284976	84	99999999	99999999	IeSekkanBrown	IeSekkan
（狭山池）	34.50310962	135.5500816	83.5	99999999	99999999	IeSekkan	IeSekkan
（永昌寺）	34.78748833	134.8809624	83	99999999	99999999	IeSekkanBrown	IeSekkan
西条４号墳	34.78748833	134.8809624	83	1904046	1940206	IeSekkanBrown	IeSekkan
（妙厳寺）	34.89298455	134.8111074	82.5	99999999	99999999	IeSekkanBrown	IeSekkan
（氷丘中学校）	34.77667222	134.8585715	82.5	99999999	99999999	IeSekkanBrown	IeSekkan
（今福八幡神社）	34.75084638	134.8239918	82.5	99999999	99999999	IeSekkanBrown	IeSekkan
（稲荷神社）	34.91277489	134.7210673	82	99999999	99999999	IeSekkanBrown	IeSekkan
（明楽寺）	34.97452243	134.90705	82	99999999	99999999	IeSekkanBrown	IeSekkan
（佐谷町）	34.95910212	134.8645854	82	99999999	99999999	IeSekkanBrown	IeSekkan
（上荘小学校）	34.79852678	134.89606	82	99999999	99999999	IeSekkanBrown	IeSekkan
（両月町墓地）	34.88530319	134.8307221	81.5	99999999	99999999	IeSekkanBrown	IeSekkan
（太尾寿老園）	34.89650804	134.7566601	81	99999999	99999999	IeSekkan	IeSekkan
（網堂）	34.77209046	134.7928969	81	99999999	99999999	IeSekkanBrown	IeSekkan
（天下原）	34.79775818	134.8389685	81	99999999	99999999	IeSekkanBrown	IeSekkan
（不動ノ尾）	34.85399258	134.8815842	80.5	99999999	99999999	IeSekkanBrown	IeSekkan
（宮前）	34.80437675	134.8285359	80.5	99999999	99999999	IeSekkanBrown	IeSekkan
三ツ塚7号墳	34.50702834	135.6910032	80.5	1937649	1980382	IeSekkanYellowGreen	IeSekkan
石櫃山古墳	33.06875445	130.4397255	80	1881767	1896376	FunaSekkanRed	FunaSekkan
（定額寺）	34.84101304	134.7230633	80	99999999	99999999	IeSekkanBrown	IeSekkan
（志吹三叉路）	34.83636999	134.7546182	80	99999999	99999999	IeSekkanBrown	IeSekkan
（養父寺）	34.8363157	134.9008489	80	99999999	99999999	IeSekkanBrown	IeSekkan
（黒岩十三仏前）	34.77397728	134.7724027	80	99999999	99999999	IeSekkan	IeSekkan
(護国院)	35.21582085	136.9279764	80	99999999	99999999	IeSekkan	IeSekkan
（斑鳩寺）	34.83527166	134.5774627	79	99999999	99999999	IeSekkanBrown	IeSekkan
（法華山一乗寺）	34.86312007	134.8256833	79	99999999	99999999	IeSekkanBrown	IeSekkan
（厳島神社横）	34.80222225	134.8575681	79	99999999	99999999	IeSekkanBrown	IeSekkan
（狭山池）	34.50310962	135.5500816	79	99999999	99999999	IeSekkan	IeSekkan
（西ノ山公民館）	34.78210182	134.8679893	78.5	99999999	99999999	IeSekkanBrown	IeSekkan
（氷丘中学校）	34.77667222	134.8585715	78.5	99999999	99999999	IeSekkanBrown	IeSekkan
（谷ノ口）	34.80252533	134.7806855	78	99999999	99999999	IeSekkanBrown	IeSekkan
（大歳墓地）	34.79523974	134.8153409	78	99999999	99999999	IeSekkanBrown	IeSekkan
（教信寺常住院）	34.75363618	134.8566764	77.5	99999999	99999999	IeSekkanBrown	IeSekkan
姫路城水の三門内	34.83954146	134.693902	77	99999999	99999999	IeSekkanBrown	IeSekkan
大谷古墳	34.99674266	134.7522193	77	99999999	99999999	IeSekkanBrown	IeSekkan
（春岡寺北方墓地）	34.94084607	134.8845323	77	99999999	99999999	IeSekkanBrown	IeSekkan
（妙願寺）	34.7874193	134.8419332	77	99999999	99999999	IeSekkanBrown	IeSekkan
上塩冶33支群6号横穴墓	35.34819977	132.7696659	76.5	1925596	1947510	IeSekkan	IeSekkan
（畑町）	34.95306469	134.8090416	76.5	99999999	99999999	IeSekkanBrown	IeSekkan
（池尻墓地）	34.78846008	134.85633	76.5	99999999	99999999	IeSekkanBrown	IeSekkan
（西邦寺）	34.9267034	134.7799698	76	99999999	99999999	IeSekkanBrown	IeSekkan
（報恩寺）	34.8023899	134.8741009	76	99999999	99999999	IeSekkanBrown	IeSekkan
（法華山一乗寺）	34.86312007	134.8256833	75.5	99999999	99999999	IeSekkanBrown	IeSekkan
（セイメイさん）	34.80418194	134.9007233	75.5	99999999	99999999	IeSekkanBrown	IeSekkan
（黒岩十三仏前）	34.77397728	134.7724027	75	99999999	99999999	IeSekkan	IeSekkan
（五百羅漢寺）	34.94144524	134.8289151	74.5	99999999	99999999	IeSekkanBrown	IeSekkan
（八ツ仏）	34.80914755	134.8558531	74.5	99999999	99999999	IeSekkanBrown	IeSekkan
（城山墓地）	34.78748833	134.8809624	74	99999999	99999999	IeSekkanBrown	IeSekkan
（妙願寺）	34.7874193	134.8419332	73.5	99999999	99999999	IeSekkanBrown	IeSekkan
（日岡常楽寺）	34.77667222	134.8585715	73.5	99999999	99999999	IeSekkanBrown	IeSekkan
竹ノ下古墳	37.04321428	140.9076419	73	1910986	1925596	FunaSekkan	FunaSekkan
（川合）	35.06956556	136.1765637	73	99999999	99999999	IeSekkan	IeSekkan
（大日庵）	34.94161724	134.8887666	72.5	99999999	99999999	IeSekkanBrown	IeSekkan
（円福寺）	34.82396042	134.8378706	72.5	99999999	99999999	IeSekkanBrown	IeSekkan
（地蔵寺）	34.78846008	134.85633	72.5	99999999	99999999	IeSekkanBrown	IeSekkan
（尾上養田松本地蔵）	34.74490252	134.8147196	72.5	99999999	99999999	IeSekkanBrown	IeSekkan
（聖衆来迎寺）	35.07259358	135.8854779	72.5	99999999	99999999	IeSekkan	IeSekkan
（旧硯橋）	34.83527166	134.5774627	72	99999999	99999999	IeSekkanBrown	IeSekkan
姫路城るノ門内	34.83954146	134.693902	72	99999999	99999999	IeSekkanBrown	IeSekkan
（畑町）	34.95306469	134.8090416	72	99999999	99999999	IeSekkanBrown	IeSekkan
阿形町旧石棺橋	34.84952055	134.9046382	72	99999999	99999999	IeSekkanBrown	IeSekkan
（真宗寺）	34.79331538	134.8281485	72	99999999	99999999	IeSekkanBrown	IeSekkan
（長円寺）	34.92687536	134.8033655	71.5	99999999	99999999	IeSekkanBrown	IeSekkan
（多聞寺）	34.90095293	134.8442714	71.5	99999999	99999999	IeSekkanBrown	IeSekkan
（円福寺）	34.82396042	134.8378706	71.5	99999999	99999999	IeSekkanBrown	IeSekkan
姫路城天守の庭	34.83954146	134.693902	71	99999999	99999999	IeSekkanBrown	IeSekkan
（山田町）	34.95679357	134.893486	71	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	71	99999999	99999999	IeSekkanBrown	IeSekkan
（神木）	34.80649103	134.8678373	71	99999999	99999999	IeSekkanBrown	IeSekkan
（加古川総合文化センター）	34.74760927	134.8723083	71	99999999	99999999	IeSekkanBrown	IeSekkan
（瑠璃光寺）	34.59905738	135.633076	71	99999999	99999999	IeSekkanBrown	IeSekkan
（上宮木町）	34.89656563	134.8759703	70.5	99999999	99999999	IeSekkanBrown	IeSekkan
（歴史民俗資料館）	34.9405421	134.9475058	70.5	99999999	99999999	IeSekkanBrown	IeSekkan
（投松墓地）	34.8141303	134.8382106	70.5	99999999	99999999	IeSekkanBrown	IeSekkan
（古大内）	34.74494141	134.8532145	70.5	99999999	99999999	IeSekkanBrown	IeSekkan
一本松古墳	35.74015309	135.1105516	70	99999999	99999999	FunaSekkan	FunaSekkan
上寺1号墳	35.01117031	134.5413794	70	99999999	99999999	IeSekkan	IeSekkan
（明覚寺）	34.85044142	134.5336331	70	99999999	99999999	IeSekkanBrown	IeSekkan
（誓光寺）	34.84384723	134.6995236	70	99999999	99999999	IeSekkanBrown	IeSekkan
法道仙人の石船	34.92687536	134.8033655	70	99999999	99999999	IeSekkanBrown	IeSekkan
（旧密蔵院）	34.85399258	134.8815842	70	99999999	99999999	IeSekkanBrown	IeSekkan
毛無山3号墳	34.81786281	134.931307	70	1904046	1921943	IeSekkanBrown	IeSekkan
（地蔵堂）	34.79331538	134.8281485	70	99999999	99999999	IeSekkanBrown	IeSekkan
（称名寺）	34.76872398	134.8296325	70	99999999	99999999	IeSekkanBrown	IeSekkan
（教信寺）	34.75363618	134.8566764	70	99999999	99999999	IeSekkanBrown	IeSekkan
（蜜柑山）	33.0690843	130.4384443	69	1874462	1881767	FunaSekkanRed	FunaSekkan
東広畑古墳	34.96158364	134.7669412	69	1925596	1947510	IeSekkanBrown	IeSekkan
（佐谷町）	34.95910212	134.8645854	69	99999999	99999999	IeSekkanBrown	IeSekkan
（養老公会堂）	34.7993857	134.868014	68.5	99999999	99999999	IeSekkanBrown	IeSekkan
（大師堂）	34.78210182	134.8679893	68.5	99999999	99999999	IeSekkanBrown	IeSekkan
（玉野薬師堂）	34.92048166	134.8618917	68	99999999	99999999	IeSekkanBrown	IeSekkan
石神山古墳	33.09426	130.479711	67.5	1881767	1896376	FunaSekkanRed	FunaSekkan
（花尻）	34.65835317	133.8669334	67.5	99999999	99999999	IeSekkanBrown	IeSekkan
（養父寺）	34.8363157	134.9008489	67.5	99999999	99999999	IeSekkanBrown	IeSekkan
（妙正寺）	34.80574693	134.8098364	67.5	99999999	99999999	IeSekkanBrown	IeSekkan
（大楠の下、個人住宅内）	34.79945618	134.8677994	67.5	99999999	99999999	IeSekkanBrown	IeSekkan
（常福寺）	34.79523974	134.8153409	67.5	99999999	99999999	IeSekkanBrown	IeSekkan
