ja-JP	latitude	longitude	overall_length	texture	first_julian_day	last_julian_day
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
中細形c	35.37664511	132.8525139	0	DokenChuC	1702798	1713755
