ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
野寄09号墳	34.69017	135.19544	1936553	1947145	BrownCircle	20
野寄11号墳	34.69017	135.19544	1936553	1947145	BrownCircle	20
苦楽園五番町2号墳	34.73764	135.34175	1947510	1965407	Enpun	20
苦楽園五番町6号墳	34.73764	135.34175	1947510	1965407	BrownCircle	20
苦楽園五番町7号墳	34.73764	135.34175	1947510	1965407	BrownCircle	20
中宮黄金塚古墳	34.69017	135.19544	1936553	1947145	Enpun	20
神園3号墳	34.73764	135.34175	1947510	1965407	BrownCircle	20
雲雀丘B-1号墳	34.82941377	135.3952086	1936553	1947145	BrownCircle	20
雲雀丘C南群1号墳	34.82941377	135.3952086	1925596	1936188	Enpun	20
雲雀山西尾根B群10号墳	34.82941377	135.3952086	1936553	1947145	Enpun	20
山本奥C11号墳	34.8327086	135.3758452	1947510	1965407	BrownCircle	20
安堂古墳群7-3号墳	34.57928	135.62861	1936553	1947145	Enpun	20
太平寺古墳群4-4号墳(太平寺古墳群83-1古墳)	34.57928	135.62861	1936553	1958102	BrownCircle	20
太平寺古墳群6(3-6)号墳	34.57928	135.62861	1936553	1958102	BrownCircle	20
平野大県古墳群6-1号墳	34.59258811	135.6389079	1925596	1936188	BrownCircle	20
平野大県古墳群6-2号墳	34.59258811	135.6389079	1936553	1976365	BrownCircle	20
平野大県古墳群10-1号墳	34.59258811	135.6389079	1910986	1921578	Enpun	20
平野大県古墳群13-2号墳	34.59258811	135.6389079	1925596	1936188	Enpun	20
平野大県古墳群15-10号墳	34.59258811	135.6389079	1910986	1921578	Enpun	20
平野大県古墳群15-11号墳	34.59258811	135.6389079	1910986	1921578	BrownCircle	20
平野大県古墳群17-1号墳	34.59258811	135.6389079	1910986	1921578	Enpun	20
平野大県古墳群27-2号墳	34.59258811	135.6389079	1903681	1910621	BrownCircle	20
平野大県古墳群27-3号墳	34.59258811	135.6389079	1910986	1921578	BrownCircle	20
平野大県古墳群27-5号墳	34.59258811	135.6389079	1936553	1958102	BrownCircle	20
平尾山古墳群5-7号墳	34.59209538	135.6389557	1936553	1958102	Enpun	20
垣内2号墳	34.62692	135.60083	1925596	1936188	BrownCircle	20
法蔵寺境内3B号墳	34.62692	135.60083	1954815	1965407	BrownCircle	20
高安195号墳	34.62228208	135.6473763	1925596	1936188	BrownCircle	20
高安山古墳群1号墳	34.62228208	135.6473763	1963946	1969060	Hofun	20
高安山古墳群2号墳	34.62228208	135.6473763	1954815	1965407	Hofun	20
高安古墳群山畑支群9号墳	34.62228208	135.6473763	1903681	1921578	BrownCircle	20
黒谷10号墳	34.62692	135.60083	1910986	1921578	BrownCircle	20
教興寺西1号墳	34.62692	135.60083	1892724	1903316	Enpun	20
大窪29号墳	34.62692	135.60083	1925596	1936188	BrownCircle	20
高安古墳群服部川支群35号墳	34.62228208	135.6473763	1910986	1925231	BrownCircle	20
七ツ門古墳	34.62692	135.60083	1910986	1921578	BrownCircle	20
桜井古墳群1号墳	34.67936	135.60089	1936553	1976365	BrownCircle	20
六万寺古墳群7号墳	34.67936	135.60089	1936553	1976365	BrownCircle	20
六万寺古墳群8号墳	34.67936	135.60089	1954815	1976365	BrownCircle	20
五里山古墳群1号墳	34.67936	135.60089	1936553	1947145	BrownCircle	20
五里山古墳群3号墳	34.67936	135.60089	1936553	1947145	Enpun	20
花草山古墳群23号墳	34.67936	135.60089	1936553	1947145	BrownCircle	20
花草山古墳群29号墳	34.67936	135.60089	1925596	1936188	BrownCircle	20
花草山古墳群30号墳	34.67936	135.60089	1925596	1936188	BrownCircle	20
花草山古墳群31号墳	34.67936	135.60089	1925596	1936188	BrownCircle	20
山畑古墳群6号墳	34.66104752	135.6528958	1936553	1947145	BrownCircle	20
山畑古墳群17号墳	34.66104752	135.6528958	1925596	1947145	Enpun	20
山畑古墳群18号墳	34.66104752	135.6528958	1936553	1947145	Hofun	20
山畑古墳群25号墳	34.66104752	135.6528958	1936553	1947145	Enpun	20
山畑古墳群26号墳	34.66104752	135.6528958	1936553	1958102	BrownCircle	20
山畑古墳群27号墳	34.66104752	135.6528958	1925596	1936188	BrownCircle	20
山畑古墳群30号墳	34.66104752	135.6528958	1925596	1947145	Hofun	20
山畑古墳群33号墳	34.66104752	135.6528958	1925596	1936188	Enpun	20
山畑古墳群35号墳	34.66104752	135.6528958	1910986	1921578	BrownCircle	20
山畑古墳群48号墳	34.66104752	135.6528958	1925596	1936188	BrownCircle	20
山畑古墳群66号墳	34.66104752	135.6528958	1936553	1976365	BrownCircle	20
客坊山古墳群古墳群1号墳	34.67936	135.60089	1925596	1947145	ZKoenFun	20
客坊山古墳群14号墳	34.67936	135.60089	1925596	1947145	Enpun	20
出雲井古墳群7号墳	34.67936	135.60089	1910986	1921578	BrownCircle	20
出雲井古墳群12号墳	34.67936	135.60089	1936553	1958102	Hofun	20
みかん山古墳群3号墳	34.67936	135.60089	1925596	1947145	BrownCircle	20
みかん山古墳群4号墳	34.67936	135.60089	1925596	1947145	Enpun	20
みかん山古墳群6号墳	34.67936	135.60089	1936553	1958102	BrownCircle	20
みかん山古墳群7号墳	34.67936	135.60089	1936553	1969060	BrownCircle	20
つぼ塚古墳	34.67936	135.60089	1925596	1936188	Enpun	20
大籔古墳	34.67936	135.60089	1936553	1947145	Enpun	20
神並古墳群4号墳(松井塚)	34.67936	135.60089	1936553	1947145	BrownCircle	20
神並古墳群6号墳(弁天塚)	34.67936	135.60089	1925596	1936188	Enpun	20
墓尾古墳群1号墳	34.67936	135.60089	1954815	1965407	BrownCircle	20
田辺古墳群12号墳	34.57928	135.62861	1936553	1976365	Enpun	20
田辺古墳群13号墳	34.57928	135.62861	1936553	1976365	Enpun	20
田辺古墳群14号墳	34.57928	135.62861	1936553	1976365	BrownCircle	20
ヒチンジョ池西古墳	34.55792	135.60631	1936553	1976365	BrownCircle	20
徳楽山古墳	34.55792	135.60631	1936553	1976365	BrownCircle	20
キトレ1号墳	34.55792	135.60631	1936553	1947145	BrownCircle	20
キトレ2号墳	34.55792	135.60631	1936553	1947145	BrownCircle	20
大谷古墳群6号墳	34.54610227	135.6321256	1954815	1965407	Enpun	20
奉献塔山古墳群1号墳	34.55792	135.60631	1936553	1947145	BrownCircle	20
奉献塔山古墳群2号墳	34.55792	135.60631	1925596	1936188	BrownCircle	20
飛鳥千塚Ａ支群12号墳	34.55792	135.60631	1925596	1936188	BrownCircle	20
飛鳥千塚Ａ支群4号墳	34.55792	135.60631	1925596	1936188	BrownCircle	20
田須谷古墳群1号墳	34.51872	135.64764	1963946	1969060	Hofun	20
仏陀寺古墳	34.51872	135.64764	1936553	1976365	Hofun	20
松井塚古墳	34.51872	135.64764	1963946	1969060	Hofun	20
一須賀古墳群Ｂ1(3)号墳	34.50176472	135.6438379	1925596	1947145	BrownCircle	20
一須賀古墳群Ｂ2(4)号墳	34.50176472	135.6438379	1936553	1947145	BrownCircle	20
一須賀古墳群Ｄ2号墳	34.50176472	135.6438379	1936553	1965407	Enpun	20
一須賀古墳群I5号墳	34.50176472	135.6438379	1903681	1910621	BrownCircle	20
一須賀古墳群I6号墳	34.50176472	135.6438379	1910986	1921578	BrownCircle	20
一須賀古墳群I7号墳	34.50176472	135.6438379	1925596	1936188	BrownCircle	20
一須賀古墳群I8号墳	34.50176472	135.6438379	1903681	1910621	BrownCircle	20
一須賀古墳群I9号墳	34.50176472	135.6438379	1936553	1976365	BrownCircle	20
一須賀古墳群I10号墳	34.50176472	135.6438379	1925596	1936188	BrownCircle	20
一須賀古墳群I11号墳	34.50176472	135.6438379	1936553	1976365	Enpun	20
一須賀古墳群I12号墳	34.50176472	135.6438379	1903681	1910621	BrownCircle	20
一須賀古墳群I13号墳	34.50176472	135.6438379	1925596	1936188	BrownCircle	20
一須賀古墳群I15号墳	34.50176472	135.6438379	1903681	1910621	Enpun	20
一須賀古墳群I18号墳	34.50176472	135.6438379	1903681	1921578	BrownCircle	20
一須賀古墳群I19号墳	34.50176472	135.6438379	1903681	1910621	Enpun	20
一須賀古墳群I21号墳	34.50176472	135.6438379	1903681	1910621	BrownCircle	20
一須賀古墳群O17号墳	34.50199518	135.6438434	1936553	1947145	Enpun	20
一須賀古墳群P2号墳	34.50176472	135.6438379	1936553	1976365	Hofun	20
一須賀古墳群N11号墳	34.50176472	135.6438379	1936553	1976365	BrownCircle	20
一須賀古墳群WA4号墳	34.50176472	135.6438379	1954815	1965407	BrownCircle	20
一須賀古墳群WA21号墳	34.50176472	135.6438379	1925596	1936188	Enpun	20
一須賀古墳群WA22号墳	34.50176472	135.6438379	1910986	1921578	Enpun	20
一須賀古墳群WA23号墳	34.50176472	135.6438379	1936553	1958102	Enpun	20
一須賀古墳群WA24号墳	34.50176472	135.6438379	1903681	1921578	Enpun	20
一須賀古墳群WA26号墳	34.50176472	135.6438379	1916099	1927787	Enpun	20
一須賀古墳群WA27号墳	34.50176472	135.6438379	1925596	1936188	Enpun	20
尼ヶ谷古墳	34.51872	135.64764	1936553	1947145	BrownCircle	20
バチ川古墳	34.49167	135.62964	1936553	1976365	BrownCircle	20
塚廻古墳	34.49167	135.62964	1936553	1976365	Hofun	20
シシヨツカ古墳	34.49167	135.62964	1936553	1947145	Hofun	20
寛弘寺古墳群28号墳	34.48845094	135.6184264	1936553	1976365	Hofun	20
寛弘寺古墳群30号墳	34.48845094	135.6184264	1936553	1976365	BrownCircle	20
寛弘寺古墳群35号墳	34.48845094	135.6184264	1936553	1947145	Enpun	20
寛弘寺古墳群50号墳	34.48845094	135.6184264	1936553	1947145	BrownCircle	20
寛弘寺古墳群52号墳	34.48845094	135.6184264	1936553	1947145	BrownCircle	20
寛弘寺古墳群53号墳	34.48845094	135.6184264	1936553	1958102	BrownCircle	20
寛弘寺古墳群60号墳	34.48845094	135.6184264	1936553	1976365	BrownCircle	20
寛弘寺古墳群61号墳	34.48845094	135.6184264	1936553	1976365	BrownCircle	20
寛弘寺古墳群62号墳	34.48845094	135.6184264	1936553	1958102	BrownCircle	20
寛弘寺古墳群63号墳	34.48845094	135.6184264	1965772	1976365	BrownCircle	20
寛弘寺古墳群64号墳	34.48845094	135.6184264	1936553	1947145	BrownCircle	20
寛弘寺古墳群70号墳	34.48845094	135.6184264	1936553	1976365	BrownCircle	20
寛弘寺古墳群72号墳	34.48845094	135.6184264	1936553	1958102	BrownCircle	20
寛弘寺古墳群73号墳	34.48845094	135.6184264	1936553	1958102	BrownCircle	20
寛弘寺古墳群76号墳	34.48845094	135.6184264	1936553	1958102	BrownCircle	20
寛弘寺古墳群89号墳	34.48845094	135.6184264	1936553	1947145	BrownCircle	20
寛弘寺古墳群85号墳	34.48845094	135.6184264	1954815	1965407	BrownCircle	20
お亀石古墳	34.49964	135.59725	1936553	1958102	Hofun	20
宮前山古墳	34.49964	135.59725	1936553	1976365	BrownCircle	20
御旅所北古墳	34.46456	135.6225	1936553	1947145	BrownCircle	20
神山丑神古墳群1号墳	34.46456	135.6225	1936553	1947145	Enpun	20
神山丑神古墳群2号墳	34.46456	135.6225	1936553	1947145	BrownCircle	20
神山丑神古墳群3号墳	34.46456	135.6225	1936553	1947145	Enpun	20
神山丑神古墳群4号墳	34.46456	135.6225	1936553	1947145	Enpun	20
五ノ木古墳	34.45808	135.56414	1925596	1936188	BrownCircle	20
大日寺古墳	34.43157229	135.5759717	1936553	1958102	BrownCircle	20
倉治古墳群1号墳	34.78794	135.67994	1910986	1921578	BrownCircle	20
倉治古墳群3号墳	34.78794	135.67994	1910986	1921578	BrownCircle	20
倉治古墳群4号墳	34.78794	135.67994	1925596	1936188	BrownCircle	20
倉治古墳群6号墳	34.78794	135.67994	1925596	1936188	BrownCircle	20
倉治古墳群7号墳	34.78794	135.67994	1910986	1921578	BrownCircle	20
倉治古墳群8号墳	34.78794	135.67994	1914639	1925231	BrownCircle	20
寺古墳群5号墳	34.78794	135.67994	1922309	1940206	BrownCircle	20
寺古墳群8号墳	34.78794	135.67994	1933266	1940206	BrownCircle	20
寺古墳群10号墳	34.78794	135.67994	1922309	1940206	BrownCircle	20
長谷古墳	34.78794	135.67994	1940571	1976730	BrownCircle	20
石の宝殿古墳	34.76608	135.62808	1947510	1965407	Enpun	20
大上2号墳	34.73992	135.63953	1910986	1921578	BrownCircle	20
城ヶ谷古墳群1号墳	34.712	135.62342	1910986	1921578	BrownCircle	20
城ヶ谷古墳群2号墳第二石室	34.712	135.62342	1925596	1936188	BrownCircle	20
堂山古墳群3号墳	34.712	135.62342	1947510	1965407	BrownCircle	20
堂山古墳群4号墳	34.712	135.62342	1947510	1965407	BrownCircle	20
堂山古墳群6号墳	34.712	135.62342	1947510	1965407	BrownCircle	20
堂山古墳群7号墳	34.712	135.62342	1947510	1965407	BrownCircle	20
梶原A-1号墳	34.846	135.61725	1954815	1965407	BrownCircle	20
梶原B-3号墳	34.846	135.61725	1954815	1965407	BrownCircle	20
梶原B-4号墳	34.846	135.61725	1954815	1965407	BrownCircle	20
梶原F-1号墳	34.846	135.61725	1914639	1925231	BrownCircle	20
梶原G-1号墳	34.846	135.61725	1954815	1965407	BrownCircle	20
安満山A4号墳	34.86638816	135.6310546	1914639	1925231	Enpun	20
安満山A5号墳	34.86638816	135.6310546	1954815	1965407	BrownCircle	20
上ノ口1号墳	34.846	135.61725	1925596	1936188	Enpun	20
塚脇C-7号墳	34.846	135.61725	1936553	1947145	Enpun	20
殿岡神社古墳	34.846	135.61725	1954815	1965407	BrownCircle	20
闘鶏山A-1号墳	34.846	135.61725	1936553	1947145	BrownCircle	20
塚原A46号墳	34.8541687	135.5692665	1936553	1958102	Enpun	20
塚原A56号墳	34.8541687	135.5692665	1954815	1965407	Enpun	20
塚原B22号墳	34.8541687	135.5692665	1936553	1947145	BrownCircle	20
塚原B25号墳	34.8541687	135.5692665	1936553	1958102	BrownCircle	20
塚原B41号墳	34.8541687	135.5692665	1910986	1921578	Enpun	20
塚原B42号墳	34.8541687	135.5692665	1936553	1947145	Enpun	20
塚原M1号墳	34.8541687	135.5692665	1936553	1947145	Enpun	20
塚原N5号墳	34.8541687	135.5692665	1954815	1965407	Enpun	20
塚原N6号墳	34.8541687	135.5692665	1963946	1969060	Enpun	20
長ヶ淵3号墳	34.85780013	135.5642964	1936553	1958102	Enpun	20
長ヶ淵5号墳	34.85780013	135.5642964	1954815	1965407	Enpun	20
新屋神社17号墳	34.84704926	135.549015	1936553	1958102	Enpun	20
新屋神社25号墳	34.84704926	135.549015	1936553	1958102	Enpun	20
新屋神社33号墳	34.84704926	135.549015	1936553	1958102	BrownCircle	20
海北塚古墳	34.81636	135.56858	1925596	1936188	Enpun	20
栗栖山南2号墳	34.862777	135.548333	1936553	1958102	BrownCircle	20
太古塚古墳群(岸本塚古墳)	34.7815	135.46964	1936553	1947145	BrownCircle	20
善海1号墳	34.82172	135.42853	1936553	1958102	Enpun	20
野間中B-1号墳	34.97244	135.41422	1954815	1965407	Hofun	20
野間中B-2号墳	34.97244	135.41422	1954815	1965407	Hofun	20
黒石1号墳	34.48358	135.42358	1936553	1947145	BrownCircle	20
室堂2号墳	34.48358	135.42358	1936553	1958102	BrownCircle	20
姫塚古墳	34.48358	135.42358	1925596	1936188	BrownCircle	20
向代古墳群1号墳第1主体部	34.48358	135.42358	1914639	1925231	ZKoenFun	20
向代古墳群7号墳	34.48358	135.42358	1936553	1958102	Enpun	20
下代古墳群1号墳	34.48358	135.42358	1936553	1958102	Enpun	20
下代古墳群4号墳	34.48358	135.42358	1936553	1947145	Enpun	20
下代古墳群7号墳	34.48358	135.42358	1936553	1947145	Enpun	20
長滝古墳群4号墳	34.40694	135.32753	1910986	1921578	BrownCircle	20
長滝古墳群7号墳	34.40694	135.32753	1936553	1947145	BrownCircle	20
石の子古墳	34.40694	135.32753	1954815	1965407	Hofun	20
新家6号墳	34.36589	135.27344	1925596	1936188	BrownCircle	20
古曽部古墳	34.846	135.61725	1940571	1958468	BrownCircle	20
新池古墳	34.846	135.61725	1910986	1921578	Enpun	20
初田古墳群1号墳	34.81636	135.56858	1936553	1958102	Enpun	20
真龍寺古墳群1号墳	34.81636	135.56858	1904046	1940206	Enpun	20
福井北古墳群1号墳	34.81636	135.56858	1936553	1958102	Enpun	20
福井北古墳群2号墳	34.81636	135.56858	1936553	1958102	Enpun	20
見付山古墳	34.81636	135.56858	1947510	1965407	BrownCircle	20
上寺山古墳	34.81636	135.56858	1936553	1947145	BrownCircle	20
新免宮山北塚古墳	34.7815	135.46964	1936553	1947145	BrownCircle	20
新免宮山南塚古墳	34.7815	135.46964	1936553	1947145	BrownCircle	20
広子古墳	34.97244	135.41422	1925596	1936188	BrownCircle	20
駕田古墳西石室	34.49167	135.62964	1952624	1964312	BrownCircle	20
持尾古墳群2号墳	34.49167	135.62964	1952624	1964312	Enpun	20
持尾古墳群3号墳	34.49167	135.62964	1952624	1964312	Enpun	20
頭塔下古墳	34.67728811	135.8414885	1925596	1936188	BrownCircle	20
立野2号墳	34.59989367	135.6821257	1933266	1940206	Hofun	20
龍王山A-7号墳	34.55761924	135.8489919	1925596	1947145	BrownCircle	20
龍王山B-4号墳	34.55761924	135.8489919	1936553	1947145	Enpun	20
龍王山B-6号墳	34.55761924	135.8489919	1947510	1965407	BrownCircle	20
龍王山B-8号墳	34.55761924	135.8489919	1925596	1936188	BrownCircle	20
龍王山B-9号墳	34.55761924	135.8489919	1947510	1965407	BrownCircle	20
龍王山C-2号墳	34.55103114	135.8487628	1925596	1936188	Enpun	20
龍王山C-4号墳	34.55103114	135.8487628	1925596	1936188	Enpun	20
龍王山C-7号墳	34.55103114	135.8487628	1925596	1936188	Enpun	20
龍王山E-7号墳	34.55761924	135.8489919	1933266	1940206	BrownCircle	20
龍王山E-13号墳	34.55761924	135.8489919	1910986	1921578	Enpun	20
龍王山E-17号墳	34.55761924	135.8489919	1940571	1976730	BrownCircle	20
龍王山G-3号墳	34.55761924	135.8489919	1933266	1940206	BrownCircle	20
龍王山G-6号墳	34.55761924	135.8489919	1954815	1965407	Enpun	20
龍王山G-7号墳	34.55761924	135.8489919	1952624	1964312	BrownCircle	20
向坊1号墳	34.53493114	136.0377005	1952624	1964312	Enpun	20
向坊2号墳	34.53493114	136.0377005	1936553	1947145	Enpun	20
下笠間古墳	34.53493114	136.0377005	1925596	1936188	BrownCircle	20
奥ノ芝1号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
奥ノ芝2号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
丹切31号墳	34.53313459	135.9640438	1958833	1967599	BrownCircle	20
丹切33号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
丹切34号墳	34.53313459	135.9640438	1936553	1947145	BrownCircle	20
丹切35号墳	34.53313459	135.9640438	1958833	1967599	BrownCircle	20
丹切37号墳	34.53313459	135.9640438	1958833	1967599	BrownCircle	20
丹切40号墳	34.53313459	135.9640438	1963946	1969060	BrownCircle	20
丹切43号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
石田1号墳	34.53313459	135.9640438	1936553	1947145	Enpun	20
能峠南山5号墳	34.53313459	135.9640438	1952624	1964312	BrownCircle	20
能峠南山6号墳	34.53313459	135.9640438	1952624	1964312	BrownCircle	20
能峠南山7号墳	34.53313459	135.9640438	1952624	1964312	BrownCircle	20
能峠南山8号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
能峠南山10号墳	34.53313459	135.9640438	1952624	1964312	BrownCircle	20
能峠南山11号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
能峠南山12号墳	34.53313459	135.9640438	1952624	1964312	BrownCircle	20
能峠西山1号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	20
石榴垣内1号墳	34.53313459	135.9640438	1925596	1936188	Enpun	20
不動堂2号墳	34.53313459	135.9640438	1936553	1947145	Enpun	20
水の奥古墳	34.46748246	135.9743155	1936553	1947145	BrownCircle	20
狐塚古墳	34.53676692	135.8472637	1933266	1940206	Hofun	20
忍坂3号墳	34.51450639	135.8707586	1922309	1940206	BrownCircle	20
竜谷3号墳	34.51621685	135.8760485	1916099	1927787	Enpun	20
竜谷6号墳	34.51621685	135.8760485	1904046	1921943	BrownCircle	20
粟原カタソバ6号墳	34.49877503	135.8786872	1940571	1976730	BrownCircle	20
粟原カタソバ7号墳	34.49877503	135.8786872	1940571	1976730	BrownCircle	20
粟原カタソバ9号墳	34.49877503	135.8786872	1952624	1964312	BrownCircle	20
粟原カタソバ11号墳	34.49877503	135.8786872	1940571	1958468	BrownCircle	20
植松東7号墳	34.49370891	135.8470088	1910986	1921578	Enpun	20
袋谷11号墳	34.49370891	135.8470088	1940571	1958468	Enpun	20
袋谷31号墳	34.49370891	135.8470088	1925596	1936188	Enpun	20
菖蒲池古墳	34.47298366	135.8079668	1940571	1976730	Enpun	20
鬼の雪隠・俎	34.468811	135.8079444	1940571	1976730	BrownCircle	20
雷丘SX4190	34.48485032	135.813707	1940571	1976730	BrownCircle	20
上1号墳	34.46389123	135.8477705	1933266	1940206	BrownCircle	20
上2号墳	34.46389123	135.8477705	1940571	1947510	BrownCircle	20
上3号墳	34.46389123	135.8477705	1940571	1947510	BrownCircle	20
上4号墳	34.46389123	135.8477705	1925596	1936188	BrownCircle	20
八釣・マキト1号墳	34.48029818	135.8281383	1916099	1927787	BrownCircle	20
八釣・マキト2号墳	34.48029818	135.8281383	1922309	1940206	BrownCircle	20
八釣・マキト3号墳	34.48029818	135.8281383	1940571	1947510	BrownCircle	20
八釣・マキト4号墳	34.48029818	135.8281383	1940571	1958468	BrownCircle	20
八釣・マキト5号墳	34.48029818	135.8281383	1922309	1940206	BrownCircle	20
牽午子塚古墳	34.46668429	135.7923584	1977095	2013254	BrownCircle	20
久里垣内古墳	34.42920001	135.7631609	1940571	1976730	Enpun	20
古屋敷古墳	34.5275143	135.7268613	1925596	1936188	BrownCircle	20
今泉古墳	34.56061401	135.6884386	1916099	1927787	Enpun	20
山口古墳	34.56066222	135.6998422	1940571	1947510	Enpun	20
平野3号墳	34.56693743	135.6946787	1958833	1976730	BrownCircle	20
鳥谷口古墳	34.52134005	135.6877893	1965772	1976365	Hofun	20
首子8号墳	34.51480767	135.6955997	1922309	1940206	Enpun	20
三ツ塚3号墳	34.50814405	135.6869265	1963946	1969060	BrownCircle	20
三ツ塚12号墳	34.50814405	135.6869265	1954815	1965407	BrownCircle	20
三ツ塚13号墳	34.50814405	135.6869265	1936553	1958102	BrownCircle	20
三ツ塚14号墳	34.50814405	135.6869265	1954815	1965407	BrownCircle	20
三ツ塚15号墳	34.50814405	135.6869265	1954815	1965407	BrownCircle	20
三ツ塚小石室4	34.50814405	135.6869265	1963946	1969060	BrownCircle	20
三ツ塚小石室7	34.50814405	135.6869265	1965772	1976365	BrownCircle	20
三ツ塚小石室8	34.50814405	135.6869265	1963946	1969060	BrownCircle	20
三ツ塚小石室11	34.50814405	135.6869265	1954815	1965407	BrownCircle	20
兵家古墳	34.50264209	135.6952246	1958833	1967599	BrownCircle	20
棚機神社東古墳	34.49815966	135.6995144	1925596	1936188	BrownCircle	20
小山2号墳	34.49815966	135.6995144	1903681	1921578	BrownCircle	20
弥宮池1号墳	34.49815966	135.6995144	1925596	1936188	BrownCircle	20
寺口千塚4号墳	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口千塚10号墳第1石室	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口千塚10号墳第2石室	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口千塚10号墳第3石室	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口千塚10号墳第4石室	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口千塚11号墳第1石室	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口千塚11号墳第2石室	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口千塚11号墳第3石室	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口千塚11号墳第4石室	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口千塚11号墳第5石室	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口千塚14号墳	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口千塚16号墳	34.47595108	135.7022074	1910986	1921578	BrownCircle	20
神明神社古墳	34.49346334	135.7086759	1952624	1964312	Hofun	20
寺口忍海D-1号墳	34.47595108	135.7022074	1904046	1921943	Enpun	20
寺口忍海D-2号墳	34.47595108	135.7022074	1904046	1921943	Enpun	20
寺口忍海D-25号墳	34.47595108	135.7022074	1933266	1940206	Enpun	20
寺口忍海E-8号墳	34.47595108	135.7022074	1940571	1958468	Enpun	20
寺口忍海E-16号墳	34.47595108	135.7022074	1940571	1976730	BrownCircle	20
寺口忍海E-18号墳	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口忍海E-19号墳	34.47595108	135.7022074	1910986	1921578	BrownCircle	20
寺口忍海H-1号墳	34.47595108	135.7022074	1910986	1921578	Enpun	20
寺口忍海H-7号墳	34.47595108	135.7022074	1892724	1903316	BrownCircle	20
寺口忍海H-8号墳	34.47595108	135.7022074	1892724	1903316	BrownCircle	20
寺口忍海H-10号墳	34.47595108	135.7022074	1936553	1947145	BrownCircle	20
寺口忍海H-12号墳	34.47595108	135.7022074	1910986	1921578	BrownCircle	20
寺口忍海H-13号墳	34.47595108	135.7022074	1910986	1921578	Enpun	20
寺口忍海H-15号墳	34.47595108	135.7022074	1910986	1921578	Enpun	20
寺口忍海H-16号墳	34.47595108	135.7022074	1892724	1903316	Enpun	20
寺口忍海H-17号墳	34.47595108	135.7022074	1910986	1921578	Enpun	20
寺口忍海H-18号墳	34.47595108	135.7022074	1903681	1910621	BrownCircle	20
寺口忍海H-20号墳	34.47595108	135.7022074	1903681	1910621	BrownCircle	20
寺口忍海H-22号墳	34.47595108	135.7022074	1936553	1947145	Enpun	20
寺口忍海H-23号墳	34.47595108	135.7022074	1933266	1947510	BrownCircle	20
寺口忍海H-26号墳	34.47595108	135.7022074	1925596	1936188	Enpun	20
寺口忍海H-31号墳	34.47595108	135.7022074	1903681	1910621	BrownCircle	20
寺口忍海H-33号墳	34.47595108	135.7022074	1910986	1921578	Enpun	20
寺口忍海H-37号墳	34.47595108	135.7022074	1903681	1910621	Enpun	20
寺口忍海H-39号墳	34.47595108	135.7022074	1892724	1903316	BrownCircle	20
寺口忍海H-41号墳	34.47595108	135.7022074	1936553	1947145	Enpun	20
兄川底古墳	34.47204018	135.7025878	1936553	1947145	BrownCircle	20
石光山1号墳前方部	34.47226216	135.7284251	1885784	1903681	BrownCircle	20
石光山8号墳	34.47226216	135.7284251	1885784	1903681	BrownCircle	20
石光山9号墳埋葬施設1	34.47226216	135.7284251	1885784	1903681	BrownCircle	20
石光山9号墳埋葬施設2	34.47226216	135.7284251	1885784	1903681	BrownCircle	20
石光山11号墳埋葬施設2	34.47226216	135.7284251	1922309	1940206	BrownCircle	20
石光山13号墳埋葬施設2	34.47226216	135.7284251	1922309	1940206	BrownCircle	20
石光山23号墳埋葬施設2	34.47226216	135.7284251	1904046	1921943	BrownCircle	20
石光山25号墳埋葬施設2	34.47226216	135.7284251	1904046	1910986	BrownCircle	20
石光山25号墳埋葬施設3	34.47226216	135.7284251	1904046	1910986	BrownCircle	20
石光山38号墳埋葬施設2	34.47226216	135.7284251	1904046	1921943	BrownCircle	20
石光山40号墳埋葬施設1	34.47226216	135.7284251	1904046	1921943	BrownCircle	20
石光山42号墳埋葬施設2	34.47226216	135.7284251	1933266	1940206	BrownCircle	20
大正池南1号墳	34.46199243	135.7040126	1925596	1936188	BrownCircle	20
籠田塚穴古墳	34.41894143	135.7136344	1922309	1940206	Enpun	20
巨勢山408号墳	34.43747538	135.7261644	1903681	1910621	BrownCircle	20
引ノ山第13号墳	34.39224386	135.7108289	1936553	1947145	Enpun	20
