key	value
WihtredofKent	Wihtred of Kent
WulfhereofMercia	Wulfhere of Mercia
FujiwaranoFuhito	Fujiwara no Fuhito
HikaminoShioyaki	Hikami no Shioyaki
HozuminoOyu	Hozumi no Oyu
KudaranoKonikishiEnpo	Kudara no Konikishi Enpo
KudaranoKonikishiGanchu	Kudara no Konikishi Ganchu
KudaranoKonikishiJikyo	Kudara no Konikishi Jikyo
KudaranoKonikishiKochu	Kudara no Konikishi Kochu
KudaranoKonikishiKyofuku	Kudara no Konikishi Kyofuku
KudaranoKonikishiNanten	Kudara no Konikishi Nanten
KudaranoKonikishiNinjo	Kudara no Konikishi Ninjo
KudaranoKonikishiRihaku	Kudara no Konikishi Rihaku
KudaranoKonikishiRizen	Kudara no Konikishi Rizen
KudaranoKonikishiShuntetsu	Kudara no Konikishi Shuntetsu
KudaranoKonikishiZenpuku	Kudara no Konikishi Zenpuku
MiwanoTakechimaro	Miwa no Takechimaro
SaekinoImaemishi	Saeki no Imaemishi
SaekinoMatanari	Saeki no Matanari
SakanouenoInukai	Sakanoue no Inukai
SakanouenoKaritamaro	Sakanoue no Karitamaro
YugenoKiyohito	Yuge no Kiyohito
HekinoKiyotari	Heki no Kiyotari
HekinoMichikata	Heki no Michikata
HekinoMinomaro	Heki no Minomaro
HekinoOminari	Heki no Ominari
HekinoSademaro	Heki no Sademaro
HikaminoKawatsugu	Hikami no Kawatsugu
HikaminoShikeshimaro	Hikami no Shikeshimaro
MinonoIshimori	Mino no Ishimori
MinonoNamiuo	Mino no Namiuo
MinonoObayashi	Mino no Obayashi
MinonoOtomasu	Mino no Otomasu
MinonoSonoki	Mino no Sonoki
MinonoUmakai	Mino no Umakai
HiketanoMushimaro	Hiketa no Mushimaro
MoronoKurao	Moro no Kurao
OnonoTamori	Ono no Tamori
OtomonoInukai	Otomo no Inukai
Sakanoue_no_Tamuramaro	Sakanoue no Tamuramaro
Kibi_no_Makibi	Kibi no Makibi
Abe_no_Hirafu	Abe no Hirafu
Otomo_no_Tabito	Otomo no Tabito
Kim_In-mun	Kim In-mun
Isabu	Isabu
Abe_no_Tsugumaro	Abe no Tsugumaro
Otomo_no_Kunimaro	Otomo no Kunimaro
Michimori_no_Maro	Michimori no Maro
Shimotsuke_no_Komaro	Shimotsuke no Komaro
Choe_Chi-won	Choe Chi-won
DuHuan	Du Huan
WangWei	Wang Wei
WuZetian	Wu Zetian
Charlemagne	Charlemagne
Alcuin	Alcuin
AnanbenDavid	Anan ben David
Huang_Shaoqing	Huang Shaoqing
Haribhadra	Haribhadra
Dugu_Qieluo	Dugu Qieluo
PerozIII	Peroz III
Valentinus	Valentinus
Tiberius(sonofMaurice)	Tiberius (son of Maurice)
TheodoreofTarsus	Theodore of Tarsus
SuhaybibnSinan	Suhayb ibn Sinan
TheodoreRshtuni	Theodore Rshtuni
Nicetas(cousinofHeraclius)	Nicetas (cousin of Heraclius)
Mauros	Mauros
GregorythePatrician	Gregory the Patrician
David(sonofHeraclius)	David (son of Heraclius)
Heraclius	Heraclius
Khalidibnal-Walid	Khalid ibn al-Walid
AbdAllahibnal-Zubayr	Abd Allah ibn al-Zubayr
Abdal-RahmanibnAbiBakr	Abd al-Rahman ibn Abi Bakr
Adaloald	Adaloald
Agilulf	Agilulf
Grimoald	Grimoald
Rodoald	Rodoald
Rothari	Rothari
Theodelinda	Theodelinda
Ansprand	Ansprand
GisulfIIofFriuli	Gisulf II of Friuli
Gundeberga	Gundeberga
SigebertIII	Sigebert III
AsparuhofBulgaria	Asparuh of Bulgaria
KhosrowII	Khosrow II
PopeAdrianI	Pope Adrian I
SaintBaudolino	Saint Baudolino
Dokyo	Dokyo
Gaubald	Gaubald
KimDaeseong	Kim Daeseong
PopePaulI	Pope Paul I
ShitouXiqian	Shitou Xiqian
WangJin	Wang Jin
WasilibnAta	Wasil ibn Ata
EmpressKomyo	Empress Komyo
ItzamKanAhkII	Itzam Kan Ahk II
LiBai	Li Bai
EmperorShomu	Emperor Shomu
YazidIII	Yazid III
Dao-xuan	Dao-xuan
Jafaral-Sadiq	Jafar al-Sadiq
OnakatominoKiyomaro	Onakatomi no Kiyomaro
Kusaila	Kusaila
ShimaofKalingga	Shima of Kalingga
Kahina	Kahina
IsidoreofSeville	Isidore of Seville
JustinianII	Justinian II
ConstansII	Constans II
Samo	Samo
Bori_Shad	Bori Shad
Ashina_Jiesheshuai	Ashina Jiesheshuai
Qibi_Heli	Qibi Heli
Tonyukuk	Tonyukuk
Jayadevi	Jayadevi
Sri_Jayanasa	Sri Jayanasa
Wukong	Wukong
Amoghavajra	Amoghavajra
Subhakarasimha	Subhakarasimha
Vajrabodhi	Vajrabodhi
Yijing	Yijing
Brahmagupta	Brahmagupta
Abe_no_Nakamaro	Abe no Nakamaro
OnoNoImoko	Ono No Imoko
SuikoTenno	Suiko Tenno
ShotokuTaishi	Shotoku Taishi
Wonhyo	Wonhyo
Hyecho	Hyecho
Uisang	Uisang
Jang_Bogo	Jang Bogo
Kim_Yu-sin	Kim Yu-sin
Kukai	Kukai
Gyoki	Gyoki
Saicho	Saicho
Jianzhen	Jianzhen
Xuanzang	Xuanzang
BjarniHerjolfsson	Bjarni Herjolfsson
GunnbjornUlfsson	Gunnbjorn Ulfsson
Snaebjorngalti	Snaebjorn galti
ThorfinnKarlsefni	Thorfinn Karlsefni
ThorvaldEiriksson	Thorvald Eiriksson
LeifErikson	Leif Erikson
EriktheRed	Erik the Red
