en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
K'inich Popol Hol	-89.61447	17.21451	-89.61447	17.21451	1872270	1879568
K'inich Popol Hol	-89.61447	17.21451	-89.1425	14.8375	1879568	1879575
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1879575	1880679
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1880679	1880680
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1880680	1881035
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1881035	1881036
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1881036	1882496
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1882496	1882497
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1882497	1887609
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1887609	1887610
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1887610	1891262
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1891262	1891263
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1891263	1893088
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1893088	1893089
K'inich Popol Hol	-89.1425	14.8375	-89.1425	14.8375	1893089	1893119
