en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Ruler 5	-89.1425	14.8375	-89.1425	14.8375	1891628	1898932
Ruler 5	-89.1425	14.8375	-89.1425	14.8375	1898932	1898933
Ruler 5	-89.1425	14.8375	-89.1425	14.8375	1898933	1898963
