en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
K'an Ahk I	-91.2625	17.166667	-91.2625	17.166667	1885784	1893088
K'an Ahk I	-91.2625	17.166667	-91.2625	17.166667	1893088	1893089
K'an Ahk I	-91.2625	17.166667	-91.2625	17.166667	1893089	1893119
