longitude	latitude
-81.9583	24.099
-81.0417	24.2241
-80.3333	24.4742
-80	24.9745
-79.8333	25.6415
-79.7917	26.7254
-79.6667	27.6009
-79.8333	28.6015
-80	29.1435
-80.125	29.8105
-79.7917	30.7694
-79.2917	31.4364
-78.625	31.8116
-77.7917	31.895
-76.9583	32.0618
-76	32.7705
-75.7083	33.4792
-75.1667	34.4381
-74.5417	35.2719
-73.625	36.606
-72.5833	37.5231
-71.5417	38.2319
-70.2917	37.94
-68.6667	37.2313
-67.75	37.6482
-66.8333	38.482
-65.8333	38.4403
-65.0417	38.7321
-64.1667	38.8155
