longitude	latitude
125.56	35.04
125.79	34.43
126.31	34.05
127.19	33.96
128.11	33.90
128.79	34.18
129.03	34.55
129.27	35.02
129.60	35.42
129.75	35.96
129.79	36.72
129.91	37.53
130.03	38.22
130.52	38.55
131.71	38.72
132.02	39.15
133.35	39.35
133.90	38.93
134.47	38.29
134.84	37.78
135.33	37.54
135.5961	37.7112
135.8521	37.873
