悉直州	Siljik	129.165	37.45	1	24	1905691	1972166	None
新州	Sin	127.283333	37.366667	1	24	1923223	1972166	None
比列忽州	Biryeolhol	127.5	39.03	1	24	1924319	1972166	None
所夫里州	Soburi	126.9125	36.281944	1	24	1966323	1971800	None
発羅州	Balna	126.716667	35.033333	1	24	1966323	1971800	None
完山州	Wansan	127.15	35.816667	1	24	1971436	1997733	None
上州	Sang	128.17	36.44	1	24	1912996	1972166	None
下州	Ha	128.492181	35.544414	1	24	1923954	1972166	None
居烈州	Georyeol	127.9	35.683333	1	24	1971436	1971435	None
河西州	Haseo	128.9	37.75	1	24	1972167	1997733	None
漢山州	Tansan	127.283333	37.366667	1	24	1972167	1997733	None
首若州	Suya	127.733333	37.866667	1	24	1972167	1997733	None
熊川州	Naecheon	127.116667	36.45	1	24	1971801	1997733	None
武珍州	Mujin	126.848611	35.165278	1	24	1971801	1997733	None
沙伐州	Sabeol	128.17	36.44	1	24	1972167	1997733	None
歃良州	Sapryang	129.033333	35.333333	1	24	1972167	1997733	None
菁州	Jeong	128.083333	35.2	1	24	1971436	1997733	None
溟州	Myeok	128.9	37.75	1	24	1997734	2047042	None
漢州	Tan	127.283333	37.366667	1	24	1997734	2047042	None
朔州	Sak	127.733333	37.866667	1	24	1997734	2047042	None
熊州	Nae	127.116667	36.45	1	24	1997734	2047042	None
武州	Mu	126.848611	35.165278	1	24	1997734	2047042	None
全州	Jeon	127.15	35.816667	1	24	1997734	2047042	None
尚州	Sang	128.17	36.44	1	24	1997734	2047042	None
良州	Ryang	129.033333	35.333333	1	24	1997734	2047042	None
康州	Gang	128.083333	35.2	1	24	1997734	2047042	None
