en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Ahkal Mo' Nahb II	-92.046389	17.484167	-92.046389	17.484167	1918656	1927786
Ahkal Mo' Nahb II	-92.046389	17.484167	-92.046389	17.484167	1927786	1927787
Ahkal Mo' Nahb II	-92.046389	17.484167	-92.046389	17.484167	1927787	1929612
Ahkal Mo' Nahb II	-92.046389	17.484167	-92.046389	17.484167	1929612	1929613
Ahkal Mo' Nahb II	-92.046389	17.484167	-92.046389	17.484167	1929613	1929643
