en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Radbod of Frisia	10.34	55.7725	10.34	55.7725	1957006	1969774
Radbod of Frisia	10.34	55.7725	5.10448	52.092876	1969774	1969790
Radbod of Frisia	5.10448	52.092876	5.10448	52.092876	1969790	26886996
Radbod of Frisia	5.10448	52.092876	5.34	51.975	26886996	26886998
Radbod of Frisia	5.34	51.975	5.34	51.975	26886998	1973286
Radbod of Frisia	5.34	51.975	4.3	51.425	1973286	1973290
Radbod of Frisia	4.3	51.425	4.3	51.425	1973290	1973439
Radbod of Frisia	4.3	51.425	5.10448	52.092876	1973439	1973442
Radbod of Frisia	5.10448	52.092876	5.10448	52.092876	1973442	1981111
Radbod of Frisia	5.10448	52.092876	5.10448	52.092876	1981111	1981112
Radbod of Frisia	5.10448	52.092876	5.10448	52.092876	1981112	1981841
Radbod of Frisia	5.10448	52.092876	5.34	51.975	1981841	1981843
Radbod of Frisia	5.34	51.975	5.34	51.975	1981843	1982934
Radbod of Frisia	5.34	51.975	6.953101	50.935173	1982934	1982939
Radbod of Frisia	6.953101	50.935173	6.953101	50.935173	1982939	1983299
Radbod of Frisia	6.953101	50.935173	5.34	51.975	1983299	1983304
Radbod of Frisia	5.34	51.975	5.34	51.975	1983304	1984056
Radbod of Frisia	5.34	51.975	7.885278	54.1825	1984056	1984065
Radbod of Frisia	7.885278	54.1825	7.885278	54.1825	1984065	1984154
Radbod of Frisia	7.885278	54.1825	7.65	53.6	1984154	1984156
Radbod of Frisia	7.65	53.6	7.65	53.6	1984156	1984245
Radbod of Frisia	7.65	53.6	7.452778	53.230833	1984245	1984247
Radbod of Frisia	7.452778	53.230833	7.452778	53.230833	1984247	1984334
Radbod of Frisia	7.452778	53.230833	5.75	52.5	1984334	1984339
Radbod of Frisia	5.75	52.5	5.75	52.5	1984339	1984369
