en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Samo	17	49.5	17	49.5	1940571	1948970
Samo	17	49.5	17	49.5	1948970	1948971
Samo	17	49.5	17	49.5	1948971	1950428
Samo	17	49.5	16.97872	48.173916	1950428	1950432
Samo	16.97872	48.173916	16.97872	48.173916	1950432	1951912
Samo	16.97872	48.173916	13.4377	50.254	1951912	1951923
Samo	13.4377	50.254	13.4377	50.254	1951923	1952156
Samo	13.4377	50.254	17.107748	48.148598	1952156	1952167
Samo	17.107748	48.148598	17.107748	48.148598	1952167	1952406
Samo	17.107748	48.148598	15.75	48.333333	1952406	1952410
Samo	15.75	48.333333	15.75	48.333333	1952410	1956628
Samo	15.75	48.333333	11.051944	50.861111	1956628	1956641
Samo	11.051944	50.861111	11.051944	50.861111	1956641	1961739
Samo	11.051944	50.861111	16.97872	48.173916	1961739	1961755
Samo	16.97872	48.173916	16.97872	48.173916	1961755	1961785
