en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Itzam K'an Ahk II	-91.32715	17.21652	-91.32715	17.21652	1977813	1988030
Itzam K'an Ahk II	-91.32715	17.21652	-91.32715	17.21652	1988030	1988031
Itzam K'an Ahk II	-91.32715	17.21652	-91.32715	17.21652	1988031	1995021
Itzam K'an Ahk II	-91.32715	17.21652	-91.32715	17.21652	1995021	1995022
Itzam K'an Ahk II	-91.32715	17.21652	-91.32715	17.21652	1995022	1995203
Itzam K'an Ahk II	-91.32715	17.21652	-90.966	16.9	1995203	1995205
Itzam K'an Ahk II	-90.966	16.9	-90.966	16.9	1995205	1996449
Itzam K'an Ahk II	-90.966	16.9	-90.229744	15.776261	1996449	1996453
Itzam K'an Ahk II	-90.229744	15.776261	-90.229744	15.776261	1996453	1998269
Itzam K'an Ahk II	-90.229744	15.776261	-91.32715	17.21652	1998269	1998274
Itzam K'an Ahk II	-91.32715	17.21652	-91.32715	17.21652	1998274	1998304
