key	ja-JP	en-US	longitude	latitude	min_size	max_size	first_year	last_year	texture	所在地	種別	時代	立地	標高	出土遺物
HokkaidoSite1	町村農場4遺跡		141.52628	43.11614211	0	0.5	-3500	-2000	BlueCircle	江別市元江別775･806	遺物包含地	縄文(中期)			
HokkaidoSite2	飛鳥山遺跡		141.5434652	43.11660496	0	0.5	650	1300	PitHouse	江別市緑町西2	集落跡	擦文			
HokkaidoSite3	元江別11遺跡		141.5130221	43.11407352	0	0.5	-3500	-2000	PitHouse	江別市見晴台111,112	集落跡	縄文(中期)	野幌丘陵端部、旧豊平川右岸	18 m	
HokkaidoSite4	七丁目沢6遺跡		141.5182967	43.10241968	0	0.5	-3500	-2000	BlueCircle	江別市野幌寿町19･21･22･24～26･28～30,野幌代々木町1･2	墳墓	縄文(中期)	河岸段丘		
HokkaidoSite5	元野幌4遺跡		141.5184517	43.091925	0	0.5	-3500	-2000	BlueCircle	江別市野幌末広町7,8	遺物包含地	縄文(中期)			
HokkaidoSite6	七丁目沢8遺跡		141.5195651	43.09916215	0	0.5	-3500	-2000	BlueCircle	江別市野幌代々木町15-3,15-20	遺物包含地	縄文(中期)			土器、石斧・黒曜石片等
HokkaidoSite7	大麻27遺跡		141.4986931	43.08830511	0	0.5	-3500	-2000	BlueCircle	江別市大麻北町523-2,608,609	遺物包含地	縄文(中期)		30 m	土器
HokkaidoSite8	中ノ月遺跡		141.588611	43.05836139	0	0.5	650	1300	BlueCircle	江別市東野幌河川敷	遺物包含地	擦文			
HokkaidoSite9	志文別遺跡		141.5625025	43.02497715	0	0.5	650	1300	PitHouse	江別市東野幌624	集落跡	擦文			
HokkaidoSite10	西野幌15遺跡		141.5353706	43.06639711	0	0.5	-3500	-2000	BlueCircle	江別市西野幌502,507	遺物包含地	縄文(中期)	野幌丘陵東縁、沢に挟まれた舌状部端	17～20 m	
HokkaidoSite11	千古園遺跡		141.5447072	43.07407341	0	0.5	650	1300	PitHouse	江別市東野幌375-1ほか	集落跡	擦文			
HokkaidoSite12	大麻17遺跡		141.4817611	43.06837028	0	0.5	-3500	-2000	BlueCircle	江別市大麻ひかり町40	遺物包含地	縄文(中期)			
HokkaidoSite13	文京台3遺跡		141.4988606	43.06581641	0	0.5	-2000	-1000	BlueCircle	江別市文京台東町36･37、文京台南町63	遺物包含地	縄文(後期)			
HokkaidoSite14	大麻5遺跡		141.4937567	43.07466937	0	0.5	-5000	-3500	PitHouse	江別市大麻中町	集落跡	縄文(前期)			
HokkaidoSite15	大麻9遺跡		141.4935354	43.08303174	0	0.5	-300	700	BlueCircle	江別市大麻元町	遺物包含地	続縄文			
HokkaidoSite16	トド山1遺跡		141.5254309	43.02016804	0	0.5	-3500	-2000	BlueCircle	江別市西野幌道立野幌森林公園内	遺物包含地	縄文(中期)			土器、石斧・黒曜石片等
HokkaidoSite17	志文別4遺跡		141.555611	43.03122626	0	0.5	-300	700	BlueCircle	江別市東野幌571	遺物包含地	続縄文	金安川中流域左岸	8m	土器、石器
HokkaidoSite18	大麻28遺跡		141.4837106	43.06299737	0	0.5	-3500	-2000	BlueCircle	江別市大麻西町417	遺物包含地	縄文(中期)	野幌丘陵を開析する沢の右岸	17m	
HokkaidoSite19	宗谷1遺跡		141.9060326	45.50391828	0	0.5	-3500	-2000	BlueCircle	稚内市大字宗谷村字宗谷林班87イ	遺物包含地	縄文(中期)	オテンナイ川右岸とその支流に囲まれた丘陵	50 m	土器、ポイント・スクレイパー･フレイク･たたき石等
HokkaidoSite20	豊岩1遺跡		141.9653169	45.49302805	0	0.5	500	1100	PitHouse	稚内市大字宗谷村字豊岩168,180	集落跡	オホーツク	海岸段丘上	25～30 m	土器
HokkaidoSite21	富磯貝塚		141.8800121	45.46218907	0	0.5	500	1100	BlueCircle	稚内市大字宗谷村字富磯276,277-1,278-1,279,280	貝塚	オホーツク	海岸砂丘	7 m	土器、石器、骨角器、人骨、獣骨
HokkaidoSite22	増幌川口遺跡		141.8602458	45.43380383	0	0.5	500	1100	BlueCircle	稚内市大字宗谷村字増幌7,8,16～20	遺物包含地	オホーツク	海岸砂丘	5 m	土器、石鏃・石槍
HokkaidoSite23	メクマ遺跡		141.8474649	45.42483353	0	0.5	-300	200	BlueCircle	稚内市大字宗谷村字増幌6	遺物包含地	続縄文(前半期)	海岸砂丘上	5 m	土器、石器
HokkaidoSite24	声問丘陵下第4遺跡		141.7409395	45.3983214	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問724,3261,3262,6914,6918,6932	集落跡	擦文	声問丘陵海側斜面下位	10 m	
HokkaidoSite25	声問川大曲第2遺跡		141.776972	45.39925378	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6751	集落跡	擦文	旧声問川右岸	5～7 m	
HokkaidoSite26	チララウスナイ遺跡		141.6765554	45.39774901	0	0.5	-3500	-2000	BlueCircle	稚内市港4丁目国有林	遺物包含地	縄文(中期)	海岸段丘上	40～50 m	土器、石鏃・石槍･石斧
HokkaidoSite27	声問川左岸2遺跡		141.7677028	45.397882	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問924	集落跡	擦文	声問川左岸	3～4 m	
HokkaidoSite28	声問大沼丘陵第5遺跡		141.7630291	45.39237233	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6899	集落跡	擦文	声問大沼丘陵東斜面下	15～20 m	
HokkaidoSite29	声問大沼丘陵第2遺跡		141.7521595	45.39151966	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6899	集落跡	擦文	声問大沼丘陵西部	25～30 m	
HokkaidoSite30	声問大沼丘陵第3遺跡		141.7555524	45.39109463	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6899	集落跡	擦文	声問大沼丘陵西部南斜面	15～20 m	
HokkaidoSite31	恵北3遺跡		141.8089145	45.38917094	0	0.5	-3500	-2000	BlueCircle	稚内市大字声問村字下声問1462-5･6･8～11	遺物包含地	縄文(中期)	幕別丘陵	35～50 m	土器、ナイフ・石斧
HokkaidoSite32	稚内高校グランド遺跡		141.6965352	45.3878325	0	0.5	650	1300	PitHouse	稚内市栄1丁目4	集落跡	擦文	稚内高校を乗せる丘陵地	30～40 m	
HokkaidoSite33	シュプントー9遺跡		141.7397594	45.38696156	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6899-1	集落跡	擦文	湖岸東向き斜面	10～20 m	
HokkaidoSite34	シュプントー8遺跡		141.7392966	45.38611744	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6899-1	集落跡	擦文	湖岸東向き舌状地	10 m	
HokkaidoSite35	シュプントー遺跡		141.7374831	45.38372017	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問6899-1	集落跡	擦文	シュプントー(声問大沼)西岸、丘陵上	30 m	土器、石槍･ナイフ・石錐・石斧
HokkaidoSite36	ウェンナイ川左岸遺跡		141.6980518	45.38302016	0	0.5	650	1300	PitHouse	稚内市新光町1483-6・8,2841	集落跡	擦文	ウエンナイ川とエノシコマナイ川に挟まれた舌状台地先端部	20～30 m	
HokkaidoSite37	シュプントー2遺跡		141.7312612	45.38091411	0	0.5	650	1300	PitHouse	稚内市大字声問村字声問国有林	集落跡	擦文	シュプントー(大沼)西岸 舌状台地上	10～20 m	
HokkaidoSite38	シュプントー3遺跡		141.7310712	45.3769988	0	0.5	650	1300	PitHouse	稚内市大字声問村字サラキトマナイ985-1	集落跡	擦文	湖岸段丘の舌状部	10～20 m	
HokkaidoSite39	シュプントー7遺跡		141.7314723	45.37537865	0	0.5	650	1300	PitHouse	稚内市大字声問村字サラキトマナイ985-1	集落跡	擦文	湖岸東向きの斜面	10～20 m	
HokkaidoSite40	沼の沢遺跡		141.0350919	45.42311973	0	0.5	650	1300	PitHouse	礼文町大字船泊村字沼の沢国有林第156林班外	集落跡	擦文	久種湖 南西岸の舌状台地先端	20 m	
HokkaidoSite41	西上泊遺跡		140.9862811	45.4107098	0	0.5	200	700	PitHouse	礼文町大字船泊村字西ウヱントマリ193:A	集落跡	続縄文(後半期)	日本海に面した岬突端部	20 m	土器
HokkaidoSite42	ポンピラ遺跡		142.0515159	44.8139593	0	0.5	650	1300	PitHouse	中川町字誉141-1,142-1,143-1,144-1	集落跡	擦文	天塩川右岸段丘	18m	土器、鉄滓、カラス貝
HokkaidoSite43	エサヌカ1遺跡		142.2365307	45.27031718	0	0.5	500	1100	BlueCircle	猿払村浜猿払1075-2･5	遺物包含地	オホーツク	砂丘	8 m	土器
HokkaidoSite44	安別遺跡		142.2792725	45.17371776	0	0.5	-3500	-2000	BlueCircle	浜頓別町頓別原野鉄道用地	遺物包含地	縄文(中期)	クッチャロ湖(小沼)北岸台地上	10m	
HokkaidoSite45	山軽台地遺跡		142.3368471	45.14718287	0	0.5	-3500	-2000	BlueCircle	浜頓別町字頓別原野4114-1,字頓別1328-3	遺物包含地	縄文(中期)	クッチャロ湖(大沼)北岸、築紫川右岸台地上	5～10m	
HokkaidoSite46	豊牛遺跡		142.4337048	45.0966758	0	0.5	650	1300	PitHouse	浜頓別町字ブタウス89-1･2･18･26･27	集落跡	擦文	海岸低位段丘、海岸砂丘	6～9 m	土器
HokkaidoSite47	斜内1遺跡		142.4733035	45.06487639	0	0.5	650	1300	PitHouse	浜頓別町字斜内162-2～4,164-1･3,256,615-1･3	集落跡	擦文	海岸段丘・砂丘	5～10m	
HokkaidoSite48	ウェンナイ2遺跡		142.5708699	44.92616419	0	0.5	650	1300	PitHouse	枝幸町新港町6073-1～3,6074-1～8・10	集落跡	擦文	河岸段丘	14～18 m	土器、土製品、剥片
HokkaidoSite49	ウェンナイ3遺跡		142.5791813	44.92165047	0	0.5	650	1300	PitHouse	枝幸町8169,南浜町1345-1･3･4･16･17･44～68	集落跡	擦文	海岸段丘	10 m	
HokkaidoSite50	モウツ南部竪穴群		142.5942992	44.90321106	0	0.5	650	1300	PitHouse	枝幸町8173,8176,8177	集落跡	擦文	海岸段丘	10～25 m	
HokkaidoSite51	幌別原野遺跡		142.6092413	44.87769208	0	0.5	650	1300	PitHouse	枝幸町10002,10005,10076,岡島173-1～5,1489-1～3,2561-1・2,3470-3,5710-1,5832-1～3,5833-1～3,5842-4,5877-1～6	集落跡	擦文	河岸段丘	10～20 m	土器、紡錘車、砥石
HokkaidoSite52	岡島小学校裏遺跡		142.6292159	44.87210035	0	0.5	650	1300	PitHouse	枝幸町8187,8188,岡島3729-1・2	集落跡	擦文	河岸段丘	10～20 m	土器
HokkaidoSite53	三野宮農場遺跡		142.6154979	44.86891681	0	0.5	650	1300	PitHouse	枝幸町岡島5817-1･3,6878-1・2,6879-1～3	集落跡	擦文	丘陵緩斜面	40～50 m	
HokkaidoSite54	オコツナイ沢右岸遺跡		142.6463061	44.85789131	0	0.5	650	1300	PitHouse	枝幸町8190,岡島6401-1	集落跡	擦文	海岸段丘	7～8 m	
HokkaidoSite55	オッチャラベ2遺跡		142.6495924	44.85212147	0	0.5	650	1300	PitHouse	枝幸町8139,8193,8221,岡島171-1･2	集落跡	擦文	海岸段丘	8～10 m	
HokkaidoSite56	徳志別3遺跡		142.649795	44.84089978	0	0.5	650	1300	PitHouse	枝幸町徳志別3656	集落跡	擦文	海岸段丘	10～20 m	
HokkaidoSite57	ペラウシュナイ遺跡		142.6896217	44.81264497	0	0.5	650	1300	PitHouse	枝幸町8474	集落跡	擦文	海岸段丘	7～8 m	土器
HokkaidoSite58	ペンケナイ1遺跡		142.489452	44.84217509	0	0.5	650	1000	BlueCircle	枝幸町歌登東歌登3401-1･3	遺物包含地	擦文(前半期)	幌別川右岸 低位段丘	10 m	土器
HokkaidoSite59	高木遺跡		142.7987243	44.69934595	0	0.5	650	1300	PitHouse	枝幸町音標1146-1･4	集落跡	擦文	河岸段丘	20～30 m	
HokkaidoSite60	音標岬遺跡		142.8176599	44.70840049	0	0.5	500	1100	BlueCircle	枝幸町音標114-1･2,115-1･2,4-18～28	遺物包含地	オホーツク	海岸段丘	7～8 m	土器
HokkaidoSite61	北里2遺跡		141.7777186	44.80113931	0	0.5	-1000	-300	BlueCircle	遠別町字北里44,45,48,49	遺物包含地	縄文(晩期)	海岸段丘 沼のほとり	15 m	土器
HokkaidoSite62	北里砂丘遺跡		141.7671763	44.80000761	0	0.5	-1000	-300	BlueCircle	遠別町字北里466-1･2,国有海浜地	遺物包含地	縄文(晩期)	海岸砂丘 第二砂堤列	5 m	土器、石斧
HokkaidoSite63	北浜2遺跡		141.7862373	44.72607615	0	0.5	650	1300	PitHouse	遠別町字北浜58-2～4,国有海浜地	集落跡	擦文	遠別川右岸段丘	5 m	
HokkaidoSite64	北浜1遺跡		141.7878606	44.72550613	0	0.5	650	1300	PitHouse	遠別町字北浜59-1,67-1･30～60･65～74	集落跡	擦文	遠別川右岸段丘	5 m	土器
HokkaidoSite65	トーウツナイ右岸遺跡		141.7381074	44.90850674	0	0.5	650	1300	PitHouse	天塩町字川口2016-1･4,3209-1,河川敷	集落跡	擦文	海岸砂丘 トーウツナイ川右岸	3～5 m	土器、礫、鉄製品
HokkaidoSite66	トーウツナイ左岸遺跡		141.7365136	44.90703946	0	0.5	650	1300	PitHouse	天塩町字川口3182-5,3209-1･2,3210-1,道路用地	集落跡	擦文	海岸砂丘、トーウツナイ川左岸	3～5 m	
HokkaidoSite67	天塩川口チャシ跡遺跡		141.7403077	44.90400299	0	0.5	650	1300	PitHouse	天塩町字川口2403-1･5･6,2254-1	集落跡	擦文	天塩川左岸砂丘	5～6 m	
HokkaidoSite68	下沼19号線遺跡		141.7381201	45.06080561	0	0.5	-3500	-2000	BlueCircle	幌延町字下沼23,24-1,27～29	遺物包含地	縄文(中期)	オンネベツ川左岸段丘	5 m	土器、石鏃
HokkaidoSite69	下沼15号線遺跡		141.7449854	45.05010025	0	0.5	-3500	-2000	BlueCircle	幌延町字下沼52-1	遺物包含地	縄文(中期)	オンネベツ川左岸微高地	5 m	土器
HokkaidoSite70	浜里竪穴群遺跡		141.7175128	44.95879972	0	0.5	650	1300	PitHouse	幌延町字浜里国有林176林班	集落跡	擦文	天塩川右岸の砂丘列	5 m	
HokkaidoSite71	勇知川左岸2遺跡		141.5997311	45.25738732	0	0.5	650	1300	PitHouse	稚内市大字抜海村字下勇知2369-1	集落跡	擦文	勇知川河岸段丘のミズナラ林内	5 m	
HokkaidoSite72	ユークル遺跡		141.5786925	45.23082268	0	0.5	650	1300	PitHouse	稚内市大字抜海村字ユークル649-1	集落跡	擦文	舌状の丘陵上	25～30 m	
HokkaidoSite73	境の川右岸3遺跡		141.5763068	45.18213541	0	0.5	650	1300	PitHouse	稚内市大字抜海村字オネトマナイ海浜地	集落跡	擦文	海岸砂丘(第2砂丘列)	5 m	
HokkaidoSite74	境の川右岸2遺跡		141.5774002	45.17952586	0	0.5	650	1300	PitHouse	稚内市大字抜海村字オネトマナイ海浜地	集落跡	擦文	海岸砂丘(第2砂丘列)	5 m	
HokkaidoSite75	兜沼遺跡		141.6934008	45.21890937	0	0.5	650	1300	PitHouse	豊富町(字上サロベツ)	集落跡	擦文	兜沼北岸 台地上	8～10 m	
HokkaidoSite76	鴛泊港遺跡		141.2295827	45.24438725	0	0.5	500	1100	BlueCircle	利尻富士町鴛泊字港町86-3,87-1～3,88-1・3・5,90	遺物包含地	オホーツク	ペシ岬南側の段丘中腹から海岸附近一帯	10 m	土器・石器・人骨
HokkaidoSite77	港町1遺跡		141.2235856	45.24037879	0	0.5	-2000	-1000	PitHouse	利尻富士町鴛泊字港町121,122,138,139-1・2・3,140～147,198-1	集落跡	縄文(後期)	北へ伸びる舌状台地先端、沢を挟んで西側	30 m	土器、剥片
HokkaidoSite78	港町2遺跡		141.2249579	45.24036975	0	0.5	-2000	-1000	BlueCircle	利尻富士町鴛泊字港町146,147,国有林	遺物包含地	縄文(後期)	北へ伸びる舌状台地先端、沢を挟んで東側	30 m	土器
HokkaidoSite79	野塚第2遺跡		141.2799564	45.23032149	0	0.5	-3500	-2000	BlueCircle	利尻富士町鴛泊字野塚11-1・2,12,15,15-1,16,26,27,28-1・2,29～31,32-1・2・8～19,33-2,35-2	遺物包含地	縄文(中期)	海岸段丘	10 m	土器、石鏃・ナイフ・剥片・石斧
HokkaidoSite80	モイレウシ川南岸遺跡		145.3600244	44.25489779	0	0.5	500	1100	PitHouse	羅臼町船泊269林班は小班	集落跡	オホーツク	モイレウシ川右岸段丘	6 m	土器、剥片
HokkaidoSite81	タチニウス川北岸遺跡		145.1833843	44.01037102	0	0.5	500	1100	PitHouse	羅臼町礼文町32-1	集落跡	オホーツク	タチニウス川左岸段丘上	30 m	土器
HokkaidoSite82	能取1遺跡		144.1383411	44.10930418	0	0.5	-3500	-2000	BlueCircle	網走市字能取285	遺物包含地	縄文(中期)	オホーツク海に向かって傾斜する斜面	20 m	土器、石鏃・ポイント・スクレイパー・石斧片・フレイク
HokkaidoSite83	能取岬西岸遺跡		144.2376077	44.10577429	0	0.5	500	1100	PitHouse	網走市美岬10,12･同地先	集落跡	オホーツク	オホーツク海に注ぐ沢の右岸 海岸段丘上	30 m	土器、獣骨
HokkaidoSite84	UN-03遺跡		144.0723925	44.07684394	0	0.5	-3500	-2000	BlueCircle	網走市能取340-1～3,344-1～3,346-2～5,348-1～4,422-1～8,481	遺物包含地	縄文(中期)	分水嶺から能取側に伸びる尾根上	120～130 m	土器)、石器
HokkaidoSite85	AB-02遺跡		144.2528757	44.05271714	0	0.5	-8000	-5000	BlueCircle	網走市二ツ岩30-1,31	遺物包含地	縄文(早期)	オホーツク海に面した台地上	70m	土器、フレイク
HokkaidoSite86	天都山2遺跡		144.2499142	44.01026928	0	0.5	-3500	-2000	BlueCircle	網走市天都山56,66	遺物包含地	縄文(中期)	河岸段丘	90～100m	土器、石器
HokkaidoSite87	TK-70遺跡		144.0004036	44.12622578	0	0.5	650	1300	BlueCircle	北見市常呂町字栄浦95	遺物包含地	擦文	ライトコロ川岸の低地帯	1～2m	土器
HokkaidoSite88	TK-7遺跡		144.1011221	44.12364895	0	0.5	650	1300	BlueCircle	北見市常呂町東浜12-2	遺物包含地	擦文	オホーツク海に臨む台地端	20m	土器、刀子
HokkaidoSite89	TK-6遺跡		144.1003064	44.11952108	0	0.5	-3500	-2000	BlueCircle	北見市常呂町字東浜49-1	遺物包含地	縄文(中期)	TK-10と沢をへだてた北斜面	30 m	石鏃
HokkaidoSite90	TK-18遺跡		144.0832968	44.11603807	0	0.5	-3500	-2000	PitHouse	北見市常呂町字東浜112-1･12	集落跡	縄文(中期)	幅の狭い尾根上	50～70 m	土器、石槍・石匙・削器・石斧
HokkaidoSite91	TK-15遺跡		144.0879063	44.11703218	0	0.5	-3500	-2000	BlueCircle	北見市常呂町字東浜112-12	遺物包含地	縄文(中期)	TK-14の西、尾根上	70 m	土器、石槍・削器・石斧
HokkaidoSite92	TK-43遺跡		144.0275616	44.11710532	0	0.5	-3500	-2000	BlueCircle	北見市常呂町字岐阜111-1	遺物包含地	縄文(中期)	TK42の台地下		土器
HokkaidoSite93	TK-56遺跡		144.0057668	44.11412836	0	0.5	-3500	-2000	BlueCircle	北見市常呂町字岐阜338-1	遺物包含地	縄文(中期)	TK55のさらに奥		土器、削器・石核・石片
HokkaidoSite94	TK-51遺跡		144.0200005	44.11419289	0	0.5	650	1300	PitHouse	北見市常呂町字岐阜238-1	集落跡	擦文	台地端	20 m	土器
HokkaidoSite95	TK-47遺跡		144.0240912	44.11392069	0	0.5	-1000	-300	BlueCircle	北見市常呂町字岐阜241-1	遺物包含地	縄文(晩期)	台地下の小さな高まり		ナイフ・削器
HokkaidoSite96	TK-48遺跡		144.0222375	44.11331801	0	0.5	650	1300	BlueCircle	北見市常呂町字岐阜241-1	遺物包含地	擦文	台地下の小さな高まり	5m	土器
HokkaidoSite97	TK-26遺跡		144.0743059	44.10133753	0	0.5	650	1300	BlueCircle	北見市常呂町字共立254-2	遺物包含地	擦文	トコロ川に臨む台地	80m	土器
HokkaidoSite98	UN-31遺跡		144.0056138	44.07102564	0	0.5	-3500	-2000	BlueCircle	北見市常呂町字富丘191-3	遺物包含地	縄文(中期)	(小支流)沢開口部右岸	13～15 m	土器、石器
HokkaidoSite99	UN-26遺跡		144.0295815	44.04283274	0	0.5	-3500	-2000	PitHouse	北見市常呂町字福山432-1･2	集落跡	縄文(中期)	UN25の対岸台地端		
HokkaidoSite100	川向遺跡		143.2921817	44.38810365	0	0.5	650	1300	PitHouse	紋別市渚滑町川向91,92,142,148	集落跡	擦文	オホーツク海の海岸段丘	8 m	紡錘車
HokkaidoSite101	柳沢遺跡		143.3336098	44.36753132	0	0.5	-8000	-5000	PitHouse	紋別市渚滑町1丁目6-1･2	集落跡	縄文(早期)	オッチシ川左岸段丘	5 m	土器
HokkaidoSite102	オンネナイ1遺跡		143.3481669	44.33636983	0	0.5	-3500	-2000	BlueCircle	紋別市大山町1丁目9-1～10,2丁目23-1～12	遺物包含地	縄文(中期)	オンネナイ川とその支流合流点に望む舌状段丘	20 m	土器、石斧
HokkaidoSite103	オンネナイ3遺跡		143.3399304	44.33068042	0	0.5	-3500	-2000	BlueCircle	紋別市大山町4丁目1,2-1～5,3～5	遺物包含地	縄文(中期)	オンネナイ川の湧出点付近一帯	40 m	土器、石槍・ナイフ・石斧
HokkaidoSite104	恩根内河端遺跡		142.3062398	44.59269254	0	0.5	-3500	-2000	BlueCircle	美深町字恩根内1-1,2-1,92-1,95-1,95-3･同地先,96-1･2	遺物包含地	縄文(中期)	天塩川右岸段丘上	60～61 m	土器、石槍・エンドスクレイパー
HokkaidoSite105	紋穂内遺跡		142.3245807	44.55988327	0	0.5	650	1300	PitHouse	美深町字紋穂内河川敷	集落跡	擦文	天塩川右岸	60 m	土器、紡錘車
HokkaidoSite106	ピウカ2遺跡		142.3378435	44.47937541	0	0.5	-1000	-300	BlueCircle	美深町字敷島10-8・9,同地先河川敷	遺物包含地	縄文(晩期)	美深川と天塩川の合流点、両川の右岸	73 m	土器、剥片
HokkaidoSite107	北幌内3遺跡		142.8736492	44.66037501	0	0.5	-300	700	BlueCircle	雄武町字北幌内11	遺物包含地	続縄文	幌内川左岸河口付近の砂丘上	5 m	土器
HokkaidoSite108	音稲府B遺跡		142.9118794	44.6278048	0	0.5	650	1300	PitHouse	雄武町字幌内601,602,615	集落跡	擦文	音稲府川第一支流左岸 河岸段丘上	10 m	
HokkaidoSite109	豊丘4遺跡		142.9289669	44.61472179	0	0.5	500	1100	PitHouse	雄武町字北雄武420	集落跡	オホーツク	イウンコタンナイ川河口左岸 河岸段丘	5 m	土器
HokkaidoSite110	豊丘1遺跡		142.9240669	44.61292342	0	0.5	500	1100	PitHouse	雄武町字北雄武500-1･3	集落跡	オホーツク	丘陵上	20 m	土器
HokkaidoSite111	下雄武遺跡		142.9720412	44.55872848	0	0.5	650	1300	PitHouse	雄武町字北雄武86	集落跡	擦文	雄武川右岸 河岸段丘	15 m	
HokkaidoSite112	米原第2遺跡		142.0038001	42.55609827	0	0.5	-3500	-2000	BlueCircle	むかわ町米原517-1,594,595,630-1	溝穴遺構	縄文(中期)	オサネップ川源流部の丘陵	60 m	
HokkaidoSite113	米原第1遺跡		142.0037499	42.55154041	0	0.5	-3500	-2000	BlueCircle	むかわ町米原585-1･2･5･6,588-1～7,592,593-1･2,638,639,642-1～4,643-2,646-1,694-1～3	溝穴遺構	縄文(中期)	珍川源流部の丘陵、南北に伸びる舌状台地	60 m	土器、石斧片
HokkaidoSite114	チライコッペ遺跡		142.3319854	42.54647767	0	0.5	-5000	-3500	BlueCircle	日高町字正和195-18･20･64～66･71･72･95･109･135	遺物包含地	縄文(前期)	厚別川・リビラ川合流点北側の段丘	70 m	土器、石鏃、石斧、剥片
HokkaidoSite115	フシコナイ遺跡		142.1748987	42.52726228	0	0.5	-5000	-3500	BlueCircle	日高町字庫富455	遺物包含地	縄文(前期)	門別川左岸段丘	40 m	土器、石鏃、石錐、石斧、剥片
HokkaidoSite116	ウヨッペ1遺跡		142.0705792	42.52253004	0	0.5	-5000	-3500	BlueCircle	日高町富川東2丁目118-1,120-4	遺物包含地	縄文(前期)	福満川左岸段丘緩斜面	30～35 m	土器、石鏃、石錐、石斧、剥片
HokkaidoSite117	トミルベシナイA遺跡		142.1469706	42.4994216	0	0.5	-3500	-2000	BlueCircle	日高町字豊郷222,223,228-1	遺物包含地	縄文(中期)	トミルベシナイ沢左岸	100 m	土器、石錐、石斧
HokkaidoSite118	清澄遺跡		140.5735665	42.09856338	0	0.5	-3500	-2000	BlueCircle	森町字清澄27,29-2	遺物包含地	縄文(中期)	海岸段丘	33～39 m	
HokkaidoSite119	森川2遺跡		140.5689532	42.08459458	0	0.5	-2000	-1000	BlueCircle	森町字霞台34-1,35-2	遺物包含地	縄文(後期)	森川左岸台地	80～100 m	土器
HokkaidoSite120	赤井川1遺跡		140.6021688	42.00263467	0	0.5	-3500	-2000	BlueCircle	森町字赤井川229	遺物包含地	縄文(中期)	丘陵	175～195 m	土器、石器
HokkaidoSite121	黒岩1遺跡		140.2846354	42.35836723	0	0.5	-3500	-2000	BlueCircle	八雲町黒岩276-1・2,279-1～3,281～284,286～288,589-1	遺物包含地	縄文(中期)	海岸段丘	38 m	土器
HokkaidoSite122	奥尻空港遺跡		139.4451112	42.06581709	0	0.5	650	1300	BlueCircle	奥尻町字米岡40,55～57,67～69,70～72,90	遺物包含地	擦文	海岸段丘	35 m	須恵器片
HokkaidoSite123	南川遺跡		139.8498887	42.43151715	0	0.5	-300	200	PitHouse	せたな町瀬棚区南川71,82～84	集落跡	続縄文(前半期)	海岸砂丘(第2砂丘)	10～15 m	土器、石器 (道指定有形文化財)
HokkaidoSite124	豊岡7遺跡		139.877998	42.41986428	0	0.5	-8000	-5000	BlueCircle	せたな町北檜山区豊岡349-1	遺物包含地	縄文(早期)	真駒内川右岸段丘	20 m	土器、石斧、石鏃
HokkaidoSite125	神丘15遺跡		139.9743967	42.43840802	0	0.5	-2000	-1000	BlueCircle	今金町字神丘961,962,964-1,965-1,1253-1	遺物包含地	縄文(後期)	利別目名川左岸の段丘面縁辺	約40 m	土器、フレイク等
HokkaidoSite126	神丘17遺跡		139.9627957	42.43604892	0	0.5	-5000	-3500	BlueCircle	今金町字神丘743-1･5	遺物包含地	縄文(前期)	目名川左岸の段丘面上	約23 m	土器、フレイク等
HokkaidoSite127	神丘10遺跡		139.9696757	42.4200903	0	0.5	-3500	-2000	BlueCircle	今金町字神丘391-4,395-2,397-1～3	遺物包含地	縄文(中期)	後志利別川右岸の段丘面に立地	約18 m	土器、スクレイパー・フレイク
HokkaidoSite128	川上遺跡		141.0719629	41.76287824	0	0.5	-1000	-300	PitHouse	函館市川上町54,55	集落跡	縄文(晩期)	女那川支流にそう北側台地の先端部	15 m	
HokkaidoSite129	女那川遺跡		141.0863148	41.76089303	0	0.5	-300	700	BlueCircle	函館市女那川町268	遺物包含地	続縄文	女那川市街の東方海岸に面した段丘上	15 m	石鏃
HokkaidoSite130	柏木東遺跡		141.553342	42.88354349	0	0.5	650	1300	BlueCircle	恵庭市柏木町423-1･3～12･14～18･20･25･32,429-1･14,431-1･3･4･52･68･69･90･91,433-36～49･51～60･62～66･68	墳墓	擦文	茂漁川左岸段丘	60 m	
HokkaidoSite131	柏木川12遺跡		141.5413664	42.88898988	0	0.5	-300	700	BlueCircle	恵庭市柏木町627-2,628-1･2,657-1,658-1,669,680-1･3,823,総理府,市道	遺物包含地	続縄文	柏木川右岸低位段丘	80 m	土器
HokkaidoSite132	柏木川10遺跡		141.5479836	42.89094379	0	0.5	-3500	-2000	BlueCircle	恵庭市北柏木町3丁目352-1～3,353-1･2,354-1･2,355-1･2	遺物包含地	縄文(中期)	柏木川左岸低位段丘	50 m	土器、剥片
