key	ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
YokoSekishitsu36	井ノ内稲荷塚古墳	34.9412769	135.6851766	1910986	1921578	ZKoenFun	92
YokoSekishitsu37	陵山古墳	34.32075939	135.613114	1881767	1888706	Enpun	92
YokoSekishitsu38	鉢塚古墳	34.81779637	135.437074	1910986	1921578	Enpun	90
YokoSekishitsu39	二子塚古墳	34.81325947	135.4441461	1936553	1947145	ZKoenFun	90
YokoSekishitsu40	富木車塚古墳	34.522722	135.447853	1914639	1925231	ZKoenFun	90
YokoSekishitsu41	塚穴古墳	34.55081802	135.5919048	1936553	1958102	Hofun	90
YokoSekishitsu42	塔塚古墳	34.53907736	135.4547373	1885784	1903681	Hofun	90
YokoSekishitsu43	岩屋山古墳	34.46581531	135.7975966	1940571	1976730	Hofun	90
YokoSekishitsu44	牧野古墳	34.55444444	135.7239751	1936553	1947145	Enpun	90
YokoSekishitsu45	鴨稲荷山古墳	35.31720657	136.0142397	1910986	1921578	ZKoenFun	90
YokoSekishitsu46	今里大塚古墳	34.93002604	135.68655	1940571	1952259	ZKoenFun	90
YokoSekishitsu47	鹿高神社1号墳(前方部)	34.5952275	136.0594479	1925596	1936188	ZKoenFun	90
YokoSekishitsu48	市尾宮塚古墳	34.44267608	135.772188	1910986	1921578	ZKoenFun	88
YokoSekishitsu49	前山B53号墳 将軍塚後円部	34.223444	135.227592	1925596	1936188	ZKoenFun	86
YokoSekishitsu50	池尻16号墳	34.79384105	134.8485731	1936553	1947145	Hofun	84
YokoSekishitsu51	香具山古墳	34.48034511	135.9237829	1925596	1936188	ZKoenFun	84
YokoSekishitsu52	牛石古墳群7号墳	34.57333	135.483	1914639	1925231	ZKoenFun	80
YokoSekishitsu53	植山古墳西石室	34.47627243	135.8034678	1936553	1947145	Hofun	80
YokoSekishitsu54	植山古墳東石室	34.47627243	135.8034678	1936553	1947145	Hofun	80
YokoSekishitsu55	塚本古墳	34.46100493	135.8193488	1940571	1976730	Hofun	80
YokoSekishitsu56	木部天神前古墳	35.10302491	136.0258397	1910986	1921578	Enpun	80
YokoSekishitsu57	高倉山古墳	34.48203645	136.6990771	1925596	1947145	Enpun	80
YokoSekishitsu58	上ミ山古墳	33.5495927	135.484755	1903681	1910621	Enpun	80
YokoSekishitsu59	寺内57号墳	34.21470783	135.23198	1925596	1936188	Enpun	76
YokoSekishitsu60	鳴塚古墳	34.76829263	136.2344748	1910986	1921578	ZKoenFun	74
YokoSekishitsu61	北神ニュータウン内遺跡3地点古墳	34.69017	135.19544	1910986	1921578	ZKoenFun	72
YokoSekishitsu62	見手山1号	35.5445	134.82019	1925596	1936188	ZKoenFun	70
YokoSekishitsu63	西宮山古墳	34.857847	134.545397	1903681	1910621	ZKoenFun	70
YokoSekishitsu64	向代古墳群1号墳第2主体部	34.48358	135.42358	1914639	1925231	ZKoenFun	70
YokoSekishitsu65	上城古墳	34.51972477	135.6392637	1936553	1958102	Enpun	70
YokoSekishitsu66	北谷西古墳	34.53571186	135.9664949	1922309	1940206	ZKoenFun	70
YokoSekishitsu67	晒山10号墳(背見山)	34.26408018	135.17496	1910986	1921578	ZKoenFun	70
YokoSekishitsu68	禁裡塚古墳	35.39786238	134.7995834	1925596	1936188	Enpun	68
YokoSekishitsu69	牧正一古墳第1石室	35.33770739	135.0986063	1925596	1936188	ZKoenFun	68
YokoSekishitsu70	牧正一古墳第2石室	35.33770739	135.0986063	1925596	1936188	ZKoenFun	68
YokoSekishitsu71	寛弘寺古墳群45号墳	34.48845094	135.6184264	1936553	1958102	Enpun	66
YokoSekishitsu72	井辺1号墳	34.222389	135.221417	1936553	1947145	Hofun	66
YokoSekishitsu73	赤塚古墳	35.15002263	136.2380819	1922309	1940206	Enpun	64
YokoSekishitsu74	小八木塚本古墳	35.15216916	136.2575376	1933266	1940206	Enpun	64
YokoSekishitsu75	花山33号墳	34.23867952	135.2212209	1903681	1910621	ZKoenFun	64
YokoSekishitsu76	七ノ坪古墳	34.69375	135.50211	1892724	1903316	ZKoenFun	62
YokoSekishitsu77	塚山古墳	35.3981326	134.8042679	1936553	1947145	Enpun	60
YokoSekishitsu78	西の岡古墳	35.39803831	134.7964432	1936553	1947145	Enpun	60
YokoSekishitsu79	舞子東石ヶ谷2号墳	34.69017	135.19544	1925596	1936188	ZKoenFun	60
YokoSekishitsu80	開山塚古墳	34.62018232	135.6474915	1925596	1936188	Enpun	60
YokoSekishitsu81	五条古墳	34.66525783	135.6498386	1925596	1947145	Hofun	60
YokoSekishitsu82	芝山古墳	34.68751756	135.6551936	1903681	1910621	ZKoenFun	60
YokoSekishitsu83	小口山古墳	34.55191323	135.5947055	1936553	1976365	Enpun	60
YokoSekishitsu84	葉室石塚古墳	34.51102081	135.6427463	1936553	1958102	Enpun	60
YokoSekishitsu85	一須賀古墳群WA1号墳	34.50176472	135.6438379	1925596	1936188	Enpun	60
YokoSekishitsu86	白雉塚古墳	34.81436	135.65064	1925596	1936188	Enpun	60
YokoSekishitsu87	聖神社1号墳	34.50090634	135.4459794	1925596	1936188	Enpun	60
YokoSekishitsu88	白峠山古墳	34.32423675	135.1644282	1936553	1947145	Enpun	60
YokoSekishitsu89	小谷古墳	34.474731	135.784867	1940571	1976730	Enpun	60
YokoSekishitsu90	中尾山古墳	34.46430556	135.8060476	1977095	2013254		60
YokoSekishitsu91	束明神古墳	34.45573356	135.7863283	1958833	1976730		60
YokoSekishitsu92	ヲギタ1号墳	34.46302831	135.7790352	1940571	1958468	Enpun	60
YokoSekishitsu93	南阿田大塚山古墳	34.37085233	135.7555105	1910986	1921578	ZKoenFun	60
YokoSekishitsu94	熊ヶ谷1号墳(桐畑古墳)	35.04541689	135.8527227	1904046	1921943	Enpun	60
YokoSekishitsu95	甲山古墳	35.07474627	136.0403072	1910986	1921578	Enpun	60
YokoSekishitsu96	冑山1号墳	34.83821514	135.7994906	1903681	1910621	ZKoenFun	60
YokoSekishitsu97	隼上り2号墳	34.90463286	135.8086633	1925596	1936188	Enpun	60
YokoSekishitsu98	御堂ヶ池1号墳	35.03477151	135.694801	1925596	1936188	Enpun	60
YokoSekishitsu99	妙見山1号墳	35.45538296	135.3984722	1925596	1936188	Enpun	60
YokoSekishitsu100	楯縫古墳	35.46545049	134.7968953	1925596	1936188	Enpun	56
YokoSekishitsu101	コウモリ塚古墳	35.39776063	134.8041818	1947510	1965407	Hofun	56
YokoSekishitsu102	緑ヶ丘2号墳	34.82128717	134.4538456	1914639	1925231	Enpun	56
YokoSekishitsu103	山畑古墳群2号墳	34.66104752	135.6528958	1925596	1947145		56
YokoSekishitsu104	都塚古墳	34.46374306	135.8276412	1947510	1965407	Hofun	56
YokoSekishitsu105	大岩4号墳	34.41926528	135.7653289	1922309	1940206	Enpun	56
YokoSekishitsu106	高塚1号墳	35.12319474	136.2279488	1933266	1964312	Enpun	56
YokoSekishitsu107	円山古墳	35.07421117	136.0412229	1903681	1910621	Enpun	56
YokoSekishitsu108	万久里マシバ4号墳	35.3837	134.6747	1936553	1947145	Enpun	54
YokoSekishitsu109	上野ヶ原古墳主体部1	34.88997	135.22544	1925596	1936188	ZKoenFun	54
YokoSekishitsu110	上野ヶ原古墳主体部2	34.88997	135.22544	1936553	1947145	ZKoenFun	54
YokoSekishitsu111	御嶺山古墳	34.52661009	135.6327359	1936553	1976365	Enpun	54
YokoSekishitsu112	上狛天竺堂1号墳	34.75388303	135.823721	1892724	1903316	ZKoenFun	54
YokoSekishitsu113	大覚寺2号墳	35.02551652	135.6801626	1936553	1947145	Hofun	54
YokoSekishitsu114	山東22号墳	34.2	135.1939	1925596	1936188	Enpun	54
YokoSekishitsu115	はっちょう塚07号墳	34.89643787	134.5370994	1954815	1965407	Hofun	52
YokoSekishitsu116	平野大県古墳群20-3号墳	34.59241348	135.6387577	1936553	1947145	Enpun	52
YokoSekishitsu117	三日市古墳群13号墳	34.43157229	135.5759717	1936553	1947145	Enpun	52
YokoSekishitsu118	トノヲク1号墳	34.46748246	135.9743155	1925596	1936188	ZKoenFun	52
YokoSekishitsu119	平野1号墳(車塚古墳)	34.56711226	135.6947347	1940571	1958468	Enpun	52
YokoSekishitsu120	平野2号墳	34.56770419	135.6975778	1952624	1964312	Enpun	52
YokoSekishitsu121	首子4号墳	34.51898219	135.6988501	1940571	1958468	Hofun	52
YokoSekishitsu122	大岡高塚古墳	35.22292592	136.3038584	1922309	1947510	Enpun	52
YokoSekishitsu123	那波野古墳	34.80358	134.46811	1936553	1958102	Enpun	50
YokoSekishitsu124	池尻08号墳	34.79867179	134.8502404	1936553	1947145	Enpun	50
YokoSekishitsu125	東山01号墳	35.07544319	134.9170058	1936553	1947145	Enpun	50
YokoSekishitsu126	東山15号墳	35.07544319	134.9170058	1963946	1969060	Enpun	50
YokoSekishitsu127	仁川旭ヶ丘1号墳	34.8	135.36031	1936553	1947145	Enpun	50
YokoSekishitsu128	一須賀古墳群Ｂ5(9)号墳	34.50176472	135.6438379	1925596	1936188	Hofun	50
YokoSekishitsu129	一須賀古墳群Ｄ4号墳	34.50176472	135.6438379	1936553	1947145	Enpun	50
YokoSekishitsu130	梶原D-1号墳	34.846	135.61725	1925596	1936188	Enpun	50
YokoSekishitsu131	将軍塚古墳	34.84444853	135.5578331	1910986	1921578	Enpun	50
YokoSekishitsu132	新沢509号墳	34.47191053	135.7659382	1933266	1940206	Hofun	50
YokoSekishitsu133	ヲギタ2号墳	34.46302831	135.7790352	1936553	1947145	Enpun	50
YokoSekishitsu134	北今市1号墳	34.54915961	135.7005378	1922309	1940206	Enpun	50
YokoSekishitsu135	芝塚2号墳	34.50264209	135.6952246	1903681	1910621	Enpun	50
YokoSekishitsu136	笛吹46号墳(笛吹神社古墳)	34.47204018	135.7025878	1922309	1940206	Enpun	50
YokoSekishitsu137	巨勢山708号墳(新宮山古墳)	34.43576908	135.750375	1922309	1940206	Enpun	50
YokoSekishitsu138	西山1号墳	34.59070881	135.8448206	1936553	1947145	Enpun	50
YokoSekishitsu139	西山2号墳	34.59070881	135.8448206	1936553	1947145	Enpun	50
YokoSekishitsu140	醍醐1号墳	34.96341041	135.822859	1933266	1940206	Enpun	50
YokoSekishitsu141	正知浦2号墳	34.85569	136.45161	1914639	1925231	Enpun	50
YokoSekishitsu142	寺山15号墳北石室	34.25243524	135.2921344	1936553	1947145	Hofun	50
YokoSekishitsu143	大谷6号墳	34.22491294	135.2203994	1892724	1903316	ZKoenFun	50
YokoSekishitsu144	園部円山古墳	34.27027866	135.1920574	1925596	1936188	Enpun	50
YokoSekishitsu145	高安古墳群80号墳	34.62228208	135.6473763	1925596	1947145	Enpun	48
YokoSekishitsu146	寛弘寺古墳群18号墳	34.48845094	135.6184264	1925596	1936188	Enpun	48
YokoSekishitsu147	巨勢山421号墳	34.43747538	135.7261644	1936553	1947145	Enpun	48
YokoSekishitsu148	越部1号墳	34.39240906	135.8059935	1925596	1936188	Enpun	48
YokoSekishitsu149	山際1号墳	34.78480971	135.816921	1903681	1910621	Enpun	48
YokoSekishitsu150	君ヶ口古墳	34.71844	136.50578	1903681	1910621	HotateFun	48
YokoSekishitsu151	和坂南垣内1号墳	34.23461544	135.2484364	1925596	1936188	Enpun	48
YokoSekishitsu152	観音塚古墳	35.3765	134.81633	1892724	1903316	Enpun	46
YokoSekishitsu153	入野大谷2号墳	34.80358	134.46811	1925596	1936188	Enpun	46
YokoSekishitsu154	塚山第1-6号墳	34.75	134.39	1936553	1947145	Enpun	46
YokoSekishitsu155	安堂古墳群6-3号墳	34.57928	135.62861	1963946	1969060	Enpun	46
YokoSekishitsu156	妙見寺境内3号墳	34.62692	135.60083	1910986	1921578	Enpun	46
YokoSekishitsu157	河内愛宕塚古墳	34.62692	135.60083	1925596	1936188	Enpun	46
YokoSekishitsu158	耳原古墳	34.81636	135.56858	1936553	1947145	Enpun	46
YokoSekishitsu159	真弓鑵子塚古墳	34.46134367	135.790388	1922309	1940206	Enpun	46
YokoSekishitsu160	石神古墳	34.41931071	135.7654079	1947510	1965407	Enpun	46
YokoSekishitsu161	剣上塚古墳	34.62371587	135.6965584	1885784	1903681	Enpun	46
YokoSekishitsu162	大通寺C-1号墳	35.04506792	135.8571949	1903681	1921578	Enpun	46
YokoSekishitsu163	福西4号墳	34.96723443	135.6792737	1922309	1940206	Enpun	46
YokoSekishitsu164	医王谷1号墳	35.00311141	135.5691096	1933266	1940206	Enpun	46
YokoSekishitsu165	長者森1号墳	35.34252328	134.9322131	1922309	1940206	Enpun	46
YokoSekishitsu166	久米山44号墳	34.76883	136.12992	1925596	1936188	Enpun	46
YokoSekishitsu167	東山12号墳	35.07544319	134.9170058	1936553	1958102	Enpun	44
YokoSekishitsu168	入角113号墳	35.05031	134.92336	1936553	1947145	Enpun	44
YokoSekishitsu169	高井田山古墳	34.57928	135.62861	1889072	1899664	Enpun	44
YokoSekishitsu170	高安古墳群105号墳	34.62228208	135.6473763	1936553	1947145	Enpun	44
YokoSekishitsu171	大石古墳	34.62692	135.60083	1936553	1947145	Enpun	44
YokoSekishitsu172	藤の森古墳	34.55792	135.60631	1879575	1891263	Enpun	44
YokoSekishitsu173	一須賀古墳群WA12号墳	34.50176472	135.6438379	1925596	1936188	Enpun	44
YokoSekishitsu174	寝屋古墳	34.76608	135.62808	1922309	1940206	Enpun	44
YokoSekishitsu175	楢崎69号墳	35.19469713	136.2914201	1936553	1947145	Enpun	44
YokoSekishitsu176	堀切1号墳	34.81968094	135.7545741	1936553	1947145	Enpun	44
YokoSekishitsu177	天満1号墳	34.06116639	135.2035436	1936553	1947145	Enpun	44
YokoSekishitsu178	安堂古墳群5-16号墳	34.57928	135.62861	1936553	1958102	Enpun	42
YokoSekishitsu179	山畑古墳群22号墳	34.66104752	135.6528958	1925596	1936188		42
YokoSekishitsu180	一須賀古墳群Q1号墳	34.50199518	135.6438434	1925596	1936188	Enpun	42
YokoSekishitsu181	下代古墳群6号墳	34.48358	135.42358	1925596	1936188	Enpun	42
YokoSekishitsu182	沼山古墳	34.47132881	135.7909653	1925596	1936188	Enpun	42
YokoSekishitsu183	塚穴1号墳	34.7362217	135.8631045	1922309	1940206	Hofun	42
YokoSekishitsu184	堀切11号墳	34.81968094	135.7545741	1940571	1958468	Enpun	42
YokoSekishitsu185	西谷6号墳	35.31656167	135.1235377	1936553	1947145	Enpun	42
YokoSekishitsu186	丸尾山1号墳	34.62758	136.10839	1903681	1910621	Enpun	42
YokoSekishitsu187	大名塚1号墳	34.75956	136.44697	1925596	1936188	Enpun	42
YokoSekishitsu188	ケゴヤ古墳	35.62589	134.80742	1936553	1947145	Enpun	40
YokoSekishitsu189	二見谷1号墳	35.62589	134.80742	1925596	1936188	Enpun	40
YokoSekishitsu190	スクモ塚1号墳	35.62589	134.80742	1936553	1947145	Enpun	40
YokoSekishitsu191	米里7号墳	35.40464	134.76767	1892724	1903316	Enpun	40
YokoSekishitsu192	舞子・毘沙門1号墳	34.69017	135.19544	1903681	1910621	Enpun	40
YokoSekishitsu193	中井1号墳	34.857847	134.545397	1936553	1947145	Enpun	40
YokoSekishitsu194	中井2号墳	34.857847	134.545397	1936553	1947145	Enpun	40
YokoSekishitsu195	池尻06号墳	34.79927088	134.8419148	1936553	1947145	Enpun	40
YokoSekishitsu196	剣坂古墳	34.92783	134.84189	1903681	1910621	Enpun	40
YokoSekishitsu197	東山10号墳	35.07544319	134.9170058	1936553	1958102	Enpun	40
YokoSekishitsu198	東奥1号墳	35.12964	135.07936	1936553	1947145	Enpun	40
YokoSekishitsu199	見長大歳神社	35.12964	135.07936	1925596	1936188	Enpun	40
YokoSekishitsu200	八十塚古墳群岩ヶ平支群第03号	34.748918	135.3129574	1936553	1958102	Enpun	40
YokoSekishitsu201	平野大県古墳群13-9号墳	34.59258811	135.6389079	1910986	1925231	Enpun	40
YokoSekishitsu202	平野大県古墳群13-10号墳	34.59258811	135.6389079	1925596	1936188	Enpun	40
YokoSekishitsu203	高安古墳群86号墳	34.62228208	135.6473763	1914639	1936188	Enpun	40
YokoSekishitsu204	芝塚古墳	34.62692	135.60083	1925596	1936188	Enpun	40
YokoSekishitsu205	出雲井古墳群8号墳(松本塚)	34.67936	135.60089	1925596	1947145	Enpun	40
YokoSekishitsu206	大谷古墳群2号墳	34.54610227	135.6321256	1925596	1936188	Enpun	40
YokoSekishitsu207	鉢伏山西峰古墳	34.55792	135.60631	1954815	1965407	Hofun	40
YokoSekishitsu208	一須賀古墳群Ａ1号墳	34.50199518	135.6438434	1936553	1947145	Enpun	40
YokoSekishitsu209	一須賀古墳群Ａ9号墳	34.50199518	135.6438434	1936553	1947145	Enpun	40
YokoSekishitsu210	一須賀古墳群O4号墳	34.50199518	135.6438434	1925596	1936188	Enpun	40
YokoSekishitsu211	一須賀古墳群O6号墳	34.50199518	135.6438434	1925596	1936188	Enpun	40
YokoSekishitsu212	一須賀古墳群WA11号墳	34.50176472	135.6438379	1903681	1910621	Enpun	40
YokoSekishitsu213	一須賀古墳群WA15号墳	34.50176472	135.6438379	1925596	1936188	Enpun	40
YokoSekishitsu214	寛弘寺古墳群3号墳	34.48845094	135.6184264	1925596	1936188	Enpun	40
YokoSekishitsu215	宮谷古墳群1号墳	34.712	135.62342	1922309	1940206	Enpun	40
YokoSekishitsu216	塚脇12号墳	34.846	135.61725	1936553	1958102	Hofun	40
YokoSekishitsu217	塚脇F-1号墳	34.846	135.61725	1925596	1936188	Enpun	40
YokoSekishitsu218	檜尾塚原古墳群6号墳	34.57333	135.483	1936553	1947145	Enpun	40
YokoSekishitsu219	青松塚古墳	34.81636	135.56858	1910986	1921578	Enpun	40
YokoSekishitsu220	粟原カタソバ1号墳	34.49877503	135.8786872	1936553	1947145	Enpun	40
YokoSekishitsu221	櫟山古墳(首子1号墳)第2主体	34.51480767	135.6955997	1925596	1936188	Enpun	40
YokoSekishitsu222	大通寺C-2号墳	35.04506792	135.8571949	1910986	1925231	Enpun	40
YokoSekishitsu223	斉頼塚古墳	35.4832558	136.0355217	1910986	1921578	HotateFun	40
YokoSekishitsu224	楢崎65号墳	35.19469713	136.2914201	1936553	1947145	Enpun	40
YokoSekishitsu225	オウゴ古墳	35.06730882	136.0983916	1922309	1940206	Hofun	40
YokoSekishitsu226	天狗前7号墳	35.06749371	136.1553176	1922309	1940206	Enpun	40
YokoSekishitsu227	前椚2号墳	34.74204095	135.8767868	1936553	1947145	Enpun	40
YokoSekishitsu228	蓮池3号墳	34.75304579	135.8316316	1922309	1940206	Enpun	40
YokoSekishitsu229	隼上り1号墳	34.90432392	135.8068251	1925596	1936188	Enpun	40
YokoSekishitsu230	常盤東ノ町3号墳	35.01924127	135.7099156	1940571	1958468	Enpun	40
YokoSekishitsu231	塔村1号墳	35.18019045	135.6572852	1940571	1976730	Enpun	40
YokoSekishitsu232	小金岐1号墳	35.02948107	135.5568011	1936553	1947145	Enpun	40
YokoSekishitsu233	坊田5号墳	35.10902376	135.5216353	1936553	1947145	Enpun	40
YokoSekishitsu234	ジンド古墳	35.38564251	135.2490164	1922309	1940206	Enpun	40
YokoSekishitsu235	高龍塚古墳	35.32803023	135.176236	1928152	1940206	Enpun	40
YokoSekishitsu236	滝岡田古墳	35.4813162	135.0857999	1936553	1947145	Enpun	40
YokoSekishitsu237	鼻下り古墳	35.73735827	135.0946172	1936553	1947145	Enpun	40
YokoSekishitsu238	中村2号墳	34.62758	136.10839	1925596	1936188	Enpun	40
YokoSekishitsu239	向山2号墳	34.76394	136.21994	1936553	1947145	Hofun	40
YokoSekishitsu240	辻堂古墳	34.76394	136.21994	1925596	1936188	Enpun	40
YokoSekishitsu241	横枕2号墳	34.76394	136.21994	1936553	1947145	Enpun	40
YokoSekishitsu242	井田川茶臼山古墳	34.85569	136.45161	1903681	1910621	Enpun	40
YokoSekishitsu243	西野5号墳	34.62322	136.47997	1925596	1936188	Enpun	40
YokoSekishitsu244	八幡塚古墳	34.2552171	135.3386456	1936553	1947145	Enpun	40
YokoSekishitsu245	鳴滝1号墳	34.26632271	135.1826657	1925596	1936188	Enpun	40
YokoSekishitsu246	岩内1号墳	33.88868831	135.1741214	1947510	1965407	Hofun	40
YokoSekishitsu247	祓井戸10号墳	33.84001866	135.1843316	1925596	1936188	Enpun	40
YokoSekishitsu248	大塚古墳	34.75	134.39	1914639	1925231	Enpun	38
YokoSekishitsu249	馬立01号墳	34.91858	134.54933	1903681	1910621	Enpun	38
YokoSekishitsu250	志方町二子塚古墳	34.75692	134.84128	1936553	1947145	Enpun	38
YokoSekishitsu251	ヤクチ4号墳	34.92783	134.84189	1925596	1936188	Enpun	38
YokoSekishitsu252	寺内7号墳	34.98292	134.97953	1936553	1947145	Enpun	38
YokoSekishitsu253	箱塚4号墳	35.09281	135.17375	1914639	1925231	Enpun	38
YokoSekishitsu254	中野駅北4号墳	34.69017	135.19544	1925596	1936188	Enpun	38
YokoSekishitsu255	南所3号墳	34.69017	135.19544	1925596	1936188	Enpun	38
YokoSekishitsu256	高安古墳群87号墳	34.62228208	135.6473763	1925596	1947145	Enpun	38
YokoSekishitsu257	一須賀古墳群Ｄ12号墳	34.50176472	135.6438379	1910986	1921578	Enpun	38
YokoSekishitsu258	ハカナベ古墳	34.42563291	135.7130498	1936553	1947145	Hofun	38
YokoSekishitsu259	友田東山古墳	34.57339145	135.9641934	1922309	1940206	Hofun	38
YokoSekishitsu260	金剛寺野3号墳	35.15671881	136.2756444	1925596	1936188	Enpun	38
YokoSekishitsu261	宮川1号墳	35.0388583	135.4797135	1936553	1947145	Enpun	38
YokoSekishitsu262	小金岐71号墳	35.04109561	135.5438144	1933266	1958468	Enpun	38
YokoSekishitsu263	道勘山1号墳	35.33228486	135.0959782	1933266	1947510	Enpun	38
YokoSekishitsu264	陵神社12号墳	35.59713642	134.9312653	1910986	1921578	Enpun	38
YokoSekishitsu265	久米山1号墳	34.76883	136.12992	1916099	1927787	Enpun	38
YokoSekishitsu266	岡3号墳	35.11572	136.56139	1925596	1936188	Enpun	38
YokoSekishitsu267	入田古墳	34.67486	136.46992	1925596	1947145	Enpun	38
YokoSekishitsu268	船戸箱山古墳1号石室	34.24912481	135.3120438	1925596	1936188	Hofun	38
YokoSekishitsu269	船戸箱山古墳5号石室	34.24912481	135.3120438	1925596	1936188	Hofun	38
YokoSekishitsu270	二見谷4号墳	35.62589	134.80742	1936553	1947145	Enpun	36
YokoSekishitsu271	竹ノ内3号墳	35.40464	134.76767	1936553	1947145	Enpun	36
YokoSekishitsu272	舞子西石ヶ谷1号墳	34.69017	135.19544	1925596	1936188	Enpun	36
YokoSekishitsu273	天神山1号墳	34.91858	134.54933	1925596	1936188	Enpun	36
YokoSekishitsu274	小丸山1号墳	34.91736	134.97333	1914639	1925231	Enpun	36
YokoSekishitsu275	小丸山1号墳	34.91736	134.97333	1925596	1936188	Enpun	36
YokoSekishitsu276	東山09号墳	35.07544319	134.9170058	1954815	1965407	Enpun	36
YokoSekishitsu277	東山11号墳	35.07544319	134.9170058	1963946	1969060	Enpun	36
YokoSekishitsu278	東山14号墳	35.07544319	134.9170058	1963946	1969060	Enpun	36
YokoSekishitsu279	坂2号墳	35.16883	135.10119	1936553	1947145	ZKoenFun	36
YokoSekishitsu280	川ノ上1号墳	34.88997	135.22544	1925596	1936188	Enpun	36
YokoSekishitsu281	双子塚2号墳第1主体(AN-203)	34.88997	135.22544	1925596	1936188	Enpun	36
YokoSekishitsu282	双子塚2号墳第2主体(AN-203)	34.88997	135.22544	1936553	1958102	Enpun	36
YokoSekishitsu283	大蔵谷1号墳	34.88997	135.22544	1914639	1925231	Enpun	36
YokoSekishitsu284	関西学院構内古墳	34.73764	135.34175	1925596	1936188	Enpun	36
YokoSekishitsu285	雲雀山東尾根C-2号墳	34.82941377	135.3952086	1936553	1947145	Enpun	36
YokoSekishitsu286	高安古墳群102号墳	34.62228208	135.6473763	1936553	1947145	Enpun	36
YokoSekishitsu287	イノラムキ古墳	34.67936	135.60089	1940571	1976730	Hofun	36
YokoSekishitsu288	一須賀古墳群Ｄ8号墳	34.50176472	135.6438379	1936553	1947145	Enpun	36
YokoSekishitsu289	一須賀古墳群L4号墳	34.50176472	135.6438379	1936553	1947145	Enpun	36
YokoSekishitsu290	一須賀古墳群O5号墳	34.50199518	135.6438434	1925596	1936188	Enpun	36
YokoSekishitsu291	一須賀古墳群WA14号墳	34.50176472	135.6438379	1925596	1936188	Enpun	36
YokoSekishitsu292	寛弘寺古墳群80号墳	34.48845094	135.6184264	1925596	1936188	Enpun	36
YokoSekishitsu293	奥山1号墳	34.76608	135.62808	1925596	1936188	Enpun	36
YokoSekishitsu294	堂山古墳群2号墳	34.712	135.62342	1925596	1936188	Enpun	36
YokoSekishitsu295	塚原B33号墳	34.8541687	135.5692665	1936553	1958102	Enpun	36
YokoSekishitsu296	明神原古墳	34.48358	135.42358	1925596	1936188	Enpun	36
YokoSekishitsu297	三田古墳	34.46053	135.37092	1914639	1925231	Enpun	36
YokoSekishitsu298	龍王山C-3号墳	34.55103114	135.8487628	1925596	1936188	Enpun	36
YokoSekishitsu299	北谷東古墳	34.53313459	135.9640438	1922309	1940206	Enpun	36
YokoSekishitsu300	高松塚古墳	34.4626452	135.8061519	1977095	2013254	Enpun	36
YokoSekishitsu301	北今市2号墳	34.54915961	135.7005378	1922309	1940206	Hofun	36
YokoSekishitsu302	巨勢山458号墳(境谷10号墳)	34.43869735	135.7359138	1936553	1947145	Enpun	36
YokoSekishitsu303	峯の阪古墳	34.60213114	135.6883051	1904046	1921943	Enpun	36
YokoSekishitsu304	太鼓塚9号墳	35.04151431	135.85124	1925596	1936188	Enpun	36
YokoSekishitsu305	太鼓塚32号墳	35.04151431	135.85124	1936553	1947145	Enpun	36
YokoSekishitsu306	四郷崎古墳	35.44484728	136.2525551	1903681	1921578	Enpun	36
YokoSekishitsu307	宮山1号墳	35.07449651	136.0447609	1925596	1947145	Enpun	36
YokoSekishitsu308	車谷2号墳	34.7877768	135.8223719	1903681	1910621	Enpun	36
YokoSekishitsu309	宮ノ口2号墳	34.7854537	135.7806247	1940571	1947510	Enpun	36
YokoSekishitsu310	音戸山4号墳	35.0290528	135.7001112	1940571	1949337	Enpun	36
YokoSekishitsu311	細谷4号墳	35.32284781	135.239882	1922309	1940206	Enpun	36
YokoSekishitsu312	高谷3号墳	35.32774861	135.21639	1910986	1921578	Enpun	36
YokoSekishitsu313	西谷5号墳	35.31656167	135.1235377	1936553	1947145	Enpun	36
YokoSekishitsu314	西谷7号墳	35.31656167	135.1235377	1936553	1947145	Enpun	36
YokoSekishitsu315	池の奥4号墳	35.30652468	135.1341799	1916099	1927787	Enpun	36
YokoSekishitsu316	千原2号墳	35.56928247	135.1524537	1936553	1958102	Hofun	36
YokoSekishitsu317	湯舟坂2号墳	35.56598497	134.9249305	1925596	1936188	Enpun	36
YokoSekishitsu318	高山12号墳	35.70803582	135.0901418	1936553	1947145	Enpun	36
YokoSekishitsu319	天童山8号墳	34.76883	136.12992	1910986	1921578	Enpun	36
YokoSekishitsu320	野台3号墳	34.76394	136.21994	1903681	1910621	Enpun	36
YokoSekishitsu321	平林2号墳	34.76394	136.21994	1936553	1947145	Enpun	36
YokoSekishitsu322	宇賀新田3号墳	35.09456	136.53833	1936553	1958102	Enpun	36
YokoSekishitsu323	平田17号墳	34.75956	136.44697	1903681	1910621	Enpun	36
YokoSekishitsu324	ガガフタ1号墳	34.63944	136.3395	1936553	1947145	Enpun	36
YokoSekishitsu325	天神山3号墳	34.57794	136.52758	1936553	1947145	Enpun	36
YokoSekishitsu326	塚穴古墳	34.33119	136.83119	1936553	1947145	Enpun	36
YokoSekishitsu327	大谷4号墳	34.22491294	135.2203994	1925596	1936188	Enpun	36
YokoSekishitsu328	大日山58号墳	34.22322533	135.2207435	1925596	1936188	Enpun	36
