ja-JP	en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
コンスタンス2世	Constans II	28.9848	41.0045	28.9848	41.0045	1951870	1955818
コンスタンス2世	Constans II	28.9848	41.0045	28.9848	41.0045	1955818	1955819
コンスタンス2世	Constans II	28.9848	41.0045	28.9848	41.0045	1955819	1955877
コンスタンス2世	Constans II	28.9848	41.0045	29	27	1955877	1955911
コンスタンス2世	Constans II	29	27	29	27	1955911	1957688
コンスタンス2世	Constans II	29	27	45	40	1957688	1957737
コンスタンス2世	Constans II	45	40	45	40	1957737	1957746
コンスタンス2世	Constans II	45	40	10.3233	36.8528	1957746	1957828
コンスタンス2世	Constans II	10.3233	36.8528	10.3233	36.8528	1957828	1958412
コンスタンス2世	Constans II	10.3233	36.8528	33.43885	35.1382	1958412	1958467
コンスタンス2世	Constans II	33.43885	35.1382	33.43885	35.1382	1958467	1960280
コンスタンス2世	Constans II	33.43885	35.1382	27.92	36.17	1960280	1960294
コンスタンス2世	Constans II	27.92	36.17	27.92	36.17	1960294	1960653
コンスタンス2世	Constans II	27.92	36.17	30.144497	36.300827	1960653	1960659
コンスタンス2世	Constans II	30.144497	36.300827	30.144497	36.300827	1960659	1961732
コンスタンス2世	Constans II	30.144497	36.300827	22.2509146	41.430405	1961732	1961755
コンスタンス2世	Constans II	22.2509146	41.430405	22.2509146	41.430405	1961755	1962833
コンスタンス2世	Constans II	22.2509146	41.430405	28.9848	41.0045	1962833	1962850
コンスタンス2世	Constans II	28.9848	41.0045	28.9848	41.0045	1962850	1963546
コンスタンス2世	Constans II	28.9848	41.0045	14.2681244	40.8517746	1963546	1963581
コンスタンス2世	Constans II	14.2681244	40.8517746	14.2681244	40.8517746	1963581	1963575
コンスタンス2世	Constans II	14.2681244	40.8517746	12.496366	41.902782	1963575	1963581
コンスタンス2世	Constans II	12.496366	41.902782	12.496366	41.902782	1963581	1963567
コンスタンス2世	Constans II	12.496366	41.902782	15.1715	37.0409	1963567	1963581
コンスタンス2世	Constans II	15.1715	37.0409	15.1715	37.0409	1963581	1965695
コンスタンス2世	Constans II	15.1715	37.0409	15.1715	37.0409	1965695	1965696
コンスタンス2世	Constans II	15.1715	37.0409	15.1715	37.0409	1965696	1965726
