key	value
Kojiki1	阿岐豆野
Kojiki2	阿岐豆野
Kojiki3	阿耶訶
Kojiki4	足柄之坂
Kojiki5	飛鳥河
Kojiki6	飛鳥河
Kojiki7	小豆島
Kojiki8	阿豆麻
Kojiki9	東之淡水門
Kojiki10	東之淡水門
Kojiki11	阿波岐原
Kojiki12	淡島
Kojiki13	淡島
Kojiki14	淡道島の寒泉
Kojiki15	淡道島の寒泉
Kojiki16	淡道之穂之狭別島（淡道島）
Kojiki17	相津
Kojiki18	逢坂
Kojiki19	味白檮之言八十禍津日前
Kojiki20	甜白檮之前
Kojiki21	天金山
Kojiki22	天安河
Kojiki23	天安河
Kojiki24	天安河
Kojiki25	天安河
Kojiki26	伊岐島
Kojiki27	伊勢の海
Kojiki28	伊杼美
Kojiki29	伊賦夜坂
Kojiki30	伊予之二名島
Kojiki31	宇陀之穿
Kojiki32	宇陀之血原
Kojiki33	宇美
Kojiki34	隠伎之三子島
Kojiki35	堕国
Kojiki36	淤能碁呂島
Kojiki37	淤能碁呂島
Kojiki38	大倭豊秋津島
Kojiki39	訶和羅前
Kojiki40	屎褌（久須婆）
Kojiki41	呉原
Kojiki42	懸木（相楽）
Kojiki43	佐度島
Kojiki44	狭井河（佐韋河）
Kojiki45	志米須
Kojiki46	志米須
Kojiki47	須賀
Kojiki48	当芸
Kojiki49	楯津（蓼津）
Kojiki50	近飛鳥
Kojiki51	血沼海
Kojiki52	血浦（角鹿）
Kojiki53	筑紫島
Kojiki54	津島
Kojiki55	杖衝坂
Kojiki56	遠飛鳥
Kojiki57	波布理曾能
Kojiki58	御津前
Kojiki59	三重
Kojiki60	美和
Kojiki61	喪山
Kojiki62	喪山
Kojiki63	焼遺
Kojiki64	居寤清水
Kojiki65	居寤清水
Kojiki66	男水門
