key	latitude	longitude	en-US	first_julian_day	last_julian_day	min_size	max_size
mtDNA_Siberia323	34.6776028	72.2124806	H2b	2184369	2236964	0	1000
mtDNA_Siberia324	36.2802778	72.4146694	M3a1	2271845	2315674	0	1000
mtDNA_Siberia325	37.41563	68.17371	H1	1588732	1839873	0	1000
mtDNA_Siberia326	34.7593861	72.3708333	M3a2	1242920	1609332	0	1000
mtDNA_Siberia327	34.7514611	72.4019361	W3a1	1166219	1558198	0	1000
mtDNA_Siberia328	37.75	67	R2	923406	1396322	0	1000
mtDNA_Siberia329	36.783333	70	H2a	433397	1069649	0	1000
mtDNA_Siberia330	54.35661	90.919186	J2a2a	369845	1027281	0	1000
mtDNA_Siberia331	50.7581128	85.56024972	T1a1	224990	930711	0	1000
mtDNA_Siberia332	51.49763611	85.97078889	H6a1b	274516	963729	0	1000
mtDNA_Siberia333	50.75364627	85.55666955	U5a1a1	283282	969573	0	1000
mtDNA_Siberia334	50.75364627	85.55666955	U4d1	302129	982137	0	1000
mtDNA_Siberia335	50.7536463	85.5566695	T2a1a	304539	983744	0	1000
mtDNA_Siberia336	53.87388889	91.46972222	H15b1	347930	1012672	0	1000
mtDNA_Siberia337	52.71085	49.4668556	U4a1a or U4a1d	351656	1015155	0	1000
mtDNA_Siberia338	53.1663889	50.6736111	U5a1b	377515	1032395	0	1000
mtDNA_Siberia339	54.35661	90.919186	J2a2a	380802	1034586	0	1000
mtDNA_Siberia340	53.58975	50.5712917	U5a1g	382555	1035755	0	1000
mtDNA_Siberia341	54.35661	90.919186	T2c1a2	421782	1061906	0	1000
mtDNA_Siberia342	49.9666667	44.6666667	U4b	567076	1158769	0	1000
mtDNA_Siberia343	50.7564863	85.5608788	U4b3	242740	942545	0	1000
mtDNA_Siberia344	50.7581128	85.5602497	T2a1a	300814	981261	0	1000
mtDNA_Siberia345	54.335899	91.793907	U5a1a1	403812	1049926	0	1000
mtDNA_Siberia346	50.2249	81.8367833	U5b2b	1131156	1534822	0	1000
mtDNA_Siberia347	52.8166667	60.4666667	U2e1'2	820846	1327949	0	1000
mtDNA_Siberia348	53.58975	50.5712917	J1c1b1a	706671	1251832	0	1000
mtDNA_Siberia349	52.8166667	60.4666667	H13a1a	786221	1304866	0	1000
mtDNA_Siberia350	50.5589705	13.802021	U5a1i1	939623	1407133	0	1000
mtDNA_Siberia351	52.8166667	60.4666667	J2b1d	767375	1292301	0	1000
mtDNA_Siberia352	36.9944	45.4744	K1a17a	1112310	1522258	0	1000
mtDNA_Siberia353	37.872	58.225	W3a1	63041	822745	0	1000
mtDNA_Siberia354	37.872	58.225	H13a2a	63041	822745	0	1000
mtDNA_Siberia355	34.45	48.116	R2-pre-Y3399	-1971944	-533911	0	1000
mtDNA_Siberia356	34.45	48.116	R2	-1919349	-498848	0	1000
mtDNA_Siberia357	34.45	48.116	R	-1904886	-489206	0	1000
mtDNA_Siberia358	37.4166667	66.8333333	K1a	774606	1297122	0	1000
mtDNA_Siberia359	37.4166667	66.8333333	J1b	812080	1322105	0	1000
mtDNA_Siberia360	37.9316	58.432537	W3b	1027281	1465572	0	1000
mtDNA_Siberia361	37.6666667	67	HV2a2	912887	1389310	0	1000
mtDNA_Siberia362	34.7570056	72.3623806	U2b2	1465572	1757766	0	1000
mtDNA_Siberia363	34.8048944	72.3181694	HV6	1492527	1775736	0	1000
mtDNA_Siberia364	37.41563	68.17371	U2e1e	1551039	1814744	0	1000
mtDNA_Siberia365	34.7514611	72.4019361	W3a1b	1202598	1582450	0	1000
mtDNA_Siberia366	34.7514611	72.4019361	W3a1b	1202598	1582450	0	1000
mtDNA_Siberia367	34.7593861	72.3708333	U1a1c1d	1202598	1582450	0	1000
mtDNA_Siberia368	34.7658417	72.3491333	U1a1	1202598	1582450	0	1000
mtDNA_Siberia369	34.7658417	72.3491333	M30c1	1202598	1582450	0	1000
mtDNA_Siberia370	34.7658417	72.3491333	T2g	1202598	1582450	0	1000
mtDNA_Siberia371	34.7658417	72.3491333	J1d3a	1202598	1582450	0	1000
mtDNA_Siberia372	34.7658417	72.3491333	U7b	1110337	1520943	0	1000
mtDNA_Siberia373	34.7658417	72.3491333	HV12b1	1202598	1582450	0	1000
mtDNA_Siberia374	36.1544444	54.3836111	HV	327769	999231	0	1000
mtDNA_Siberia375	36.1544444	54.3836111	W3b	549325	1146935	0	1000
mtDNA_Siberia376	34.7514611	72.4019361	M4	1202598	1582450	0	1000
mtDNA_Siberia377	61.2312	38.9093	U4a1	-3095065	-1282658	0	1000
mtDNA_Siberia378	56.5714	39.0117	K1	-310821	573504	0	1000
mtDNA_Siberia379	55.808	22.422	U5b2c1	-975709	130246	0	1000
mtDNA_Siberia380	55.768	22.417	H11a	-305123	577302	0	1000
mtDNA_Siberia381	55.26	26.098	U5b2b	-243763	618210	0	1000
mtDNA_Siberia382	55.808	22.422	U5a2d1	-682054	326016	0	1000
mtDNA_Siberia383	59.426719	28.056912	U2e1	347930	1012672	0	1000
mtDNA_Siberia384	57.505	26.584	U4d2	-33383	758463	0	1000
mtDNA_Siberia385	59.06	25.213	T2a1a	545161	1144159	0	1000
mtDNA_Siberia386	59.06	25.213	U5b2c	418933	1060007	0	1000
mtDNA_Siberia387	58.326	26.152	U5b1h	545161	1144159	0	1000
mtDNA_Siberia388	58.326	26.152	J1c3	518864	1126627	0	1000
mtDNA_Siberia389	55.918	24.913	K1b2a	481609	1101791	0	1000
mtDNA_Siberia390	55.768	22.417	I4a	746775	1278568	0	1000
mtDNA_Siberia391	57.7401	36.633	H1b	437999	1072717	0	1000
mtDNA_Siberia392	57.3274	39.5525	T2b	517987	1126043	0	1000
mtDNA_Siberia393	57.5293	39.6699	H15a1	540778	1141237	0	1000
mtDNA_Siberia394	57.5345	39.5525	K2a5b	461228	1088204	0	1000
mtDNA_Siberia395	57.5293	39.6699	U5a1a1	421344	1061614	0	1000
mtDNA_Siberia396	57.1345	39.9757	K1c1	434493	1070380	0	1000
mtDNA_Siberia397	57.5345	39.5525	H6a1a	492785	1109242	0	1000
mtDNA_Siberia398	57.5293	39.6699	H5b	434274	1070234	0	1000
mtDNA_Siberia399	57.7401	36.633	H41a	519740	1127212	0	1000
mtDNA_Siberia400	57.3205	39.6216	N1a1a1a2	434493	1070380	0	1000
mtDNA_Siberia401	55.6364	35.8997	U5a1a1	423755	1063221	0	1000
mtDNA_Siberia402	55.6364	35.8997	H6a1a	434274	1070234	0	1000
mtDNA_Siberia403	57.587	39.6308	T2a1b1a	411702	1055186	0	1000
mtDNA_Siberia404	57.587	39.6308	U5b2a1a2	434493	1070380	0	1000
mtDNA_Siberia405	59.505	25.5281	J1b1a	1248618	1613130	0	1000
mtDNA_Siberia406	59.4383	24.8853	J1c4	1160960	1554691	0	1000
mtDNA_Siberia407	59.4308	24.9089	U4a2b	1224512	1597060	0	1000
mtDNA_Siberia408	59.4383	24.8853	U4a2b	1215746	1591216	0	1000
mtDNA_Siberia409	58.2186	26.1125	U5b1b1	1112748	1522550	0	1000
mtDNA_Siberia410	59.4708	25.0972	H1b2	1331893	1668647	0	1000
mtDNA_Siberia411	59.4564	24.9217	T1a1b	1158769	1553230	0	1000
mtDNA_Siberia412	59.3992	27.0142	W6	1226704	1598521	0	1000
mtDNA_Siberia413	59.505	25.5281	T2a1b1a2	1215746	1591216	0	1000
mtDNA_Siberia414	59.4306	24.9011	H1b2	1351617	1681796	0	1000
mtDNA_Siberia415	59.4403	25.1349	K1c1h	1108365	1519628	0	1000
mtDNA_Siberia416	59.4403	25.1349	H1c	1178492	1566379	0	1000
mtDNA_Siberia417	59.3992	27.0142	J1c2k	1176300	1564918	0	1000
mtDNA_Siberia418	59.4972	25.5114	U2e2a1	1086451	1505018	0	1000
mtDNA_Siberia419	59.4972	25.5114	T2a1b1a1	1110557	1521089	0	1000
mtDNA_Siberia420	59.505	25.5281	U5a2a1	1106174	1518167	0	1000
mtDNA_Siberia421	54.362	23.333	H4a1a1a3	1200406	1580989	0	1000
mtDNA_Siberia422	54.362	23.333	T2b	1215746	1591216	0	1000
mtDNA_Siberia423	56.852	24.272	U5a1c1	1346138	1678143	0	1000
mtDNA_Siberia424	56.852	24.272	U5a2a1	1351617	1681796	0	1000
mtDNA_Siberia425	56.852	24.272	J1b1a1	1306144	1651481	0	1000
mtDNA_Siberia426	56.852	24.272	T1a1b	1457902	1752653	0	1000
mtDNA_Siberia427	56.852	24.272	H28a	1302309	1648924	0	1000
mtDNA_Siberia428	56.852	24.272	H10a	1349425	1680335	0	1000
mtDNA_Siberia429	54.362	23.333	H5	1005367	1450963	0	1000
mtDNA_Siberia430	56.852	24.272	U5a1a1	1302309	1648924	0	1000
mtDNA_Siberia431	58.4049	22.0066	I1a1c	1509401	1786986	0	1000
mtDNA_Siberia432	59.5313	25.8661	T1a1b	1342851	1675952	0	1000
mtDNA_Siberia433	59.4967	26.5479	H13a1a1a	1305596	1651115	0	1000
mtDNA_Siberia434	59.4638	28.7781	H3h	1657325	1885601	0	1000
mtDNA_Siberia435	59.4638	28.7779	U5a2a1	1604072	1850100	0	1000
mtDNA_Siberia436	59.4489	24.4831	T2a1b1a1	1329702	1667186	0	1000
mtDNA_Siberia437	59.4967	26.5479	H1a	1329702	1667186	0	1000
mtDNA_Siberia438	58.3335	22.0196	H1c	1412977	1722703	0	1000
mtDNA_Siberia439	58.3036	26.9478	H2a1	2278237	2322066	0	1000
mtDNA_Siberia440	58.0594	26.4961	T2b	2199710	2247191	0	1000
mtDNA_Siberia441	58.5033	22.7425	H3h1	2151498	2215050	0	1000
mtDNA_Siberia442	59.4494	26.7139	U4a2b	2132870	2202632	0	1000
mtDNA_Siberia443	58.2475	26.7628	H11a1	2270019	2313848	0	1000
mtDNA_Siberia444	59.3828	27.3639	U4d1	2125200	2197518	0	1000
mtDNA_Siberia445	57.474339	102.836411	D6c	2182178	2235503	0	1000
mtDNA_Siberia446	70.700227	135.39948	D4o2a	2101532	2181740	0	1000
mtDNA_Siberia447	49.673117	127.885	D4e4a	1878881	2033305	0	1000
mtDNA_Siberia448	66.010262	-170.159443	A2b1	1734464	1937027	0	1000
mtDNA_Siberia449	66.010262	-170.159443	A2b1	1686690	1905178	0	1000
mtDNA_Siberia450	66.010262	-170.159443	A2a	1667844	1892614	0	1000
mtDNA_Siberia451	66.010262	-170.159443	D4b1a2a1	1619412	1860326	0	1000
mtDNA_Siberia452	66.010262	-170.159443	A2a1	1592019	1842064	0	1000
mtDNA_Siberia453	66.010262	-170.159443	D4b1a2a1	1588294	1839581	0	1000
mtDNA_Siberia454	66.010262	-170.159443	A2a	1555641	1817812	0	1000
mtDNA_Siberia455	66.010262	-170.159443	A2b1	1507648	1785817	0	1000
mtDNA_Siberia456	66.010262	-170.159443	A2a2	1480474	1767701	0	1000
mtDNA_Siberia457	53.949444	105.890194	F1b1b	813614	1323128	0	1000
mtDNA_Siberia458	53.044528	105.510583	A	797617	1312463	0	1000
mtDNA_Siberia459	53.044528	105.510583	C4	788413	1306327	0	1000
mtDNA_Siberia460	53.044528	105.510583	C4a1a3	708425	1253001	0	1000
mtDNA_Siberia461	53.044528	105.510583	C4	686291	1238245	0	1000
mtDNA_Siberia462	53.044528	105.510583	D4j	671827	1228603	0	1000
mtDNA_Siberia463	51.694478	103.70475	C4a2a1	650570	1214432	0	1000
mtDNA_Siberia464	54.386333	105.17325	F1b1b	626464	1198361	0	1000
mtDNA_Siberia465	56.194736	95.819539	C4b	617260	1192225	0	1000
mtDNA_Siberia466	62.066667	132.333333	A12a	602358	1182290	0	1000
mtDNA_Siberia467	52.994322	103.420928	D4b1c	576061	1164759	0	1000
mtDNA_Siberia468	53.969536	105.841167	D4j1	551297	1148250	0	1000
mtDNA_Siberia469	52.983756	103.520719	A	549763	1147227	0	1000
mtDNA_Siberia470	53.220694	103.39475	C4	528944	1133348	0	1000
mtDNA_Siberia471	52.279056	104.251778	C4a1a	519302	1126919	0	1000
mtDNA_Siberia472	52.279056	104.251778	R1b1	493443	1109680	0	1000
mtDNA_Siberia473	54.006611	105.681531	F1b1b	492128	1108803	0	1000
mtDNA_Siberia474	62.066667	132.333611	A12a	434274	1070234	0	1000
mtDNA_Siberia475	52.279056	104.251778	C4	428357	1066289	0	1000
mtDNA_Siberia476	54.8	105.133333	C4	407099	1052118	0	1000
mtDNA_Siberia477	55.990333	92.851	A	388472	1039699	0	1000
mtDNA_Siberia478	52.286378	104.260106	F1b1b	380145	1034148	0	1000
mtDNA_Siberia479	53.000258	103.699866	C4a1a3	339384	1006974	0	1000
mtDNA_Siberia480	52.989242	103.450869	C4a	306731	985205	0	1000
mtDNA_Siberia481	53.152897	106.959814	D4j	203732	916540	0	1000
mtDNA_Siberia482	53.018856	106.761481	D4j12	65890	824645	0	1000
mtDNA_Siberia483	53.220694	103.39475	D4j	26663	798493	0	1000
mtDNA_Siberia484	53.220694	103.39475	A	11761	788559	0	1000
mtDNA_Siberia485	54.373847	105.209969	A10	-178019	662039	0	1000
mtDNA_Siberia486	50.815833	114.836667	D2a'b	-204536	644361	0	1000
mtDNA_Siberia487	60.458333	131.091667	D4b1c	-282332	592497	0	1000
mtDNA_Siberia488	52.074167	113.213889	D4	-421051	500017	0	1000
mtDNA_Siberia489	62.355656	130.6484	F1d	-511120	439971	0	1000
mtDNA_Siberia490	53.949444	105.890194	A8a	-555168	410606	0	1000
mtDNA_Siberia491	54.870722	106.255056	F1b1	-565907	403447	0	1000
mtDNA_Siberia492	52.2145	104.348667	Z	-726102	296650	0	1000
mtDNA_Siberia493	52.230833	116.993333	D4	-788339	255159	0	1000
mtDNA_Siberia494	44.500107	135.399984	D4m	-853206	211914	0	1000
mtDNA_Siberia495	55.668922	115.872081	C5c	-1250298	-52814	0	1000
mtDNA_Siberia496	53.986722	105.847722	F1b	-1410274	-159465	0	1000
mtDNA_Siberia497	68.601127	159.099823	G1b	-1837389	-444208	0	1000
mtDNA_Siberia498	50.534142	106.274289	C4	-3645997	-1649946	0	1000
mtDNA_Siberia499	70.701815	135.399651	U2'3'4'7'8'9	-11435085	-6842672	0	1000
mtDNA_Siberia500	70.701815	135.399651	U2'3'4'7'8'9	-11435085	-6842672	0	1000
mtDNA_Siberia501	49.359	88.713	D4b1	364804	1023921	0	1000
mtDNA_Siberia502	49.336	88.712	G2a	422878	1062637	0	1000
mtDNA_Siberia503	51.5	100.67	U5a1a2a	1090833	1507940	0	1000
mtDNA_Siberia504	49.0938	75.8466	H6a1b	1304062	1650093	0	1000
mtDNA_Siberia505	49.3925	102.7025	D4j8	-835675	223602	0	1000
mtDNA_Siberia506	47.999722	113.933333	D4h4	-639539	354358	0	1000
mtDNA_Siberia507	42.78944444	131.2761111	C5b	-546841	416157	0	1000
mtDNA_Siberia508	42.78944444	131.2761111	C5a	-545307	417180	0	1000
mtDNA_Siberia509	42.78944444	131.2761111	C5b1	-11030	773365	0	1000
mtDNA_Siberia510	49.9971	92.054	D4j12	1587855	1839288	0	1000
mtDNA_Siberia511	47.8547	104.046	C4a2a1	1870115	2027461	0	1000
mtDNA_Siberia512	49.96	92.05	D4j12	1612181	1855505	0	1000
mtDNA_Siberia513	49.3925	102.7025	D4j	-838962	221410	0	1000
mtDNA_Siberia514	49.3925	102.7025	D4b1c	-838304	221848	0	1000
mtDNA_Siberia515	49.53469	103.2825	F1b1	-836113	223309	0	1000
mtDNA_Siberia516	42.78944444	131.2761111	D4o2a	-495123	450636	0	1000
mtDNA_Siberia517	42.78944444	131.2761111	C5a	-13660	771612	0	1000
mtDNA_Siberia518	42.78944444	131.2761111	B4d1'2'3	-493589	451659	0	1000
mtDNA_Siberia519	35.55	140.157	N9b1	682565	1235762	0	1000
mtDNA_Siberia520	35.55	140.157	N9b1	699659	1247157	0	1000
mtDNA_Siberia521	35.55	140.157	N9b2a	1198434	1579674	0	1000
mtDNA_Siberia522	45.373106	141.025458	N9b1	1049196	1480182	0	1000
mtDNA_Siberia523	46.489444	141.855833	N9b1	2384157	2427986	0	1000
mtDNA_Siberia524	41.412	68.7974	HV18	1721315	1928261	0	1000
mtDNA_Siberia525	41.412	68.7974	I1c1	1725917	1931329	0	1000
mtDNA_Siberia526	46.3056	100.7614	U5a1	276927	965336	0	1000
mtDNA_Siberia527	46.4	100.82	U5a1	231345	934948	0	1000
mtDNA_Siberia528	46.911	102.7708	D4b2b	2128049	2199417	0	1000
mtDNA_Siberia529	47.1108	102.0788	H14b	1909999	2054051	0	1000
mtDNA_Siberia530	47.06	91.8425	D4	2125200	2197518	0	1000
mtDNA_Siberia531	49.2484	105.3775	D2	1903425	2049668	0	1000
mtDNA_Siberia532	42.49204	78.38182	F1b1f	1949226	2080202	0	1000
mtDNA_Siberia533	47.8547	104.046	D4c1b1	2074797	2163916	0	1000
mtDNA_Siberia534	47.929	104.5243	Y1a	2077426	2165669	0	1000
mtDNA_Siberia535	49.2113	84.5138	T2c1	1961279	2088238	0	1000
mtDNA_Siberia536	42.20345	75.51836	A16	1482666	1769162	0	1000
mtDNA_Siberia537	45.8564	91.9318	B4c1a2a	1907150	2052152	0	1000
mtDNA_Siberia538	41.412	68.7974	U5a1a1	1736655	1938488	0	1000
mtDNA_Siberia539	55.449124	73.333834	U5a1a2a	1463600	1756451	0	1000
mtDNA_Siberia540	49.657	99.727	U5a2d1	1038458	1473023	0	1000
mtDNA_Siberia541	49.7	96.8	D4i	781181	1301505	0	1000
mtDNA_Siberia542	47.06	91.8425	T1a1	1067385	1492308	0	1000
mtDNA_Siberia543	49.7444	106.6694	D5a2a1	1588732	1839873	0	1000
mtDNA_Siberia544	55.19	64.86	U4b1b1	1457464	1752361	0	1000
mtDNA_Siberia545	55.449124	73.333834	G2a1	1469298	1760250	0	1000
mtDNA_Siberia546	50.4974	106.4055	D4j5a	1548409	1812991	0	1000
mtDNA_Siberia547	49.359	88.713	U2e2a1a2	995505	1444388	0	1000
mtDNA_Siberia548	47.06	91.8425	R11	1167315	1558928	0	1000
mtDNA_Siberia549	43.06138889	131.8866667	C5b	1197776	1579236	0	1000
mtDNA_Siberia550	49.656	99.927	D4o1	1249056	1613422	0	1000
mtDNA_Siberia551	55.449124	73.333834	H7e	1452424	1749000	0	1000
mtDNA_Siberia552	52.0484	106.7663	C4	-1006827	109500	0	1000
mtDNA_Siberia553	47.069	91.83	H15b1	815587	1324443	0	1000
mtDNA_Siberia554	47.0474	91.8396	H15b1	828955	1333354	0	1000
mtDNA_Siberia555	48.11	102.55	D4j1	1101572	1515099	0	1000
mtDNA_Siberia556	24.32777778	121.7655556	E1a1a	1772595	1962448	0	1000
mtDNA_Siberia557	24.32777778	121.7655556	F3b1a	1772595	1962448	0	1000
mtDNA_Siberia558	24.32777778	121.7655556	F3b1a2	1821684	1995174	0	1000
mtDNA_Siberia559	24.32777778	121.7655556	R	1731834	1935274	0	1000
mtDNA_Siberia560	24.32777778	121.7655556	E2a	1772595	1962448	0	1000
mtDNA_Siberia561	24.32777778	121.7655556	F4b1	1772595	1962448	0	1000
mtDNA_Siberia562	24.32777778	121.7655556	F3b1	1899480	2047038	0	1000
mtDNA_Siberia563	24.32777778	121.7655556	F3b1	1772595	1962448	0	1000
mtDNA_Siberia564	24.32777778	121.7655556	F3b1a	1772595	1962448	0	1000
mtDNA_Siberia565	24.32777778	121.7655556	B4b1a2f	1772595	1962448	0	1000
mtDNA_Siberia566	24.32777778	121.7655556	E1a1a1	1772595	1962448	0	1000
mtDNA_Siberia567	45.91361111	134.8769444	D4a1e	2092986	2176042	0	1000
mtDNA_Siberia568	46.2841	111.7683	A2a3	2129364	2200294	0	1000
mtDNA_Siberia569	24.32777778	121.7655556	E1a	1761419	1954997	0	1000
mtDNA_Siberia570	24.32777778	121.7655556	B4a1a	1772595	1962448	0	1000
mtDNA_Siberia571	48.3	89.5	C4a1	1089738	1507210	0	1000
mtDNA_Siberia572	24.32777778	121.7655556	E1a1	1761419	1954997	0	1000
mtDNA_Siberia573	24.32777778	121.7655556	E1a1a1	1662803	1889254	0	1000
mtDNA_Siberia574	24.32777778	121.7655556	R	1772595	1962448	0	1000
mtDNA_Siberia575	24.32777778	121.7655556	R	1772595	1962448	0	1000
mtDNA_Siberia576	47.9111	106.7486	F1b1f	1343508	1676390	0	1000
mtDNA_Siberia577	47.069	91.83	U5a2	956716	1418529	0	1000
mtDNA_Siberia578	47.06	91.8425	G2b2	1000984	1448041	0	1000
mtDNA_Siberia579	49.3341	85.7872	J2b1a2a	1607140	1852145	0	1000
mtDNA_Siberia580	49.3341	85.7872	D4j8	1678582	1899773	0	1000
mtDNA_Siberia581	49.96	92.05	C4a1a3	1465572	1757766	0	1000
mtDNA_Siberia582	49.657	99.727	A	960661	1421159	0	1000
mtDNA_Siberia583	49.41	102.69	D4j	1044594	1477114	0	1000
mtDNA_Siberia584	46.426	100.817	C5b1b	1046566	1478429	0	1000
mtDNA_Siberia585	49.657	99.727	C4a2c	1061468	1488363	0	1000
mtDNA_Siberia586	49.657	99.727	A	1061687	1488509	0	1000
mtDNA_Siberia587	47.423056	92.225833	D4j	1108584	1519774	0	1000
mtDNA_Siberia588	49.657	99.727	D4c1	1119322	1526933	0	1000
mtDNA_Siberia589	49.657	99.727	F2a	1135101	1537452	0	1000
mtDNA_Siberia590	49.657	99.727	D4	1188134	1572807	0	1000
mtDNA_Siberia591	50.117222	100.045833	C5c	1268341	1626279	0	1000
mtDNA_Siberia592	48.11	102.55	R1b1	1047662	1479159	0	1000
mtDNA_Siberia593	50.184467	76.908767	G2a1d2	1458121	1752799	0	1000
mtDNA_Siberia594	49.3341	85.7872	D4m2	1479598	1767116	0	1000
mtDNA_Siberia595	49.3925	102.7025	HV12b1	859416	1353662	0	1000
mtDNA_Siberia596	49.96	92.05	A8a	1458998	1753383	0	1000
mtDNA_Siberia597	49.96	92.05	U4a1	1481351	1768285	0	1000
mtDNA_Siberia598	49.96	92.05	F1b1b	1482227	1768870	0	1000
mtDNA_Siberia599	49.96	92.05	U2e1h	1508744	1786547	0	1000
mtDNA_Siberia600	49.96	92.05	U4b1a1a1	1466668	1758497	0	1000
mtDNA_Siberia601	46.2841	111.7683	D4j11	1574926	1830669	0	1000
mtDNA_Siberia602	49.657	99.727	D4b1a2a	1035828	1471270	0	1000
mtDNA_Siberia603	50.7	99.2	W	1399609	1713791	0	1000
mtDNA_Siberia604	44.494322	78.266442	G2a3	1465134	1757474	0	1000
mtDNA_Siberia605	49.9971	92.054	U4a1	1468421	1759666	0	1000
mtDNA_Siberia606	49.657	99.727	B5b1	1151318	1548263	0	1000
mtDNA_Siberia607	46.77	111.6	D4i	984329	1436937	0	1000
mtDNA_Siberia608	47.3297	105.6655	D1j	1129622	1533800	0	1000
mtDNA_Siberia609	46.426	100.817	A	1144962	1544026	0	1000
mtDNA_Siberia610	47.178056	109.189444	F1b1	1144962	1544026	0	1000
mtDNA_Siberia611	46.8975	102.766667	F1b1b	1151975	1548701	0	1000
mtDNA_Siberia612	46.8975	102.766667	G2b2	1178272	1566233	0	1000
mtDNA_Siberia613	45.304167	113.848611	D4m2	1224950	1597352	0	1000
mtDNA_Siberia614	46.911	102.7708	G2b2a	1167754	1559220	0	1000
mtDNA_Siberia615	50.4974	106.4055	A24	1597279	1845571	0	1000
mtDNA_Siberia616	46.92	102.76	C4a1a	995505	1444388	0	1000
mtDNA_Siberia617	46.77	111.6	M11b	1002299	1448917	0	1000
mtDNA_Siberia618	49.657	99.727	G3a	1036266	1471562	0	1000
mtDNA_Siberia619	46.2841	111.7683	D5a2a1b	1042402	1475653	0	1000
mtDNA_Siberia620	41.41101	71.49635	U7	1733806	1936589	0	1000
mtDNA_Siberia621	49.4022	100.4128	X2d1	2184808	2237257	0	1000
mtDNA_Siberia622	49.96	92.05	C4a1a	1466230	1758205	0	1000
mtDNA_Siberia623	49.3341	85.7872	W3a1	1741915	1941995	0	1000
mtDNA_Siberia624	49.3341	85.7872	A	1735998	1938050	0	1000
mtDNA_Siberia625	48.43	74.4587	H2b	1341536	1675075	0	1000
mtDNA_Siberia626	47.3959	109.8147	F2a	2141417	2208329	0	1000
mtDNA_Siberia627	45.35	90.85	U2e1	1099599	1513784	0	1000
mtDNA_Siberia628	49.657	99.727	C4a1a	1153509	1549724	0	1000
mtDNA_Siberia629	49.2484	105.3775	U4a1	1614372	1856966	0	1000
mtDNA_Siberia630	45.8564	91.9318	U2e1	1082068	1502097	0	1000
mtDNA_Siberia631	49.96	92.05	D4b1a2a1	1466230	1758205	0	1000
mtDNA_Siberia632	49.96	92.05	T2b34	1472804	1762587	0	1000
mtDNA_Siberia633	49.96	92.05	F1b1	1472804	1762587	0	1000
mtDNA_Siberia634	49.3341	85.7872	A	1734683	1937173	0	1000
mtDNA_Siberia635	50.4713	57.0602	D4j11	1762953	1956020	0	1000
mtDNA_Siberia636	50.4165	75.9084	D4i	1305377	1650969	0	1000
mtDNA_Siberia637	49.0938	75.8466	A	1303405	1649654	0	1000
mtDNA_Siberia638	49.329633	75.12175	A8a1	1507648	1785817	0	1000
mtDNA_Siberia639	49.9971	92.054	T1a1	1475872	1764633	0	1000
mtDNA_Siberia640	49.96	92.05	R	1108584	1519774	0	1000
mtDNA_Siberia641	44.494322	78.266442	I1b	1291571	1641765	0	1000
mtDNA_Siberia642	49.96	92.05	T1a1	1459874	1753968	0	1000
mtDNA_Siberia643	48.8038	74.7061	U5b2a1a2	1304939	1650677	0	1000
mtDNA_Siberia644	48.9369	74.7592	H6a1a	1295734	1644541	0	1000
mtDNA_Siberia645	49.1122	75.1556	H6a1b2	1306692	1651846	0	1000
mtDNA_Siberia646	47.4063	74.7685	C4a1b	1313047	1656083	0	1000
mtDNA_Siberia647	49.5222	77.8231	J1b1a1e	1303405	1649654	0	1000
mtDNA_Siberia648	49.96	92.05	R1b1	1466230	1758205	0	1000
mtDNA_Siberia649	49.96	92.05	T2b34	1476530	1765071	0	1000
mtDNA_Siberia650	48.24089	58.94355	T1a1	1309760	1653891	0	1000
mtDNA_Siberia651	50.4974	106.4055	D4j5a	1544903	1810653	0	1000
mtDNA_Siberia652	41.41101	71.49635	H6b2	1741696	1941848	0	1000
mtDNA_Siberia653	46.4	100.82	R	230030	934071	0	1000
mtDNA_Siberia654	46.1211	91.5718	T2b2	493662	1109826	0	1000
mtDNA_Siberia655	43.698333	51.325833	K2a5b	1656886	1885309	0	1000
mtDNA_Siberia656	45.35	90.85	D4i	2009491	2120379	0	1000
mtDNA_Siberia657	49.1623	101.4244	G2a1e	1531316	1801595	0	1000
mtDNA_Siberia658	49.1623	101.4244	G2a1e	1548848	1813283	0	1000
mtDNA_Siberia659	45.39	90.798	D4b1a2a	1804152	1983486	0	1000
mtDNA_Siberia660	46.12	91.57	T1a1	494100	1110118	0	1000
mtDNA_Siberia661	46.12	91.57	C4	492128	1108803	0	1000
mtDNA_Siberia662	47.1108	102.0788	T1a1	1973990	2096711	0	1000
mtDNA_Siberia663	44.451315	40.102863	R1a	-404615	510974	0	1000
mtDNA_Siberia664	44.451315	40.102863	R1a	-387741	522224	0	1000
mtDNA_Siberia665	43.822691	43.350278	I3a	-549690	414258	0	1000
mtDNA_Siberia666	43.822691	43.350278	H2	-218999	634719	0	1000
mtDNA_Siberia667	43.084417	44.632667	I5	10446	787682	0	1000
mtDNA_Siberia668	43.686253	43.645913	HV17	128785	866575	0	1000
mtDNA_Siberia669	44.385019	40.394588	R1a	88024	839401	0	1000
mtDNA_Siberia670	44.385019	40.394588	X2f	95475	844368	0	1000
mtDNA_Siberia671	45.685	42.921	X1'2'3	172176	895502	0	1000
mtDNA_Siberia672	43.905354	43.521883	T1a2	178750	899885	0	1000
mtDNA_Siberia673	45.725651	43.986933	I5b	180941	901346	0	1000
mtDNA_Siberia674	44.692	40.042	U4c1	183790	903245	0	1000
