key	value
YaxEhbXook	ヤシュ・エーブ・ショーク
AnimalHeaddress	動物の頭飾り
FoliatedJaguar	葉のジャガー
AtlatlCauac	アトラトル・カウアック
ChakTokIchaakI	チャック・トック・イチアーク1世
KinichMuwaanJol	キニチ・ムワーン・ホル
SihyajChanKawiilI	シヤフ・チャン・カウィール1世
SiyajKak	シヤフ・カック
TeKabChaak	テ・カブ・チャック
UnenBahlam	ウネン・バラム
Casper	キャスパー
ChakTokIchaakII	チャック・トック・イチアーク2世
KahkUjolKinichI	カック・ウ・ホル・キニチ1世
KanAhkI	カン・アーク1世
KanAhkII	カン・アーク2世
KanChitam	カン・チタム
KinichPopolHol	キニチ・ポポル・ホル
KinichYaxKukMo	キニチ・ヤシュ・クック・モ
KuIx	ク・イシュ
KukBahlamI	クック・バラム1世
MuyalJol	ムヤル・ホル
Ruler3	統治者3（ルーラー3）
Ruler5	統治者5（ルーラー5）
RulerX	統治者X（ルーラーX）
SihyajChanKawiilII	シヤフ・チャン・カウィール2世
TokCasper	トック・キャスパー
TutuumYohlKinich	トゥトゥーム・ヨール・キニチ
YajawTeKinichI	ヤハウ・テ・キニチ1世
YaxNuunAhiinI	ヤシュ・ヌーン・アヒーン1世
AnimalSkull	動物の頭蓋骨
BalamNehn	バラム・ネーン
BirdClaw	鳥の爪
ButzAjSakChiik	ブッツ・アフ・サック・チーク
KaloomteBahlam	カロームテ・バラム
KanBahlamI	カン・バラム1世
KanJoyChitamI	カン・ホイ・チタム1世
ScrollSerpent	渦巻き蛇
Sak-Lu	サック・ル
PiedrasNegrasRulerC	ピエドラス・ネグラスの統治者C
AhkalMoNahbII	アカル・モ・ナーブ2世
AhkalMoNahbI	アカル・モ・ナーブ1世
LadyofTikal	ティカルの貴婦人
KanI	カン1世
KakChanYopaat	カック・チャン・ヨパート
KnotAjaw	ノット・アハウ
Tzi-Balam	ツィ・バラム
TuunKabHix	トゥーン・カブ・ヒシュ
SkyWitness	天の証人
YajawTeKinichII	ヤハウ・テ・キニチ2世
WilOhlKinich	ウィル・オール・キニチ
WakChanKawiil	ワック・チャン・カウィール
YuknoomCheenI	ユクノーム・チェーン1世
YohlIknal	ヨール・イクナル
YaxYopaat	ヤシュ・ヨパート
KinichKanBahlamII	キニッチ・カン・バフラム2世
BalajChanKawiil	バラフ・チャン・カウィール
ChanImixKawiil	チャン・イミックス・カウィール
ItzamKanAhkI	イツァム・カン・アック1世
JasawChanKawiilI	ジャソー・チャン・カウィール1世
KinichYonalAhkI	キニッチ・ヨナル・アフ1世
KinichJanaabPakalI	キニチ・ハナーブ・パカル1世
Adomnan	アダムナン
