key	value
Sample	項目からモデルを選択
EpiJomon	続縄文時代：北海道
WesternYaponesia	西日本
Yaponesia	弥生時代：本州～九州
AynuMosir	擦文時代：北海道
Philippines	フィリピン
Aotearoa	マオリの地
