key	longitude	latitude	max_size
WamyoKori345	134.5739583	35.45784722	2.4
WamyoKori346	135.2530159	35.0684127	3
WamyoKori347	134.4677222	35.59783333	2.6
WamyoKori348	134.7954629	34.79592593	2.2
WamyoKori349	134.5493982	35.05027778	2.8
WamyoKori350	135.216875	34.90368056	2.4
WamyoKori351	134.7572619	35.48023809	3
WamyoKori352	135.3877778	34.75097223	2
WamyoKori353	135.0636112	34.83763889	2
WamyoKori354	134.7651389	35.37272222	3.6
WamyoKori355	135.3909028	34.82409722	2.4
WamyoKori356	134.9022222	35.47511905	3
WamyoKori357	134.9271296	35.08407408	2.2
WamyoKori358	134.9983333	34.69314815	2.2
WamyoKori359	134.8765741	34.9312963	2.8
WamyoKori360	135.7391111	34.57855555	2.6
WamyoKori361	135.7409259	34.60342593	2.2
WamyoKori362	135.8681944	34.53326389	2.4
WamyoKori363	135.8141667	34.59236111	2.4
WamyoKori364	135.8472222	34.66027778	2.8
WamyoKori365	135.7120834	34.35527778	2
WamyoKori366	135.7925555	34.48561111	2.6
WamyoKori367	135.7909722	34.56319445	2.4
WamyoKori368	135.7247778	34.4565	2.6
WamyoKori369	135.7922222	34.62944444	1.8
WamyoKori370	135.9422222	34.50222222	1.8
WamyoKori371	135.7033333	34.52416667	2.2
WamyoKori372	135.7752778	34.53305556	1.8
WamyoKori373	135.3947222	33.745	1.8
WamyoKori374	135.5557778	34.312	2.6
WamyoKori375	135.10875	34.19958334	2
WamyoKori376	135.2457778	33.91561111	2.6
WamyoKori377	135.3475926	34.2587037	2.2
WamyoKori378	135.1781945	34.06513889	2
WamyoKori379	135.2208025	34.22197531	3.4
WamyoKori380	133.8089444	35.44316667	2.6
WamyoKori381	134.0647222	35.50159722	2.4
WamyoKori382	133.3815278	35.20798611	2.4
WamyoKori383	133.4643518	35.48027778	2.2
WamyoKori384	133.8848611	35.42958334	2
WamyoKori385	133.3816358	35.3975	3.4
WamyoKori386	134.2193519	35.50638889	2.2
WamyoKori387	134.2548457	35.36756173	3.4
WamyoKori388	133.6788889	35.50583333	1.8
WamyoKori389	134.1974074	35.50342593	2.2
WamyoKori390	134.3580555	35.55916667	2.6
WamyoKori391	134.3558333	35.36166667	1.8
WamyoKori392	133.4163889	35.3025	1.8
WamyoKori393	132.9031944	35.323125	2.4
WamyoKori394	132.4031481	35.10666667	2.2
WamyoKori395	132.7391667	35.34009259	3.4
WamyoKori396	131.9491667	34.38805556	1.8
WamyoKori397	132.8014445	35.38344445	2.6
WamyoKori398	133.1115741	36.09305556	2.2
WamyoKori399	133.0409444	35.41744445	2.6
WamyoKori400	132.8181945	35.46365741	2.8
WamyoKori401	132.4859722	34.94541667	2.4
WamyoKori402	133.3322223	36.25875	2
WamyoKori403	133.2553572	35.39496032	3
WamyoKori404	133.2702778	36.25638889	2
WamyoKori405	132.8206482	35.24199074	2.8
WamyoKori406	133.1039722	35.52386111	3.6
WamyoKori407	133	35.19833334	2
WamyoKori408	132.9716667	35.50263889	2.4
WamyoKori409	132.5152431	35.17965278	3.2
WamyoKori410	132.078	34.82522222	2.6
WamyoKori411	131.8174074	34.66856482	2.8
WamyoKori412	133.9255556	35.02433333	2.6
WamyoKori413	133.411875	34.96284722	2.4
WamyoKori414	134.2256019	35.04247685	4
WamyoKori415	133.6306548	34.68950397	4.4
WamyoKori416	133.6834127	34.57797619	3
WamyoKori417	134.113287	35.04488426	4
WamyoKori418	134.0451042	35.11694445	3.2
WamyoKori419	133.8380556	34.64277778	2
WamyoKori420	134.1031944	34.68170139	3.2
WamyoKori421	134.0133889	34.68838889	2.6
WamyoKori422	133.7675695	35.05840278	2.4
WamyoKori423	134.0975	34.76944445	2
WamyoKori424	133.9550794	35.0975	3
WamyoKori425	133.9832407	34.76842593	2.2
WamyoKori426	133.6840432	35.06932099	3.4
WamyoKori427	133.4743333	34.59894444	2.6
WamyoKori428	133.8702083	34.77298611	2.4
WamyoKori429	133.9316111	34.68883333	2.6
WamyoKori430	133.7692778	34.71197222	3.6
WamyoKori431	133.7606667	34.643	2.6
WamyoKori432	133.5972917	34.99381945	2.4
WamyoKori433	134.1879861	34.80791667	2.4
WamyoKori434	133.5372778	34.56844445	2.6
WamyoKori435	133.7168519	34.8074074	2.2
WamyoKori436	132.5388889	34.29083334	2
WamyoKori437	132.8374074	34.84277778	2.2
WamyoKori438	133.0288889	34.61965278	2.4
WamyoKori439	132.9743518	34.41555556	2.2
WamyoKori440	133.3100926	34.56138889	2.2
WamyoKori441	132.6800694	34.68631945	2.4
WamyoKori442	133.1758333	34.53027778	1.8
WamyoKori443	133.0838889	34.72046296	2.2
WamyoKori444	133.2280556	34.78166667	2.2
WamyoKori445	133.3109722	34.48069445	2
WamyoKori446	132.5294444	34.66953704	2.2
WamyoKori447	132.8501852	34.53444444	2.8
WamyoKori448	133.1925926	34.95398148	2.2
WamyoKori449	133.2572222	34.57166667	1.8
WamyoKori450	132.4575926	34.48444444	2.2
WamyoKori451	132.9334722	34.76833334	2
WamyoKori452	133.3538889	34.495	1.8
WamyoKori453	132.7230556	34.66088889	2.6
WamyoKori454	133.4152778	34.56388889	1.8
WamyoKori455	132.8380556	34.45847222	2
WamyoKori456	133.0486111	34.8512037	2.2
WamyoKori457	133.0177778	34.38277778	1.8
WamyoKori458	131.5074074	34.48518518	2.2
WamyoKori459	131.6141204	34.12078704	2.8
WamyoKori460	132.0011806	34.00229167	2.4
WamyoKori461	131.2527778	34.25333333	2.2
WamyoKori462	132.2225	33.90944444	1.8
WamyoKori463	130.9450556	34.14261111	2.6
WamyoKori464	131.1112037	34.0612037	2.2
WamyoKori465	131.4524444	34.11905556	2.6
WamyoKori466	131.8070833	34.05402778	2.4
WamyoKori467	131.0968056	34.44305556	2.4
WamyoKori468	131.1736111	34.01875	2
WamyoKori469	132.121746	34.10769841	3
WamyoKori470	134.5668519	33.99953704	2.2
WamyoKori471	134.2963889	34.05861111	1.8
WamyoKori472	134.3001389	34.09194445	2
WamyoKori473	134.5151852	34.07175926	2.2
WamyoKori474	134.2038889	34.06166667	1.8
WamyoKori475	134.1277778	34.05611111	1.8
WamyoKori476	134.4422222	34.07486111	2.4
WamyoKori477	134.4497223	34.12638889	2
WamyoKori478	134.5915278	33.89009259	2.8
WamyoKori479	133.8641667	34.04222222	1.8
WamyoKori480	133.7688492	34.24047619	3
WamyoKori481	133.6695833	34.11597222	2
WamyoKori482	133.7047917	34.14347222	2.4
WamyoKori483	134.0968889	34.29033334	2.6
WamyoKori484	134.3512963	34.2262963	2.2
WamyoKori485	134.1396428	34.28472222	3
WamyoKori486	133.9136111	34.30305556	3
WamyoKori487	134.2032871	34.27342593	2.8
WamyoKori488	133.8986574	34.25662037	2.8
WamyoKori489	133.8182143	34.23269841	3
WamyoKori490	134.0257778	34.2815	2.6
WamyoKori491	132.8206482	33.81240741	2.2
WamyoKori492	132.8241667	33.78148148	2.2
WamyoKori493	132.7657778	33.83355556	2.6
WamyoKori494	132.5073611	33.34444445	2
WamyoKori495	132.9905556	34.02555556	2
WamyoKori496	132.7229861	33.78375	2.4
WamyoKori497	133.2456481	33.92435185	2.2
WamyoKori498	132.9552778	34.05055556	1.8
WamyoKori499	133.5061111	33.98027778	2.2
WamyoKori500	132.7462037	33.88027778	2.2
WamyoKori501	133.0472222	33.92888889	1.8
WamyoKori502	132.784537	33.96296296	2.2
WamyoKori503	132.5551389	33.51847222	2
WamyoKori504	133.4764583	33.51298611	2.4
WamyoKori505	133.6295486	33.57854167	3.2
WamyoKori506	133.4273148	33.49833333	2.2
WamyoKori507	132.8565973	32.93263889	2.4
WamyoKori508	133.9609259	33.4599537	2.8
WamyoKori509	133.7098333	33.56538889	2.6
WamyoKori510	133.5237037	33.55842593	2.2
WamyoKori511	130.2131482	33.52425926	2.2
WamyoKori512	130.6850926	33.40259259	2.2
WamyoKori513	130.6275	33.73847222	2
WamyoKori514	130.5344445	33.49708334	2
WamyoKori515	130.7677778	33.37333333	2
WamyoKori516	130.1900695	33.59590278	2.4
WamyoKori517	130.3328572	33.54630952	3
WamyoKori518	130.4661111	33.58083333	1.8
WamyoKori519	130.5666667	33.8	2
WamyoKori520	130.6480556	33.44194444	1.8
WamyoKori521	130.645463	33.86416666	2.2
WamyoKori522	130.4101389	33.55104167	2.4
WamyoKori523	130.715	33.56222222	1.8
WamyoKori524	130.4986111	33.68833333	2.4
WamyoKori525	130.4632778	33.2535	2.6
WamyoKori526	130.6680556	33.33923611	2.4
WamyoKori527	130.9193056	33.82611112	2
WamyoKori528	130.9330556	33.69694444	1.8
WamyoKori529	130.9572222	33.65666667	1.8
WamyoKori530	130.56875	33.40791667	2
WamyoKori531	130.7605556	33.30055556	1.8
WamyoKori532	131.1255556	33.61944444	1.8
WamyoKori533	130.7877778	33.64805556	2
WamyoKori534	130.5514815	33.32277778	2.2
WamyoKori535	131.0352778	33.66722222	1.8
WamyoKori536	130.5430556	33.23583333	1.8
WamyoKori537	130.41	33.18111111	1.8
WamyoKori538	130.5127778	33.01361111	1.8
WamyoKori539	130.7386111	33.3725	1.8
WamyoKori540	130.4083333	33.18333333	1.8
WamyoKori541	130.4375	33.53666667	1.8
WamyoKori542	130.8352778	33.34027778	1.8
WamyoKori543	130.6241667	33.72	1.8
WamyoKori544	130.5019444	33.30722222	1.8
WamyoKori545	130.9088889	33.83472222	1.8
WamyoKori546	130.8902778	33.71	1.8
WamyoKori547	130.1986111	33.50138889	1.8
WamyoKori548	130.4936111	33.5475	1.8
WamyoKori549	130.724537	33.6362037	2.2
WamyoKori550	130.5192593	33.78949074	2.8
WamyoKori551	130.6858333	33.32638889	1.8
WamyoKori552	130.6722222	33.75166667	2
WamyoKori553	130.8133333	33.34805556	1.8
WamyoKori554	130.6169444	33.33555556	1.8
WamyoKori555	130.5555556	33.21138889	1.8
WamyoKori556	130.4755556	33.12555556	1.8
WamyoKori557	130.4186111	33.23555556	1.8
WamyoKori558	130.4604167	33.13638889	2
WamyoKori559	130.8655556	33.84333333	1.8
WamyoKori560	130.8068519	33.65898148	2.2
WamyoKori561	130.9445833	33.76722223	2
WamyoKori562	130.9754444	33.63688889	2.6
WamyoKori563	131.027963	33.65472222	2.2
WamyoKori564	131.1325926	33.59203704	2.2
WamyoKori565	130.3611111	33.26819445	2
WamyoKori566	130.3008333	33.31	1.8
WamyoKori567	130.0933333	33.095	1.8
WamyoKori568	130.1877778	33.27194445	2
WamyoKori569	130.4541666	33.31592593	2.2
WamyoKori570	130.50375	33.35027778	2
WamyoKori571	130.5262963	33.41009259	2.2
WamyoKori572	130.0427778	33.16888889	1.8
WamyoKori573	130.5075	33.39208334	2
WamyoKori574	130.5052778	33.37847223	2
WamyoKori575	129.7538889	32.58138889	1.8
WamyoKori576	129.3695833	34.5875	2.4
WamyoKori577	129.721746	33.80829365	3
WamyoKori578	129.232037	34.21953704	2.2
WamyoKori579	129.7133333	33.75712963	2.2
WamyoKori580	130.7638195	32.98076389	2.4
WamyoKori581	130.8194444	32.19722222	1.8
WamyoKori582	130.6937963	32.82851852	2.2
WamyoKori583	131.1175	32.95027778	1.8
WamyoKori584	130.7635185	32.77648148	2.2
WamyoKori585	130.8489815	32.68074074	2.2
WamyoKori586	130.4766667	32.61	1.8
WamyoKori587	130.6345833	32.68041667	2
WamyoKori588	130.6904444	32.92461111	2.6
WamyoKori589	130.5065741	32.29023148	2.8
WamyoKori590	130.7587963	32.91324074	2.2
WamyoKori591	130.6640278	33.03055556	2
WamyoKori592	130.6744444	32.56638889	2.4
WamyoKori593	130.5362963	33.01509259	2.2
WamyoKori594	131.2226389	33.48722223	2
WamyoKori595	131.3544445	33.00555556	2
WamyoKori596	131.4504629	33.31759259	2.2
WamyoKori597	131.5520834	33.20583333	2.4
WamyoKori598	131.2905556	33.56388889	1.8
WamyoKori599	131.7930556	33.23472222	2
WamyoKori600	130.9761112	33.28611111	2
