key	longitude	latitude
Wamyo310	139.2411111	35.99972222
Wamyo311	139.0761111	35.9975
Wamyo312	139.0355556	35.95888889
Wamyo313	139.4325	36.04138889
Wamyo314	139.3736111	35.94444444
Wamyo315	139.3816667	35.86083333
Wamyo316	139.2927778	35.96138889
Wamyo317	139.2702778	36.22972222
Wamyo318	139.3325	36.03888889
Wamyo319	139.6947222	36.10388889
Wamyo320	139.595	35.89083333
Wamyo321	139.0780556	36.13277778
Wamyo322	139.1666667	36.24777778
Wamyo323	139.5569444	35.81555556
Wamyo324	139.1816667	36.17333333
Wamyo325	139.1594444	36.17305556
Wamyo326	139.3797222	36.18694444
Wamyo327	139.2925	36.19916667
Wamyo328	139.3322222	36.22833333
Wamyo329	140.1375	35.53333333
Wamyo330	140.1233333	35.45555556
Wamyo331	140.1280556	35.51833333
Wamyo332	140.1227778	35.48111111
Wamyo333	140.1819444	35.51
Wamyo334	140.0402778	35.47583333
Wamyo335	140.1369444	35.40666667
Wamyo336	140.6872222	35.75833333
Wamyo337	140.6483333	35.78888889
Wamyo338	140.0680556	35.50111111
Wamyo339	140.705	35.81388889
Wamyo340	140.7597222	35.75416667
Wamyo341	140.5694444	35.83388889
Wamyo342	140.5694444	35.88333333
Wamyo343	140.7138889	35.70333333
Wamyo344	140.1033333	35.39138889
Wamyo345	140.7722222	35.73833333
Wamyo346	140.4319444	35.715
Wamyo347	140.4016667	35.74916667
Wamyo348	140.4608333	35.64277778
Wamyo349	140.4611111	35.66527778
Wamyo350	140.3841667	35.69333333
Wamyo351	140.4308333	35.63888889
Wamyo352	139.9919444	35.04444444
Wamyo353	139.9533333	35.04
Wamyo354	139.955	34.97638889
Wamyo355	140.4441667	35.58861111
Wamyo356	140.38	35.59638889
Wamyo357	140.3138889	35.52333333
Wamyo358	140.2908333	35.50166667
Wamyo359	140.3602778	35.56055556
Wamyo360	140.2336111	35.39444444
Wamyo361	140.3044444	35.48222222
Wamyo362	140.2808333	35.48138889
Wamyo363	140.1927778	35.42638889
Wamyo364	140.5247222	35.88361111
Wamyo365	140.5152778	35.8625
Wamyo366	140.3288889	35.84361111
Wamyo367	140.3438889	35.21833333
Wamyo368	139.8138889	34.97638889
Wamyo369	139.8675	34.92916667
Wamyo370	139.8669444	34.91138889
Wamyo371	139.9338889	35.00333333
Wamyo372	139.9444444	35.71555556
Wamyo373	139.9888889	35.13694444
Wamyo374	140.0538889	35.06277778
Wamyo375	140.0988889	35.1225
Wamyo376	140.0730556	35.09805556
Wamyo377	139.8744444	35.33722222
Wamyo378	139.9905556	35.26361111
Wamyo379	139.8869444	35.32055556
Wamyo380	139.9377778	35.32166667
Wamyo381	139.9141667	35.30916667
Wamyo382	139.9861111	35.29138889
Wamyo383	139.915	35.42888889
Wamyo384	139.9852778	35.42083333
Wamyo385	140.1883333	35.69055556
Wamyo386	140.1936111	35.67277778
Wamyo387	140.3280556	35.78055556
Wamyo388	140.2955556	35.85083333
Wamyo389	140.2708333	35.84194444
