key	longitude	latitude	overall_length	texture	first_year	last_year
KoreaDoken123	124.1926	40.419	123	BiwaDoken	-500	-200
KoreaDoken124	128.5695	40.259	123	DokenChuC	-500	-200
KoreaDoken125	123.6613	40.239	123	BiwaDoken	-500	-200
KoreaDoken126	122.9529	40.079	123	BiwaDoken	-500	-200
KoreaDoken127	124.3191	40.079	123	BiwaDoken	-500	-200
KoreaDoken128	123.7625	40.059	123	BiwaDoken	-500	-200
KoreaDoken129	128.2406	40.059	123	DokenChuC	-500	-200
KoreaDoken130	123.9902	40.039	123	BiwaDoken	-500	-200
KoreaDoken131	127.7599	39.999	123	DokenChuC	-500	-200
KoreaDoken132	123.0794	39.959	123	BiwaDoken	-500	-200
KoreaDoken133	127.4563	39.939	123	DokenChuC	-500	-200
KoreaDoken134	123.2818	39.899	123	BiwaDoken	-500	-200
KoreaDoken135	127.7093	39.899	123	DokenChuC	-500	-200
KoreaDoken136	122.5228	39.839	123	BiwaDoken	-500	-200
KoreaDoken137	127.7093	39.839	123	DokenChuC	-500	-200
KoreaDoken138	127.4563	39.819	123	DokenChuC	-500	-200
KoreaDoken139	122.877	39.799	123	BiwaDoken	-500	-200
KoreaDoken140	125.9636	39.699	123	BiwaDoken	-500	-200
KoreaDoken141	122.3457	39.679	123	BiwaDoken	-500	-200
KoreaDoken142	122.6999	39.679	123	BiwaDoken	-500	-200
KoreaDoken143	122.0421	39.639	123	BiwaDoken	-500	-200
KoreaDoken144	127.3551	39.539	123	DokenChuC	-500	-200
KoreaDoken145	122.2698	39.479	123	BiwaDoken	-500	-200
KoreaDoken146	127.5322	39.459	123	DokenChuC	-500	-200
KoreaDoken147	127.4057	39.439	123	BiwaDoken	-500	-200
KoreaDoken148	126.3684	39.439	123	BiwaDoken	-500	-200
KoreaDoken149	125.9889	39.299	123	DokenChuC	-500	-200
KoreaDoken150	127.3045	39.279	123	DokenChuC	-500	-200
KoreaDoken151	125.8118	39.259	123	BiwaDoken	-500	-200
KoreaDoken152	121.5614	39.219	123	BiwaDoken	-500	-200
KoreaDoken153	126.0395	39.159	123	DokenChuC	-500	-200
KoreaDoken154	125.5082	39.099	123	DokenChuC	-500	-200
KoreaDoken155	125.8118	39.099	123	DokenChuC	-500	-200
KoreaDoken156	126.1407	39.099	123	DokenChuC	-500	-200
KoreaDoken157	125.6347	39.079	123	DokenChuC	-500	-200
KoreaDoken158	125.7106	39.079	123	DokenChuC	-500	-200
KoreaDoken159	125.7974	39.0708	162	ShokkakuDoken	-500	-200
KoreaDoken160	125.9636	39.059	123	DokenChuC	-500	-200
KoreaDoken161	121.5108	39.039	123	BiwaDoken	-500	-200
KoreaDoken162	126.7226	38.999	123	BiwaDoken	-500	-200
KoreaDoken163	125.9374	38.9867	162	ShokkakuDoken	-500	-200
KoreaDoken164	125.8624	38.979	123	DokenChuC	-500	-200
KoreaDoken165	125.6094	38.959	123	BiwaDoken	-500	-200
KoreaDoken166	125.7612	38.959	123	DokenChuC	-500	-200
KoreaDoken167	125.5335	38.879	123	DokenChuC	-500	-200
KoreaDoken168	125.8877	38.859	123	DokenChuC	-500	-200
KoreaDoken169	125.9383	38.799	123	DokenChuC	-500	-200
KoreaDoken170	125.5841	38.799	123	DokenChuC	-500	-200
KoreaDoken171	125.8624	38.719	123	DokenChuC	-500	-200
KoreaDoken172	125.1793	38.539	123	DokenChuC	-500	-200
KoreaDoken173	126.6214	38.499	123	DokenChuC	-500	-200
KoreaDoken174	125.66	38.479	123	DokenChuC	-500	-200
KoreaDoken175	125.4323	38.459	123	DokenChuC	-500	-200
KoreaDoken176	126.3178	38.439	123	DokenChuC	-500	-200
KoreaDoken177	125.8624	38.439	123	DokenChuC	-500	-200
KoreaDoken178	128.4683	38.419	123	DokenChuC	-500	-200
KoreaDoken179	126.166	38.419	123	DokenChuC	-500	-200
KoreaDoken180	126.0901	38.419	123	DokenChuC	-500	-200
KoreaDoken181	125.5335	38.419	123	DokenChuC	-500	-200
KoreaDoken182	125.4323	38.379	123	DokenChuC	-500	-200
KoreaDoken183	125.6853	38.359	123	BiwaDoken	-500	-200
KoreaDoken184	125.8371	38.299	123	DokenChuC	-500	-200
KoreaDoken185	125.5335	38.299	123	DokenChuC	-500	-200
KoreaDoken186	126.2166	38.219	123	BiwaDoken	-500	-200
KoreaDoken187	126.5961	38.179	123	DokenChuC	-500	-200
KoreaDoken188	128.5189	38.159	123	BiwaDoken	-500	-200
KoreaDoken189	128.6454	38.119	123	DokenChuC	-500	-200
KoreaDoken190	127.178	38.079	123	BiwaDoken	-500	-200
KoreaDoken191	126.7732	38.079	123	DokenChuC	-500	-200
KoreaDoken192	125.6347	38.079	123	DokenChuC	-500	-200
KoreaDoken193	126.2925	38.059	123	DokenChuC	-500	-200
KoreaDoken194	125.9636	38.039	123	BiwaDoken	-500	-200
KoreaDoken195	127.8105	37.999	123	BiwaDoken	-500	-200
KoreaDoken196	126.3937	37.999	123	DokenChuC	-500	-200
KoreaDoken197	126.6214	37.979	123	BiwaDoken	-500	-200
KoreaDoken198	126.2166	37.979	123	DokenChuC	-500	-200
KoreaDoken199	126.5455	37.919	123	DokenChuC	-500	-200
KoreaDoken200	126.1154	37.919	123	DokenChuC	-500	-200
KoreaDoken201	127.3712	37.9155	162	ShokkakuDoken	-500	-200
KoreaDoken202	126.2672	37.899	123	DokenChuC	-500	-200
KoreaDoken203	126.7479	37.879	123	DokenChuC	-500	-200
KoreaDoken204	126.6467	37.859	123	DokenChuC	-500	-200
KoreaDoken205	126.8744	37.699	123	DokenChuC	-500	-200
KoreaDoken206	127.2539	37.659	123	DokenChuC	-500	-200
KoreaDoken207	127.9623	37.619	123	BiwaDoken	-500	-200
KoreaDoken208	126.9503	37.619	123	DokenChuC	-500	-200
KoreaDoken209	127.2286	37.519	123	DokenChuC	-500	-200
KoreaDoken210	126.925	37.499	123	DokenChuC	-500	-200
KoreaDoken211	126.7479	37.459	123	DokenChuC	-500	-200
KoreaDoken212	128.1141	37.339	123	DokenChuC	-500	-200
KoreaDoken213	127.3045	37.339	123	DokenChuC	-500	-200
KoreaDoken214	127.0515	37.319	123	DokenChuC	-500	-200
KoreaDoken215	126.925	37.219	123	DokenChuC	-500	-200
KoreaDoken216	127.0768	37.139	123	DokenChuC	-500	-200
KoreaDoken217	127.0768	36.919	123	DokenChuC	-500	-200
KoreaDoken218	126.6467	36.839	123	DokenChuC	-500	-200
KoreaDoken219	126.7985	36.799	123	DokenChuC	-500	-200
KoreaDoken220	127.0768	36.779	123	DokenChuC	-500	-200
KoreaDoken221	126.925	36.739	123	DokenChuC	-500	-200
KoreaDoken222	129.4044	36.679	123	BiwaDoken	-500	-200
KoreaDoken223	126.6214	36.679	123	DokenChuC	-500	-200
KoreaDoken224	126.8238	36.639	123	DokenChuC	-500	-200
KoreaDoken225	127.4816	36.579	123	DokenChuC	-500	-200
KoreaDoken226	127.2792	36.579	123	DokenChuC	-500	-200
KoreaDoken227	127.2539	36.499	123	DokenChuC	-500	-200
KoreaDoken228	128.19	36.459	123	BiwaDoken	-500	-200
KoreaDoken229	126.6214	36.419	123	DokenChuC	-500	-200
KoreaDoken230	128.9461	36.4049	162	ShokkakuDoken	-500	-200
KoreaDoken231	127.5575	36.399	123	BiwaDoken	-500	-200
KoreaDoken232	127.3549	36.3866	162	ShokkakuDoken	-500	-200
KoreaDoken233	128.1647	36.379	123	DokenChuC	-500	-200
KoreaDoken234	127.3804	36.359	123	DokenChuC	-500	-200
KoreaDoken235	128.475	36.355	162	ShokkakuDoken	-500	-200
KoreaDoken236	126.7985	36.339	123	DokenChuC	-500	-200
KoreaDoken237	127.0009	36.319	123	DokenChuC	-500	-200
KoreaDoken238	127.1527	36.319	123	DokenChuC	-500	-200
KoreaDoken239	128.2522	36.3172	162	ShokkakuDoken	-500	-200
KoreaDoken240	128.1141	36.299	123	DokenChuC	-500	-200
KoreaDoken241	127.5575	36.299	123	DokenChuC	-500	-200
KoreaDoken242	128.9029	36.2942	162	ShokkakuDoken	-500	-200
KoreaDoken243	128.641	36.2848	162	ShokkakuDoken	-500	-200
KoreaDoken244	126.8491	36.259	123	DokenChuC	-500	-200
KoreaDoken245	127.4057	36.259	123	DokenChuC	-500	-200
KoreaDoken246	126.6973	36.239	123	DokenChuC	-500	-200
KoreaDoken247	127.0515	36.219	123	DokenChuC	-500	-200
KoreaDoken248	127.1527	36.219	123	DokenChuC	-500	-200
KoreaDoken249	128.479	36.1822	162	ShokkakuDoken	-500	-200
KoreaDoken250	126.8997	36.179	123	DokenChuC	-500	-200
KoreaDoken251	128.8125	36.1781	162	ShokkakuDoken	-500	-200
KoreaDoken252	126.7479	36.159	123	DokenChuC	-500	-200
KoreaDoken253	127.1021	36.119	123	DokenChuC	-500	-200
KoreaDoken254	128.6248	36.1093	162	ShokkakuDoken	-500	-200
KoreaDoken255	129.3727	36.0991	162	ShokkakuDoken	-500	-200
KoreaDoken256	126.7985	36.099	123	BiwaDoken	-500	-200
KoreaDoken257	127.0515	36.079	123	BiwaDoken	-500	-200
KoreaDoken258	128.3418	36.059	123	BiwaDoken	-500	-200
KoreaDoken259	129.3538	36.039	123	DokenChuC	-500	-200
KoreaDoken260	126.9503	36.039	123	DokenChuC	-500	-200
KoreaDoken261	126.8997	35.959	123	BiwaDoken	-500	-200
KoreaDoken262	129.1514	35.959	123	DokenChuC	-500	-200
KoreaDoken263	127.8864	35.939	123	BiwaDoken	-500	-200
KoreaDoken264	129.3285	35.939	123	DokenChuC	-500	-200
KoreaDoken265	128.949	35.939	123	DokenChuC	-500	-200
KoreaDoken266	127.0515	35.939	123	DokenChuC	-500	-200
KoreaDoken267	128.0635	35.919	123	BiwaDoken	-500	-200
KoreaDoken268	128.7972	35.899	123	DokenChuC	-500	-200
KoreaDoken269	128.6454	35.899	123	DokenChuC	-500	-200
KoreaDoken270	128.3924	35.879	123	DokenChuC	-500	-200
KoreaDoken271	127.1527	35.879	123	DokenChuC	-500	-200
KoreaDoken272	128.8984	35.859	123	DokenChuC	-500	-200
KoreaDoken273	129.0502	35.839	123	DokenChuC	-500	-200
KoreaDoken274	126.8238	35.839	123	DokenChuC	-500	-200
KoreaDoken275	127.1021	35.819	123	DokenChuC	-500	-200
KoreaDoken276	128.5442	35.799	123	DokenChuC	-500	-200
KoreaDoken277	126.9503	35.779	123	BiwaDoken	-500	-200
KoreaDoken278	127.2539	35.759	123	DokenChuC	-500	-200
KoreaDoken279	127.1527	35.759	123	DokenChuC	-500	-200
KoreaDoken280	128.696	35.739	123	DokenChuC	-500	-200
KoreaDoken281	129.3538	35.699	123	DokenChuC	-500	-200
KoreaDoken282	129.202	35.699	123	DokenChuC	-500	-200
KoreaDoken283	126.8238	35.699	123	DokenChuC	-500	-200
KoreaDoken284	129.4803	35.679	123	DokenChuC	-500	-200
KoreaDoken285	128.7719	35.659	123	BiwaDoken	-500	-200
KoreaDoken286	127.5828	35.659	123	DokenChuC	-500	-200
KoreaDoken287	129.2715	35.6469	162	ShokkakuDoken	-500	-200
KoreaDoken288	129.1261	35.599	123	DokenChuC	-500	-200
KoreaDoken289	129.3538	35.579	123	DokenChuC	-500	-200
KoreaDoken290	128.2406	35.559	123	DokenChuC	-500	-200
KoreaDoken291	128.7972	35.479	123	DokenChuC	-500	-200
KoreaDoken292	127.5069	35.319	123	DokenChuC	-500	-200
KoreaDoken293	127.3551	35.299	123	BiwaDoken	-500	-200
KoreaDoken294	127.9876	35.299	123	DokenChuC	-500	-200
KoreaDoken295	126.7732	35.259	123	DokenChuC	-500	-200
KoreaDoken296	128.6201	35.259	123	DokenChuC	-500	-200
KoreaDoken297	128.7719	35.239	123	DokenChuC	-500	-200
KoreaDoken298	129.0249	35.199	123	DokenChuC	-500	-200
KoreaDoken299	126.8238	35.179	123	DokenChuC	-500	-200
KoreaDoken300	128.8984	35.179	123	DokenChuC	-500	-200
KoreaDoken301	128.6454	35.159	123	BiwaDoken	-500	-200
KoreaDoken302	128.5189	35.119	123	BiwaDoken	-500	-200
KoreaDoken303	126.419	35.079	123	DokenChuC	-500	-200
KoreaDoken304	126.5455	35.059	123	DokenChuC	-500	-200
KoreaDoken305	126.8997	35.019	123	DokenChuC	-500	-200
KoreaDoken306	127.2792	34.999	123	DokenChuC	-500	-200
KoreaDoken307	128.1394	34.979	123	BiwaDoken	-500	-200
KoreaDoken308	127.7852	34.979	123	BiwaDoken	-500	-200
KoreaDoken309	126.5202	34.979	123	DokenChuC	-500	-200
KoreaDoken310	127.684	34.959	123	BiwaDoken	-500	-200
KoreaDoken311	126.8238	34.959	123	DokenChuC	-500	-200
KoreaDoken312	127.0768	34.939	123	DokenChuC	-500	-200
KoreaDoken313	128.2659	34.939	123	DokenChuC	-500	-200
KoreaDoken314	128.3418	34.899	123	BiwaDoken	-500	-200
KoreaDoken315	127.5828	34.899	123	BiwaDoken	-500	-200
KoreaDoken316	127.2033	34.899	123	BiwaDoken	-500	-200
KoreaDoken317	128.19	34.899	123	DokenChuC	-500	-200
KoreaDoken318	127.8864	34.879	123	BiwaDoken	-500	-200
KoreaDoken319	126.6467	34.839	123	DokenChuC	-500	-200
KoreaDoken320	127.1021	34.819	123	BiwaDoken	-500	-200
KoreaDoken321	127.7093	34.779	123	BiwaDoken	-500	-200
KoreaDoken322	127.0009	34.759	123	DokenChuC	-500	-200
KoreaDoken323	126.5961	34.759	123	DokenChuC	-500	-200
KoreaDoken324	126.8238	34.739	123	DokenChuC	-500	-200
KoreaDoken325	126.4949	34.719	123	DokenChuC	-500	-200
KoreaDoken326	126.7479	34.639	123	DokenChuC	-500	-200
KoreaDoken327	126.9503	34.619	123	DokenChuC	-500	-200
KoreaDoken328	129.3235	34.59635	162	ShokkakuDoken	-500	-200
KoreaDoken329	127.2539	34.559	123	BiwaDoken	-500	-200
KoreaDoken330	127.1274	34.519	123	DokenChuC	-500	-200
KoreaDoken331	129.20882	34.31639	162	ShokkakuDoken	-500	-200
KoreaDoken332	126.6214	33.459	123	DokenChuC	-500	-200
KoreaDoken333	126.4696	33.439	123	DokenChuC	-500	-200
KoreaDoken334	130.00394	33.41816	162	ShokkakuDoken	-500	-200
KoreaDoken335	126.8997	33.399	123	DokenChuC	-500	-200
KoreaDoken336	126.4443	33.339	123	BiwaDoken	-500	-200
