en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Adaloald	9.266667	45.583332	9.266667	45.583332	1941301	1941513
Adaloald	9.266667	45.583332	9.266667	45.583332	1941513	1941514
Adaloald	9.266667	45.583332	9.266667	45.583332	1941514	1946412
Adaloald	9.266667	45.583332	9.15	45.183334	1946412	1946414
Adaloald	9.15	45.183334	9.15	45.183334	1946414	1950066
Adaloald	9.15	45.183334	9.15	45.183334	1950066	1950067
Adaloald	9.15	45.183334	9.15	45.183334	1950067	1950789
Adaloald	9.15	45.183334	12.203529	44.418362	1950789	1950797
Adaloald	12.203529	44.418362	12.203529	44.418362	1950797	1950827
