en-US	start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
Rothari	10.216667	45.541667	10.216667	45.541667	1941301	1950066
Rothari	10.216667	45.541667	10.216667	45.541667	1950066	1950067
Rothari	10.216667	45.541667	10.216667	45.541667	1950067	1950276
Rothari	10.216667	45.541667	9.15	45.183334	1950276	1950280
Rothari	9.15	45.183334	9.15	45.183334	1950280	1953718
Rothari	9.15	45.183334	9.15	45.183334	1953718	1953719
Rothari	9.15	45.183334	9.15	45.183334	1953719	1955542
Rothari	9.15	45.183334	8.942184	44.414165	1955542	1955545
Rothari	8.942184	44.414165	8.942184	44.414165	1955545	1955755
Rothari	8.942184	44.414165	10.04194	44.08484	1955755	1955759
Rothari	10.04194	44.08484	10.04194	44.08484	1955759	1955903
Rothari	10.04194	44.08484	12.488	45.78	1955903	1955911
Rothari	12.488	45.78	12.488	45.78	1955911	1956029
Rothari	12.488	45.78	11.866667	45.416668	1956029	1956032
Rothari	11.866667	45.416668	11.866667	45.416668	1956032	1956120
Rothari	11.866667	45.416668	10.7913751	45.1564168	1956120	1956124
Rothari	10.7913751	45.1564168	10.7913751	45.1564168	1956124	1956212
Rothari	10.7913751	45.1564168	11.4237	44.926	1956212	1956215
Rothari	11.4237	44.926	11.4237	44.926	1956215	1956627
Rothari	11.4237	44.926	9.15	45.183334	1956627	1956633
Rothari	9.15	45.183334	9.15	45.183334	1956633	1959561
Rothari	9.15	45.183334	9.266667	45.583332	1959561	1959563
Rothari	9.266667	45.583332	9.266667	45.583332	1959563	1959713
Rothari	9.266667	45.583332	9.15	45.183334	1959713	1959715
Rothari	9.15	45.183334	9.15	45.183334	1959715	1959818
Rothari	9.15	45.183334	15.967	41.7	1959818	1959837
Rothari	15.967	41.7	15.967	41.7	1959837	1959867
