latitude	longitude	en-US	first_julian_day	last_julian_day	min_size	max_size
32.086111	130.345555	M7a1a2	720478	1261036	0	1000
31.45639668	130.7263328	M7a1a*	720478	1261036	0	1000
34.30832241	134.1041818	D4m1	1798673	1979834	0	1000
35.72617268	128.2532798	D5b1b1	1808754	1986554	0	1000
35.72617268	128.2532798	B5a2a1b	1808754	1986554	0	1000
33.493472	130.424083	pre-B5b	1581719	1835198	0	1000
39.047422	141.821043	N9b1	1097408	1512323	0	1000
39.047422	141.821043	N9b*	1095655	1511155	0	1000
39.047422	141.821043	M7a2a1	1177396	1565649	0	1000
35.592222	139.723888	M7c	1881949	2035351	0	1000
35.592222	139.723888	M9a1a1a	1881949	2035351	0	1000
35.592222	139.723888	M7c1a	1881949	2035351	0	1000
26.685555	127.979166	D5a	2364288	2356910	0	1000
26.685555	127.979166	B5b2a1a	2364288	2356910	0	1000
26.685555	127.979166	B5*	2364288	2356910	0	1000
26.685555	127.979166	B5b2a1a	2364288	2356910	0	1000
26.685555	127.979166	M7b1a1a1	2364288	2356910	0	1000
26.685555	127.979166	B4*	2364288	2356910	0	1000
26.685555	127.979166	D5a	2364288	2356910	0	1000
26.685555	127.979166	B4f?	2364288	2356910	0	1000
26.685555	127.979166	B5b2a1a	2364288	2356910	0	1000
26.685555	127.979166	D4 (not a, b, e, g, h, o)	2364288	2356910	0	1000
26.685555	127.979166	M7*	2364288	2356910	0	1000
26.685555	127.979166	D5a	2364288	2356910	0	1000
26.685555	127.979166	D4 (not a, b, e, g, h, o)	2364288	2356910	0	1000
26.685555	127.979166	D4e	2364288	2356910	0	1000
26.685555	127.979166	D4c1a	2364288	2356910	0	1000
26.685555	127.979166	M9a	2364288	2356910	0	1000
26.685555	127.979166	M7b1a1a1	2364288	2356910	0	1000
26.685555	127.979166	M7a1	2364288	2356910	0	1000
26.685555	127.979166	D4c1a	2364288	2356910	0	1000
26.685555	127.979166	B5*	2364288	2356910	0	1000
24.400194	124.245806	B4e	-6384220	-3475428	0	1000
24.400194	124.245806	R	-6647632	-3651037	0	1000
24.400194	124.245806	M7a	711712	1255193	0	1000
24.400194	124.245806	M7a1a	2014313	2123593	0	1000
24.400194	124.245806	M7a	1438398	1739650	0	1000
24.400194	124.245806	M9a?	-4451795	-2187145	0	1000
36.7242	137.165	M9a	-156104	676648	0	1000
36.7242	137.165	A4	-156104	676648	0	1000
36.7242	137.165	M9a	-156104	676648	0	1000
36.7242	137.165	G2	-156104	676648	0	1000
36.7242	137.165	M9a	-156104	676648	0	1000
36.7242	137.165	N9b	-156104	676648	0	1000
36.7242	137.165	N9b	-156104	676648	0	1000
36.7242	137.165	M7	-156104	676648	0	1000
36.7242	137.165	A	-156104	676648	0	1000
36.7242	137.165	N9b	-156104	676648	0	1000
36.7242	137.165	N9b	-156104	676648	0	1000
36.7242	137.165	M7a	-156104	676648	0	1000
36.7242	137.165	N9b	-156104	676648	0	1000
44.025	144.267694	Y1a1	1969826	2093935	0	1000
44.025	144.267694	Y1a1	1969826	2093935	0	1000
44.025	144.267694	Y1a1	1969826	2093935	0	1000
44.025	144.267694	G1b	1969826	2093935	0	1000
44.025	144.267694	N9b	1969826	2093935	0	1000
44.070833	144.993888	Y1a1	1969826	2093935	0	1000
45.52152402	141.9378463	G1b	1969826	2093935	0	1000
45.52152402	141.9378463	G1b	1969826	2093935	0	1000
45.52152402	141.9378463	Y1a1	1969826	2093935	0	1000
45.52152402	141.9378463	Y1a1	1969826	2093935	0	1000
45.52152402	141.9378463	A	1969826	2093935	0	1000
45.52152402	141.9378463	G1b	1969826	2093935	0	1000
45.52152402	141.9378463	G1b	1969826	2093935	0	1000
45.52152402	141.9378463	G1b	1969826	2093935	0	1000
45.52152402	141.9378463	Y1a1	1969826	2093935	0	1000
45.52152402	141.9378463	M7a	1969826	2093935	0	1000
45.4328	141.0018	Y1a1	1969826	2093935	0	1000
45.4328	141.0018	C3	1969826	2093935	0	1000
45.4328	141.0018	G1b	1969826	2093935	0	1000
45.4328	141.0018	N9b	1969826	2093935	0	1000
45.4328	141.0018	Y1a1	1969826	2093935	0	1000
45.4328	141.0018	Y	1969826	2093935	0	1000
45.4328	141.0018	G1b	1969826	2093935	0	1000
45.4328	141.0018	N9b	1969826	2093935	0	1000
45.4328	141.0018	N9b	1969826	2093935	0	1000
45.4328	141.0018	Y1a1	1969826	2093935	0	1000
45.4328	141.0018	G1b	1969826	2093935	0	1000
45.4328	141.0018	C3	1969826	2093935	0	1000
45.4328	141.0018	Y1a1	1969826	2093935	0	1000
45.4328	141.0018	Y1a1	1969826	2093935	0	1000
45.4328	141.0018	A	1969826	2093935	0	1000
45.4328	141.0018	Y1a1	1969826	2093935	0	1000
46.72315	142.532044	Y	1969826	2093935	0	1000
45.52152402	141.9378463	M7a	1969826	2093935	0	1000
45.52152402	141.9378463	Y1a1	1969826	2093935	0	1000
45.41584666	141.0183345	A	1969826	2093935	0	1000
45.41584666	141.0183345	B5b	1969826	2093935	0	1000
37.84458338	140.9056198	M7a2	1036705	1471854	0	1000
37.84458338	140.9056198	M7a2	1036705	1471854	0	1000
37.84458338	140.9056198	N9b*	1059276	1486902	0	1000
37.84458338	140.9056198	N9b2	1014133	1456806	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	D4h2	851965	1348695	0	1000
45.41584666	141.0183345	M7a*	851965	1348695	0	1000
45.41584666	141.0183345	D4h2	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	D4h2	851965	1348695	0	1000
45.41584666	141.0183345	D4h2	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	851965	1348695	0	1000
45.41584666	141.0183345	N9b1	805944	1318014	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b*	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	G1b	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b*	1465572	1757766	0	1000
42.51766474	140.7760594	M7a2	1465572	1757766	0	1000
42.51766474	140.7760594	D4h2	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	D4h2	1465572	1757766	0	1000
42.51766474	140.7760594	G1b	1465572	1757766	0	1000
42.51766474	140.7760594	G1b	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	G1b	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	N9b1	1465572	1757766	0	1000
42.51766474	140.7760594	G1b	1465572	1757766	0	1000
42.40177792	140.9122877	M7a*	-156104	676648	0	1000
42.40177792	140.9122877	D4h2	-156104	676648	0	1000
42.2229	140.3221	N9b*	282187	968842	0	1000
42.547101	140.770199	N9b1	501332	1114939	0	1000
42.547101	140.770199	M7a*	501332	1114939	0	1000
42.547101	140.770199	D4h2	501332	1114939	0	1000
42.547101	140.770199	N9b1	501332	1114939	0	1000
42.547101	140.770199	N9b1	501332	1114939	0	1000
42.547101	140.770199	N9b1	1246427	1611669	0	1000
42.547101	140.770199	N9b*	1246427	1611669	0	1000
42.547101	140.770199	N9b1	1246427	1611669	0	1000
42.547101	140.770199	N9b1	1246427	1611669	0	1000
42.989691	144.401788	N9b*	1246427	1611669	0	1000
42.989691	144.401788	N9b1	1575145	1830815	0	1000
42.687164	140.026756	N9b1	1246427	1611669	0	1000
43.12140174	141.5367905	N9b1	1706632	1918473	0	1000
42.51766474	140.7760594	G1b	1597498	1845717	0	1000
45.50008783	141.8903512	D4h2	1597498	1845717	0	1000
42.979936	140.509444	N9b1	1597498	1845717	0	1000
36.62237949	138.4405886	D4b2	-992145	119288	0	1000
35.34205197	139.6296618	B5b3a	720478	1261036	0	1000
35.34205197	139.6296618	B4f	720478	1261036	0	1000
35.34205197	139.6296618	D4b2	720478	1261036	0	1000
35.34205197	139.6296618	M7a1	720478	1261036	0	1000
35.34205197	139.6296618	M7a2	720478	1261036	0	1000
35.34205197	139.6296618	M7a2	720478	1261036	0	1000
35.34205197	139.6296618	N9b*	720478	1261036	0	1000
35.34205197	139.6296618	N9b*	720478	1261036	0	1000
35.34205197	139.6296618	M7a1	720478	1261036	0	1000
26.357214	127.874737	D4	1860034	2020741	0	1000
26.357214	127.874737	D4	1860034	2020741	0	1000
26.357214	127.874737	B4c	1860034	2020741	0	1000
26.357214	127.874737	M7a	1860034	2020741	0	1000
26.357214	127.874737	M7a	1860034	2020741	0	1000
26.357214	127.874737	A4	1860034	2020741	0	1000
26.357214	127.874737	B4c	1860034	2020741	0	1000
26.357214	127.874737	M7a	1860034	2020741	0	1000
26.357214	127.874737	M7a	1860034	2020741	0	1000
26.68078768	128.01312	C	1860034	2020741	0	1000
26.68078768	128.01312	B4c	1860034	2020741	0	1000
26.68078768	128.01312	D4	1860034	2020741	0	1000
26.68078768	128.01312	B4a	1860034	2020741	0	1000
26.68078768	128.01312	D4	1860034	2020741	0	1000
26.68078768	128.01312	A4	1860034	2020741	0	1000
34.64552248	137.1480652	M7a1	1341536	1675075	0	1000
34.64552248	137.1480652	N9b1	1325757	1664556	0	1000
36.5575599	138.6460769	N9b	-1164174	4602	0	1000
36.5575599	138.6460769	M7a	-1164174	4602	0	1000
36.5575599	138.6460769	N9b3	-1164174	4602	0	1000
36.5575599	138.6460769	N9b	-1164174	4602	0	1000
36.5575599	138.6460769	N9b	-1164174	4602	0	1000
36.5575599	138.6460769	N9b3	-1164174	4602	0	1000
36.5575599	138.6460769	N9b	-1164174	4602	0	1000
26.12910271	127.7591003	M (M*とするデータ有)	-6270264	-3399458	0	1000
33.29629717	130.3102324	N9a2a	-994555	117681	0	1000
33.29629717	130.3102324	M7a1a	-994555	117681	0	1000
33.29629717	130.3102324	M80’D	-994555	117681	0	1000
32.67992504	130.6408927	M7a1a	-244639	617625	0	1000
35.62370021	140.1639843	M7a	277804	965921	0	1000
35.73769865	139.9654144	N9b	277804	965921	0	1000
26.090166	127.723397	M7a1a	727052	1265419	0	1000
34.29360034	130.8858467	D4b2b1	1455930	1751338	0	1000
34.29360034	130.8858467	D4b2b1	1455930	1751338	0	1000
33.31620289	130.3737228	B4b1a1a	1455930	1751338	0	1000
33.31620289	130.3737228	D4b2a1	1455930	1751338	0	1000
33.61783829	132.96033	N9b3	-1413342	-161510	0	1000
36.7242	137.165	M7a	-267430	602431	0	1000
36.7242	137.165	N9b3	-202782	645530	0	1000
36.7242	137.165	N9b1	-105263	710543	0	1000
36.7242	137.165	M7a1	-98907	714780	0	1000
34.5894	133.7748	M7a1	26225	798201	0	1000
35.72588719	139.9587005	N9b	521493	1128380	0	1000
35.72588719	139.9587005	N9b1	736913	1271994	0	1000
32.96289114	132.5647245	M7a1a	800466	1314362	0	1000
36.61869826	136.7023239	B5a2a1b	1847762	2012559	0	1000
36.61869826	136.7023239	D5c1a	1864417	2023663	0	1000
36.61869826	136.7023239	M7b1a1a1	1870991	2028046	0	1000
35.541944	140.186666	N9b	1158769	1553230	0	1000
35.541944	140.186666	N9b	1158769	1553230	0	1000
35.541944	140.186666	N9b	1158769	1553230	0	1000
35.541944	140.186666	N9b	1158769	1553230	0	1000
35.541944	140.186666	N9b	1158769	1553230	0	1000
35.541944	140.186666	N9b	1158769	1553230	0	1000
35.541944	140.186666	N	1158769	1553230	0	1000
35.74439515	139.7418978	N9b	720478	1261036	0	1000
35.74439515	139.7418978	N9b	720478	1261036	0	1000
35.74439515	139.7418978	N9b	720478	1261036	0	1000
35.699722	139.999722	N9b	720478	1261036	0	1000
35.5321	140.1684	M7a	282187	968842	0	1000
35.5321	140.1684	N9b	282187	968842	0	1000
35.5321	140.1684	N9b	282187	968842	0	1000
35.5321	140.1684	N9b	282187	968842	0	1000
37.62363115	139.8300489	D4l1a1	1754187	1950176	0	1000
35.0526	128.8222	D4b1*	-293728	584900	0	1000
35.0526	128.8222	D4a	-279703	594250	0	1000
35.96282266	128.9502796	D5a1	1868800	2026585	0	1000
35.96282266	128.9502796	D4b2b	1817301	1992252	0	1000
35.96282266	128.9502796	M11a	1834832	2003940	0	1000
35.3643953	133.4096004	N9a2a1	1744983	1944040	0	1000
35.3643953	133.4096004	D4b2b1+146	1744983	1944040	0	1000
35.3643953	133.4096004	D4c1a	1744983	1944040	0	1000
35.3643953	133.4096004	D4b2b1+146	1758679	1953171	0	1000
35.3643953	133.4096004	D4c1a	1772376	1962302	0	1000
35.4037495	133.413441	D4c1b2	1838120	2006131	0	1000
35.4037495	133.413441	M7b1a1a1	1838120	2006131	0	1000
35.4037495	133.413441	D4c1b2	1838120	2006131	0	1000
35.4037495	133.413441	D4b2b1	1755940	1951345	0	1000
35.4037495	133.413441	pre-B4c1b1a	1783333	1969607	0	1000
35.4037495	133.413441	D4e2	1852583	2015774	0	1000
35.4037495	133.413441	A5a1a1	1852583	2015774	0	1000
35.4437	133.5115	B4b1a1	1845571	2011098	0	1000
35.4437	133.5115	A5a1a2	1845571	2011098	0	1000
32.595806	130.509361	M7a1a6	1234374	1603634	0	1000
32.595806	130.509361	M7a1a1	911134	1388141	0	1000
32.595806	130.509361	M7a1a1	1196023	1578067	0	1000
32.595806	130.509361	N9b*	897985	1379375	0	1000
32.595806	130.509361	M7a1a	954963	1417360	0	1000
32.595806	130.509361	M7a1a9	1120418	1527663	0	1000
32.595806	130.509361	N9b*	984548	1437083	0	1000
32.595806	130.509361	M7a1a	974686	1430509	0	1000
32.595806	130.509361	N9b*	827859	1332624	0	1000
32.595806	130.509361	M7a1a	826763	1331893	0	1000
32.595806	130.509361	N9b*	1114939	1524011	0	1000
32.595806	130.509361	M7a1a1	956059	1418091	0	1000
32.595806	130.509361	M7a1*	870592	1361113	0	1000
32.595806	130.509361	M7a1a	951676	1415169	0	1000
32.595806	130.509361	M7a1a3	1146716	1545195	0	1000
32.595806	130.509361	M7a1a6	711712	1255193	0	1000
32.54874666	130.1190839	M7a1a2	1120418	1527663	0	1000
32.54874666	130.1190839	M7a1a	816354	1324954	0	1000
32.88636243	130.5916412	M7a1a6	906751	1385219	0	1000
32.60667333	130.7142555	C5b1	1678143	1899480	0	1000
32.60667333	130.7142555	M7a1a2	1646367	1878296	0	1000
32.60667333	130.7142555	M7a1a2	1709919	1920664	0	1000
32.90356	130.69428	M7a1a8	1597498	1845717	0	1000
32.687985	130.68453	D5a1a1	1597498	1845717	0	1000
32.21706	130.75419	M7a1a1	1794291	1976912	0	1000
32.21706	130.75419	D4a1	1794291	1976912	0	1000
32.21706	130.75419	D4c1b1	1794291	1976912	0	1000
32.21706	130.75419	M7a1a	1794291	1976912	0	1000
32.5842505	130.4729039	D4b2b1	1794291	1976912	0	1000
32.5842505	130.4729039	M7a1a1	1794291	1976912	0	1000
32.5842505	130.4729039	M7a1a1	1794291	1976912	0	1000
32.5842505	130.4729039	D4b2b1	1794291	1976912	0	1000
32.47935613	130.5707838	M7a1a4	1794291	1976912	0	1000
33.0072	130.7154	D4e2a	1794291	1976912	0	1000
32.60800788	130.4230169	M9a1a1a	1794291	1976912	0	1000
32.54874666	130.1190839	B4c1c1	2210667	2254496	0	1000
37.94552115	140.1457401	M7a1	1811822	1988600	0	1000
38.799109	141.161297	N9b1*	1052921	1482666	0	1000
38.799109	141.161297	M7a2a1*	1121952	1528686	0	1000
38.799109	141.161297	M7a+16324	946197	1411516	0	1000
38.799109	141.161297	N9b4	1084259	1503557	0	1000
38.799109	141.161297	N9b1d	1262205	1622188	0	1000
38.799109	141.161297	N9b2a	1260014	1620727	0	1000
34.778083	134.767167	N9b1a	1106174	1518167	0	1000
34.8418	134.5137	A5a1a1a	1762514	1955728	0	1000
34.8418	134.5137	A5a1a1a	1743887	1943309	0	1000
34.8418	134.5137	A5a1a1a	1765802	1957919	0	1000
34.8671	134.5112	D4e2	1811822	1988600	0	1000
34.865722	134.538944	D4a1a1	1805248	1984217	0	1000
35.466373	134.869146	B4b1a1b	1794291	1976912	0	1000
35.304623	134.828914	G1a1a	1736217	1938196	0	1000
35.304623	134.828914	D4g1c	1822232	1995539	0	1000
35.304623	134.828914	D4b2b1	1908246	2052882	0	1000
35.3115	134.8303	D4i1	1763610	1956458	0	1000
34.63120816	135.0367013	B4b1a1	1794291	1976912	0	1000
41.283667	141.344976	D4h2	618356	1192955	0	1000
