key	value
view_header	Kuttupte
view_calendar	Tonukarpe
view_map	Sinrunoka
view_ui	UI
view_simulation	Simulation
view_person	Person
view_territory	Territory
view_flow_curve	Flow Curve
view_license	License
view_debug	Debug
view_3d	3D
place_names_header	Sinre
ancient_text	Ancient Text
administrative	Administrative
indigenous	Indigenous
historical_state	Historical State
general	General
item	Item
kamekanbo	Jar burial
stone_coffin	Suma Ot
doken	Hurekane Emus
dotaku	Dotaku
coin	Coin
structure	Structure
site	Archaeological site
tomb	Tomb
dolmen	Dolmen
genomes_header	Genomes
human_bone	Aynu Pone
mtdna	mtDNA
ydna	Y-DNA
map_header	Sinrunoka
map_base	Base
map_land_and_sea	Ya & Atuy
map_land_and_water	Ya & Wakka
map_soil	Toy
map_soil_temperature	Toy Sesekru
map_ryosei_country	Ryosei Mosir
map_ryosei_line	Ryosei Rúnoka
map_slope	Slope
map_lakes_and_rivers1	To & Pet1
map_lakes_and_rivers2	To & Pet2
map_line1	Rúnoka1
map_line2	Rúnoka2
