key	value
view_header	显示
view_calendar	日历
view_map	地图
view_ui	UI
view_simulation	仿真
view_person	人物
view_license	许可
view_debug	调试
view_3d	3D
place_names_header	地名
ancient_text	古文献
administrative	行政区划
indigenous	原住民
historical_state	历史国家
general	泛用
item	遗物
kamekanbo	瓮棺葬
stone_coffin	石棺
doken	铜剑
dotaku	铜铎
coin	货泉
structure	遗迹
site	遗迹
tomb	古墳
dolmen	石棚
genomes_header	基因组
human_bone	人骨
mtdna	mtDNA
ydna	Y-DNA
map_header	地図
map_base	通常
map_land_and_sea	陸海
map_land_and_water	陸水
map_soil	土壌
map_soil_temperature	土壌温度
map_ryosei_country	令制国
map_ryosei_line	令制国線
map_slope	坡度
map_lakes_and_rivers1	河流和湖泊1
map_lakes_and_rivers2	河流和湖泊2
map_line1	線1
map_line2	線2
