start_longitude	start_latitude	end_longitude	end_latitude	first_julian_day	last_julian_day
39.6167	24.4667	39.6167	24.4667	1976730	1977094
39.6167	24.4667	39.6167	24.4667	1977094	1977095
39.6167	24.4667	39.6167	24.4667	1977095	1984009
39.6167	24.4667	47.81	30.515	1984009	1984034
47.81	30.515	47.81	30.515	1984034	1994611
47.81	30.515	46.6753	24.7136	1994611	1994626
46.6753	24.7136	46.6753	24.7136	1994626	1994656
